# FILE DATA
ID : SDRW2100003916
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220219
topic : 대중교통 > 불친절한 버스기사때문에 기분 나빴던 경험, 무질서한 운전자로 도로가 불편했던 경험

# SPEAKER_INFO
id : SD2102153
age : 20대
occupation : 기타
sex : 여성
birthplace : 대구
principal_residence : 경북
current_residence : 대구
education : 대졸

id : SD2102154
age : 20대
occupation : 기타
sex : 여성
birthplace : 대구
principal_residence : 경북
current_residence : 대구
education : 대졸

# SETTING
relation  :  친구


P0 	:대중교통 이용을 / 안 한지가 좀 됐지? /
P1 	:긍까 눌렀는데 /
	
P0 	:(()) /
	
P1 	:문을 열어줬는데 빨리 닫아서 못 내려서 내려 달라고 / 했단 말이야? 그래서 내려 달라고 해서 / 결국에 문을 열어줬는데 아저씨가 버스 안에서 / 아니 진작에 빨리 내리지 / 뭐한다고 그렇게 꾸물적 거려서 내리냐고 이렇게 얘기를 하는 거야. /
	 그래서 너무 화가 났거든? /
	 근데 거기서 / 그리고 / 아니 눌렀는데 아저씨가 문 빨리 닫으셨잖아요. /
	 이렇게 하고 내렸다? 근데 / 그때 버스 아저씨가 어떻게 했냐면 내가 이렇게 걸어서 / 내려서 걸어 갈 거잖아? /
	 근데 버스가 출발해야 되는데 / 출발 안 하고 문 열어서 나를 쳐다보고 있는 거야. /
	 나 너무 공포스러웠어. /
	
P0 	:그 아 그 아저씨가 / 인성이 잘못됐네. /
	 잘못된 사람이지. 그까 / 화 어떻게 보면 나는 화풀이를 한다고 생각하거든? /
	 그 그거를 그렇게 화를 푸는 게 너무 너무 잘못된 거고 / 어 그 / 약간 이해를 해보자면 / 이런 게 있을 거 같애. 정말 다양한 사람들을 만나고 / 어 / 뭐 / 매번 그 / 이게 뭐 신경 써야 될 것들이 너무 많은 거지. /
	 우리 운전만 해도 / 그 예민해질 때가 많은데 / 그 사람들 이제 큰 차를 몰면서 / 그 사람들이 돈을 내 내거 낸 거 확인? /
	 뭐 그리고 특히 뭐 / 할머니 할아버지들도 이용을 하시잖아? /
	 그 그럴 때 이제 안전까지도 / 약간 찍고 탔는데? /
	 뭐 이 사람들이 앉아서 / 가는 거? 그리고 뭐 / 갑자기 끼어드는 차에 / 그 급정거를 했는데 거기 사람들 뭐 이런 / 신경 써야 될 부분이 너무 많아서 / 너무 예민해지고 막 성격이 더러워진 게 아닐까라는 생각 /(note : 발화겹침) 이 좀 들거든? /
	
P1 	:그렇지. 우리도 운전을 해 하는 사람이니깐 / 충분히 공감 되지. 많은 사람 태우고 가면 / 그 모든 안전을 / 자기가 책임지고를 하는 거니까 / 근데 그에 대한 쌓인 화를 / 정말 어 부당 / 부당하게 그리고 나는 그 생각까지 했어. 내가 /
	
P0 	:(()) /
	
P1 	:어리고 / 여자니까 그렇게 / 그냥 화풀이를 하는 대상이라고 / 또 생각이 들었거든? /
	 근데 어르신이고 남자가 정말 이렇게 덩치가 큰 사람에게 / 그럼 아 말을 할 수 있을지언정 / 내가 지나갈 때까지 문을 열고 / 출발 안 하고 쳐다보고 있다는 거를 했을까? /
	(note : 발화겹침) 싶은 건 거지. /
	
P0 	:당연하지. 근데 그거 그거는 어쨌든 그 사람이 문제야. /
	 하지만 / 나 우리도 그 여자 젊은 여자로 / 안 젊나? /
	 여튼 그 여자로 / 그런 일들을 너무 많이 겪잖아. /
	 그냥 사회적인 문제들만 봐도 항상 / 여 당연히 물리적으로 여자가 약할 수밖에 없으니까 / 그래서 내가 방금 든 생각인데 / 뭐 / 봉 같은 걸 하나 / 이렇게 삼 단 봉 같은 거 하나 들고 다니다가 헤 / 그런 일 있으면 이렇게 팍 꺼내 가지고 막 헤 / 막 이렇게 / 대치를 하는 거지. 그럼 ((걔)) 약간 미친 사람이라고 생각하고 / 넘어가겠지만 또 그런 게 쉬운 게 아니지. /
	
P1 	:그래서 나는 / 그 시간대랑 차 번호랑 적어서 /
	
P0 	:(()) /
	
P1 	:신고했어. /
	
P0 	:(()) /
	
P1 	:너무 불친절해서 그거는 근데 왜냐하면 / 나뿐만이 아니라 / 나 말고 다른 더 약한 사람에게도 / 그렇게 할 수 있다고 생각을 해서 이거는 / 그 측에서 관리를 해줘야 되는 부분이라고 /
	
P0 	:(()) /
	
P1 	:생각을 해서 일단 그래도 우리는 고객인 거잖아? /
	 그리고 그런 건데 / 그렇게 하는 거는 너무 / 타면서도 불안하고 걱정하고 / 아저씨 눈치를 보고 타야 되고 / 내릴 때 내려야 되는 그런 건거지. /
	(note : 발화겹침) 그래서 나는 신고했어요. /
	
P0 	:잘했어요. 완전 공감을 하고 / 어떻게 보면 그 돈 돈 벌잖아. 그렇게 해서 / 약간 막 말로 얘기하면 / 근데 / 일단 인식이 택시 아저씨들도 그렇긴 하지만 / 버스 기사 분들이 좀 더 / 아닌가? /
	 그 / 나는 / 그런 그런 거 같애. 좀 / 버럭 / 이케 또 그 안의 공간이 커서 / 전달을 해야 하기 때문에 크게 말씀하시는 / 것도 있긴 하겠지만 / 괜히 막 굉장히 내 이 지금 생 상상 / 되는 이미지가 막 소리 지르고 뭐 / 그리고 뭐라고 하시는지도 잘 모르겠는 데가 많이 있고 / 사람들한테도 막 엄청 / 싸우는 경우도 봤고 / 그런 것들은 좀 계산이 돼 돼야하는 게 아닐까 / 라는 생각이 들지. /
	
P1 	:어 맞아. 그리고 우리가 또 /(note : 발화겹침) 운전을 하다 보면 /
	
P0 	:(()) /
	
P1 	:버스가 아무래도 크다 보니까 /(note : 발화겹침) 그 그리고 이제 가야 하는 루트가 /(note : 발화겹침) 자 그 본인들 기사님들은 있으니까 걍 /(note : 발화겹침) 사실 크다는 이유로 막 /(note : 발화겹침) 비집고 들어오는 경우가 많잖아. /
	
P0 	:(()) /
	
P1 	:갑자기 그럴 때 진짜 / 너무 놀라지 않나 결국 뭔가 / 크니까 그렇게 하는? /
	(note : 발화겹침) 운전을 그렇게 하시는? /
	
P0 	:(()) /
	
P1 	:근데 가야 되는 거 알겠는데 / 뭔가 너무 막무가내로? /
	 들이미는 /(note : 발화겹침) 경우가 /
	
P0 	:그치. /
	
P1 	:도로에서 많지 않나요? /
	
P0 	:그게 또 그런 그 생각을 해 봤어. /
	 아까 오는 길에도 / 김 김여사 때문에 화가 굉장히 났잖아? 긍까 / 그 운전을 / 올바르게 하지 않는 분들 보면 / 우리도 / 내가 아까도 / 저 여자잖아. 약간 이렇게 얘기하는 게 / 그 그 그거 난 공감하거든 / 사실 긍까 뭐 공간 / 약간 능력이 남자보다 당연히 떨어지지만 또 / 그 약간 무대뽀 정신으로 /(note : 발화겹침) 남편 차를 몰고 나오 좋은 차를 몰고 나와서 /
	
P1 	:(()) /
	
P0 	:일단은 들이밀고 보자. 약간 이런 차들을 / 많이 마주칠수록 화는 쌓일 쌓일 거야. /
	 화는 쌓일 거고 그러다 보니까 / 더 약간 / 어 / 밀고 들어가는 거고 그래서 / 주기적으로 교통 교육을 좀 받아야 되지 않나라는 생각이 / 갑자기 들었어. /
	
P1 	:아 그거 맞는 거 같애요. /
	
P0 	:(()) /
	
P1 	:아니면 우리 진짜 서울처럼 /(note : 발화겹침) 근데 우리가 너무 불편하게 /(note : 발화겹침) 버스 라인이 가에 있고 / 그리고 갑자기 사 차선에서 / 일 차선으로 가서 좌회전을 해야 되는 / 버스 노선들이 많잖아요? /
	 그렇게 하면 난 주 그래도 진짜 충분히 이해 돼. /
	 그래서 지금 그냥 생각 든 거 / 서울처럼 우리도 중앙 라인으로 / 이렇게 한 번 빼야 되지 않나 / 그게 점차 그렇게 되겠죠. /
	
P0 	:아 그쵸. 뭐 뭐 그거야 그게 또 너 또 / 우리 세금이 얼마여 /
	
P1 	:음하 /
	
P0 	:여튼? 그 /
	
P1 	:네. /
	
P0 	:택시 근데 나도 버스 아저씨를 신고 한 적이 있어. /
	 그 / 정 그때 코로 그 백신 맞고였나? 한 번 내가 / 버스를 탄 적이 있거든? 근데 / 정말 오랜만에 몇 년 만에 난 버스를 탄 건데 / 거의 막차였던 거 같애. 밤 늦게? 근데 / 그 아저씨가 / 끊임없이 욕을 하는 거야. 그게 이유는 모르겠어. /
	
P1 	:(()) /
	
P0 	:처음엔 나 못 들었는데 / 그 / 뭐 / 뭐더라? 앞에 무슨 아 앞에 / 직진 겸 우회전 차선이 있었는데 / 거기서 / 앞의 차는 직진을 하려고 했나 봐. /
	 그래서 안 비켜 줘서 우회전을 못 하 그까 좁아서 / 우회전을 못 하는 상황? /
	 근데 그건 어쩔 수 없이 기다려야 되는 게 맞잖아. /
	 화가 날 수 있어. /
	 삑 해서 그 차가 좀 비켜 줄 수도 있는 거지만 / 안 비켰어. 그러니까 그때부터 갑자기 / 하 막 막 계속 / 근데 우리가 듣고 들리잖아. /
	 사람이 얼마 없긴 했지만 / 난 처음에 통화를 하시는 줄 알았거든 이거 끼고? /
	 근데 아닌 거야. /
	 그래서 아 너무 무섭더라고? /
	 그까 약간 자기 분노에 /(note : 발화겹침) 너무 그래서 나도 한 번 신고를 했었지. /
	
P1 	:응. /
	 근데 원래 직진 우회전 차선에서 우회전 / 나 우회전 할 거라고 빵 누르면 / 눌렀다가 / 비켰다가 차선을 넘으면 / 차선 넘은 사람이 벌금 내야 되는 거잖아. /
	 근데 그거 충분히 /
	
P0 	:그치. /
	
P1 	:버스 기사 아저씨들은 그 / 왜냐면 범 법을 좀 / 도로 교통법을 좀 잘 알아야 되는 / 상황 아닌가? 왜냐면 직업 /(note : 발화겹침) 이 도로 위에서 계속 일어나는 일이니까 /
	
P0 	:(()) /
	
P1 	:근데 알고서 그렇게 했는 거는 /(note : 발화겹침) 너무 잘못된 일인데다가 거기다가 /(note : 발화겹침) 승객이 있는데 /(note : 발화겹침) 욕까지 계속 해 가면서 하는 거는 /(note : 발화겹침) 사실 상 진짜 이거는 /(note : 발화겹침) 또 대구도 또 유난히 /(note : 발화겹침) 화가 많으신 분들이 많아서 /(note : 발화겹침) 이건 회사에서 / 주기적으로 그분들을 / 그 감정 컨트롤이랑 이런 거를 / 교육을 시켜야 하지 않나. /
	(note : 발화겹침) 싶은 거지. /
	
P0 	:어 그런 생각 드네. 그러면 또 버스 비가 오르겠지? /
	 근데 / 모르겠어. 여튼 나도 그게 심 심리 뭐 / 진짜 그냥 / 그 / 형식적으로라도 육 개월에 한 번 약간 이렇게 회사에서 하면 / 좀 나아질 수도 있다는 생각이 드네? /
	
P1 	:맞아. 그렇게 케어를 해야 될 거 같고 / 근데 또 버스 보다 더 심각한 / 또 택시가 있잖아? /
	 택시의 아저씨들은 왜 자꾸 / 중앙선을 밟고 갈까? /
	 나는 그게 매번 궁금해. /
	
P0 	:그런 거 아니야? 그까 제일 끝 차 제일 오른쪽 차선 / 과 그 전 차선을 중앙을 / 하는 경우가 많지. 왜냐면 / 사람을 태 태우지 않은 빈 택시는 / 사람을 보려고 하지만 / 또 이쪽 가면 / 불법 주정차 되어 있는 차들 때문에 다시 삼 / 그 앞 차선으로 돌 그 전 차선으로 돌아와야 되는 경우들 / 이 많잖아. /
	 그래서 약간 중앙으로 달린다는 생각을 나는 했거든? /
	
P1 	:뭔가 일 차 이 차선 있으면 그 항상 시 / 선을 / 점선이랑 그 실선을 항상 밟고 가시더라고? /
	 아 난 진짜 그런 경우를 많이 봤는데 / 걍 나는 / 좌회전을 하려는 마음을 가지고 있는데 / 깜빡이를 키지 않고 집어 넣으려고 걍 / 중강을 반 본 타입 / 생각했어. 아니면 / 앞에가 빨리 가지 않아서 / 보려고 / 근데 그렇게 되면 옆 차선이 /(note : 발화겹침) 너무 위험하잖아. /
	
P0 	:응. /
	
P1 	:그러고 또 / 깜빡이 안 키고 운전 할 막 / 들어오시고 / 정말 이 틈에 끼어 넣어도 되냐 / 생각들 들 정도로 그냥 막무가내로 막 /(note : 발화겹침) 하는 게 많으니까 /
	
P0 	:(()) /
	
P1 	:너무 화가 많이 /
	
P0 	:(()) /
	
P1 	:나지. /
	
P0 	:맞아. 택시 택시 아저씨들도 무섭지. /
	 그까 뭐 / 소리 막 지르고 또 비슷한 거 같아. 그 / 그까 버스 아저씨들이랑 비슷한 거 같은 게 / 그 소리 소리 지르고 화내고 / 근데 그거는 / 여자들한텐 / 좀 잘 그러고 /
	
P1 	:맞아. 은근히 막 칼치기 / ((회사)) 가고 아 물론 승객을 빨리 / 데려다 주는 게 / 그 목적이시라서 그런 건 알겠는데 /
	
P0 	:(()) /
	
P1 	:도로에서 그렇게 하면 위험하지. /
	(note : 발화겹침) 본인도 위험하고 승객도 위험한 상황인데 /
	
P0 	:(()) /
	
P1 	:그거를 이제 그냥 / 빨리 해주고 /(note : 발화겹침) 조금 더 다른 승객을 더 받겠다라는 그런 생각 /
	
P0 	:(()) /
	
P1 	:때문에 아 그리고 또 승객이 안 빠르게 안 가면 / 또 싫어하니까 뭐 그렇겠지. /
	 그렇지만서도 적어도 / 그 / 교통에서 안전하게는 갈 수 있는 / 정도로는 해야 되는데 / 뭔가 중앙선을 바 하고 한다거나 / 깜빡이를 안 놓고 갑자기 끼어 든다거나 / 뭔가 뭐라 해야 되지 막 무지막 / 지하게 달린다거나 / 빨리 아 특히 또 빨리 안 가면 빨리 안 간다고 / 빵빵 거리는 게 사실상 우리는 / 제소 제한된 속도에서 가야 되잖아? /
	 근데 그거를 안 했다고 / 빵빵거리는 거는 사실 / 빵 거리는 건 위험할 때 하거나 / 정말 그 잘못했을 때 해야 되는 / 다고 생각을 하는데 / 그저 자기가 빨리 가야 되니까 빵빵빵빵빵빵 / 비켜라 이런 식으로 하는 게 /
	
P0 	:(()) /
	
P1 	:아 그거가 너무 스트레스 받지. /
	
P0 	:맞아. /
	 그래서 차 차 몰고 나가면 / 그 성 성격 다 버린다는 말이 / 우리도 그런 이제 / 택시 / 와 버스와 다른 차들을 / 마주하다 보니 / 너무 힘 힘들어지고 막 / 혼잣말 나도 하게 되고 막 아무도 없는데 / 그런 거 같은 거지. 근데 / 어 아무래도 어렸을 / 이십 대 초반에 대중교통을 이용할 때랑 / 지금의 차이는 긍까 / 버스를 이용할 때와 택시를 이용할 때의 차이가 / 어 / 그 준비하는 시간도 좀 많이 차이가 나는 거 같아. /
	
P1 	:맞아. /
