# FILE DATA
ID : SDRW2100003512
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211015
topic : 스포츠/레저 > 스포츠 관람, 물놀이,고령자 근력운동 등

# SPEAKER_INFO
id : SD2103505
age : 60대 이상
occupation : 판매/영업 종사자
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 고졸

id : SD2103506
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 부산
principal_residence : 부산
current_residence : 부산
education : 고졸

# SETTING
relation  :  부모/자녀


P1 	:엄마 내가 축구 좀 좋아한 거 알고 있잖아. /
	 막 뭐 이렇게 요즘처럼 막 / 운동 해야 된다는 그런 개념도 없었고 / 운동을 갖다가 막 꾸준히 할 수 있는 / 어떤 내가 그런 /(note : 발화겹침) 것도 내가 좀 없었던 것도 있었고 /
	
P1 	:응 /
	
P0 	:그런 상황이 안 되고 환경이 /(note : 발화겹침) 안 되다 보니까 안 하다 보니까는 이제 안 하게 되는 그런 것도 좀 많았지 뭐. /
	
P1 	:으응 /(note : 발화겹침) 그러면 혹시 레저 활동 같은 거 있잖아. /
	
P0 	:어 /
	
P1 	:요새 내같이 내 같은 세대는 젊었 어렸을 때 뭐 /(note : 발화겹침) 바나나 보트나 아님 뭐 수상스키나 이런 거 경험해 본 경험 있잖아. /
	
P0 	:어 /(note : 발화겹침) 어 /
	
P1 	:엄마는 어렸을 때 혹시 그런 거 기회 없었어? /
	
P0 	:우리는 그런 거는 있는 줄도 몰랐다. {laughing} /(note : 발화겹침) {laughing} /
	
P1 	:그냥 그러면 그냥 이제 계곡 가고 놀고 그냥 그게 끝인 거야? /
	
P0 	:{laughing} 계곡 가면 요즘은 뭐 구명조끼라도 입지만 옛날엔 / 구명조끼도 없고 반바지 / 뭐 꼭 반팔 입고 있잖아. /
	 계곡 들어가 가지고 / 시원한데 그냥 담가 갖고 물장구 한 번 치고 / 그래 가지고 옷 갈아입고 오니까 그거 수박 먹고 / 밥 먹고 오는 게 전부 다였거든 /
	
P1 	:요새 근데 레저 활동하면 그래도 좀 /(note : 발화겹침) 레저 활동 이름 붙인 게 많잖아 뭐 스카이다이빙도 있고 뭐 이것 저것 있는데 /
	
P0 	:응 /
	
P1 	:그러면은 / 옛날에는 진짜 아예 없었던 거야? /
	
P0 	:어 있었겠지만은 아주 이렇게 / 일반인들이 요즘에 이렇게 헬스클럽 많이 가 듯이 / 그런 시절도 아니었고 / 그런 걸 아주 진짜 극소수 사람들 매니아라든지 / 조금 여유 있고 부유한 사람이 했지. /
	 일반적으로 아줌마들이 / 그런 걸 갖다 할 수 있는 여건이 안 됐지 아이 옛날에 아줌마들 / 있잖아 직장 다녀야 됐지. /
	 살림 살아야 됐지 애 키워야 됐지 요즘처럼 헬스클럽이 / 이렇게 / 많이 되고 막 운동도 해야 되고 이렇게 /
	
P1 	:응 /
	
P0 	:정보가 많던 시절도 아니어 가지고 /(note : 발화겹침) 그때도 뭐 하는 사람이 있었기는 있었지만 많이 없었어. /
	
P1 	:그러면 옛날에 좀 레저라고 할 만하다 이런 거 뭐 낚시 아니면 뭐 /(note : 발화겹침) 그런 거 말고는 거의 없었겠네? /
	
P0 	:낚시도 거의 남자가 다니지 여자가 낚시 다니는 경우는 아주 드물었어. /
	
P1 	:그러면은 옛날에는 여자들은 그러면 이제 /(note : 발화겹침) 스포츠 레저 이런 거는 잘 안 됐던 거네? /
	
P0 	:거의 다 ((피했고)) 이제 거의 보통 일반 여자들은 / 거의 안 하고 살았어 기껏해야 마을 / 뒤에 뒷산에 뒷산 가는 거 /
	
P1 	:근데 요새 뭐 / 구청 스포츠센터 이런 데 가면 이제 엄마 동년배 좀 나이 비슷한 사람들이 / 배드민턴 탁구 엄청 열심히 하더라고 /
	
P0 	:어 요즘 많이 하지 그러니까 음 / 이제 옛날에는 그런 게 없다가 이제 / 한 십 한 몇 년 전부터 / 동에서 이제 조금 /
	
P1 	:응 /
	
P0 	:싼 돈 받고 이제 뭐 이렇게 / 완전 전문적인 요가가 아니라도 / 뭐 선체조라든지 / 쪽 / 꼭 뭐 어설픈 요가라든지 이제 이런 거 하면 하면 / 그때는 동에서 하는 문화 강좌는 돈 얼마 안 받았거든? /
	 그럼 그런 거 좀 다니는 사람들도 있고 그러면서 서서히 좀 생겼지. /
	
P1 	:그 엄마가 요새 /(note : 발화겹침) 좀 이제 아 그래도 좀 이건 좀 해봐야겠다 이런 거 요가랑 필라테스 얘기를 했었잖아. /
	
P0 	:응 /
	
P1 	:요가 필라테스 말고는 아 그래도 이거 해 보면 좋을 거 같은데 이런 거 없어? /
	
P0 	:요가는 내가 보고 있는 게 요가나 / 필라테스나 요즘은 이제 피티도 많이 하잖아. /
	
P1 	:피티는 그러면 이제 웨이트 트레이닝 요거 말한 거야? /
	
P0 	:그러니까 이게 웨이트 트레이닝도 하지만 이제 엄마같은 나이는 만약에 보니까는 / 그 우리 나이에 맞게끔 전문적으로 근력을 키우는 운동을 시켜 주더라고? /
	 젊은 사람 하고 조금 다른 근력 운동을 시켜 주대? /
	 그래서 어 인연 맞는 선생님 있으면은 / 뭐 일주일에 한 두 세 번 피티도 괜찮다는 생각은 해. /
	
P1 	:아 /(note : 발화겹침) 혹시 자전거는 생각 없어 자전거도 하면은 좀 좋은 운동이긴 한데 /
	
P0 	:어 자전거 또 어 자전거 또 / 요즘 전기 자전거 잘 나오잖아. /
	 그러니까는 / 막 계속 수동으로 막 내가 페달 밟고 가는 건 너무 힘들어서 못 하겠고 / 이제 조금 밟고 가다가 또 편하게 전기자전거 가다가 / 그런 거는 조금 괜찮을 수 있다는 생각은 해. /
	
P1 	:근데 지금까지 자전거를 제대로 타 본 적은 딱히 없지? /
	
P0 	:없지. /
	
P1 	:근데 어렸을 때 내가 자전거 배울 때 엄마가 좀 도와줬잖아. /
	 그때는 도대체 어떻게 알고 도와 준 거야? /
	
P0 	:그것도 원리는 알지. /
	 원리는 아는데 엄마가 자전거를 못 타게 된 이유가 /
	
P1 	:어 /
	
P0 	:할아버지가 나 어렸을 때 자전거를 못 타게 했어 위험하다고 /
	
P1 	:어~ /
	
P0 	:그래서 그 시기를 놓쳐 버리니까는 자전거 배우기가 /
	
P1 	:그럴 수도 있지. /
	
P0 	:좀 힘들어 지더라고 /
	
P1 	:그러면 이제 자전거 기회만 된다면은 생각이 좀 있는 거 아냐? /
	
P0 	:응 그거는 뭐 이렇게 / 근데 아주 자전거 심하게는 아니고 / 근데 가벼운 정도의 자전거 타기라든지 / 아니면 아주 길이 좋으면 전기자전거 갖고 / 조금 내가 페달을 밟기도 하고 전기로 좀 편하게 가기도 하고 / 그런 거는 /
	
P1 	:어 /
	
P0 	:괜찮겠다 생각도 드네? /
	
P1 	:엄마 근데 등산하고 하이킹 이런 걸 좀 좋아하잖아 아무래도 /
	
P0 	:응 응 /
	
P1 	:등산 엄마 좀 혹시 본격적으로 해 볼 생각은 없어? /
	
P0 	:어 굉장히 이렇게 고난이도는 /(note : 발화겹침) 엄마 지금 못 해 그리고 잘못하면 다칠 수 있어. /
	
P1 	:근데 그런 고난이도가 아니라 /
	
P0 	:어 /
	
P1 	:요새는 진짜 어쩌다 한 번 생각나면 가는 그런 느낌이잖아. /
	
P0 	:어 /
	
P1 	:정기적으로 이제 이번 주는 이 산 가고 /(note : 발화겹침) 다음 주는 저 산 가고 /
	
P0 	:어 /(note : 발화겹침) 음 /
	
P1 	:그런 식으로 이제 체계 체계적으로 해 볼 생각이 없냐 이거지. /
	
P0 	:옛날에 코로나 오기 전에는 / 그 산악회 등산회 이런 것들이 굉장히 활성화 됐거든? /
	 그 그 때는 일주일에 한 번씩 니 말마따나 / 이렇게 가고 싶은 사람들 모여 가지고 이 산도 가고 / 저 산도 가고 그런 게 있어 가지고 뭐 거기만 따라다녀도 / 한국의 어지간한 산은 다 가보는 어떤 그런 게 있었는데 / 지금은 코로나라서 그게 내가 알기로는 거의 없어졌어. /
	 동호회도 없어지고 / 근데 코로나 이제 끝나고 조금 환경이 좋아지면은 / 또 그런 게 생기면은 / 뭐 한 달에 한 두 번 정도는 /
	
P1 	:응. /
	
P0 	:내가 원하는 코스가 있다. /
	
P1 	:어 /
	
P0 	:그러면은 한 달에 한 두 번 정도는 / 가 보고 싶다는 생각도 들어. /
	
P1 	:그럼 그러면 혹시 이제 등산을 좀 그래도 부산에서는 몇 군데 다녀 봤잖아. /
	
P0 	:응 /
	
P1 	:다니면서 아 여기는 좀 많이 힘들었다 이런 코스가 있었어? /
	
P0 	:일단은 그 / 경사가 좀 가파르면 힘들지. /
	(note : 발화겹침) 그리고 /
	
P1 	:근데 그거는 어딜 가도 마찬가지잖아. /
	
P0 	:음 그런데 이제 아 ((인간의)) 또 이렇게 / ((다이)) / 바위가 많으면 이제 힘들었는데 요즘은 / 이제 요즘은 이런 게 그 올레길 같은 거 / 이런 게 많다 보니까는 그런 길을 잘 해 놨더라고 / 그래서 요즘은 / 어지간하면 올레길 정도로는 / 괜찮은 거 같애. /
	
P1 	:엄마 혹시 엄마가 그 살면서 스포츠 경기 있잖아. /
	
P0 	:응 /
	
P1 	:직접 관람한 적 혹시 있어? /
	
P0 	:경기장에 가서? /
	
P1 	:어 뭐 부산 아시아드 경기장이나 이렇게 경기장이 있거든 부산에 몇 군데 있잖아. /
	
P0 	:응 /(note : 발화겹침) 옛날에는 부산이 야구가 굉장히 분위기가 좋았거든? /
	 그래 가지고 특히 / 부산 사람들이 야구 롯데 야구 광팬들이 많았어. /
	 그리고 거기 가면은 옛날에는 /
	
P1 	:응 /
	
P0 	:막 응원도 하고 굉장히 재미가 있었어. /
	 그 사직 -운- 운동장에 야구 보러는 /(note : 발화겹침) 나도 옛날에 좀 봤었지. /
	
P1 	:혹시 뭐 언제 정도에 갔었어? /
	
P0 	:이십 대 /
	
P1 	:이십 대? /
	
P0 	:삼십 대 초반 /
	
P1 	:그러면은 아 나 그 때 어떤 선수들이 뛰었는지는 / 정확하게 기억이 안 나는데 / 근데 그 때가 나름 분위기가 제일 좋았긴 했겠네? /
	
P0 	:그 때는 부산 야구장이 거의 만석이었고 / 그 가서 이제 술 먹는 사람도 있지만은 / 그때는 가면은 응원을 하는 사람들이 있었어. /
	(note : 발화겹침) 그 /
	
P1 	:응 /
	
P0 	:그 구령 소리라든지 /(note : 발화겹침) 북소리에 맞춰 가지고 막 우리가 롯데 하고 막 응원 했거든? /
	
P1 	:야구가 있잖아 내가 보니까 /
	
P0 	:어 /
	
P1 	:티비로 봐도 계속 공 /(note : 발화겹침) 치거나 던지면 잘 안 보이거든? /
	
P0 	:아 /(note : 발화겹침) 어 /
	
P1 	:근데 직접 관람 가잖아 그러면 공이 진짜 거의 안 보일 거 아니야. /
	
P0 	:어 /(note : 발화겹침) 안 보이지. /
	
P1 	:그러면은 그냥 이제 사람들이 소리 지르면은 / 아 뭐 잘했는 갑다 이렇게 하는 거야? /
	
P0 	:근데 나는 사실 이 경기보다는 / 그거 경기장에 가면은 아까 말했잖아 응원도 / 하고 막 그렇게 구호도 하고 그 분위기 / 그 분위기가 좋아서 있잖아 구경 가지. /
	 경기는 보기는 봐도 막 / 그 쪽에 뭐 / 이렇게 공 하나에 있잖아 나는 짜릿짜릿하고 막 /
	
P1 	:응 /
	
P0 	:스릴을 느끼고 그러지는 않았어. /
	
P1 	:혹시 그 봤던 경기 그냥 리그 경기였는지 /(note : 발화겹침) 아니면 이제 뭐 플레이오프 경기 이런 것도 있잖아 혹시 알아 플레이오프? /
	
P0 	:아 기억 안 나는데 그냥 막 그냥 경기였지 /(note : 발화겹침) 이렇게 중요한 경기는 표를 못 구해서 못 가. /
	
P1 	:응 /
	
P0 	:니가 말했던 플레이오프라든지 좀 빅 경기 있잖아. /
	 그런 거는 표 구하기가 옛날에 힘들었어. /
	 그런 경기는 / 보러 갈 엄두가 안 나고 그냥 막 일반적인 경기 /
	
P1 	:그럼 야구 말고는 딴 거 본 적 없어? /
	
P0 	:야구 / 축구도 봤지? /
	(note : 발화겹침) 많이는 아니지만 /
	
P1 	:아니 난 /(note : 발화겹침) 나도 근데 보는 건 좋아하는데 / 어쩌다 보니까 직접 관람 갈 일이 별로 없었거든? /
	 아 뭐 그렇긴 한데 / 혹시 그러면은 축구는 / 어디 보러 갔어 부산 아이파크 보러 갔었어? /
	
P0 	:부산 아이파크에 한 번인가? /
	(note : 발화겹침) 갔었고 /
	
P1 	:근데 부산 아이파크는 이제 경기장이 아니라 팀 이름이잖아. /
	
P0 	:어 팀 이름인데 어쨌든 연습하는 데 있잖아? /
	
P1 	:경 /(note : 발화겹침) 아시아드 경기장이었나 정확하게 기억이 안 나는데 /
	
P0 	:것도 뭐 어딘가 나도 못 따라가서 정확하게 기억 안 나는데 / 그러니까는 막 경기라기 보다는 저거 연습하는 거 보고 /(note : 발화겹침) 있잖아 그런 걸 좀 그랬던 거 같아. /
	
P1 	:아 / 그러면은 뭐 결론적으로는 /(note : 발화겹침) 스포츠 관람 경험이 이제 이거 ((차도)) 많진 않네? /
	
P0 	:((만날까)) 실내 경기에 뭐 배구 /(note : 발화겹침) 농구 그런 거 좀 봤었고 /
	
P1 	:옛날에 근데 팔팔 올림픽 하고 이럴 때 있잖아. /
	 그때 이제 관람할 수 있게 여러가지 했다는데 부산에선 경기 없었어? /
	
P0 	:그때 부산에서 거의 없을 거야 아마 저 / 저기 요트 같은 거는 했는가 몰라도 /(note : 발화겹침) 거의 대부분 메인 경기가 서울에서 했지. /
	
P1 	:요트는 그러면 아시안 게임 이 때는 부산 아시안 게임은 했었잖아 옛날에. /
	
P0 	:어 그때 아시안 게임이었나 그럼 요트도 / 그 때 요트를 갖다 부산에서 했는가 / 나도 정확한 기억은 안 나는데 근데 부산에서는 / 팔팔 그 때는 거의 시설이 뭐 없어 가 /(note : 발화겹침) 부산에 거의 없었지. /
	
P1 	:나 아직 혹시 기억나 우리 이천 이 년 월드컵 보러 간 적은 있었잖아. /
	
P0 	:어 있었지. /
	
P1 	:그때 뭐 경기장 들어가진 못했지만 야외 응원 /
	
P0 	:어 /
	
P1 	:하는 거 보러 갔었잖아. /
	 그때 혹시 어떤 경기 봤는지 혹시 기억 나? /
	
P0 	:그 때 우리 이 이탈리아하고 하는 거 봤지 그지? /
	
P1 	:아 이탈리아 경기 기억하는구나 그거 말고도 한 경기 더 봤던 거 같은데 /
	
P0 	:아 /(note : 발화겹침) 아 그거 나도 정확하게 기억이 안 나는데 이탈리아 경기 /
	
P1 	:그거는 내가 알기로는 조별 예선 경기였을 거야. /
	 토너먼트 경기가 아니고 / 이탈리아 경기 그때 이제 / 설기현이 마지막에 극적으로 동점골 넣었었잖아. /
	 그거 혹시 뭐 기억 나 그때? /
	
P0 	:어 그러니까 그래 이탈리아 경기 봤고 / 니도 축구 선수는 니 / 많이 알고 있잖아. /
	
P1 	:알긴 아는데 /
	
P0 	:어 /
	
P1 	:근데 이제 {laughing} / 엄마하고 대화하려면 아무래도 이제 엄마 아는 쪽을 해야 되니까 나도 모르게 이제 /
	
P0 	:거 유명한 선수 이야기 한 번 해 봐. /
	(note : 발화겹침) 뭐 메시라든지 유명한 선수들 있잖아. /
	
P1 	:메시는 혹시 최근에 이적한 거 알아? /
	
P0 	:어 그랬다 그러대? /
	
P1 	:엄마 메시가 혹시 그 동안 이제 어느 팀에 뛰었는지 기억 알아? /
	
P0 	:레알인가? /
	
P1 	:아니 그 팀의 라이벌 팀에서 뛰었었거든? /
	
P0 	:어 /
	
P1 	:에프씨 바르셀로나 팀에서 계속 뛰었었는데 /
	
P0 	:아 맞아 바르셀로나다 어 /
	
P1 	:그런데 이제 사정이 좀 얄궂게도 / 그 구단이 이제 경영을 좀 방만하게 해서 돈이 없어 가지고 / 선수를 이제 이적을 시켜 버렸어. /
	 어떻게 보면 이제 그 구단 역사에서 가장 레전드 선수라고 봐도 무방한데 / 그래서 이제 기자회견 장에서 울면서 /(note : 발화겹침) 나는 떠납니다 하고 이제 이적을 해서 파리로 갔거든? /
	
P0 	:응 /
	
P1 	:이제 거기는 이제 카타르 (()) / 좀 중동 석유 부자가 이제 인수해서 하는 구단인데 / 그래서 이제 / 카타르 월드컵 혹시 이번에 겨울에 하는 거 알아? /
	
P0 	:아 겨울에 하나? /
	
P1 	:카타르 월드컵이 월드컵 역사상 최초로 겨울에 한다고 하더라고 /
	
P0 	:어 /
	
P1 	:왜냐하면 이제 올해 여름에 하기로 하고 / 에어컨도 무조건 설치하겠다 이랬는데 / 근데 이제 에어컨 공사 진행이 너무 더뎌 가지고 / 도저히 안 되겠다 겨울에 하자 해서 겨울에 하는 거로 알고 있거든? /
	 그래도 우리 엄마 월드컵은 그래도 진행 하면 /(note : 발화겹침) 좀 소식은 챙겨 보지 않아? /
	
P0 	:음 월드컵은 완전 큰 경기니까 한 번 씩 보지만은 / 뭐 지나고 나면 나는 다 기억이 다 잘 안 나지. /
	
P1 	:그러면 이제 이천 이 년 말고는 솔직히 말해서 기억 나는 건 별로 없겠네? /
	
P0 	:그 때 막 이렇게 내가 경기를 봤는데 내가 막 /(note : 발화겹침) 저 경기가 좋았다 이런 건 없고 /
	
P1 	:이천 십 년에도 우리나라 대표팀이 성적이 나쁘진 않았거든 그 때는 혹시 기억나는 거 없어? /
	
P0 	:그거는 없고 / 메시 말고 또 요즘 뭐 /(note : 발화겹침) 꼭 조금 유명하게 뜨는 또 선수 /
	
P1 	:근데 메시는 어떻게 보면은 요즘 뜬다기 보다 /
	
P0 	:어 좀 떴던 선수였지 그지? /
	
P1 	:지금도 대단한 선수긴 하지만 /
	
P0 	:어 /
	
P1 	:좀 지났고 요즘 /(note : 발화겹침) 정말 떠오르는 선수는 이제 음바페랑 홀란드란 선수 있거든? /
	
P0 	:어 /
	
P1 	:그 선수들은 혹시 들어본 적 있어? /
	
P0 	:니가 한 번 이렇게 저 선수들이라고 한 번 /(note : 발화겹침) 이렇게 이야기 해 주는 걸 들은 적은 한 번 있는 거 같다. /
	
P1 	:나도 근데 그런 게 한 두 명 있는데 음바페라는 선수는 / 굉장히 유명하거든? /
	 월드컵 우승도 최근에 한 번 했었고 / 그 들어본 적 없으면 아직까지는 좀 / 인지도가 멀었나 보다. /
	
P0 	:그래도 떠오르는 샛별이겠네 그럼. /
	
P1 	:그치 그 선수 나이도 어리고 월드컵 우승도 했고 / 어 그 이제 / 경력이 굉장히 짱짱하거든? /
	 그런데 이제 /(note : 발화겹침) 아직까지 확실히 일반 대중들한테는 인지도가 좀 그렇게 많이 없나 봐. /
	
P0 	:그럼 니가 지금 현재 좋아하고 있잖아. /
	(note : 발화겹침) 그 경기 스타일을 좋아하는 선수는 누구야? /
	
P1 	:선수 근데 그 선수들 요즘 떠오르는 선수 보다는 /
	
P0 	:어 /
	
P1 	:오히려 은퇴 했거나 이런 선수들이 좋더라고 /
