# FILE DATA
ID : SDRW2100003413
category :  구어 > 사적대화 > 협력적대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211229
topic : 안락사·존엄사 법제화 > 안락사 선택 기준과 생명의 귀중함

# SPEAKER_INFO
id : SD2100889
age : 10대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 중졸

id : SD2100890
age : 40대
occupation : 주부
sex : 여성
birthplace : 서울
principal_residence : 경기
current_residence : 서울
education : 대졸

# SETTING
relation  :  부모/자녀


P0 	:엄마 / 엄마는 안락사에 대해서 어떻게 생각해? /
P0 	:내 강아지라 할지라도 결국엔 가족이야 / 동물이라 할지라도 가족이니까 / 함께했잖아? /
	 가족이랑 똑같이 대할 꺼야 나는. /
	
P1 	:그럼 끝까지 보살펴 주고 끝까지 가는 거야? /
	
P0 	:끝에 끝까지 무조건 /
	
P1 	:엄마는 / 힘드네 결정이. /
	
P0 	:영 그렇지? /
	
P1 	:그래 어려운 문젠 거 같아. /
	 이렇게 하기도 애매하고 저렇게 하기도 애매하고 /
	
P0 	:너무 쫌 어려운 문제지만 / 그리고 이렇게 많은 사람들이 생각을 하고 더 나은 방안 방안을 제시하다 보면 / 더 나은 결과가 도래할 꺼라고 생각해. /
	
P1 	:한 번이라도 / 생각해 본 적 있어? /
	
P0 	:은근 많이 생각해 봤지 이런 주제에 관해서는. /
	
P1 	:아 그래? /
	
P0 	:이런 걸 생각하고 하는 게 정말 재밌거든 /
	
P1 	:학교에서도 해 본 적 있어? /
	
P0 	:안락사나 그런 거 같은 경우에는 해 본 적은 있었져만 / 그렇게 길게 한 건 아니야. /
	 결국엔 대부분 다 그래도 찬성하는 쪽이드라고 / 그래서 결국엔 엄마는 / 그래도 일단 아프고 그 당사자의 의지가 쩨일 중요하다 보니까 / 찬성이다 이거지? /
	
P1 	:그렇지 당사자는 너무 힘들고 / 겪기가 너무 힘드니깐. /
	
P0 	:내가 그런 병에 걸리진 않았지만 진짜 걸리면 되게 아플 꺼라는 생각은 들어 / 그런 거면 진짜 죽고 싶다 이런 식으로 생각을 했겠지. /
	 하지만 그렇다 할지라도 / 그래도 항상 말하듯이 살다 보면 기회는 오잖아? /
	 나 그게 중요하다고 생각해. /
	
P1 	:그래 엄마두 / 아들 얘기 들어 보니까 살다 보면 기회도 있구 치료가 또 다른 방법이 생길 수도 있으니깐 / 아들 입장 충분히 / 찬성하지. /
	
P0 	:결국엔 그래도 일단 언제까지나 생명이다 보니까 / 생명은 일단 끝까지 봐야지. /
	 그리고 / 일딴 이런 안락사나 그런 것도 결국엔 의료 수준이나 이런 게 높아지대게 되면 / 더 좋은 방안으로 나아갈 수도 있을 거야. /
	
P1 	:그래 그럴 것도 같다 / 의료가 더 좋아지면 덜 아퍼하면서 / 치료가 빨리 될 수도 있겠지? /
	
P0 	:그렇지 아니면 너무 고통이나 이런 거에 쫌 진통제를 쫌 더 개발을 해 가지고 / 더 부담 없이 쫌 더 / 부담 없이 고통 없이 / 쫌 이성적인 생각을 할 수 있게 하면 좋지 않을까? /
	 그러므로 그래도 일단 나는 찬성 측의 입장에 많이 공감을 해. /
	 듣다 보니까 맞는 거 같기도 하고 / 결국엔 그래도 생명권은 그 자기 자신이 가져야 된다고 생각해. /
