# FILE DATA
ID : SDRW2100004337
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220305
topic : 취직 > 대기업에서 일하고 있는데 중소기업 을 이직을 할지 고민

# SPEAKER_INFO
id : SD2102391
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2102392
age : 60대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
education : 고졸

# SETTING
relation  :  부모/자녀


P0 	:내가 지금 / 회사를 다니고 있잖아. /
	 일단 대기업이라 하면 / 어쨌든 이직을 할 때에 내 / 회사 이름을 보고 간판을 보고 이제 / 어느 정도 호감을 갇꼬 나를 부르는 거기 때문에 / 그런 것에서는 되게 좋은 거 같고 / 딱히 큰 엄청 큰 혜택이라던지 / 복지라던지 이런 거는 아직까진 잘 모르겠는데 / 나중에 쫌 더 지나고 / 내가 어느 정도 / 경력이 쌓이구 / 그만한 우대를 받으면 / 그때의 성취감이나 뭐 / 만족도에 따라서 거기에 있을지 / 아니면 중소기업으루 이동을 할 때 이직을 할지 / 고민을 쫌 해 보도록 하구. /
	 엄마가 만약에 옛날로 돌아간다면 / 대기업으루 먼저 취업을 할 생각인지. /
	
P1 	:처음에는 / 나는 / 어 일단은 대기업을 한번 선택해 보구 싶을 거 같애. /
	 왜냐면 어챘든 / 어~ 우리나라는 그래도 어 / 아직까지는 그 / 이 생각하는 자체가 / 대기업 하면 쫌 / 쫌 우러러볼 수 있고 이런 것도 있으니까 근데 {clearing} / 깊이 들어가면 / 대기업이나 중소기업이나 뭐 / 크게 뭐 / 내가 행복한 직장이믄 좋겠어 그냥. /
	
P0 	:나는 지금 다니고 있어도 / 크게 뭐 / 월급이 되게 많다 많이 주거나 / 연봉이 되게 높거나 / 물론 아직 / 입사한 지 그르케 오래되진 않아서 그렇게 느낄 수두 있지만 / 오히려 대기업은 쫌 텃세라던지 / 또는 / 너무 / 되게 잘나고 잘난 척하는 사람들이 많아서 / 차라리 중소기업을 가서 / 쫌 / 행복하게 / 돈두 그래두 중 요즘에는 / 중소기업이랑 대기업이랑 그렇게 큰 / 봉 연봉 차이가 그렇게 많이 나지는 않다고 생각해 나는. /
	 그래서 / 중소기업으루 가서 / 먼저 경력도 쫌 쌓다가 / 쫌 쌓고 먼저 거기서 / 이직을 대기업으로 뭐 하는 게 더 나은 거 같애 / 차례대로. /
	 대기업에서 중소기업을 가는 것도 괜찮긴 한데 / 중소기업 / 은 쫌 더 가기 쉽잖아 지금은. /
	 긍까 잠깐 먼저 갔다가 대기업으로 가는 것도 괜찮은 방법인 거 같애. /
	
P1 	:나도 그르케 생각은 해 근데 / 인제 뭐 지금 세대는 / 내가 너무 정확히 모르니까. /
	 근데 인제 주위에 뭐 이르케 얘기 들어 보고 그러면은 / 어쨌든 자 본인이 / 일하는 게 즐겁고 / 그런 회사가 더 최고 좋은 거 같애 / 내 생각에는. /
	 음 / &name&도 / 뭐 지금 만족을 하고 있잖아 어쨌든 중소기업을 먼저 들어가서. /
	 지가 좋아하는 일을 하니까. /
	 그래서 나는 / 월급이 쩍어도 어 니가 좋아하는 일을 하니까 / 괜찮다 쪼 즐거워하고 하니까. /
	 그까 너도 그냥 니가 좋아하는 / 일을 했으믄 좋겠어. /
	 중소기업이든 대거 대기업이든. /
	
P0 	:일단 / 응 대기업 / 을 들어가려면 기본적으루 / 보통 / 대학굔 당연히 나와야 되고 / 거기에 / 뭐 토익 점수라던지 / 아니면 자격증 관련 자격증이라던지 / 그런 게 기본적으로 필요하다고 알고 있지만 사실 / 면접만 잘 보면 / 대기업도 그렇게 크게 / 어려운 거라고 생각은 안 하거든. /
	 따 사 이제 애들이 친구들이 / 대기업 어트게 들어갔냐 뭐 거기 어트게 들어갔냐 이케 물어보면은 / 나는 사실 그렇게 큰 준비를 하고 들어간 것보다는 / 자기소개서 잘 쓰구 / 면접을 제일 잘 봤던 게 / 컸던 거 같거든. /
	 그런 거를 만약에 물어보면 / -엄- / 엄마두 어 / 그런 정도의 지식은 갇꼬 있으믄 좋을 거 같고. /
	 중소기업의 장점과 단점이 뭔 거 같애? /
	
P1 	:중소기업은 어챘든 뭐 / 쪼끔 / 특별하지 않는 사람도 좀 / 많이 들어갈 수 있는 게 / 취직을 빨리 할 수두 있고. /
	 그래 그래서 나는 인제 뭐 대기업을 기달리다 / 기다리면서 시간을 그렇게 버리고 이러는 거보다 / 중소기업에 가서 / 내가 즐겁게 일하고 / 또 -뭐- / 뭐라 그럴까 시간적으로 나의 / 나머지 시간을 / 내가 행복한 걸 하고 / 그런 거를 즐겨이 / 즐기면서 회사를 다니는 게 / 괜찮지 않을까 싶기도 해 왜냐면 대기업은 -어- / 어쨌든 압박이 쫌 있을 거 같애 / 내가 볼 때는. /
	 정신적으로 쫌 / 잘해야 된다는 그런 압박감이 / 항상 남아 있으 거 같애. /
	
P0 	:대기업의 단점은 / 엄마가 말한 것처럼 / 쫌 위에서의 압박감 / 그리고 부담감 이런 것도 있고 / 그리구 나라에서 주는 혜택 이런 걸 하나도 못 받아. /
	 나는 / 그만한 월급을 받구 있지도 않구 / 그만한 뭐 복지 혜택을 받고 있지도 않은데 / 그럼에도 불구하구 대기업이라고 이미 / 되어 있으니까 / 그걸로 인해서 나라에서 주는 혜택 이런 걸 하나도 못 받고 / 그래서 그 불편한 것도 어느 정도 있구 그게 쫌 단점인 것 같애 / 사회 초년생한테는. /
	
P1 	:(()) /
	
P0 	:근데 이제 / 어느 정도 / 사회에서 / 있는 시간도 됐구 경력도 된 사람들은 / 대기업이 확실히 나은 것 같고 / 복지 혜택에서 있는 부분에서 / 제일 나은 거 같고 / 중소기업 / 도 괜찮긴 하지만 / 내가 대기업에서 /
	
P1 	:(()) /
	
P0 	:하구 / 중소기업으루 나와서 회사를 / 작게 소기업부터 / 스타트업으루 해 가지구 / 회사를 키워서 나가는 것도 / 괜찮을 거 같애 내가 기술이 되거나 /
	
P1 	:(()) /
	
P0 	:뭐 능력 있으면 / 그런 것도 괜찮은지. /
	
P1 	:어 중소기업에 들어가서 / 내가 생각하는 그 어뜬 / 그 회사에 대한 로망 같은 거를 / 니가 열심히 그려 가지구 / 생각을 해 가지고 / 니가 거그서 얻는 충 / 이케 정말 이루어졌을 때 / -너- 너가 (()) / 충족감이 굉장히 클 거 같애 어쨌든 대기업은 / 어뜬 / 잘나신 / 잘나신 분들이 너무 많으시잖아. /
	 그르니깐 인제 뭐 / 쫌 그런 데슨 쪼꼼 / 이케 특별하게 니가 할 수 이케 / 능릉 능력이 / 어떤지는 모르겠지만 아직까지는 / 일단은 차근차근 올라가는 것도 나는 / 중소기업에서 정말 니가 / 하고 싶은 충족감 있게 할 수 있는 일을 하다가 / 대기업 가는 것두 괜찮은 거 같애. /
	
P0 	:일단 요새는 / 실업계를 가면은 바루 / 뭐 취업도 가능하잖아. /
	 그리고 / 뭐 인문계를 가도 / 사실 / 취업을 할 수 있는 / 사람이라면 취업을 할 수 있고 / 스무 살만 되면 취업은 할 수 있잖아. /
	 근데 / 이제 / 실업계 가서 / 취업을 바로 할지 / 삼 년 하고 / 그 졸업 / 뒤에 / 스무 살 때 바로 취업을 할지 아니면 / 나는 공부를 좀 더 하구 / 대학교를 가서 / 어 / 졸업하구 / 취업을 할지 / 이걸로 되게 지금까지도 되게 / 이슈인데 / 엄마가 돌아가면은 / 어떤 / 어떤 걸 할지. /
	
P1 	:나는 어 어 어챘든 / 어~ 사회생활을 하든 / 너 자신을 위해서든 / 대학은 나와야 된다고 생각을 해. /
	 왜냐면 요즘 젊은이들은 생각이 우리하고 또 틀리니까 / 그런 거에 에 뭔 / 내가 깊이 생각은 안 해 봤지만 / 어챘든 너네들은 대학을 나왔고 하니까 / 어챘든 삼 년제든 사 년제든 / 일단은 대학을 나와서 / 떳떳하게 / 응 일할 수 있는 데를 찾는 게 낫지 않으까. /
	 그리고 / 대학 나온 애들하고 또 고등학교 나온 애들하고 이렇게 / 쫌 회사에서도 쪼꼼 / 그런 게 쫌 많이 반영이 되는 거 같드라고. /
	 바으 / 뭐 안 그른다 해도 은근히 또 그런 게 있는 거 같드라고 내가 볼 때는. /
	 주위에 보면. /
	
P0 	:나는 / 다시 돌아간다면 / 그냥 바로 취업을 할 거 같거든. /
	 왜냐하면 / 요새는 / 대학교가 전부가 아니라는 게 너무 많이 / 몸소 느끼구 있고 / 경력이 / 중요한 거 같애 어느 곳에 가더라도. /
	 지금 하다못해 대기업에서도 경력자를 / 신입보다 더 많이 뽑는 시대이고 / 경력자 우대루 되어 있고. /
	 왜냐하면 / 사람들도 이젠 아는 거 같애 뭔가 이 / 머릿속으루 배워서 쉬 이케 / 배워서 공부해서 되는 게 아니라 / 몸소 내가 일을 해 봐야 / 그 일에 대해서 어떻게 / 이제 이루어지는지 / 그리구 또 그런 걸로 인해서 많이 배우는 거 같구 / 공부루 해서 뭔가 / 잘나지는 건 아닌 거 같아서 / 그걸 많이 / 느끼구 있구 지금 / 고등학교로 돌아간다면 /
	
P1 	:(()) /
	
P0 	:졸업하구 바로 취업 연계해서 / 기술 쪽 / 아니면 / 뭐 은행 쪽 / 으로는 바로 취업이 되니까 / 그러 쪽으 그런 쪽으로 바로 취업하는 게 좋은 거 같애. /
	
P1 	:근데 왜 나는 {clearing} / 어챘든 / 뭐 결혼을 아직 / 안 했으니까 결혼 그런 것도 많이 연계되지 않으까. /
	 대학을 안 나오면 쫌 / 그릏 / 아직은 사회가 쫌 / 그런 시스템으로 돌아가니까 / 그래두 / {clearing} 어쨌든 간에 대학은 나와야 된 / 다고 생각을 하는 사람이거든 아직까지는. /
	 근데 / 요즘 / 뭐 엠젯세대 / 걔네들 보면은 생각이 그런 생각이 / 그르케 크게 와 닿진 않는 거 같드라고 애들이 보면은. /
	 그래서 뭐 / 어 / 어제 방송 보니까 뭐 저기 홈스쿨링하는 애 초등학생들도 /
	
P0 	:(()) /
	
P1 	:홈스쿨링도 하고 / 뭐 이런 거 보면서 / 아 시대가 너무 많이 변해 간다는 게 막 느껴지드라고. /
	 왜냐믄 그른데 애들은 또 학교를 가고 싶어 해 / 보니까. /
	 그래서 어챘든 / 응 아직까지 내 생각은 뭐 너하고 나하고 틀리니깐 / 세대가 틀리니깐 / 생각 차이가 있겠지만 / 나도 나는 아직까지는 그래두 대학은 나와야 되건다고 생각을 해. /
	 {clearing} /
	
P0 	:나는 / 취업을 다시 한다면 / 다시 한다면 / 일단 기술을 배울 거 같애. /
	 자격증을 배울 거야 그양 자격증을 딸 거 같애. /
	 이 막 이케 공부해서 토익이라던지 / 이런 / 이제 인문 계열 쪽에 / 지식을 쌓아서 가는 것보다 / 그러믄 그냥 단순 사무직이거든. /
	 근데 / 그쪽은 / 일은 고된데 / 정신적으로 고된데 / 봉급 / 연봉이 그렇게 / 높진 않으니까 / 뭔가 성취감이라던지 / 만족도가 낮은 편이어서 / 다시 돌아가면은 / 쫌 기술적인 부분의 자격증을 따고 / 아니면 뭐 / 어 여러 가지가 있잖아. /
	 그런 걸 해서 / 쫌 전문적인 / 직업을 좀 갖고 싶은 생각을 했어 근데 그게 / 뭐 대기업이든 중소기업이든 상관은 없고 / 그양 내 일이 / 어 나한테 잘 맏꾸 / 나는 쫌 뭄이 가만히 있는 걸 /
	
P1 	:(()) /
