# FILE DATA
ID : SDRW2100000545
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211013
topic : 건강/다이어트 > 탈모 등 걱정되는 건강상태, 건강유지 위한 노력들, 정신건강 유지 방법

# SPEAKER_INFO
id : SD2100495
age : 40대
occupation : 주부
sex : 여성
birthplace : 충남
principal_residence : 서울
current_residence : 서울
education : 대졸

id : SD2100496
age : 40대
occupation : 주부
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 서울
education : 대졸

# SETTING
relation  :  친구


P1 	:자기는 요즘 다이어트에 관심 있어? /
	 그서 / 근데 / 운동을 안 하면은 조그만 일에도 금방 피곤해 지더라고 / 그래서 운동을 해야 하지만 그래도 하루를 이케 이어갈 수 있는 부분이어서 쉴 수가 없어. /
	 운동을 해야 돼 / 아픈 사람들은 더 해야 돼 /
	
P0 	:그렇죠. /
	
P1 	:그래서 아픔은 아 그까 나는 한번 수술을 겪고 나서 보니까 / 조끔만이라도 안 움직이잖아 하루를 이렇게 편히 보내잖아 그럼 너무 피곤해. /
	
P0 	:아 그니까 운동을 하는 거는 이제 필수고 그 필수 하는 이유는 이제 살려고 이제 운동 하시는 분들도 있더라고요. /
	 원래 되게 일상생활처럼 해야 되는데 운동이라는게 그죠? /
	 운동하시면서 힘들진 않으셨어요? /
	
P1 	:그서 애 아빠랑 이제 같이 다니다 보니까 혼자 하면은 / 지겨울 수도 있는데 / 애 아빠랑 이야기하면서 도전하고 또 자전거 타면서 같이 또 멀리 멀리도 가게 되고 / 그서 즐거웠던 거 같애. /
	 우리 집에서 반포대교까지 가면은 거의 한 시간 거리거든. /
	 근데 집에 오면은 허벅지가 굉장히 뻐근한데 / 갔다 왔다는 쾌감? /
	(note : 발화겹침) 그런 게 좋았던 거 같애. /
	
P0 	:아 /(note : 발화겹침) 두 분이서 이케 운동 하시니까 지루하지 않고 좋으시겠어요 두 분 다 건강해지는 거 잖아요 부부가 /
	
P1 	:둘이 병들어서 그런 거지 {laughing} /(note : 발화겹침) {laughing} 둘이 /
	
P0 	:아 두 분이 아파서 열심히 운동하시면서 건강을 /
	
P1 	:어. /
	
P0 	:챙기실려고 하시는구나. /
	
P1 	:그치. /
	
P0 	:아 그것도 좋으네요 안 아픈 사람 보다 오히려 거 아프신 분들이 / 더 오래 산 대요 관리를 잘 하셔서 /
	
P1 	:그서 둘이 아프기 때문에 / 애 아빠도 당뇨가 있고 하니까 움직이지 않으면은 당뇨가 올라가니까 어 / 그 어떻게 해서든지 우리는 겨울 눈이 그렇게 펑펑 오는 날도 우리는 걸어 다녀야 되거든. /
	 그래서 그래도 그 눈 구경도 할 수도 있고 또 나갔다가 비가 갑자기 올 수도 있긴 하는데 또 그런 현상을 또 보면서 또 재밌어하고 /(note : 발화겹침) 또 하나의 추억을 만들어 가는 것 같기도 하고 /
	
P0 	:좋은 습관이시네요 그래도 / 당뇨 말고는 따른 건 없으셔요? /
	
P1 	:뭐 당뇨에 따르는 고혈압 뭐 이런 거는 있지. /
	 그래서 더 신경을 쓰게 되는 거고 / 더 챙기게 되고 또 서로가 더 조심스러워지는 거지. /
	
P0 	:아직 /(note : 발화겹침) 나이가 그 많진 않으신데 쪼금 위험 요소를 갖고 계신 편인 거 같아요. /
	
P1 	:그것도 삼십 대 중반에 스트레스 때문에 그렇게 생긴 거 거든. /
	
P0 	:아 네 그렇구나. /
	
P1 	:그서 스트레스는 / 그니까 긍정적인 생각을 가지 / 그 내 사고 컨트롤 컨트롤 뭐 이런 거는 / 항상 필요한 거 같애. /
	
P0 	:저는 따로 뭐 운동을 하 하거나 다이어트를 하진 않는데 / 저녁에 쪼끔 적게 먹으려고 하는 하거든요. /
	 그런데 / 조절이 안 돼요. /
	 먹는 걸 너무 좋아하니까 / 혹시 저녁 늦게는 먹지 않으시죠? /
	
P1 	:나는 / 가급적이면 안 먹으려고 그렇지. /
	
P0 	:원래 먹고는 싶어도 그냥 노력을 해서 그걸 갖다가 참는 거죠? /
	
P1 	:그치 근데 그닥 먹고 싶은 생각은 없어 근데 있으면은 하도 먹으라고 권해서 안 먹으면 또 / 무 미안해 할까 봐서 하나 하나 두 개 정도는 먹는데 / 또 그러다 보면은 또 배고플 때 먹잖아 그러면은 배가 부를 때까지 먹게 돼 / 그래서 아예 내 앞에서 먹지 말아라 하는데 아이들은 커 가는 중이라서 밤에도 그렇게 먹더라고 /
	
P0 	:그래서 저는 이제 밤에 소식 하는 게 다이어트 방법이고 그다음에 이제 낮에 쫌 웬만하면 많이 걷고 많이 돌아다니면서 활동 할려고 노력하고 아침에 / 일어나서 미지근한 물 한 잔 정도를 꼬박꼬박 먹어요 그게 건강 비결이라고 해가 해 가지고 / 아침에 따른 / 음식 들어가기 전에 미지근한 물 한 거 한 잔 / 그게 좋대요. /
	
P1 	:나는 / 하루에 이 리터 / 먹을려고 알람까지 설정을 하거든. /
	 그래서 하루에 이 리터를 먹을려고 꾸준히 노력을 하고 있는데 / 사실 물 마시는 것도 쉽지 않더라고 {laughing} /
	
P0 	:맞아요. /
	
P1 	:그래서 그걸 의도적으로 / 그 이 리터씩 마실려고 이렇게 알람 설정을 해서 먹고 있고 근데 / 가 요즘에 와서 생각하는 게 육체적인 건강도 중요하지만은 정식 /(note : 발화겹침) 정신적인 건강도 강 가장 중요한 거 같더라고 /
	
P0 	:맞아요 일단은 정신적으로 스트레스 받으면 그게 다 / 몸에 이상이 오니까 / 근데 그 정신적인 스트레스를 받지 않기는 쉽지 않잖아요. /
	 고거를 쫌 어떻게 신앙의 힘을 빌려서 한다거나 / 아니면 마음의 수양을 쌓는 그런 / 방법이 있나요? /
	
P1 	:근데 / 수양이라기 보다도 / 어~ 우선은 /(note : 발화겹침) 좋은 쪽으로 생각을 하지. /
	
P0 	:긍정적인 생각 /
	
P1 	:그까 그 사람이 왜 그랬을까 라는 생각도 많이 하게 되고 / 또 그 사람 입장에서 생각하면 이해 못 할 부분이 하나도 없더라고 / 그래서 이해 하다 보면은 그 사람도 공감하게 돼서 같이 / 이제 쫌 화 좀 화를 내 내리게 되고 그렇게 편하더라고 /
	
P0 	:그래서 저는 인제 스트레스 받을 때마다 요즘에는 인제 음악을 들어요. /
	 귀에 이어폰 꽂고 좋아하는 음악을 그냥 들어 버리면 / 그 / 잡념이 없어지더라고요. /
	 그런 방법으로 스트레스 좀 날리고 있고 / 제가 만약에 돈이 많으면 저는 쇼핑 하는 걸 너무 좋아하기 때문에 / 막 돈을 쓰면 스트레스 풀텐데 그러지는 못하고 있죠 {laughing} /
	
P1 	:나도 쇼핑은 너무 피곤해서 싫구 / 요즘에는 자기는 음악을 듣는다고 했는데 나는 / 그냥 요즘에는 책을 음악 그 소리 내서 읽어 주는 책이 오디오북이 많이 있거든. /
	 그래서 눈으로 보면서도 오디오로도 들을 수 있기 때문에 / 나는 그냥 심심하면 그냥 그 책을 그냥 들어. /
	
P0 	:오디오로 틀어 놓고서는 들어요? /
	
P1 	:어 그치. /
	
P0 	:그것도 좋은 방법이네요. /
	
P1 	:그래서 그 책 한 권을 다 읽었을 때 쾌감이 되게 좋거든. /
	
P0 	:아 오디오가 읽어 줬을 때 그 한 권을 읽어 주는 걸로 한 권을 본다는 거야 아니면 직접 /(note : 발화겹침) 눈으로 /
	
P1 	:내가 읽으면서 내가 만약에 보지 못한 상황이 있잖아 그러면은 / 그 부분을 틀어주 요즘에는 보면서도 들어 주거든 그 들을 수 있거든. /
	 그래서 / 그 부분을 뭐 하루에 한 권을 다 읽었을 때 라던가 / 아니면은 이틀에 한 권 다 읽었을 때 라든가 /(note : 발화겹침) 그까 내가 원하는 그 시간 안에 다 읽었을 때 쾌감 그런 것도 있지. /
	
P0 	:아 그 스트레스 푸는 방법이 선배님 하고 저랑은 쪼끔 다르네요 저는 / 활동적으로 돌아다니면서 쇼핑을 하면서 돈 쓰는 거 스트레스 해소 방법이고 / 두 번째는 막 노래방 가서 노래를 부르는 게 방법인데 코로나 때문에 못 가고 있어요. /
	 그까 지금 막 스트레스 쌓아놓는 거를 / 그냥 지금은 이어폰 꽂고 좋아하는 음악을 / 듣는 게 이제 해소 방법이거든요. /
	(note : 발화겹침) 빨리 코로나가 종식돼서 노래방 갔으면 좋겠어요. /
	
P1 	:맞아 우리도 / 우리도 제일 친한 친구가 애 아빠이니까 얘 아빠랑 노래방도 많이 가고 / 근데 나는 음악을 들을 때는 어차피 집에서는 내 시간 가졌을 때는 얼른 책을 읽어야 되니까 책을 읽는 거 읽고 / 애 아빠 하고 있을 때는 책을 못 읽으니까 / 드라이브를 할 때 많이 가잖아 그때 나는 음악을 많이 듣거든. /
	 그서 애 아빠랑 음악 들으면서 또 여행 쫌 멀리 멀리 이제 최대한 멀리 가자고 해서 {laughing} 어 / 멀리 가고 그러면서 한 번 / 드라 그 드라이브 갔다 오면은 / 쫌 스트레스가 많이 풀리는 거 같아. /
	
P0 	:두 분이 함께 하는 시간이 많아서 좋으시겠어요 전 남편하고 있으면은 / 감정이 쫌 안 좋아져 가지고 다툼 일어나요 더 스트레스 받아요. /
	
P1 	:아 쫌 늦게 늦게 오는 게 더 /
	
P0 	:아 두 분은 코드가 쫌 잘 맞으시는 거 같애요 여행이라던가 먹는 거 운동 이런 코드가 / 근데 저희는 쫌 코드가 잘 안 맞아 가지고 저는 혼자 노는 게 편하거든요. /
	 근데 남편은 옆에서 같이 놀고 싶어 하는데 코드가 안 맞어 제가 막 스트레스 받아 /(note : 발화겹침) 남편을 쪼금 멀리 하는 편이고 혼자 놀아요 늘 /
	
P1 	:{laughing} / 그서 / 애 아빠랑 완전히 다 맞지는 않지만은 또 같이 내가 계속 같이 봐야 될 사람이기 때문에 / 나는 이제까지 내가 많이 맞춰 준다고 생각을 했거든. /
	 근데 / 가만히 생각해보니까 / 애 아빠가 나를 많이 맞춰 주고 있더라고 / 그까 나만의 착각이었던 거지 나는 내가 힘들게 살고 있구나 나는 정신적으로 저 사람한테 /(note : 발화겹침) 시달리고 있구나 나는 저 사람 때문에 많이 힘들고 힘들게 살고 있구나 라고 생각을 했는데 나중에 보니까 그게 아니더라고 /
	
P0 	:네 선배님 말씀 들어 보니까 저도 좀 남편이 나한테 희생하고 있는 게 뭔 지를 찾아 봐야겠네요 항상 저는 / 제 입장 제 위주로 보고 생각을 했었는데 / 상대방은 또 그렇게 생각할 수 있는 거잖아요 맞춰 주고 / 배려해 준다고 생각하는데 내가 그거를 모르고 있다 라고 생각할 수도 있을 것 같애요. /
	
P1 	:외면하고 싶었던 건 아니고 {laughing} /
	
P0 	:내가? /
	
P1 	:어. /
	
P0 	:외면하고 싶죠 귀찮아서 사실 남편 귀찮잖아요. /
	
P1 	:{laughing} /
	
P0 	:저는 쫌 귀찮아요. /
	
P1 	:불편해 애들 때문에 시달려서 그렇지. /
	
P0 	:어 애들 때문에 시달리고 난 나 혼자 노는 게 좋거든요 누가 옆에 있으면 신경 쓰는 거 별로 안 좋아해 가지고 /
	
P1 	:근데 남편이 돈은 벌어 오잖아. /
	
P0 	:그렇죠 그니까 그 돈 벌어다 주는 것 때문에 남편이 이제 갑질 하는 거죠. /
	
P1 	:그치 남편의 갑질 제일 싫을 때가 있지. /
	
P0 	:네. /
	
P1 	:뭐 자기만 일하나 나도 집안에서 살림 하면서 /
	
P0 	:살림은 아닌 거죠 일이 / 그냥 오로지 돈이 최 돈 벌어다 주는 게 가장 /
	
P1 	:그니까 /
	
P0 	:좋은 일 한다 생각하는 거죠 남자들 입장에서는 /
	
P1 	:그서 애 아빠도 예전에는 그렇게 생각을 했는데 이제는 수고한다 라는 표현을 많이 하더라고 / 어 이제 늙긴 늙었나 보다 {laughing} 그렇게 생각을 많이 하지. /
	 그서 최대 그 / 정신 건강은 스트레스 푸는 일이 제일 좋은 / 부분인 거 같 다이어트인 거 같애. /
