# FILE DATA
ID : SDRW2100001587
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210914
topic : 쇼핑 > 소비의 대해

# SPEAKER_INFO
id : SD2101587
age : 20대
occupation : 학생
sex : 여성
birthplace : 부산
principal_residence : 부산
current_residence : 경기
education : 대재

id : SD2101588
age : 20대
occupation : 학생
sex : 남성
birthplace : 부산
principal_residence : 부산
current_residence : 경기
education : 대재

# SETTING
relation  :  연인


P0 	:현명한 소비란. /
P0 	:그리고 / 음~ / 마사지도 한번 받아 보고 싶어. 스파 /
	
P1 	:피부 스파? /
	
P0 	:어. /
	
P1 	:음. /
	 또 따른 건 없어? /
	
P0 	:스파받아 보고 싶고 / 요 &name& /(note : 발화겹침) 용품을 쫌 더 좋은 걸로 많이 사 주고 싶고 /
	
P1 	:응. /
	
P0 	:또 자기한테도 좋은 것도 사주고 싶고 /
	
P1 	:나는 /(note : 발화겹침) 나는 신발 신발 사고 싶어 신발. /
	
P0 	:신발? /
	
P1 	:그냥 운동할 때 너무 / 미끄럽거든? /
	 바닥이랑 바닥이 / 바닥이 그냥 / 직원들이 맨날 닦으니까 /
	
P0 	:음. /
	
P1 	:직원들이 맨날 닦으니깐 / 신발이 좀 미끄러워서 스트레칭 할 때도 막 /(note : 발화겹침) 미끄럽고 그래. 그래서 /
	
P0 	:음. /
	
P1 	:평평한 신발? /
	
P0 	:응. /
	
P1 	:그거 사고 싶고. /
	
P0 	:평평 나도 런닝화. /
	
P1 	:런닝화? /
	
P0 	:어. /
	
P1 	:어떤 브랜드? /
	
P0 	:브랜드는 상관없어. /
	 상관 없는데 쫌 편한 거? /
	 근데 대신 쫌 발바닥 부분이 좀 이케 /
	
P1 	:편한 거? /
	
P0 	:굵은 거 였으면 좋겠어. 너무 얇으면 발바닥이 너무 아프더라고. /
	
P1 	:음. /
	
P0 	:그런 것도 사고 싶어. /
	
P1 	:그치 나는 / 그리고 내가 반팔이 없거든? 반팔이 /
	
P0 	:응. /
	
P1 	:그래서 / 여유 되면 신발 사고 / 반팔도 좀 몇 개 사고 싶어. /
	
P0 	:반팔 티? /
	
P1 	:어. /
	
P0 	:이제 겨울인데 /(note : 발화겹침) 그면은 만약에 겨울 옷을 사야 되잖아? /
	
P1 	:응. /
	
P0 	:그러면은 어떨 때 쫌 / 사면 좋을까 그러니까 시기? /
	
P1 	:겨울 옷? /
	
P0 	:어. /
	
P1 	:그냥 가을 쯤? /
	
P0 	:가을? /
	
P1 	:응. /
	 그냥 겨울에 사면 너무 늦고 /
	
P0 	:그치. /
	
P1 	:지금 사면 너무 빠르고. /
	
P0 	:지금 사면 쫌 빠른가? /
	 나 사실 우리 그 /(note : 발화겹침) 우리 옷 그거 있잖아. /
	
P1 	:어떤거? /
	
P0 	:커플 옷. /
	
P1 	:아 어. /
	
P0 	:그거를 살까 보고 있었는데 / 지금은 조끔 빠른 거 같지? 쫌 /
	
P1 	:그치. /
	(note : 발화겹침) -겨- 겨울이면 /
	
P0 	:어. /
	
P1 	:근데 맨투맨 하나 사면은 가을에 입고 /
	
P0 	:응 응. /
	
P1 	:겨울에도 뭐 /(note : 발화겹침) 패딩 안에 입고 하면 되잖아. /
	
P0 	:맨투맨 좋지. /
	(note : 발화겹침) 우리 또 커플패딩 있으니까 맨투맨으로 할까? /
	
P1 	:어. /
	(note : 발화겹침) -맨- 맨투맨이 좋지. /
	
P0 	:그렇겠지? /
	 맨투맨이랑 경량 패딩을 하나 사자. /
	
P1 	:응. /
	 오케이. /
	
P0 	:그건 쫌 사고 싶었거든. /
	 그거 친구들이 입었는데 쫌 / 따뜻해 보이더라고 근데 쫌 나이 들어 보이긴 해. 근데 /
	
P1 	:따뜻해. /
	 뭐 안에 입을 거니깐 또 /(note : 발화겹침) 그깐 맨투맨이랑 비슷한 색깔이면 괜찮지 않을까? 잘 안 보이고. /
	
P0 	:음 그것도 좋지. /
	 흰색이 나을까 검은색에 나을까? /
	 패딩. /
	
P1 	:패딩? /
	
P0 	:어. /
	
P1 	:조끼패딩? /
	
P0 	:어 얇은 거. /
	
P1 	:얇은 거? /
	(note : 발화겹침) 검은색이 낫지 않을까? /
	
P0 	:검은색. /
	
P1 	:맨투맨 색깔이랑 비슷한 걸로 하면 될 거 같애 맨투맨 어떤 색깔 하고 싶어? /
	
P0 	:난 흰색. /
	
P1 	:흰색? /
	
P0 	:응. /
	 쫌 그런가 쫌 때 탈려나? /
	
P1 	:살짝? /
	 쫌 뭔가 음식 같은 거 많이 튈 거 같애 밥 먹을 때. /
	
P0 	:어. /
	
P1 	:응. /
	
P0 	:그렇지. /
	
P1 	:나는 나 많이 남색이 란다 그거. /
	 검은색. /
	
P0 	:검은색? /
	 오케이. /
	
P1 	:검은색에 금빛 프린팅을 /(note : 발화겹침) 쪼끔 더 작게 하는 거지. /
	
P0 	:{laughing} 너무 컸어? /
	
P1 	:쪼금 쫌 크던데? /
	
P0 	:괜찮아 보였는데. /
	
P1 	:걍 왼쪽에 약간 요 가슴팍에 조그만하게 /
	
P0 	:아니면 / 얼굴을 갖다 붙이는 게 아니라 / 그 /(note : 발화겹침) 모양만 있잖아. /
	
P1 	:발? /
	(note : 발화겹침) 아~ /
	
P0 	:모양만 색깔을 이렇게 다 그냥 이게 칠해 놔 가지고 그 실루엣만 하는 거 어때? /
	
P1 	:실루엣 어떻게 예를들면? /
	
P0 	:그 그 외에 퓨마 같은 거 보면은 /
	
P1 	:아. /
	
P0 	:이케 실루엣만 되 있잖아 동물 프린터가. /
	
P1 	:응. /
	(note : 발화겹침) 응. /
	
P0 	:난 그런 거? /
	
P1 	:괜찮은 거 같은데? /
	
P0 	:오케이. /
	
P1 	:맨투맨은 쪼금 더 나가겠지 값이. /
	
P0 	:아무래도 그렇지. /
	
P1 	:거면 맨투맨 하자. /
	
P0 	:그래. /
	
P1 	:쪼끼 패딩은 쪼끔 / 얇은 걸로 뚜꺼우면 불편해. /
	
P0 	:맞아. /
	(note : 발화겹침) 그거 있어 히트텍도 사자. /
	
P1 	:히트텍? /
	
P0 	:어. /
	
P1 	:내복? /
	
P0 	:어. /
	(note : 발화겹침) 그게 그렇게 따뜻하대. /
	
P1 	:음. /
	 바지에 입을 것도? /
	
P0 	:바지? 그건 좀 생각해 보자. /
	 일딴 위에 껀 쫌 필요할 거 같애. /
	
P1 	:아 그거 며칠 전에 그거 있었잖아. /
	
P0 	:뭐? /
	
P1 	:휴대폰 막 무료로 준다는 거. /
	
P0 	:어 그렇지. /
	
P1 	:응. /
	(note : 발화겹침) 나 휴대폰 되게 갇꼬 싶었거든. /
	
P0 	:어. /
	
P1 	:트웰브. /
	
P0 	:아무래도 그거는 사기 같애. /
	
P1 	:응. /
	(note : 발화겹침) 카톡 방 없어졌더라 거. /
	
P0 	:그러니까. /
	
P1 	:응. /
	(note : 발화겹침) 하면 안 될 거 같애. /
	
P0 	:맞아. /
	
P1 	:응. /
	 지금 / 엘지인가? /
	
P0 	:응. /
	
P1 	:잘 돼? /
	
P0 	:어떤 거? /
	
P1 	:전화 같은 거 잘 돼? /
	
P0 	:가끔 잘 안 돼 역시 엘지가 좀 안 좋긴 해. /
	 통신사가. /
	 이게 그~ /
	
P1 	:{laughing} /
	
P0 	:이 약정? /
	 그게 한 십 몇 만 원 남았더라고? /
	
P1 	:응. /
	 몇 개월 남았는데? /
	
P0 	:아마 한 일 년 정도. /
	
P1 	:휴대폰 언제 했더라? /
	
P0 	:몰라? /
	 기억이 -안- 아마 그때 작년 여름에. /
	
P1 	:내가 여름 했어. /
	(note : 발화겹침) 내가 작년 여름에. /
	
P0 	:그 전이다 그러면. /
	(note : 발화겹침) 겨울이다 내가 겨울에 했어. /
	
P1 	:봄에 했지 않나 한 일 월 달에. /
	
P0 	:그렇지. /
	
P1 	:그러면 /
	
P0 	:응. /
	
P1 	:이 년 아니야? /
	
P0 	:어? /
	(note : 발화겹침) 약정 끝났나 그럼? /
	
P1 	:아니지 몇 개월 밖에 한 / 사 개월? /
	(note : 발화겹침) 삼 사 개월? /
	
P0 	:한 삼 사 개월 남았나 이번 년도 까지인가? /
	
P1 	:응 그럴껄? /
	
P0 	:그럼 당장 바꿔야지. /
	
P1 	:바꾸자 그러면. /
	
P0 	:어. /
	 어디로 바꿀까? /
	
P1 	:케이티. /
	
P0 	:케이티? /
	
P1 	:뭐 아무거나 엘지 빼고 다. /
	
P0 	:엘지 빼고는 다 괜찮지. /
	 에스케이티? /
	
P1 	:어머니 뭐 쓰셔? /
	
P0 	:에스케이티. /
	
P1 	:그럼 그걸로 가족. /
	(note : 발화겹침) 그거 결합하면 되잖아. /
	
P0 	:할인 결합할인? /
	(note : 발화겹침) 전화를 해 볼까 한번. /
	
P1 	:응. /
	
P0 	:오케이. /
	
P1 	:난 그것도 사고 싶어. /
	 팔꿈치 보호대. /
	
P0 	:팔꿈치 보호대 왜? /
	
P1 	:응. /
	 요새 운동할 때 / 팔꿈치가 가끔씩 아파. /
	
P0 	:시려? /
	
P1 	:약간 -찌- 시린 게 아니라 / -뭔- / 어 찌릿찌릿 한 느낌? /
	 그래서 /(note : 발화겹침) 한 쪽 한 쪽만 있으면 될 거 같아 왼쪽만. /
	
P0 	:음 당근마켓에서 함 찾아 보자. /
	
P1 	:{laughing} 오케이. /
	
P0 	:오케이. /
	 은근히 싸게 잘 팔거든 거기. /
	
P1 	:응 깨끗한 걸로. /
	
P0 	:오케이 쌔걸로. /
	
P1 	:쌔 거 건데 뭐 상관없어. /
	
P0 	:쌔 거가 좋지 아무래도 /
	
P1 	:헬스 그거라서. /
	
P0 	:음. /
	
P1 	:뭐든지. /
	
P0 	:아까 당근마켓 봤는데 /
	
P1 	:응. /
	
P0 	:벨트 자기랑 -같- 저 이게 비슷한 거 있잖아. /
	
P1 	:어. /
	
P0 	:그 팔천 원에 올라 왔더라고 /
	
P1 	:팔천 원? /
	
P0 	:어 근데 아마 다 약간 가죽이 맨들맨들 해서 브랜드는 다른 거 같애. /
	
P1 	:그거 일 껄? 헬스장에서 / 공용으로 쓰일만한 그런 거. /
	
P0 	:헬스장도 벨트 똑같이 생겼어? /
	 자기 꺼랑? /
	
P1 	:달라 브랜드가 달라. /
	
P0 	:디자인이 비슷하 비슷해? /
	
P1 	:디자인은 두 개 있거든? /
	
P0 	:응. /
	
P1 	:두꺼운 거랑 /
	
P0 	:응. /
	
P1 	:배 쪽이 얇은 거랑 두 개 있는데 / 그냥 여러가지 있어. /
	
P0 	:어. /
	
P1 	:근데 헬스장 껀 아마 좀 싼 거 쓰지. 싼 거 /
	
P0 	:그렇지 아무래도. /
	
P1 	:어. /
	 사람들도 많이 써서 /
	
P0 	:음. /
	
P1 	:더러워 냄새 나 그거. /
	
P0 	:그거 소독 할까? 과연 /
	
P1 	:안할껄. /
	
P0 	:매일매일 할까? /
	
P1 	:안 해. /
	
P0 	:난 가끔 그거 하니까 생각나는데 목욕탕 가면 있지 / 수건이 과연 깨끗한가. /
	
P1 	:목욕탕 수건? /
	
P0 	:어. /
	 안 깨끗하겠지? /
	
P1 	:그냥 빨기만 할 껄? /
	
P0 	:어떻게 빨까? /
	
P1 	:엄청 많잖아 /
	
P0 	:어. /
	
P1 	:한 방에 모아서. /
	 보니깐 헬스장 직원들이 막 갖고 오던데? /
	
P0 	:뭘? /
	
P1 	:수건을 빨아서 근처에 빨래방 있잖아. /
	
P0 	:어. /
	
P1 	:빨아가지고 그거 묶어서 /
	
P0 	:아. /
	
P1 	:응 갖고 오던데? /
	
P0 	:혹시 막 코인 이런 데서 하시는 건 아니겠지? /
	
P1 	:코인. /
	
P0 	:((굽은 문)) 너무 더럽잖아. /
	
P1 	:그런 데서 하지 않을까? /
	
P0 	:허. /
	
P1 	:헬스장 옆에 바로 바로 근처에 그게 있어 코인빨래방. /
	
P0 	:진짜? /
	(note : 발화겹침) 비효율적이다 근데 쫌 /
	
P1 	:응. /
	
P0 	:차라리 어디 세탁소 계약을 해 가지고 /
	
P1 	:그니 /
	
P0 	:싸게 하면 더 낫지 않나? /
	
P1 	:그렇게 할 수도 있었는데. /
	
P0 	:그게 더 낫지 않나? /
	
P1 	:그렇지. /
	 아 나 운동할 때 옷도 사야 돼. /
	
P0 	:어떤 거 겨울옷? /
	
P1 	:운동할 때 / 어짜피 헬스장은 / 그렇게 막 안 춥거든? 겨울에도 / 반팔 입고 하면 되니까 야 반팔티가 / 여기 그게 뭐지? /
	 이게 그 뭐냐? /
	(note : 발화겹침) 네임 그 프린팅 돼 있는 거. /
	
P0 	:응. /
	
P1 	:그게 다 뜯겨 가지고 /(note : 발화겹침) 반팔 새로 사야 돼. 몇 개 /
	
P0 	:오케이. /
	 근데 겨울에 바지는 어떻게 해? /
	
P1 	:운동할 때 바지? /
	
P0 	:어. /
	
P1 	:내가 긴 바지가 하나 하나 있고 /(note : 발화겹침) 근데 긴 바지는 땀이 너무 많이 나서 긴바지를 잘 안입어. /
	
P0 	:네 추울텐데 겨울에? /
	
P1 	:헬스장이? /
	
P0 	:이제 왔다 갔다 하는 게 춥잖아. /
	
P1 	:아 그걸로 그러면은 / 그 공용 락커있잖아. /
	
P0 	:어. /
	
P1 	:그냥 뭐 갈 때는 따뜻한 옷 입고 / 가방에 반바지랑 운동복 챙겨서 / 가면 되지. /
	
P0 	:오케이. /
	
P1 	:응. /
	
P0 	:근데 그때 우리 입었던 회색깔 트레이닝복은 /
	
P1 	:나 거 짝아 이제. /
	
P0 	:그치. /
	
P1 	:어. /
	 그거 팔까? /
	(note : 발화겹침) 당근에 어. /
	
P0 	:그거 얼마에 파까? /
	
P1 	:아 근데 /
	
P0 	:오래 입었어? /
	
P1 	:대학교 일 학년 때부터. /
	
P0 	:그러면 얼마에 샀어? /
	
P1 	:그거 거기서 샀거든? 아울렛에서 /
	
P0 	:어. /
	
P1 	:돈 다 주고 샀을 걸? 근데 기억이 안 나. /
	 안에 / 왼쪽 주머니에 구멍 뚫려있어. /
	
P0 	:아 한 뭐 삼천 원? /
	
P1 	:아. /
	(note : 발화겹침) 삼 너무 싼데? /
	
P0 	:오천 원 이상 못 팔 거 같은데 구멍이 뚫려서. /
	
P1 	:그 정도로? /
	
P0 	:어. /
	
P1 	:거 그냥 그거 뒤집어서 / 바느질 하면 안 돼나? /
	
P0 	:그걸 다 그 사람들이 수고해야 되니까 뭐 하자가 /
	
P1 	:내가 내가. /
	
P0 	:본인이 하면 /
	
P1 	:응. /
	
P0 	:만약에 티가 안 나면은 뭐 / 눈속임 할 순 있을 것 같긴 한데. /
	
P1 	:뭐 하이튼 아니 그니까 /(note : 발화겹침) 내가 바느질 그냥 하는 거지 구멍 뚫린 부분만. /
	
P0 	:응 오케이. /
	 근데 만약에 뭐 더 얼마나 많이 못 볼 것 같으면 그냥 버려. /
	
P1 	:버릴까? /
	
P0 	:아니면 집에서 입어도 되고. /
	
P1 	:줄 까? /
	
P0 	:누굴 나눔? /
	
P1 	:자기 /
	
P0 	:나? /
	
P1 	:어. /
	
P0 	:오케 함 입어 볼까나? /
	
P1 	:어. /
	
P0 	:오케이. /
	(note : 발화겹침) 나 겨울에 운동할 바지 하나 살까 했거든. /
	
P1 	:그거 입어. /
	
P0 	:어떤거? /
	
P1 	:내 꺼 회색깔. /
	
P0 	:그럴까? /
	
P1 	:어. /
	
P0 	:너무 크지 않을까? /
	 근데 만약에 수선집 갔는데 그게 /(note : 발화겹침) 내 싸이즈로 수선이 되면은 /
	
P1 	:어 /
	
P0 	:그거 수선을 해 볼까? /
	 한 오천 원이면 될라나? /
	
P1 	:몰라 비싼 비쌀 수도 있고 길이 막 짜르는 거잖아. /
	
P0 	:어 짤라서 다시 재단 해가지고. /
	
P1 	:아 근데 그렇게 안 클 껄? /
	
P0 	:길이가 길 껄? /
	
P1 	:길이. /
	
P0 	:어. /
	
P1 	:그러면 안 맞으면 하나 사자 그냥. /
	
P0 	:하나 사까 그냥? /
	
P1 	:응. /
	
P0 	:또 돈이다 맞제? /
	 어쩔 수 없지 뭐. /
	
P1 	:싼 거 많잖아 이쁜 거. /
	
P0 	:맞아 근데 운동할 거니까 그냥 /
	
P1 	:응. /
	 좋은 걸로? /
	
P0 	:운동 할 거니까 대충 /(note : 발화겹침) 어 기모 정도 있는 거? 그냥 따뜻한 거. /
	
P1 	:기모 있는 거? /
	
P0 	:어. 브랜드는 아니어도 상관없어. /
	
P1 	:그런거 많아 되게. /
	
P0 	:어 그런 거 사야겠다. /
	
P1 	:어. /
	 또 뭐 사고 싶은 거 있어 요새? /
	
P0 	:자기는? /
	
P1 	:나? /
	 나 그냥 / 요새 그게 없거든? /
	 부스터. /
	
P0 	:응. /
	
P1 	:그래서 그거 사고 싶어. /
	
P0 	:부스터 없구나? /
	(note : 발화겹침) 응. /
