# FILE DATA
ID : SDRW2100001285
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20220112
topic : 관혼상제 > 지인결혼이야기, 결혼은 본인의 선택, 장례식이야기

# SPEAKER_INFO
id : SD2103659
age : 40대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 광주
current_residence : 광주
education : 대졸

id : SD2103660
age : 40대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 경기
principal_residence : 충남
current_residence : 광주
education : 대졸

# SETTING
relation  :  모임_동아리 지인


P0 	:그 쫌 전에 결혼 이야기 했잖아. /
P1 	:아아 그럼 친정이랑 진짜 가깝게 사는 거네요. /
	
P0 	:어 친정도 가깝고 육아도 바로 밑에다 내려 주면 / 엄마가 케어할 수 있는 /
	
P1 	:그럼 제일 가까운 시댁은 먼가요 가까운가요? /
	
P0 	:가깝죠. /
	
P1 	:아 금 이 동네에서 만난 거예요? /
	
P0 	:엇 광주 아빠가 /(note : 발화겹침) 금호타이어 다니신대. /
	
P1 	:네 /
	
P0 	:다 타 / 어 그르구 남편 되는 애가 /(note : 발화겹침) 소방관이래. /
	
P1 	:아아 /
	
P0 	:근데 이 딸 &name1&이 아빠 직업도 소방관이야. /
	
P1 	:아 그럼 알겠네요 /(note : 발화겹침) 제 남동생도 소방관이에요. /
	
P0 	:그러니까 /
	
P1 	:긍까 하루 일하고 하루 쉬고 이러잖아요. /
	 예전에 친구두 그랬었는데 / 그래 갖구 / 맨날 / 남편이 언제 쉬는지 알 수가 없어요. /
	
P0 	:우리 친구가 그러더라 뽀너스 나온 걸 다 알기 때문에 /(note : 발화겹침) 사위는 딴 주머니를 찰 수가 없대. {laughing} /
	
P1 	:{laughing} /(note : 발화겹침) 그러 그 너무 잘 알아 가주구 왜냐면 /
	
P0 	:{laughing} /(note : 발화겹침) 응 /
	
P1 	:또 결혼해 가주구 살다가 /
	
P0 	:음 /
	
P1 	:직업이랑 안 맞으면 / 많이 다툼이 있을 수두 있겠는데 그런 건 없겠네요. /
	
P0 	:당연하지. /
	
P1 	:딴 주머니가 /
	
P0 	:불가능합니다. {laughing} /
	
P1 	:{laughing} /
	
P0 	:{laughing} /(note : 발화겹침) 어 /
	
P1 	:어 그래 가주구 / 교회에서 하시고 /(note : 발화겹침) 소방관 /
	
P0 	:소방관 /
	
P1 	:토요일 날 예배 /
	
P0 	:키두 커. /
	
P1 	:아 언니도 그럼 토요일 날 가시겠네요? /
	
P0 	:당연하지. /
	 그래서 우리 좀 한복 입고 가야 되는지 정장을 입고 가야 되는지 / 드레스 코드를 맞춰야 되는지 /
	
P1 	:고민하고 계신가요? /
	
P0 	:어 친구들끼리 /
	
P1 	:그럼 언니도 머리 올리구 가나요? /
	 그건 아니죠? /
	
P0 	:풀구 갈란다. {laughing} /
	
P1 	:{laughing} /(note : 발화겹침) 괜히 한복 입는다고 하면 이케 머리 올려야 될 거 같잖아요 이렇기 /
	
P0 	:어 /
	
P1 	:화장 이케 하시고 /
	
P0 	:그치. /
	 그래서 내가 참 이 결혼에 대해서 애들 이야기하는 거 보니까 / 요즘에 전셋값이 너무 많이 올라 가주구 / 음 뭐 일 / 일부는 전세 대출 받고 / 딸 집에서 몇 오천 /
	
P1 	:어어 /
	
P0 	:남자 집에서 칠천 이르케 /(note : 발화겹침) 뭐 이 엇비슷하게 해서 돈을 모아서 /
	
P1 	:네 /
	
P0 	:거기에서 / 이케 뭐 가전이나 / 뭐 전세 대 / 자금이나 결혼 자금이나 / 뭐 다 / 대신 / 그 /(note : 발화겹침) 뭐지 폐백 같은 것도 간소화 /
	
P1 	:아아 /
	
P0 	:음 뭐 /
	
P1 	:그 /
	
P0 	:그 예단두 없이 /
	
P1 	:긍까 요새 많이 하는 거 있잖아요 필요 없는 옛날에는 막 많이 했었는데 진짜 / 필요한 거 집에다가 해 가주고 / 가전이랑 인테리어도 하고 들어간대요? /
	
P0 	:인테리언 된 집이래 어느 정도 된 집이라 /
	
P1 	:아아 /
	
P0 	:어 이제 전세로 들어가니까 그냥 가는 거지. /
	
P1 	:아 전세라고 했지 인테리어가 된 집으로 들어가겠다 그럼 /
	
P0 	:으응 /
	
P1 	:어 근데 너무 이상해요. /
	(note : 발화겹침) &name2&이 내가 볼 땐 걔도 어린데 /
	
P0 	:그러게 /
	
P1 	:스물다섯 살에 / 결혼두 하구 /
	
P0 	:작년에 / 긍까 이십일 년도 유월 달인가 칠 월 달인가 / 그 여름 되기 직전에 만났대. /
	
P1 	:그럼 엄청 빨리 하는 거 아니에요? /
	
P0 	:당연하지. {laughing} /
	
P1 	:너무 사랑하나 부다. /
	
P0 	:좋아 죽는대. /
	
P1 	:{laughing} /
	
P0 	:불꽃 튀어 가지고 /
	
P1 	:{laughing} 근데 왜 이르케 우리가 좋아하는지 잘 모르겠어요. /
	
P0 	:이제 시작 고생 시작이지. /
	
P1 	:아 그래두 일찍 시작하면 일찍 자리 잡겠네요. /
	
P0 	:아직 월급이 /(note : 발화겹침) 너무 짝다구 소방관 월급이 지금 일 호봉이잖아. /
	
P1 	:작구 귀엽겠다. /
	
P0 	:너무 귀여운데 / 그 외근직을 돌아야 이백이 넘고 외근직을 안 하면 / 백 얼마래 그래서 내근직을 할 수 없다라고 /
	
P1 	:그쵸 그러기도 하고 /
	
P0 	:응 /
	
P1 	:만약에 승진을 하면 /
	
P0 	:응 /
	
P1 	:타 도시에 가서 일 이 년은 계속 다녀야 나중에 돌아왔을 때 승진하고 그래요. /
	
P0 	:그래? /
	
P1 	:예 그래 갖구 지금 남동생도 / 지금 이 년간 따른 데를 하잖아요. /
	
P0 	:지금 남동생 애들 걔네들은 지금 몇 년 됐어? /
	
P1 	:지금 한 오 륙 년 됐는데 / 걔네도 결혼 생각은 전혀 없고 / 엄마는 속이 타구 / 하지만 엄마는 혹시라도 남동생이 결혼을 하면 /(note : 발화겹침) 축의금이 들어와야 되니까 /
	
P0 	:음 /
	
P1 	:엄마는 열심히 다니고 계세요. /
	
P0 	:어 /
	
P1 	:며칠 전에도 / 가신다고 / 집사님 권사님 하시면서 / 엄마 친구분들하고 가시더라구요. /
	
P0 	:근데 그 결혼이라는 게 어떤 틀이잖아. /
	 어 그거는 이제 / 해야 되냐 말아야 되냐 이건 자기 선택인 거 같고 /
	
P1 	:선택인데 그거를 선택이라고 ((할지)) 받아들이기까지는 부모님이 시간이 /(note : 발화겹침) 많이 필요하신 거 같애요. /
	
P0 	:당연하지. /
	
P1 	:그러믄서 괜찮다고 얘기를 하셔더라도 / 어 니네 괜찮지 뭐 전문직이다 막 이르케 얘기를 하시구 나서도 / 뒤돌아 가주군 /(note : 발화겹침) 그래도 좋은 사람 만나면 행복하게 살 수 있다고 계속 /
	
P0 	:음 /
	
P1 	:그 /(note : 발화겹침) 끈을 안 노시는 거 같애요. /
	
P0 	:이제 뭐 늙어서 힘들 때 / 누군가를 자기 애를 케어해 줄 수 있는 사람을 / 원하니까 /
	
P1 	:근데 반대로 될 수두 -있- / 있잖아요. /
	
P0 	:내가 희생하며 구제를 해 줘야 되는 그런 상황이 생길 수두 있지. /
	
P1 	:어우 네 네 /
	
P0 	:그치. /
	
P1 	:그러니까 / 해도 그만 고민이고 / 안 해도 고민이고 /
	
P0 	:당연한 거 같애 그거는 /
	
P1 	:아닌가요? /
	
P0 	:나는 / 결혼이라는 게 그 / 아 얼마 전에 결혼을 하지 않은 /(note : 발화겹침) 우리 그 센타에 /
	
P1 	:네 /
	
P0 	:오늘 아침에 나온 /(note : 발화겹침) 그 간호사 /
	
P1 	:네 /
	
P0 	:가 애가 있어. /
	(note : 발화겹침) 근데 걔가 사사 사이즈야. /
	
P1 	:아 진짜요? /
	
P0 	:어 /
	
P1 	:바람 불면 날아가겠다. /
	
P0 	:사십삼 키로래. /
	
P1 	:어 /(note : 발화겹침) &name3&보다도 적게 나가는 거 아니에요? /
	
P0 	:그치 사십삼 /
	
P1 	:키는요? /
	
P0 	:일 메다 한 육십 /
	
P1 	:이 /
	
P0 	:그까 모델 핏인데 /
	
P1 	:네 /
	
P0 	:걔가 간호산데 마흔일곱인데 싱글이야. /
	 근데 갈 마음이 없대. /
	 그까 나는 이 관혼상제가 굉장히 / 어트게 보믄 다 선택이야. /
	 내가 볼 땐 / 제사두 나는 그랬거든. /
	(note : 발화겹침) 아메리카노와 케익 한 조각이면 된다 {laughing} 난 그런 생각 /
	
P1 	:{laughing} /(note : 발화겹침) 그래요 {laughing} /
	
P0 	:이거 너무 이거 /(note : 발화겹침) 사람을 힘들게 하잖아. /
	
P1 	:그죠. /
	 근데 원래 안 했대요. /
	 그 뭐 뉴스에서 봤는데 / 진짜 종갓집은 정말 간소하게 뭐 떡이나 이르케 놓고 하고 / 정말 많이 하는 집은 / 그 족보가 알 수 없고 어디서 사 왔기 때문에 남들한테 뒤지지 않기 위해서 그 / 명절 때 그렇게 /
	
P0 	:상다리가 /
	
P1 	:상다리가 휘어지도록 /(note : 발화겹침) 그렇게 으리으리하게 차리는 거라고. /
	
P0 	:조선 시대 이후에 이야기지. /
	
P1 	:그죠 그전에는 안 했다다잖아요. /
	
P0 	:이런 나쁜 유교 /(note : 발화겹침) 잘못된 거 같애. /
	
P1 	:족보를 사 와 가지고 그런가요? /
	
P0 	:그러니까 / 그리구 나는 요즘에 문상두 정말 친한 사람만 가거 문상 /(note : 발화겹침) 문상 하니까 문화 상품권 같네. /
	
P1 	:아 /(note : 발화겹침) 긍까 이거 /(note : 발화겹침) 코로나 때문에 이것두 되게 많이 바뀐 거 같애요. /
	
P0 	:어 나두 그럴려구. /
	(note : 발화겹침) 지금 엄마 아빠 나이가 많으신데 /
	
P1 	:맞아요. /
	
P0 	:꼭 가야 될 사람한테만 가. /
	
P1 	:근데 약간 근데 이게 약간 상부상조잖아요. /
	
P0 	:나는 /(note : 발화겹침) 어 그러니까 기부 앤 테이크니까 들 가면 들 받는 거고 / 나는 부모님을 가족 쪽 가족 / 장 /
	
P1 	:그니까 그 장례식장 말구 그냥 쫌 더 쪼그맣게 우리 식구들끼리만 해 가주구 /
	
P0 	:어 /(note : 발화겹침) 그치. /
	(note : 발화겹침) 그렇지. /
	
P1 	:그 삼일장 같은 거 안 하고 /
	
P0 	:근데 시체를 보관함에 있어서 굉장히 그게 힘든 일이라 장례식장은 빌려야지. /
	
P1 	:아 그래요? /
	
P0 	:당연하지 염도 해야 되고 /
	
P1 	:아아 그거는 /
	
P0 	:부패되잖아. /
	
P1 	:병원에서 하면 /(note : 발화겹침) 돌아가시면 괜찮은데 만약에 집에서 이케 돌아가시면 /
	
P0 	:그치. /
	(note : 발화겹침) 그치. /
	
P1 	:집에서 할 수가 없으니까요. /
	
P0 	:그치. /
	
P1 	:그래서 장례식장은 가야겠네요. /
	
P0 	:글구 집에서 사람이 죽잖아. /
	
P1 	:네 /
	
P0 	:그러면 이케 죽는 걸로 끝나지 않는대. /
	
P1 	:어 그래요? /
	
P0 	:경찰서에 전화를 한대. /
	
P1 	:아 그래요? /
	
P0 	:그래서 /(note : 발화겹침) 이 사람이 자살인지 타살인지 그걸 확인을 받고 /
	
P1 	:아아 /
	
P0 	:이동을 해야 한대. /
	
P1 	:아아 /
	
P0 	:음 /
	
P1 	:처음 들어 봤어요 왜냐면 아직 저는 주변에 / 제 나이 때에는 그냥 병원에서 돌아가시거나 아직 안 돌아가신 분들이 /(note : 발화겹침) 훨씬 더 많아서 /
	
P0 	:인제 /(note : 발화겹침) 어떤 경우가 있냐면 / 어 먼저 와이프가 먼저 가는 거야 그래 남자들이 이 삼 년 후에 너무 외로워서 /
	
P1 	:어 /
	
P0 	:자살을 하는 경우를 많이 봤어. /
	 근데 그거는 / 자연사루 다른 사람한테 이야기를 하는데 / 속을 들춰 보면 그게 / 자살이야. /
	 그러면 그런 상황이 되면 / 경찰한테 전화를 해는 거야. /
	 그래서 /
	
P1 	:경 /
	
P0 	:검사를 받고 / 그리구 장례식장으로 이동을 해요. /
	
P1 	:어 그래서 거기서 허 그까 뭐지 신고를 -하- 하는 거예요 그러면 /
	
P0 	:음 /
	
P1 	:뭐지 신고를 -하- 하는 거예요 그러면? /
	
P0 	:그렇지 왜냐면 이게 / 어떻게 뭐 돌연사인지 / 이런 어떤 뭐 /(note : 발화겹침) 그런 걸 하나 봐. /
	
P1 	:네 /
	
P0 	:적어도 자살인지 타살인지는 알아야 되니까 /
	
P1 	:어 그리구 나서 장례식장으로 /
	
P0 	:어 장례식장으로 가는데 /(note : 발화겹침) 예전에 우리 할아버지 때는 집에서 했어. /
	
P1 	:네 저 기억에 할아버지 때는 집에서 하셨 /
	
P0 	:응 /
	
P1 	:돌아가셔서 했는데 /
	
P0 	:응 /
	
P1 	:제가 너무 어릴 때라 기억은 안 나고 /
	
P0 	:음 /
	
P1 	:병풍만 기억나요. /
	
P0 	:그치 근데 그 경품 속 뒤에가 / 어 관과 함께 뚜껑 열린 관에 /(note : 발화겹침) 사람이 들어 있다고. /
	
P1 	:뚜껑을 열어 놔요? /
	
P0 	:열어 약간 열어 놓은 거 같애 왜냐면 중간에 뭐 딲거나 막 그랬던 거 같아. /
	
P1 	:아아 /
	
P0 	:어 /(note : 발화겹침) 근데 그거를 썩지 말라고 우리는 한여름에 돌아가셨거든. /
	
P1 	:네 /
	
P0 	:그래서 드라이아이스를 온 방에 자욱하게 해 놔 썩지 말라구. /
	
P1 	:아 아아 /
	
P0 	:관 아래도 해 놓고 / 써늘하게 /
	
P1 	:아 금 집에서 할 수가 /
	
P0 	:내 그리구 나서 / 이틀 삼 일째 되면 냄새가 나. /
	
P1 	:그럴 거 같 /
	
P0 	:부패되니까 /
	
P1 	:여름이었 /
	
P0 	:어 /(note : 발화겹침) 음력으로 파 칠 월 사 일이니까 너무도 더워. /
	
P1 	:더울 때네요. /
	
P0 	:너무 덥지. /
	 그래서 / 집에서 장례를 치른다는 게 / 어트게 보면 위생 관념 /
	
P1 	:아아 /
	
P0 	:이런 쪽으로 전혀 맞지 않은 거 같더라. /
	
P1 	:아 저는 짧게 /
	
P0 	:어 /
	
P1 	:우리 식구만 짧게 하면 하루 안에 다 될 줄 알았거든요 왜냐면 /
	
P0 	:어 하루라구 그래두 그게 일단 /(note : 발화겹침) 그런 작업들이 필요하겠지. /
	
P1 	:아 또 누군가가 와서 도와주셔야 /
	
P0 	:한여름 봐 봐 여름에 /(note : 발화겹침) 고기 밖에 내놔 봐 금방 상하잖아. /
	
P1 	:그래요. /
	
P0 	:사람도 똑같은 거지. /
	
P1 	:죽으면 /
	
P0 	:그르치. /
	
P1 	:그쵸. /
	
P0 	:병원 가. /
	
P1 	:그냥 병원에 /
	
P0 	:병원 장례식장 가. /
	
P1 	:긍까 오늘 내가 언니한테 배운 게 만약에 누군가 돌아가시면 /
	
P0 	:어 /(note : 발화겹침) 어 /
	
P1 	:경찰에 신고를 하고 {laughing} 그다음에 /
	
P0 	:어 그럼 /(note : 발화겹침) 그렇지. /
	
P1 	:근데 수 절차대로 가는 거 / 거죠? /
	
P0 	:그렇지. /
	
P1 	:배웠네요. /
	 그리고 언니가 삼 월 이십일 일 날 /(note : 발화겹침) 결혼식도 가신다는 거 {laughing} 네 /
	
P0 	:{laughing} 일단 계획은 그런데 /(note : 발화겹침) 어 나두 교회 결혼식 참석하는 게 /(note : 발화겹침) 내 친구 했을 때 한 번 했고 /
	
P1 	:어 네 /
	
P0 	:그 의사 친구 / 그 친구가 서현교회에서 했었거든. /
	(note : 발화겹침) 그 이후에 처음이야. /
	
P1 	:-저- /(note : 발화겹침) 저기 저쪽에 있는 거 아니었 /
	
P0 	:어 시내 쪽 /
	
P1 	:시내 쪽에 정말 우 /
	
P0 	:어 /
	
P1 	:뜬금없는 데 있는 / 거기 예식장 됐어요. /
	
P0 	:서현교회가? /
	
P1 	:아닌가? /
	
P0 	:교회 있는데 / 우리 그 시내 가는 길로 보면은 좌회전해서 끝에서 / 시내 들어가는 길목에 /(note : 발화겹침) 있잖아 지금도 있는데 /
	
P1 	:금 내가 따른 거랑 헷갈렸나? /
	
P0 	:네 헷갈렸어요. /
	
P1 	:예예 /
	
P0 	:서현교회는 있어요. /
	
P1 	:아 그래요 그래 서현교회 / 어제 지나갔는데 /
	
P0 	:있어 그 뾰족탑 있어 가지구 /
	
P1 	:빵 사 먹으러 가이 /(note : 발화겹침) 러 양윤동 가는 길에 /
	
P0 	:거 보일 거야. /
	
P1 	:그 언덕에 있는 그 /
	
P0 	:언덕에 있지 않아 큰 길가에 있어. /
	
P1 	:그 -새- /(note : 발화겹침) 그 새마을금곤가 맞은편엔가 있는 그거예요? /
	 향교 맞은편? /
	
P0 	:어 /
	
P1 	:그죠? /
	
P0 	:그치 대각선 맞은편 /
	
P1 	:그 밑에 원광시장인가 있고 계속 엘이디 지나가는 그 서현교회 /
	
P0 	:그렇지. /
	
P1 	:그기서 했었단 얘기죠? /
	
P0 	:그렇지. /
	
P1 	:그 언니도 /
	
P0 	:그 언니 되게 힘들었지. /
	
P1 	:특이하네. /
	
P0 	:남편 의사 만들구 /(note : 발화겹침) 꼬심두 다 지가 하구 아주 힘들었지. /
	
P1 	:언니가 /(note : 발화겹침) 마음을 이르케 다잡고 /(note : 발화겹침) 작업을 건 거 아니에요 형부한테? /
	
P0 	:어 /(note : 발화겹침) 당연하지. /
	
P1 	:그래서 형부랑 에 /(note : 발화겹침) 교회 오 교회 오빠 /
	
P0 	:그르 /(note : 발화겹침) 그렇지. /
	
P1 	:교회 오빠를 만나 /(note : 발화겹침) 교회에서 예식장을 하고 /
	
P0 	:그렇지. /
	
P1 	:신앙 생활 열심히 하시겠네요. /
	
P0 	:걔는 좀 띄엄하는게 하는데 남편이 열심히 하신대. /
	
P1 	:그러니까 거기서 만났겠죠. /
	
P0 	:거기 지금 어디니? /
	 거기 병원 /
	
P1 	:상무병원 /
	
P0 	:상무병원 거기 선생님이 그 이야기야. /
	
P1 	:우리 엄마 소원이었는데 내가 교회 다니면서 교회 다니는 사람하고 결혼식을 교회에서 하는 거 /
	
P0 	:{laughing} /(note : 발화겹침) 아까비 /
	
P1 	:{laughing} 될 수가 없어요 가지를 않는데 어떻게 돼 /
	
P0 	:근데 요즘에 코로나여 가주구 / 정말이지 그 /(note : 발화겹침) 장례식장을 정말 친한 친구 아니면 못 가겠더만. /
	
P1 	:네 /
	
P0 	:우리 같은 경우는 인제 부모님들이 너무 많이 돌아가시잖아. /
	
P1 	:네 /
	
P0 	:그래서 / 정말 친한 친구 /
	
P1 	:예식 /
	
P0 	:만 가지는 거 같애. /
	
P1 	:예식도 그렇고 / 옛날에는 / 네 그랬던 거 같은데 / 계속 바뀌는 거 같애요 코로나 때문에 /
	
P0 	:그래 문화가 많이 바뀐 거 같애 이번에 장례식도 그렇고 /(note : 발화겹침) 이런 제사들도 쪼꼼씩 /
	
P1 	:예 /
	
P0 	:개혁해서 나가야지. /
	
P1 	:사 인 이상 계속 안 했으면 /(note : 발화겹침) 사 인 이하라 안 모여서 너무 좋은 거 같애요. {laughing} /
	
P0 	:그렇다고 해서 내가 니네가 사 인 이상 /(note : 발화겹침) 이상이라고 해서 안 모이니? /
	
P1 	:그건 /(note : 발화겹침) 아니지만 /
	
P0 	:두 테이블에서 먹지. /
	
P1 	:어 진짜 진짜 어이가 없어 가주구 /
	
P0 	:아버지 생일은 매년 매년 돌아오는데 /
	
P1 	:아니 아버지 생신두 있구요. /
	 뭐지 명절도 있지요. /
	 그리구 어버이날두 있구요. /
	 생신 날이건 여튼 명 /(note : 발화겹침) -안- 안 간다 안 간다고 해도 최소한 한 달에 한 번씩은 가잖아요. /
	
P0 	:한 달에 두 번 {laughing} /
	
P1 	:한 달에 두 번 갈 때도 있고 한 달에 세 번 갈 때도 있어요. /
