# FILE DATA
ID : SDRW2100000312
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210906
topic : 취직 > 희망진로, 정보교환

# SPEAKER_INFO
id : SD2100311
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 대재

id : SD2100312
age : 20대
occupation : 학생
sex : 남성
birthplace : 광주
principal_residence : 광주
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P1 	:야 &name1&아 / 이번에 / 애들이랑 사주 보고 온 거 들었냐? /
P1 	:맞아 / 나도 그렇게 탐욕에 가득찬 사람으로서 / 어 / 솔직히 젊은 시간이 쪼끔 아깝기는 해 / 지금 가장 / 재료를 놀려야 될 시기고 / 그걸 바탕으로 / 취업을 해야 하는데 / 그리고 또 / 그래야 될 시긴데 모든 우리 청춘들이 / 어 차트만 보고 있는 거에 대한 / 아픔이 있네. /
	
P0 	:그치 나도 어레 어제 또 오랜만에 / 장이 좋길래 / 시간을 좀 많이 썼는데 / 어 / 진짜 고민이 있다 취업 / 하는 거에 대해서 / 그 딱 근데 스물네 살까지가 뭔가 / 탐색 / 이라고 하더라고. /
	
P1 	:아니야 지금 나에게도 탐색헤 /
	
P0 	:쫌 확립 확립기에 이제 탐색도 포함이 될 수도 있으니까. /
	
P1 	:{clearing} /
	
P0 	:뭔가 요즘 인턴하는 것도 막 금턴 금턴하면서 / 인턴 문도 뚫기가 힘드니까 이제 /
	
P1 	:그렇지 / 근데 일자리가 없느 없다 / 그래서 우리가 취업을 못 한다. /
	 이게 맞는 걸까? /
	 아니겠지? /
	
P0 	:갑자기 /
	
P1 	:그래 / 다시 한번 / 얘기를 / 바꿔 보까? /
	 그러면 / 우리는 과연 지금부터 / 이 / 이제 대학 생활을 마치고 가는 취업을 위해서 / 무엇을 해야 될까? /
	 솔직히 나는 지금 해 놓은 게 자격증 밖에 없거든 /
	
P0 	:뭐 그러면은 / 오히려 명확한 거 아냐 / 자격증을 싸나 정량적인 스팩은 다 싸나왔고 / 그럼 이제 쫌 관련 /
	
P1 	:두 /
	
P0 	:직무에서 경험들을 쌓는 게 / 필요할 때잖아 이제 /
	
P1 	:근데 / 그 직무에 관한 흥미를 좀 많이 잃었어. /
	
P0 	:어떤 직무 /(note : 발화겹침) 인데 /
	
P1 	:재무 / 그래서 에이에프피케이랑 투자하고 자산운용사 했잖아 / 그다음에 회계관리랑 /(note : 발화겹침) 했었잖아 /
	
P0 	:아 /(note : 발화겹침) 근데 그쪽 직무는 또 / 크게 관련직무 경험이 / 우대되는 /(note : 발화겹침) 분야는 아니긴 하네 어느 정도 /
	
P1 	:진짜 /
	
P0 	:그치 뭐 근데 전문 그냥 전문성 자격증 하나 있으면은 / 되니까 굵직하게 뭐 / 회계사나 세무사나 /
	
P1 	:어 근데 그런 정도의 자격증이 아니니까 / 그리고 또 / 어 / 그것만 가지고 뭐 / 엄청난 우대가 된다 / 이런 건 아니더라고. /
	
P0 	:아니지 아직 갈 길이 멀지. /
	(note : 발화겹침) 우리 누나도 /
	
P1 	:응 /
	
P0 	:지금 잘 취업해 가지고 / 다니는 거 보면은 뭐 솔직히 못 할 거 없겠다는 생각은 들어. /
	
P1 	:나는 그냥 한 번 뚫으면 되지 않나 / 그게 싶어. /
	 한 번 들어가면은 / 거기서 이직을 또 하고 보면은 / 그치 않아? /
	
P0 	:그럼 그 한 번을 어떻게 이제 / 쫌 눈을 낮춰서 / 뭐 중소부터 시작을 해서 / 커리어를 쌓아올린다 이런 느낌으로 / 갈 것이냐에 대한 / 그런 선택을 해야 되잖아? /
	 우리가 눈을 낮추면 솔직히 막 / 그렇게 / 바늘구멍이다라고 말할 정도는 아니거든. /
	
P1 	:그래? /
	
P0 	:근데 일단 / 시작을 거기서 하는 거를 / 하는 거를 / 감당을 할 수 있으면은 솔직히 그렇게 하는 것도 하나의 방법이긴 하지. /
	
P1 	:어 / 그래서 / 스타트업 간 애들도 많대. /
	 오히려 / 대박 그 한 번 대박나는 쪽은 / 스타트업 쪽이라고 하더라고 스톡옵션 받아 가지고 / 취업해서 / 돈은 처음에 쩍게 받더라도 그 스톡옵션 대박나는 거야. /
	 회사에서 일을 하면서 / 그래서 스타 어 스타트업 가는 것도 의외로 나쁘지 않은 선택이다 / 이런 얘기도 많이 들었어. /
	
P0 	:그럼 형은 이제 /
	
P1 	:응 /
	
P0 	:또 하나 우리가 / 중요하게 봐야 될 문제 /(note : 발화겹침) 좋아하는 일을 할 것이냐 잘하는 것을 할 것이냐 /
	
P1 	:좋아하는 일을 해야지 무조건 /
	
P0 	:그럼 좋아한 /
	
P1 	:아니지 잘하는 일 좋아하는 일이야? /
	
P0 	:그렇지. /
	
P1 	:아 / 잘하는 거가 좋지 않나? /
	
P0 	:그치 잘하는 게 / 나도 낫다고 생각을 해. /
	(note : 발화겹침) 근데 그것도 명백히 잘하는 게 있을 때 얘기긴 한데 /
	
P1 	:잘하다 어 /(note : 발화겹침) 맞아. /
	 근데 난 돈이냐? /
	 좋아 / 잘하는 거냐? /
	 좋아하는 거냐 이거를 선택하라면 / 어떻게 할 거야? /
	
P0 	:다시 한 번 말해 줘. /
	
P1 	:같은 회사에 붙었어 비슷한 회사의 근무 조건이 / 근데 / 하난 돈을 많이 줘. /
	 하난 니가 좋아하는 일이야. /
	
P0 	:돈만 많이 돈만 많이 줘? /
	
P1 	:아니 그니까 / 그 똑같은 조건인데 다른 조건이 동일한 상황에서 /(note : 발화겹침) 하나는 니가 좋아하는 직무의 일을 하는 회사고 /
	
P0 	:아 그러면은 좋아하는 직무가 어느 정도의 /(note : 발화겹침) 급여인지를 말을 해 줘야 밸런스 게임이 되지 않나? /
	
P1 	:그렇네. /
	
P0 	:근데 뭐 솔직히 나는 제일 좋다 생각하는 거는 /
	
P1 	:어 /(note : 발화겹침) 응 /
	
P0 	:그 두 개가 /(note : 발화겹침) 적절히 융합된 /
	
P1 	:응 /
	
P0 	:어느 정도 잘 히면서 /
	
P1 	:이것도 많이 주고 /
	
P0 	:어 페이도 / 아쉽지는 않은 / 그게 뭐 -힘- 힘들겠지만 아무래도 /
	
P1 	:그런 쪽으로 선택을 하겠다? /
	
P0 	:근데 내가 안 좋아했던 일도 /
	
P1 	:응 /
	
P0 	:약간 좋아할 수 있게 만들어 보는 거지. /
	
P1 	:어 /
	
P0 	:어느 정도는 /
	
P1 	:그래? /
	
P0 	:그런 마인드가 좀 필요하지 않나? /
	 않 /
	
P1 	:근데 잘해 잘하면 좋아하게 돼 있드라. /
	
P0 	:아 그것도 맞긴 하지. /
	
P1 	:약간 / 잘하면 좋아하지 않나 못 하면은 좋아할 수가 없어. /
	 아무리 좋아도 계속 못 하면은 / 재미가 없잖아? /
	
P0 	:맞지. /
	
P1 	:지속성이 떨어지기 때문에 /
