# FILE DATA
ID : SDRW2100003101
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211028
topic : 우정 > 친구와의 약속시간, 공통된 취미활동

# SPEAKER_INFO
id : SD2103051
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 인천
current_residence : 인천
education : 대재

id : SD2103052
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 인천
current_residence : 인천
education : 대재

# SETTING
relation  :  친구


P1 	:너는 그 친구들 관계에서 / 가장 중요하게 생각하는 게 뭐야? /
P0 	:근데 이게 활동이 / 우리가 겹치는 게 별로 없지 않나? /
	 뭐 -나- 나는 아이 뭐 피시방도 안 가고 뭐 따른 것도 안 하고 / 그래봤자 노래방 아니야 우리 겹치는 거? /
	
P1 	:근데 노래방도 겹치는데 / 그러게 약간 요새 또 코로나 때문에 / 이제 여러가지 이제 / 밀폐된 공간도 자주 못 가고 솔직히 뭐 / 요새는 막 그런 거 위험하니까 다들 자제하는 분위기잖아. /
	 그니까 뭔가 밖에서 쫌 할 수 있는 좀 /(note : 발화겹침) 그런 스포츠 이런 거 어떨까? /
	
P0 	:{laughing} /(note : 발화겹침) {laughing} 스포츠 뭐 축구 이런 거? /
	
P1 	:어 축구라든지 아니면은 뭐 농구라든지 / 뭐 / 이제 밖에서 이제 조금씩 이제 / 막 / 밀폐된 공간에 아니라 약간 좀 밖에서 할 수 있는 스포츠 같은 거를 하다 보면 / 그래도 어느 정도 / 코로나에 대해서 약간 그럼 위험에 대해 쪼끔이아나마 벗어날 수 있지 않을까? /
	
P0 	:근데 야 스포츠는 / 사람이 여려 여러 명이 필요해. /
	 -우- 우리는 모여 봤자 세 명인데 {laughing} /
	
P1 	:아니 근데 세 명이라도 뭐 약간 캐치볼이라도 한다든지 아니면은 뭐 /
	
P0 	:{laughing} /
	
P1 	:뭐 / 약간 좀 그런 그런 거라도 농구라도 한다든지 그런 거라도 할 수 있는데 / 막 우리는 막 그런 게 아니라 무조건 막 안에서 막 행동하는 건 밖에 행동 안에서 / 하는 거 밖에 안 하니까 좀 따른 거 하고 싶어서 나는 /
	
P0 	:따른 애들이랑은 뭐해? /
	
P1 	:따른 애들이랑은 / 뭐 농구 할 때도 있고 또 그다음에 뭐 / 약간 쫌 막 / 그런 막 매장에서 막 치는 그 테이블 뭐 / 그 스크린야구 이런 것도 있잖아 그런 것도 하기도 하고 아니면 밖에 나가서 뭐 / 여러 가지 하지 뭐 안에서든 밖에서든 /
	
P0 	:스크린 / 스크린 야구 / 근데 내가 그런 거는 스포츠는 잘 안 해봤어. /
	 하면은 재밌을까? /
	
P1 	:어 나는 뭐 / 솔직히 막 남들 / 모르는 사람들끼리면은 새로운 걸 시도 못 해보는데 오히려 친한 친구니까 너가 새로운 거를 시도하는데 좀 편하지 않을까? /
	
P0 	:그런가? /
	 오케이 그럼 다음에 한번 / 스크린 야구 / {laughing} 아니 근데 / 아 난 야구 뭔 재민지 모르겠어. /
	
P1 	:그러면은 우리와 우리는 / 일단 그니까 무조건 하기 보다는 그니까 / 내가 맛있는 거 한번 사줄 테니까 어 뭐 먹을 거 하나 사줄 테니까 / 그러니까 / 이거 먹고 나서 같이 한번 시도해 보는 건 어떨까? /
	
P0 	:어 나쁘지 않지 그러면은 / 한번 개 비싼 걸로다가 엄청 비싼 걸로다가 / 어 한번 다음에 니가 밥 사니까 / 그때 한번 가는 걸로 /
	
P1 	:어. /
	
P0 	:이제 다 백신도 맞았잖아. /
	 &name1& 안 맞았나? /
	
P1 	:&name1&이는 이 차 안 맞은 걸로 알고 있긴 한데 그래도 / 뭐 우리 둘은 이 차 다 맞았으니까 그래도 괜찮지 않을까? /
	
P0 	:응 오케이 그러면은 밤 넘어서도 / 뭐 실내에서 놀 수 있겠네. /
	
P1 	:뭐 그렇지 근데 내가 이제 뭐 말 나와서 이제 얘기하는 건데 그 / 너 우리 이제 내가 이제 밥을 살 차례인데 어떤 거 위주로 먹고 싶어? /
	
P0 	:아니 근데 그거는 쩌번에 내가 샀을 때 말했잖아 니가 막 / 어 다음에 어 멀리까지 가서 사겠다 / 멀리서 막 산다 그러지 않았어 난 니가 무슨 /(note : 발화겹침) 뭐 사야지 이런 생각하고 있는 줄 알았는데? /
	
P1 	:어 나도 근데 뭐 / 이제 여러가지 이제 골라보고 있긴 한데 너희들의 취향에 대해서 좀 더 알아야지 우리 셋이서 더 만족할 수 있는 / 더 맛있게 먹을 수 있는 그런 데 갈 수 있지 않나 싶어서 /
	
P0 	:어 나는 일단 비싼 거면 다 좋아 왜냐면 나는 그동안 / 산 게 있기 때문에 {laughing} / 어 엄청 많이 샀지. /
	 어 그래서 / 비싼 걸로다가 한번 / 사주라고 /
	
P1 	:어 그니까 너는 이제 맛 / 맛있는 게 아니라 이제 그 음식의 질이 아니라 /(note : 발화겹침) 무조건 이제 비싼 걸로만 사줘라 사달라는 거지? /
	
P0 	:{laughing} / {laughing} 아니 꼭 그렇다기보다는 어 맛과 어 / 가격과 보통은 / 어 / 가격에 따라서 맛도 좋잖아 그런 거지. /
	 어 맛있는 걸로 사주세요. /
	
P1 	:어 그러면은 만약에 엄청 만약에 맛이 더 좋은데 / 가격이 싼 거와 가격이 / 싼 거 하고 맛이 없는데 가격이 비싼 거하고 넌 둘 중에 어떤 거 선택할 거 같애? /
	
P0 	:아니 근데 나는 솔직히 / 내가 산 게 있음 나는 진짜 / 억울하거든 내가 초밥 십만 원어치 샀지 / 어 고깃집 저번에 칠만 원 썼지 한 끼에 / 나는 이거 / 너도 비싼 걸 사야 된다고 생각해. /
	 너는 국밥 하나 샀잖아 {laughing} / 어 {laughing} /
	
P1 	:어 그러니까 너는 / 너가 이제 어 약 한 십만 원 이상씩 샀으니까 나도 그만큼 이제 사서 /(note : 발화겹침) 이제 갚으라는 마인드라는 그 갚으라는 소리지 그치. /
	
P0 	:{laughing} / 그치 사야지 솔직히 국밥 하나 사 놓고 / 회전 초밥에 고기 먹는 거는 쪼금 양심이 없지 않나 생각이 들거든. /
	
P1 	:어 근데 뭐 나는 / 뭐 / 이제 뭐 따질려는 건 아닌데 나도 이제 뭐 너희들한테 닭도 사 줬고 / {laughing} 그 다음에 설빙도 많이 사줬고 /(note : 발화겹침) 여러 가지 막 짜잘하게 쪼금 쪼금씩 쫌 많이 사준 걸로 알고 있긴 한데 /
	
P0 	:{laughing} / {laughing} 그거는 오해야. /
	 아니 / 아 뭐 어 그래 비싼 거 어 안 사줘도 돼. /
	 어 마음이 중요하지 그치? /
	
P1 	:어 아까까지만 해도 이제 비싼 게 중요하다고 했는데 이제는 마음이 중요하다고 하니까 참 살짝 /(note : 발화겹침) 어 모순적이긴 하지만 /
	
P0 	:{laughing} /
	
P1 	:너의 마음은 이해갔어. /
	
P0 	:아니 근데 우리 조금 어 다시 우정에 대해서 말을 해보자. /
	 어 너는 우정에 대해서 뭐가 중요하다고 생각해? /
	
P1 	:근데 / 우리가 우정에 대해서 물론 얘기하고 있지만 근데 뭔가 / 약간 우정이라는 것도 정해져 있는 게 아니라 뭔가 주관적이지 않을까 사람들마다? /
	
P0 	:응 그니까 난 너의 의견이 궁금하다고. /
	
P1 	:어 너가 아까 이제 신뢰가 중요하다고 했는데 나는 이제 신뢰보다는 뭔가 쫌 /(note : 발화겹침) 서로 이제 맞는 게 있어야 된다고 생각해. /
	
P0 	:맞는 거? /
	
P1 	:그니까 뭐 예를 들어서 너가 만약에 / 어 / 아까 말했던 것처럼 뭐 / 뭐 야구를 만약에 싫어 한다고 했지만 나도 뭐 야구를 뭐 좋 난 야구를 좋아하고 넌 야구를 싫어하고 뭐 이렇게 싫어하는 게 있으면 물론 그것도 좋지만은 어느 정도는 성격이 맞아야 된다고 생각하거든. /
	
P0 	:응 그러면 맞춰 갈려고 노력을 하겠다는 거지? /
	
P1 	:어 뭐 그렇지 뭐 너가 만약에 / 뭐 / 너가 정말 싫어하는 게 있으면은 어느 정도 뭐 나도 뭐 그렇게 안하 강요를 안 하도록 노력을 하고 그렇다고 이제 너도 무조건 이제 / 그런 거 거절하는 게 아니라 내가 하고 싶은 것도 쪼금 쪼금씩 경험해 보는 게 낫지 않을까? /
	
P0 	:그러면 그걸 알면서도 왜 자꾸 약속 시간에 늦는 거지? /
	 나는 항상 이해가 안 됐어 이십 분 삽십 분씩 기다리면서 /
	
P1 	:어 어 근데 / 갑자기 그렇게 이제 얘기하니까 나도 쫌 이제 당황스럽긴 하네 / 근데 뭐 / 너의 말이 이제 맞다고 생각하니까 어느 정도 나도 그거에 대해서는 많이 고치도록 할게. /
	
P0 	:{laughing} / 아 근데 전혀 신뢰성이 안 가는데 / 어떻게 해야 하지? /
	 뭐 뭐 공약이라도 건다던가 / 어 약속을 하나 해야 / 하지 않을까 싶은데 어떻게 생각해? /
	
P1 	:어 그러면은 이제 내가 다음에 이제 뭐 우리 나만 적용되는 게 아니라 / 셋이서 만약에 늦으면 뭐 그날 밥 사기 약간 그런 식으로 / 뭐 정해 놓는 게 낫지 않을까? 근데 뭐 무조건 막 강요하기보다는 뭐 / 그 늦은 사람 / 뭐 사주고 싶으면 뭐 사주고 / 그런 식으로 근데 뭐 약간 좀 재미 식으로 너무 막 강요하지 말고 /
	
P0 	:근데 그러면은 강제성이 없어 가지고 약속 시간을 안 지키지 않을까? /
	
P1 	:근데 뭐 / 이 생각이 있는 사람이라면 지키겠지 뭐 굳이 막 /
	
P0 	:{laughing} /
	
P1 	:막 뭐 -그- 그런 거 없어도 그렇지? /
	
P0 	:근데 나는 / 너네 하는 짓을 보면은 생각이 없다고 생각해. /
	
P1 	:어. /
	
P0 	:{laughing} /
	
P1 	:뭐 그래서 그러면 이제 강제성이 어느 정도 있다고 하고 그래도 / 강제성이 어느 정도 이제 있다고 보고 / 그리고 뭐 그니까 / 대신에 이제 그 사람이 경제적인 여유가 없으면은 만약에 돈이 없으면 그러면 나중에 이제 뭐 / 기회가 되면 사는 쪽으로 하자. /
	
P0 	:어 좋았어 그러면 앞으로는 약속도 잘 지키고 / 어 좀 서로 맞춰 나가고 그러는 걸로 / 알고 있으면 되지? /
	
P1 	:어 그러면 나도 이제 너의 그 약속에 대한 부분도 많이 잘 지킬 테니까 / 이제 너도 이제 내가 이제 / 야구 같은 거 밖에서 이제 / 스포츠하고 싶으면 너도 어느 정도 나에 대해서 쫌 맞춰줄 수 있는 거지? /
	
P0 	:아 물론이지 우리 같이 맞춰나가야지 이게 우정 이거든. /
	
P1 	:그럼 나는 약간 우정 이제 우리가 내려 내린 결론 중에서 우정이라는 건 결과적으로 약간 너가 말한 신뢰도 있고 내가 말하는 뭐 / 서로 이제 맞는 취향도 있지만 결과적으로 우정이라는 것은 서로 이제 / 맞춰가는 거라고 생각해. /
	
P0 	:어 그 부분에서는 나도 너랑 똑같이 생각하고 / 오케이 이제 사이좋게 지냅시다. /
	
P1 	:그래. /
	
P0 	:좋아. /
