# FILE DATA
ID : SDRW2100001902
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20211023
topic : 쇼핑 > 휴대폰과 악세사리 케이스 구매 후기

# SPEAKER_INFO
id : SD2101767
age : 10대
occupation : 학생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 중졸

id : SD2101768
age : 10대
occupation : 학생
sex : 여성
birthplace : 전북
principal_residence : 경기
current_residence : 경기
education : 중졸

# SETTING
relation  :  친구


P1 	:시월 이일 날 / 그 며칠 전에 엄마가 하고 나하고 / 같이 핸드폰 가게 가 가지고 아이폰 십삼을 예약을 했어. /
	 내 동생은 지플립쓰리 / 크림 색상을 예약을 했었는데 / 크림 색상이 워낙 인기가 많다 보니까 / 얘가 블랙 색상으로 바꿔 가지고 개통을 했어. /
	 그래 가지고 블랙 색상을 자꾸 나한테 이렇게 들이밀고 이렇게 자랑하니까 / 나도 바꾸고 싶다는 생각이 계속 들었는데 / 아이폰 십삼을 위해서 참았지 나도 /
	
P0 	:음 / 맞아 이번에 삼성에서 / 핸드폰 되게 잘 뽑았어 막 / 내가 아는 교수님도 / 그 지플립을 쓰시는데 그분은 라벤더 색깔이야 보라색 / 근데 케이스도 막 / 계속 하루가 갈 때마다 계속 바꾸시고 / 막 스티커로 다꾸하듯이 막 / 꾸미는데 너무 이쁘더라고 / 그래서 나도 약간 그분 / 교수님께서 지플립을 하시는 거를 보면서 / 어 어떻게 저렇게 이쁜 핸드폰이 다 있을까 / (()) 핸드폰 바꾸고 싶다는 생각을 했었는데 / 나도 일단은 / 너는 아이폰을 이제 예약을 해서 받지만은 / 나도 약간 어 돈을 모아야겠다라는 생각이 들더라고 /
	
P1 	:근데 돈을 굳이 모을 필요가 없을 것 같기도 해. /
	 나는 돈을 모아 가지고 이십만 원 정도만 부모님한테 줬었거든. /
	 이십만 원 정도만 줘 가지고 부모님한테 아이폰으로 바꿔 달라고 얘기를 했었어. /
	 그렇지만 / 내 동생 같은 경우에는 평소에 / 공부 잘 하겠다고 다짐을 해 놓고선 / 지플립쓰리로 바꾼거거든. /
	 그 지플립쓰리가 되게 이쁘기도 하잖아. /
	 동생은 그 삼성페이 때문에 반해 가지구 / 사게 된 거야. /
	
P0 	:음 맞아 요새 삼 / 삼성 / 페이가 되게 편하긴 하 / 하다고 하더라고 그래서 / 응 맞아. /
	 약간 / 근데 애플을 / 내가 아이폰도 리뷰를 찾아봤는데 / 아이폰 삼성페이가 아무래도 안 되잖아 그래 갖고 / 그거를 우리가 내가 한국에 살면서 사용하기에는 / 삼성이 더 낫지 않을까 생각도 들고 / 근데 아이폰이 너무 이뻐 / 진짜 아이폰이 너무 이쁘게 잘 나와서 / 그것도 약간 고민이 되고 / 너가 아이폰 이번에 기종을 샀잖아 / 그럼 집에 가면 되게 / 기다려지겠는데 /
	
P1 	:난 집에 가도 기다려지지 않는 것 같아. /
	 왜냐하면 집에 가면 이제 / 해야 할 일이 너무 많아 파일 백업 / 도 해야 하고 사진도 백업해야 하고 / 연락처도 다 저장해야 하고 너무 복잡해 가지구 / 할 일이 너무 많은 것 같아. /
	 그래 가지고 / 집에 가기 보다는 / 케이스 약간 더 구경하다가 집에 갔으면 좋겠어. /
	
P0 	:음. /
	 아무래도 그렇겠다 이제 핸드폰을 / 바꾸게 되면 막 사진도 옮겨야 되고 / 구글 계정이라던가 그런 거 다 옮겨서 / 카톡 어플도 깔아야 하고 그러니까 / 맞아 그건 좀 귀찮긴 하겠다 그래 갖고 / 아까 너가 말했던 것처럼 / 아이폰 케이스를 또 구경하러 가고 싶다 했잖아. /
	 그러면 지금 이왕 여기 주변에 / 막 / 백화점도 있고 그러니까 좀 구경 좀 하고 갈까? /
	
P1 	:좋을 것 같아 왜냐하면 내가 / 내 지금 쓰고 있는 핸드폰보다 아이폰 케이스가 훨씬 많은 것을 내가 발견했어. /
	 왜냐하면 그 / 내가 지금 핸드폰 에이 시리즈 쓰고 있는데 / 그 에이 시리즈 케이스 찾아 봤더니만 별로 없더라. /
	 그거 보고 내가 실망 해 가지고 다음에는 꼭 아이폰으로 바꾸겠다고 다짐을 했어. /
	 그래서 지금까지 이렇게 달려 온 거고 그 다음에 지금 이제 / 아이폰으로 바꾸게 된 거야. /
	 그래 가지고 많은 케이스들 보면 나도 이제 / 깜짝 놀랄 / 수도 있을 것 같기도 하고 예쁜 케이스들 내가 살 수 있다고 생각을 하니까 / 너무 감격스럽기도 해. /
	
P0 	:응 맞아 아까 케이스 같은 거 내가 다 찾아 / 나도 예전에 핸드폰 꾸미는 걸 좋아했어 가지고 찾아 본 적이 있어. /
	 막 케이스 이제 / 상가거리라 해 갖고 케이스를 따로 파는 가게가 있잖아. /
	 그래서 내가 / 내 핸드폰 기종도 있나 찾아보고 막 / 아이폰 케이스 같은 거도 구경을 하고 그랬는데 / 아무래도 아이폰 케이스가 되게 많더라고 종류가 그래 갖고 / 근데 핸드폰 ((계좌))가 하나도 없었어 케이스가 / 있긴 있는데 그냥 / 고무있잖아 투명 그거 밖에 없더라고 그래 갖고 / 아 내 핸드폰이 쓰레기구나 약간 이 생각도 들었고 / 나중에 아이폰 케이스들이 너무 이쁘게 나와. /
	 막 물 흐르는 것도 있고 반짝이도 있고 / 막 되게 말랑말랑 인형 같은 게 붙어 있는 것도 있고 그러더라고 그래 갖고 / 나도 아이폰을 사게 되면은 / 저런 저런 케이스를 사야겠다 이러면서 / 다 장바구니에 넣어 둔 게 되게 많아 너도 그럴까? /
	
P1 	:나도 그래 나 같은 경우에는 / 이제 애플 공홈에서 처음에는 / 애플 공홈을 이용해 가지고 / 케이스 살려고 했는데 / 케이스가 너무 비싼 거야 애플 공홈에서 사려니까 / 결국에는 이제 / 비싸지만 예쁜 케이스 사이트로 돌렸는데 / 그 케이스 사이트도 너무 이쁜 거야. /
	 그래 가지고 거기에 있는 거 이제 장바구니에 다 넣어 놓고 / 하나하나씩 구매해 나가는데 / 콜라보 제품이 많아 가지고 / 금방금방 빨리 구매했어야 돼 / 그것 때문에 이제 콜라보 제품에 더 / 선호하게 됐어. /
	
P0 	:응 맞아 약간 콜라보 / 제품들은 다 한정판이라는 그런 느낌이잖아. /
	 그래 갖구 / 나중에 와 이거 / 이쁜데 어디서 살 수 있을까 해서 찾아보면은 / 콜라보라든가 한정판이어 가지고 / 못 사는 경우가 되게 많더라고 그래 갖고 내가 / 그걸 보면서 / 와 약간 정보력이 되게 필요하구나 이 생각도 들었고 / 약간 되게 이쁜 케이스들은 좀 빨리 떨어지잖아 그래 갖고 / 손도 팔아야 겠구나 이런 생각도 들었고 / 되게 그러더라 응 /
	
P1 	:나 같은 경우에는 이제 요번에 / 비티에스랑 콜라보한 / 버터 케이스라는 걸 구매하게 되었는데 / 그 케이스가 너무 예뻐 가지구 / 구매했거든. /
	 근데 나 같은 경우에는 이제 미리 / 그 예약을 걸어놓고 구매를 했어. /
	 예약을 걸어 놓고 / 그 다음에 그 당일 날 빨리 결제해 가지고 / 빨리 결제해 가지고 빨리 이제 받게 / 되게 원했거든. /
	 그래 가지고 받았더니만 / 케이스가 / 핸드폰 보다 빨리 와 가지고 실망했어. /
	
P0 	:응 맞아 이번에 비티에스 케이스가 되게 이쁘게 나왔더라고 / 너가 나한테 카톡으로 사진 보내 줬잖아. /
	 와 이 케이스가 진짜 너무 이쁜데 / 가격이 너무 악랄하다 이러면서 막 우리 둘이 카톡으로 얘기했었잖아. /
	 맞어 그 생각을 나도 똑같이 했어. /
	 약간 나라도 핸드폰 내가 예약을 했고 / 케이스를 그에 맞춰 샀는데 / 핸드폰이 늦게 오고 케이스가 먼저 와 그러면은 / 약간 / 되게 / 그렇잖아 되게 속상하고 / 케이스는 이쁘다 근데 핸드폰이 없네 약간 이 생각이 들 거 같애 가지고 / 되게 너의 그 생각이라든가 감정이 궁금하게 되더라고 /
	
P1 	:인제 가끔가다가 / 이제 동생이 나한테 케이스를 / 보여 달라고 한 적이 있어. /
	 내 동생 / 같은 경우는 이제 삼성이 콜라보 케이스를 많이 낸 거야. /
	 그래 가지고 / 뭐 어떤 케이스 왔냐고 계속 물어 봤는데 / 자기가 안 쓰는 브랜드의 케이스가 왔다고 실망했었어. /
	 동생이 / 원래 그 삼성 지플립쓰리를 사게 되면 이제 케이 / 스를 하나씩 주잖아. /
	 근데 그 케이스가 자기가 원하는 브랜드가 아니면 실망하게 되더라고 /
	
P0 	:응 맞아 약간 / 그런 것도 다 고를 수 있으면 좋을텐데 아까 그냥 / 무작위로 / 이 이 많은 케이스 애들 중에서 하나가 그쪽으로 갈 / 갈 거예요 이래 가지고 / 되게 맞아 실망하는 분들 많더라고 내가 유튜브에서 / 약간 언박싱영상들을 좀 많이 챙겨 봤었 / 었거든 그래 갖고 봤는데 / 아 내가 이번에 핸드폰을 샀어요 / 그러고 이제 케이스가 나와 근데 케이스를 보면서 / 되게 기쁨이란 감정이랑 / 슬픔이라는 감정이 너무 / 극대비 되서 보이는 거야 그래 가지고 / 아 약간 케이스를 할 때 / 고를 수 있 직접 사람이 구매자가 고를 수 있다면 얼마나 좋을까 / 생각이 들더라고 /
	
P1 	:그래서 내가 미리 케이스 사는 이유이기도 하지. /
	 그렇지만 / 가끔 가다가 랜덤 박스로 / 하나 걸리면 진짜 재미있을 것 같기도 한데 / 근데 내가 원하는 케이스가 안 나오면 / 왠지 실망할 것 같기도 해. /
	
P0 	:응 맞아 아무래도 랜덤박스는 내가 원하는 게 / 있기에 그걸 사는 거잖아. /
	 근데 랜덤 박스가 되게 무작위로 / 입고부터 거기에 내가 내가 원하는 케이스가 있을 확률이 / 되게 어 / 없다 없는 건 아닌데 되게 확률 적잖아 그래 가지고 / 랜덤박스 물론 재밌긴 해 / 막 와 내가 이 돈을 투자해서 랜덤박스를 사고 / 여기서 내가 원하는 게 나오면 얼마나 기분이 좋을까 / 약간 그런 생각이 들어 갖고 / 되게 기쁘긴 해 약간 생각보다 재밌고 근데 / 내가 원하는 제품이 있기에 / 이거를 얻으려고 랜드박스를 여는 거는 / 나는 / 조금 / 되게 / 감정이 왔다갔다 하더라고 / 얻을 때는 행복 되게 / 좋을 거 같은데 아니면은 / 그 돈을 버리게 되는 거잖아 그래 갖고 / 음 나한테 그러더라 /
	
P1 	:나도 가끔가다 이게 돈을 버릴 때가 은근히 많아. /
	 중복인 것을 계속 얻게 되는 경우도 있고 / 자 내가 가지고 있는 건데도 계속 나오니까 짜증 날 때가 있어. /
	 난 그럴 때는 이제 / 다른 데서 이제 / 정보를 얻어 가지고 내가 직접 사 가지고 / 기쁨을 얻는 경우가 많아. /
	 오늘 이제 / 시간이 남아 가지고 / 굿즈 샵에 가 가지고 ((실베니아)) 인형뽑기를 했는데 / 내가 원하는 게 나와 가지고 기분이 좋았거든. /
	 한번 뽑아 보는 것도 나쁘지 않을 것 같아. /
	
P0 	:응 맞아 너가 아까 / 구매한 실버니안 인형을 봤는데 / 되게 애가 귀엽더라고 약간 / 약간 그런 류의 미니어처들을 내가 좋아하는 것도 있어 가지고 / 이따가 너가 추천해 준 것 / 처럼 이따 가서 뽑아 보는 것도 꽤 괜찮을 거 같애. /
	 그리고 너는 랜덤박스에서 네가 원하는 제품을 뽑은 거잖아 / 그래 갖고 / 되게 너가 운이 좋았던 경우잖아. /
	 그래서 너를 되게 / 응원하면서도 되게 / 어 훌륭했다라고 일단 말을 해 주고 싶어. /
	
P1 	:그 돈을 많이 쓰게 되지만 / 내가 원하는 거 / 얻었을 때 기쁨은 / 상상도 말할 수가 없지. /
	 가끔 가다가 연예인 포토카드를 뽑을 때도 마찬가지고 / 그 다음에 / 인형 뽑기를 할 때도 마찬가지고 / 뭐 무엇을 할 때마다 이제 내가 원하는 게 뽑기에서 나왔으면 / 무조건 기분 좋을 수밖에 없지. /
	
P0 	:응 맞아 약간 자기가 원하던 거를 / 그냥 바 멀리서 바라만보다가 있을 때 / 있을 때보다 이제 그거를 / 바라만보다가 이제 얻을 때가 / 되게 나는 괜찮아 되게 기쁜 거 같애. /
	 응 맞아. /
	 그런데 약간 / 우리가 한정판이나 아까 너가 말했던 / 사고 이 디자인 예쁜데 해서 사고 싶었던 거를 / 뒤늦게 찾아봤는데 약간 / 구하지 못 할 때가 있잖아. /
	 그래 갖고 / 약간 그게 (()) 거 같애 / 와 이건 예쁘다 해서 백화점이(()) 그걸 (()) 근데 / 어 이 옷들은 / 왜 다 팔렸다고 안 나온다고 하는 경우가 많더라고 / 백화점에서도 / 내가 어떤 체크무늬 옷을 봤어 그래서 와 이거 이쁘다 해서 / 그걸 사러 갔는데 / 그거는 이미 시즌이 끝났다던가 / 그런 이유가 되게 많더라고 그래서 / 아 옷을 쇼핑 하는 것도 되게 힘들구나 싶었어. /
