# FILE DATA
ID : SDRW2100000436
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210928
topic : 취직 > 희망하는 진로 방향, 취직시 고려하는 우선순위, 구직경험

# SPEAKER_INFO
id : SD2100435
age : 20대
occupation : 무직/취업준비생
sex : 남성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
education : 고졸

id : SD2100436
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 서울
current_residence : 서울
education : 대재

# SETTING
relation  :  친구


P1 	:내가 체육학과를 다니고 있는데 / 취직을 어떻게 해야 될지 잘 모르겠어. /
P0 	:게임 회사에도 근데 되게 / 쉽진 않을 텐데. /
	
P1 	:어 쉽지 않은데 / 주변에 친구들이 있으니까. /
	
P0 	:아 걔네 하고 같이 /
	
P1 	:음 걔네하고 같이 하는 거지. /
	
P0 	:아 /
	
P1 	:내가 일단 대표직을 맡고 있어. /
	
P0 	:니네 무슨 벌써 회사 차리니? /
	
P1 	:그 뭐 그렇게 생각을 하는 거지 너는 꿈이 어떻게 되니? /
	
P0 	:아 그렇게 생각을 /(note : 발화겹침) 아이 뭐 나도 나도 맨 처음에 정보 보안쪽 지금 할려고 했는데 / 정보 보안 쪽은 좀 많이 / 안 맞더라고 나 하고 /
	
P1 	:정보 보안이 뭐 하는 건데? /
	
P0 	:그 뭐 말 그대로 그냥 정보를 보안 해 준다 / 그래서 정보 보안이거든 예를 들어 / 뭐 해킹 이런 걸 / 먼저 발견을 해 갖고 그에 / 대한 적절한 조치 / 이런 걸 하는 거야. /
	 그 생각보다 근데 / 연봉이 좀 많이 / 안 돼 갖고 나 이 쪽으로 별 / 마 갈 마음을 접었어. /
	 연봉이 한 이천육백 정도 하더라고. /
	
P1 	:너가 그니까 너의 직업관은 / 돈이구나. /
	
P0 	:개발자는 솔직히 연봉이 한 / 잘만 하면 시작이 좀 많이 쎄거든 / 좀 좋은 회사 갔다 하면 삼천이백부터 시작하는 걸로 알고 있거든 / 근데 정보 보안은 아예 거의 최저 /(note : 발화겹침) 최저 시급으로 거의 다 받더라고 /(note : 발화겹침) 최저 시급으로 거의 다 받더라고 / 진짜 좋은 회사 아닌 이상은 / 그래서 이쪽은 안 갈려고 /
	
P1 	:그게 돈이 그렇게 중요할까 취직할 때 /
	
P0 	:돈 그럼 너는 약간 취업할 때 약간 뭘 가장 우선적으로 보는데? /
	
P1 	:나는 조금 나 내 적성에 맞는 거 / 내가 이 일을 했을 때 / 재밌다라고 느끼는 거 /
	
P0 	:어 근데 너 약간 체육학과도 그러면 약간 맨 처음에 니 적성에 맞아서 그런 거 아니야? /
	
P1 	:그것도 재밌었지 나는 사실 / 재밌는데 / 그걸로 / 평생 할 수 있을까라는 게 일단 첫 문제 /
	
P0 	:체육학과도 근데 약간 나 / 그 뭐지 예를 들어 축구 애들 가르친 거 / 얘기 들었는데 그 돈 많이 번다고 들었거든 /
	
P1 	:돈은 많이 버는데 수명이 짧잖아. /
	 내가 오십 살 돼 가지고 애들 가르칠 수는 없잖아. /
	
P0 	:아 그또 그렇지 / 야 아니면 그건 어때 입시 학원 /
	
P1 	:아 입시 학원도 괜찮은데 사실 입시 학원이 / 처음에 잘 안 되면은 / 끝까지 잘 안 되는 경우가 많아. /
	
P0 	:아 약간 첫 스타트가 중요해? /
	
P1 	:첫 스타트에서 애들을 배출해야 왜냐면 지금 최대 학원이 / 높은 데는 너무 / 유명해진 데는 다 유명해져 있기 때문에 사람들이 또 / 유명해진 데 가고 싶어 하지 / 웬만하면 /
	
P0 	:가장 유명한 거의 에프 에프에이밖에 나 몰르거든. /
	
P1 	:에프에이도 있고 고려 체대 입시도 있고 막 되게 많아. /
	
P0 	:아 되게 많아? /
	 그럼 약간 금 그 쪽으로 한번 일단 한번 다녀 봐 /
	
P1 	:다녔어 /
	
P0 	:아 학원을 /
	
P1 	:어 /
	
P0 	:언제 /
	
P1 	:대학교 다닐 때 /
	
P0 	:아 진짜 아 거기서 일 일한 거야 아니면 /(note : 발화겹침) 뭐 한 거야? /
	
P1 	:했다고 쩌번에 얘기 하지 않았니? /
	
P0 	:아 진짜 / 나 전혀 몰랐지. /
	
P1 	:조금 실망적이다. /
	
P0 	:{laughing} / 그럼 너 근데 너 지금 그러면 일도 약간 하고 있지? /
	
P1 	:무슨 일 /
	
P0 	:뭐 아르바이트 이런 거 하고 있을 거 아니야. /
	
P1 	:어 알바하고 있지. /
	
P0 	:그럼 니 니 약간 취업에 약간 연관되는 거 하고 있어 지금 /
	
P1 	:아니 난 내가 하고 싶은 거 하고 있는데 /
	
P0 	:아 지금 /
	
P1 	:음 /
	
P0 	:공차 /
	
P1 	:카페 알바 /
	
P0 	:맞지 / 카페 /
	
P1 	:잘 아는구나 /
	
P0 	:근데 나 근데 나는 나중에 나이 먹음 나 카페 쪽도 한번 해 보고 싶긴 해. /
	
P1 	:카페 쪽도 재밌을 거 같애. /
	 근데 그건 얼굴이 돼야 되는 거니까 /
	
P0 	:카페가 얼굴 보나? /
	
P1 	:뭐 /(note : 발화겹침) 단골 손님 받을려면 얼굴 보지. /
	
P0 	:아 그렇지 맞긴 하지. /
	 근데 나 씨지브이 나 지금 현재 알바 하고 있거든 근데 그거 알지? /
	 약간 미소지기는 약간 / 겉면으로 보면서 뽑는다는 거 /
	
P1 	:아니 잘 모르겠는데 /
	
P0 	:아 니가 그래서 니가 롯데시네마 떨어진 거야 / 너 이번에 면접 봤지? /
	 근데 / 떨어진 걸로 알고 있거든 나 지금 /
	
P1 	:거기 내가 안 간다고 했어. /
	
P0 	:아 니가 거기 안 간다 했어? /
	
P1 	:공차를 이미 붙어 가지고 / 안 간다고 한 거야. /
	
P0 	:에유 / 내가 알기로는 너 그 전에 간 걸로 알고 있는데 /
	
P1 	:뭔 소리야 공차 지원하고 롯데시네마 지원했는데 /
	
P0 	:아 그 다음에 한 거였어? /
	
P1 	:그래 /
	
P0 	:아 근데 면접 너 되게 열심히 보지 않았어? /
	
P1 	:뭔 소리야. /
	
P0 	:아 대충 봤어? /
	
P1 	:추리닝 입고 갔는데. /
	
P0 	:내가 알고 알던 복장하고 많이 달른데 /(note : 발화겹침) 맞지? /
	
P1 	:또 /(note : 발화겹침) 내일 출근하니? /
	
P0 	:나 내일 출근하지. /
	
P1 	:너의 팀장님한테 내가 너 씨지브이 험담한 것 좀 얘기해야겠다. /
	
P0 	:아 그 매니저 형 / 에이 그러지 마. /
	
P1 	:넌 내가 얘기 좀 해야겠다. /
	
P0 	:근데 공차 하고 / 공차 하고 근데 확실히 니 그 취업 그거는 아예 그 관계가 없겠네? /
	
P1 	:공차는 내가 해 보고 싶어 가지고 카페 알바 커피 만드는 거 같은 거는 한번 해보고 싶었거든 /
	
P0 	:얘 아니면 차라리 그 지금 카페 알바 하고 있으니까 그거 하고 차라리 / 카페 게임 쪽은 어때? /
	
P1 	:카페 게임이 뭐야. /
	
P0 	:그니까 카페 레시피대로 만드는 그런 게임을 하나 만드는 거야. /
	
P1 	:어휴 그런 거는 /
	
P0 	:아 그건 /
	
P1 	:별로 흥미가 없어. /
	
P0 	:좀 별론가? /
	
P1 	:어 /
	
P0 	:금 뭐 딱히 게임 개발 / 할 게 지금 /
	
P1 	:아 지금은 그냥 돈 버는 거지. /
	
P0 	:너 지금 뭐 무슨 무슨 종류의 게임 만들고 있는데? /
	
P1 	:군대에 관련된 거 /
	
P0 	:아 군대 /
	
P1 	:어 /
	
P0 	:예를 들어 뭐 어떤 거 /
	
P1 	:뭐 예를 들면은 / 그냥 군대 스토리 /
	
P0 	:아 군대 스토리 /
	
P1 	:아 /
	
P0 	:뭐 설마 / 일병부 아 이병부터 /(note : 발화겹침) 병장까지 /
	
P1 	:어 그런 느낌이지 엔딩은 이제 전역하는 느낌으로 해서 /
	
P0 	:아 그 거기까지 / 잘 만들겠네. /
	
P1 	:사실 긍까 그게 이제 / 취직이 그쪽으로 됐으면 좋겠다는 거고 / 뭐 살다 보면은 / 달라지지 않을까 /
	
P0 	:혹시 게임은 스타트하는 데도 근데 많긴 많은 거 같더라 지금 /
	
P1 	:맞지. /
	
P0 	:그럼 너 나중에 나하고 같이 한번 하자. /
	
P1 	:뭘 /
	
P0 	:음 / 뭐 이것저것 / 아 지금 어차피 나도 어차피 정보 보안 쪽은 지금 약 약간 흥미가 떨어졌고 / 그쪽은 약간 안 하고 있어 갖고 /
	
P1 	:너는 그러면 뭐 일한 경험 같은 게 조금 몇 개 있나? /
	
P0 	:뭐 예 아르바이트 /
	
P1 	:아르바이트든 취직이든 /
	
P0 	:취직은 지금은 안 하고 있고 /
	
P1 	:아 아직까지 안 했고? /
	
P0 	:어 할려다가 지금 /(note : 발화겹침) 거의 포기하긴 했지. /
	
P1 	:아 /
	
P0 	:확실히 요새 취직이 좀 많이 어렵긴 하더라고 /
	
P1 	:맞지 맞지 그래서 그 지금 뭐 하는데? /
	
P0 	:어디 아까 얘기했잖아 지금 씨지브이에서 일한다고 /
	
P1 	:너 그럼 씨지브이 말고는 일한 게 없니? /
	
P0 	:아 나 군대 가기 전에 버거킹에서 한 번 일 했었어. /
	
P1 	:두 군데에서밖에 일 안 한 거네? /
	
P0 	:아 그 중간에 제대하고 나서 / 그담에 경수초등학교에서 일도 한 적이 있어. /
	
P1 	:초등학교에서 /
	
P0 	:음 / 내 거기서 나 나름대로 선생님이었어. /
	
P1 	:어떻게 선생님을 했어? /
	
P0 	:이번에 코로나 때문에 확실히 / 그 애들 학교 못 가는 애들 있고 / 그다음에 약간 몇 몇 애들만 뽑아서 하는 그런 게 있거든 / 거기서 애들 좀 가르치긴 했어. /
	
P1 	:뭘 가르쳤는데? /
	
P0 	:종합적인 거 다 / 웬만해선 수학 국어 영어 이 정도 /
	
P1 	:근데 가르칠려면 어느 정도의 /
	
P0 	:그만한 그만한 /
	
P1 	:학업 능력이 있어야 되지 않을까? /
	
P0 	:그만한 학교에 신뢰가 / 딱 보고 딱 안 거지. /
	
P1 	:신기하다 그렇게 취직을 할 수 있구나. /
	
P0 	:근데 약간 나도 선생님은 근데 경험해 본 결과 부탁이 있더라고. /
	
P1 	:선생님은 좀 어려울 거 같고 근데 지금 씨지브이 하면서 / 쪼끔 뭐 문제 / 힘든 거나 그런 건 있니? /
	
P0 	:씨지브이 일하면서 / 약간 손님 대하는 게 난 좀 힘들어. /
	 약간 서비스직 / 이런 거 좀 많이 힘들더라고. /
	
P1 	:막 티켓 사면서 이거 바까 달라 저거 바까 달라랑 막 주차권 이런 거 말하는 건가? /
	
P0 	:오 되게 그런 사람 되게 많아 그리고 약간 요새 코로나 단계가 좀 높아지면서 / 집합 금지가 좀 있잖아? /
	 그래서 그것 때문에 / 손님들이 되게 뭐라고 많이 하는 경우가 많아. /
	
P1 	:우리 나는 공차에서 일할 때 / 거기는 / 그 우리 가게에서는 못 마시거든. /
	
P0 	:응 /
	
P1 	:그래 가지고 이제 / 그렇게 진상손님 같은 부분들은 없는데 / 가끔씩 이제 /(note : 발화겹침) 말도 안 되는 컴플레인을 들고 오시는 분들이 있어. /
	
P0 	:어떤 거 /
	
P1 	:분명히 우리가 줬을 때는 / 되게 멀쩡한 컵이었는데 / 한 십 분 있다가 / 컵이 깨졌다고 들고 / 음료는 다 마신 상태야. /
	
P0 	:야 음료 다 마신 상태로 /
	
P1 	:어 그럼 이제 / 다 음료수는 쏟아졌다고 하고 / 한 잔 더 받아 가시는 분들이 있어. /
	
P0 	:야 그럼 너네 그냥 줘? /
	
P1 	:우리 서비스직이니까 우리가 어쩔 수 없이 줘야지. /
	
P0 	:와 와 그것도 대박이긴 하네. /
	
P1 	:그런 손님들도 가끔 있고 / 쪼끔 나는 힘든 거는 이제 / 사람들이 엄청 몰렸을 때 /
	
P0 	:아 손님들 갑자기 /
	
P1 	:막 줄을 / 한 두 줄 정도 / 이렇게 서 있으면은 / 쪼끔 많이 불편하드라고. /
	
P0 	:그럴 때는 니네 니네 바쁜 척 해. /
	
P1 	:바쁜 척을 해도 다 이제 손님 입장에서는 / 사실 자기 음료가 시킨지 오 분이 됐는데도 메뉴가 안 나오면은 / 되게 기분 나빠하시거든 /
	
P0 	:맞지 맞지 그것도 맞지 /
	
P1 	:그런 게 쪼끔 / 힘들어 근데 이것도 나중에 취직을 하기 위해서 / 거쳐가는 / 발걸음이라고 생각해 나는 /
	
P0 	:그치 약간 여러 가지 좀 / 해보긴 해야겠지? /
	
P1 	:꼭 내 진로가 아니더라도 / 여기저기 많이 해 보면은 / 많은 경험을 얻을 수 있을 거라고 생각해. /
	
P0 	:그러면 / 약간 혹시 근데 약간 진로에 대해서도 근데 / 내가 솔직히 옛날에 별 생각 안 하긴 했는데 / 요새 약간 좀 많이 생각하게 되긴 해. /
	 옛날에는 별로 하고 싶은 게 없었는데 / 근데 요샌 약간 먹고 살기 위해서 / 거기서 약간 많이 생각은 하더라고. /
	
P1 	:확실히 먹고 살려면 돈이 필요하긴 한데 / 돈도 주면서 자기 일하는 게 더 / 으미 있는 일이지 않을까 / 여튼 그래서 나는 너가 취직을 생각할 때 쪼끔 더 / 생각을 / 넓게 해 줬으면 좋겠어. /
