# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.68
metadata : {}


# id : NWRW1800000041.68.1.1
478명 탄 伊 카페리 아드리아해서 화재… 구조 난항

478명	478/SN+명/NNB
사람들은	사람/NNG+들/XSN+은/JX
검은	검/VA+은/ETM
연기를	연기/NNG+를/JKO
내뿜는	내뿜/VV+는/ETM
배	배/NNG
위에서	위/NNG+에서/JKB
구조를	구조/NNG+를/JKO
기다렸지만	기다리/VV+었/EP+지만/EC
시속	시속/NNG
100km에	100/SN+km/SW+에/JKB
이르는	이르/VV+는/ETM
강풍과	강풍/NNG+과/JC
높은	높/VA+은/ETM
파도로	파도/NNG+로/JKB
인해	인/NNG+하/XSV+아/EC
구조선들이	구조선/NNG+들/XSN+이/JKS
사고	사고/NNG
선박은	선박/NNG+은/JX
물론이고	물론/NNG+이/VCP+고/EC
구명정에도	구명정/NNG+에/JKB+도/JX
접근하기	접근/NNG+하/XSV+기/ETN
어려워	어렵/VA+어/EC
발만	발/NNG+만/JX
동동	동동/MAG
굴렀다.	구르/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.68.5.4
3, 4척의 구조선이 사고 선박 주변에서 물을 뿌리며 진화 작업을 펼쳤지만 불길이 쉽게 잡히지 않았다.

3,	3/SN+,/SP
4척의	4/SN+척/NNB+의/JKG
구조선이	구조선/NNG+이/JKS
사고	사고/NNG
선박	선박/NNG
주변에서	주변/NNG+에서/JKB
물을	물/NNG+을/JKO
뿌리며	뿌리/VV+며/EC
진화	진화/NNG
작업을	작업/NNG+을/JKO
펼쳤지만	펼치/VV+었/EP+지만/EC
불길이	불길/NNG+이/JKS
쉽게	쉽/VA+게/EC
잡히지	잡히/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000041.68.5.5
배 안에 피신 중이던 그리스 승객 소포클리스 스틸리아라스 씨는 그리스 민간TV와의 전화 인터뷰에서 “하갑판의 뜨거운 열기로 발 디딜 곳이 없다.

배	배/NNG
안에	안/NNG+에/JKB
피신	피신/NNG
중이던	중/NNB+이/VCP+던/ETM
그리스	그리스/NNP
승객	승객/NNG
소포클리스	소포클리스/NNP
스틸리아라스	스틸리아라스/NNP
씨는	씨/NNB+는/JX
민간TV와의	민간/NNG+TV/SL+와/JKB+의/JKG
전화	전화/NNG
인터뷰에서	인터뷰/NNG+에서/JKB
“하갑판의	“/SS+하갑판/NNG+의/JKG
뜨거운	뜨겁/VA+ㄴ/ETM
열기로	열기/NNG+로/JKB
발	발/NNG
디딜	디디/VV+ㄹ/ETM
곳이	곳/NNG+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000041.68.5.6
우리 신발이 녹기 시작했다”고 말했다.

우리	우리/NP
신발이	신발/NNG+이/JKS
녹기	녹/VV+기/ETN
시작했다”고	시작/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.68.5.7
갑판에서 구조를 기다린 다른 승객은 “구명정이 있지만 모든 승객이 탈 수 있을 정도로 충분하지가 않다”고 전했다.

갑판에서	갑판/NNG+에서/JKB
구조를	구조/NNG+를/JKO
기다린	기다리/VV+ㄴ/ETM
다른	다른/MMD
승객은	승객/NNG+은/JX
“구명정이	“/SS+구명정/NNG+이/JKS
있지만	있/VA+지만/EC
모든	모든/MMN
승객이	승객/NNG+이/JKS
탈	타/VV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
정도로	정도/NNG+로/JKB
충분하지가	충분하/VA+지/EC+가/JX
않다”고	않/VX+다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.68.5.8
사고 선박의 전기가 끊겨 구명정을 추가로 바다에 내려보내지 못하는 일도 벌어졌다.

사고	사고/NNG
선박의	선박/NNG+의/JKG
전기가	전기/NNG+가/JKS
끊겨	끊기/VV+어/EC
구명정을	구명정/NNG+을/JKO
추가로	추가/NNG+로/JKB
바다에	바다/NNG+에/JKB
내려보내지	내려보내/VV+지/EC
못하는	못하/VX+는/ETM
일도	일/NNG+도/JX
벌어졌다.	벌어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.68.6.1
한편 터키 선적의 한 상선이 이날 이탈리아 항구도시 라벤나 인근 아드리아 해 북부 해상에서 다른 선박과 충돌해 침몰했다고 AP통신이 보도했다.

한편	한편/MAG
터키	터키/NNP
선적의	선적/NNG+의/JKG
한	한/MMN
상선이	상선/NNG+이/JKS
이날	이날/NNG
이탈리아	이탈리아/NNP
항구도시	항구/NNG+도시/NNG
라벤나	라벤나/NNP
인근	인근/NNG
아드리아	아드리아/NNP
해	해/NA
북부	북부/NNG
해상에서	해상/NNG+에서/JKB
다른	다른/MMD
선박과	선박/NNG+과/JKB
충돌해	충돌/NNG+하/XSV+아/EC
침몰했다고	침몰/NNG+하/XSV+았/EP+다고/EC
AP통신이	AP통신/NNP+이/JKS
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000041.68.6.2
이탈리아 해안경비대 소속 선박이 곧바로 사고 해역에 출동해 선원 8명은 구조했으나 바다에 빠진 3명은 실종 상태다.

이탈리아	이탈리아/NNP
해안경비대	해안/NNG+경비대/NNG
소속	소속/NNG
선박이	선박/NNG+이/JKS
곧바로	곧바로/MAG
사고	사고/NNG
해역에	해역/NNG+에/JKB
출동해	출동/NNG+하/XSV+아/EC
선원	선원/NNG
8명은	8/SN+명/NNB+은/JX
구조했으나	구조/NNG+하/XSV+았/EP+으나/EC
바다에	바다/NNG+에/JKB
빠진	빠지/VV+ㄴ/ETM
3명은	3/SN+명/NNB+은/JX
실종	실종/NNG
상태다.	상태/NNG+이/VCP+다/EF+./SF


