# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.189
metadata : {}


# id : NWRW1800000044.189.1.1
[단독] 국정원 증거조작 논란 거센데…보안법수사 포상금은 3배 급증

[단독]	[/SS+단독/NNG+]/SS
2일 <한겨레>가 전해철 새정치민주연합 의원실을 통해 입수한 2009~2013년 ‘국가보안유공자 상금 지급 현황’ 자료를 보면, 수사·정보기관 공무원이 보안법 위반 사범을 체포·인지한 대가로 받은 상금이 2012년 8150만원에서 지난해 2억5900만원으로 3배 이상 급증했다.

2일	2/SN+일/NNB
<한겨레>가	</SS+한겨레/NNP+>/SS+가/JKS
전해철	전해철/NNP
새정치민주연합	새정치민주연합/NNP
의원실을	의원실/NNG+을/JKO
통해	통하/VV+아/EC
입수한	입수/NNG+하/XSV+ㄴ/ETM
2009~2013년	2009/SN+~/SO+2013/SN+년/NNB
‘국가보안유공자	‘/SS+국가/NNG+보안/NNG+유공자/NNG
상금	상금/NNG
지급	지급/NNG
현황’	현황/NNG+’/SS
자료를	자료/NNG+를/JKO
보면,	보/VV+면/EC+,/SP
수사·정보기관	수사/NNG+·/SP+정보기관/NNG
공무원이	공무원/NNG+이/JKS
보안법	보안법/NNG
위반	위반/NNG
사범을	사범/NNG+을/JKO
체포·인지한	체포/NNG+·/SP+인지/NNG+하/XSV+ㄴ/ETM
대가로	대가/NNG+로/JKB
받은	받/VV+은/ETM
상금이	상금/NNG+이/JKS
2012년	2012/SN+년/NNB
8150만원에서	8150/SN+만/NR+원/NNB+에서/JKB
지난해	지난해/NNG
2억5900만원으로	2/SN+억/NR+5900/SN+만/NR+원/NNB+으로/JKB
3배	3/SN+배/NNG
이상	이상/NNG
급증했다.	급증/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.189.5.2
이는 2009년 1억5825만원, 2010년 6400만원, 2011년 9675만원에 견줘도 크게 늘어난 수치다.

이는	이/NP+는/JX
2009년	2009/SN+년/NNB
1억5825만원,	1/SN+억/NR+5825/SN+만/NR+원/NNB+,/SP
2010년	2010/SN+년/NNB
6400만원,	6400/SN+만/NR+원/NNB+,/SP
2011년	2011/SN+년/NNB
9675만원에	9675/SN+만/NR+원/NNB+에/JKB
견줘도	견주/VV+어도/EC
크게	크/VA+게/EC
늘어난	늘어나/VV+ㄴ/ETM
수치다.	수치/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.189.5.3
상금 총액과 더불어 지급 건수도 늘었다.

상금	상금/NNG
총액과	총액/NNG+과/JKB
더불어	더불/VV+어/EC
지급	지급/NNG
건수도	건수/NNG+도/JX
늘었다.	늘/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.189.5.4
지난해 상금 지급 건수는 78건으로, 2009년 34건, 2010년 21건, 2011년 29건, 2012년 33건에 견줘 큰 폭으로 증가했다.

지난해	지난해/NNG
상금	상금/NNG
지급	지급/NNG
건수는	건수/NNG+는/JX
78건으로,	78/SN+건/NNB+으로/JKB+,/SP
2009년	2009/SN+년/NNB
34건,	34/SN+건/NNB+,/SP
2010년	2010/SN+년/NNB
21건,	21/SN+건/NNB+,/SP
2011년	2011/SN+년/NNB
29건,	29/SN+건/NNB+,/SP
2012년	2012/SN+년/NNB
33건에	33/SN+건/NNB+에/JKB
견줘	견주/VV+어/EC
큰	크/VA+ㄴ/ETM
폭으로	폭/NNG+으로/JKB
증가했다.	증가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.189.6.1
일반인들이 보안법 위반 사범을 수사·정보기관에 통보하거나 체포한 대가로 받은 상금도 지난해 2억3700만원(11건)으로, 2009년 0원, 2010년 4700만원(3건), 2011년 5250만원(3건), 2012년 2960만원(5건)에 견줘 크게 늘었다.

일반인들이	일반인/NNG+들/XSN+이/JKS
보안법	보안법/NNG
위반	위반/NNG
사범을	사범/NNG+을/JKO
수사·정보기관에	수사/NNG+·/SP+정보기관/NNG+에/JKB
통보하거나	통보/NNG+하/XSV+거나/EC
체포한	체포/NNG+하/XSV+ㄴ/ETM
대가로	대가/NNG+로/JKB
받은	받/VV+은/ETM
상금도	상금/NNG+도/JX
지난해	지난해/NNG
2억3700만원(11건)으로,	2/SN+억/NR+3700/SN+만/NR+원/NNB+(/SS+11/SN+건/NNB+)/SS+으로/JKB+,/SP
2009년	2009/SN+년/NNB
0원,	0/SN+원/NNB+,/SP
2010년	2010/SN+년/NNB
4700만원(3건),	4700/SN+만/NR+원/NNB+(/SS+3/SN+건/NNB+)/SS+,/SP
2011년	2011/SN+년/NNB
5250만원(3건),	5250/SN+만/NR+원/NNB+(/SS+3/SN+건/NNB+)/SS+,/SP
2012년	2012/SN+년/NNB
2960만원(5건)에	2960/SN+만/NR+원/NNB+(/SS+5/SN+건/NNB+)/SS+에/JKB
견줘	견주/VV+어/EC
크게	크/VA+게/EC
늘었다.	늘/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.189.6.2
수사·정보기관 공무원과 일반인들이 받은 상금 총액은 지난해 4억9600만원(89건)으로 2012년 1억1110만원(38건)보다 4배 이상 늘었다.

수사·정보기관	수사/NNG+·/SP+정보기관/NNG
공무원과	공무원/NNG+과/JC
일반인들이	일반인/NNG+들/XSN+이/JKS
받은	받/VV+은/ETM
상금	상금/NNG
총액은	총액/NNG+은/JX
지난해	지난해/NNG
4억9600만원(89건)으로	4/SN+억/NR+9600/SN+만/NR+원/NNB+(/SS+89/SN+건/NNB+)/SS+으로/JKB
2012년	2012/SN+년/NNB
1억1110만원(38건)보다	1/SN+억/NR+1110/SN+만/NR+원/NNB+(/SS+38/SN+건/NNB+)/SS+보다/JKB
4배	4/SN+배/NNG
이상	이상/NNG
늘었다.	늘/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.189.7.1
보안법은 ‘국가보안법을 위반한 자를 수사기관 또는 정보기관에 통보하거나 체포한 일반인’(7억5000만원 이하)과 ‘국가보안법을 위반한 자를 인지하여 체포한 수사기관 또는 정보기관 종사자’(1억원 이하)에게 상금을 지급한다고 규정하고 있다.

보안법은	보안법/NNG+은/JX
‘국가보안법을	‘/SS+국가/NNG+보안법/NNG+을/JKO
위반한	위반/NNG+하/XSV+ㄴ/ETM
자를	자/NNB+를/JKO
수사기관	수사/NNG+기관/NNG
또는	또는/MAG
정보기관에	정보기관/NNG+에/JKB
통보하거나	통보/NNG+하/XSV+거나/EC
체포한	체포/NNG+하/XSV+ㄴ/ETM
일반인’(7억5000만원	일반인/NNG+’/SS+(/SS+7/SN+억/NR+5000/SN+만/NR+원/NNB
이하)과	이하/NNG+)/SS+과/JC
인지하여	인지/NNG+하/XSV+아/EC
정보기관	정보기관/NNG
종사자’(1억원	종사자/NNG+’/SS+(/SS+1/SN+억/NR+원/NNB
이하)에게	이하/NNG+)/SS+에게/JKB
상금을	상금/NNG+을/JKO
지급한다고	지급/NNG+하/XSV+ㄴ다고/EC
규정하고	규정/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.189.7.2
상금 지급 심사는 법무부 검찰국장이 위원장인 ‘국가보안유공자 심사위원회’에서 한다.

상금	상금/NNG
지급	지급/NNG
심사는	심사/NNG+는/JX
법무부	법무부/NNG
검찰국장이	검찰국장/NNG+이/JKS
위원장인	위원장/NNG+이/VCP+ㄴ/ETM
‘국가보안유공자	‘/SS+국가/NNG+보안/NNG+유공자/NNG
심사위원회’에서	심사/NNG+위원회/NNG+’/SS+에서/JKB
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.189.8.1
상금을 청구한 수사·정보기관 공무원 또는 일반인이 상금 지급 심사를 통과하려면 이들이 통보·체포한 범인을 검찰이 기소하거나 기소유예 또는 공소보류를 해야 한다.

상금을	상금/NNG+을/JKO
청구한	청구/NNG+하/XSV+ㄴ/ETM
수사·정보기관	수사/NNG+·/SP+정보기관/NNG
공무원	공무원/NNG
또는	또는/MAG
일반인이	일반인/NNG+이/JKS
상금	상금/NNG
지급	지급/NNG
심사를	심사/NNG+를/JKO
통과하려면	통과/NNG+하/XSV+려면/EC
이들이	이/NP+들/XSN+이/JKS
통보·체포한	통보/NNG+·/SP+체포/NNG+하/XSV+ㄴ/ETM
범인을	범인/NNG+을/JKO
검찰이	검찰/NNG+이/JKS
기소하거나	기소/NNG+하/XSV+거나/EC
기소유예	기소/NNG+유예/NNG
공소보류를	공소/NNG+보류/NNG+를/JKO
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.189.8.2
검찰이 피의자를 무혐의 처분하거나 내사종결 처리하면 상금을 받을 수 없다.

검찰이	검찰/NNG+이/JKS
피의자를	피의자/NNG+를/JKO
무혐의	무/XPN+혐의/NNG
처분하거나	처분/NNG+하/XSV+거나/EC
내사종결	내사/NNG+종결/NNG
처리하면	처리/NNG+하/XSV+면/EC
상금을	상금/NNG+을/JKO
받을	받/VV+을/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000044.189.8.3
상금 지급 청구는 검사한테서 해당 사건에 대해 공소 제기 등을 했다는 통지를 받은 뒤 60일 안에 해야 한다.

상금	상금/NNG
지급	지급/NNG
청구는	청구/NNG+는/JX
검사한테서	검사/NNG+한테서/JKB
해당	해당/NNG
사건에	사건/NNG+에/JKB
대해	대하/VV+아/EC
공소	공소/NNG
제기	제기/NNG
등을	등/NNB+을/JKO
했다는	하/VV+았/EP+다는/ETM
통지를	통지/NNG+를/JKO
받은	받/VV+은/ETM
뒤	뒤/NNG
60일	60/SN+일/NNB
안에	안/NNG+에/JKB
해야	하/VV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000044.189.8.4
법무부는 상금 지급액이 증가한 것에 대해 “사유를 공개할 수 없다”고 밝혔다.

법무부는	법무부/NNG+는/JX
상금	상금/NNG
지급액이	지급액/NNG+이/JKS
증가한	증가/NNG+하/XSV+ㄴ/ETM
것에	것/NNB+에/JKB
대해	대하/VV+아/EC
“사유를	“/SS+사유/NNG+를/JKO
공개할	공개/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.189.9.1
김영진 진실·화해를 위한 과거사정리위원회 전 조사관은 지난해 국가보안유공자 상금 급증에 대해 “이명박 정부 때부터 국정원 대공수사국 등에 예산과 인력이 늘면서 어떻게든 성과를 내야 하는 분위기가 형성돼 보안법 사건과 상금도 폭발적으로 늘어난 것으로 보인다”고 말했다.

김영진	김영진/NNP
진실·화해를	진실/NNG+·/SP+화해/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
과거사정리위원회	과거사/NNG+정리/NNG+위원회/NNG
전	전/MMD
조사관은	조사관/NNG+은/JX
지난해	지난해/NNG
국가보안유공자	국가/NNG+보안/NNG+유공자/NNG
상금	상금/NNG
급증에	급증/NNG+에/JKB
대해	대하/VV+아/EC
“이명박	“/SS+이명박/NNP
정부	정부/NNG
때부터	때/NNG+부터/JX
국정원	국정원/NNG
대공수사국	대공/NNG+수사국/NNG
등에	등/NNB+에/JKB
예산과	예산/NNG+과/JC
인력이	인력/NNG+이/JKS
늘면서	늘/VV+면서/EC
어떻게든	어떻/VA+게/EC+든/JX
성과를	성과/NNG+를/JKO
내야	내/VV+어야/EC
하는	하/VX+는/ETM
분위기가	분위기/NNG+가/JKS
형성돼	형성/NNG+되/XSV+어/EC
보안법	보안법/NNG
사건과	사건/NNG+과/JC
상금도	상금/NNG+도/JX
폭발적으로	폭발/NNG+적/XSN+으로/JKB
늘어난	늘어나/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다”고	보이/VV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.189.9.2
지난달 31일 ‘탈북 서울시 공무원 간첩 사건’과 관련해 증거조작 혐의(위조사문서 행사, 모해위조증거 사용 등)로 구속 기소된 국정원 김아무개 과장이 소속된 대공수사국은 2009년 초에 견줘 현재 인원이 30% 가까이 늘어난 것으로 알려져 있다.

지난달	지난달/NNG
31일	31/SN+일/NNB
‘탈북	‘/SS+탈북/NNG
서울시	서울시/NNP
공무원	공무원/NNG
간첩	간첩/NNG
사건’과	사건/NNG+’/SS+과/JKB
관련해	관련/NNG+하/XSV+아/EC
증거조작	증거/NNG+조작/NNG
혐의(위조사문서	혐의/NNG+(/SS+위조/NNG+사문서/NNG
행사,	행사/NNG+,/SP
모해위조증거	모해/NNG+위조/NNG+증거/NNG
사용	사용/NNG
등)로	등/NNB+)/SS+로/JKB
구속	구속/NNG
기소된	기소/NNG+되/XSV+ㄴ/ETM
국정원	국정원/NNG
김아무개	김/NNP+아무개/NP
과장이	과장/NNG+이/JKS
소속된	소속/NNG+되/XSV+ㄴ/ETM
대공수사국은	대공/NNG+수사국/NNG+은/JX
2009년	2009/SN+년/NNB
초에	초/NNB+에/JKB
견줘	견주/VV+어/EC
현재	현재/MAG
인원이	인원/NNG+이/JKS
30%	30/SN+%/SW
가까이	가까이/MAG
늘어난	늘어나/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려져	알려지/VV+어/EC
있다.	있/VX+다/EF+./SF


