# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.328
metadata : {}


# id : NWRW1800000040.328.1.1
[유레카] 난중일기 / 백기철

[유레카]	[/SS+유레카/NNG+]/SS
걸친	걸치/VV+ㄴ/ETM
기록이다.	기록/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.328.4.1
이순신의 글은 간결하고 건조한데, 단아하면서도 용맹한 그의 정신세계를 잘 보여준다.

이순신의	이순신/NNP+의/JKG
글은	글/NNG+은/JX
간결하고	간결하/VA+고/EC
건조한데,	건조/NNG+하/XSA+ㄴ데/EC+,/SP
단아하면서도	단아하/VA+면서/EC+도/JX
용맹한	용맹/NNG+하/XSA+ㄴ/ETM
그의	그/NP+의/JKG
정신세계를	정신세계/NNG+를/JKO
잘	잘/MAG
보여준다.	보이/VV+어/EC+주/VX+ㄴ다/EF+./SF


# id : NWRW1800000040.328.4.2
하루 일기가 한 줄인 경우도 많다.

하루	하루/NNG
일기가	일기/NNG+가/JKS
한	한/MMN
줄인	줄/NNG+이/VCP+ㄴ/ETM
경우도	경우/NNG+도/JX
많다.	많/VA+다/EF+./SF


# id : NWRW1800000040.328.4.3
‘동헌에 나가 일을 보고 활쏘기를 하였다’는 글이 자주 눈에 띈다.

‘동헌에	‘/SS+동헌/NNG+에/JKB
나가	나가/VV+아/EC
일을	일/NNG+을/JKO
보고	보/VV+고/EC
활쏘기를	활쏘기/NNG+를/JKO
하였다’는	하/VV+았/EP+다/EF+’/SS+는/ETM
글이	글/NNG+이/JKS
자주	자주/MAG
눈에	눈/NNG+에/JKB
띈다.	띄/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.328.4.4
또 ‘동헌에 나가 무기를 검열하였다.

또	또/MAG
‘동헌에	‘/SS+동헌/NNG+에/JKB
나가	나가/VV+아/EC
무기를	무기/NNG+를/JKO
검열하였다.	검열/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.328.4.5
깨어지고 낡아서 볼품없이 된 것이 많았다’고 돼 있다.

깨어지고	깨어지/VV+고/EC
낡아서	낡/VV+아서/EC
볼품없이	볼품없이/MAG
된	되/VV+ㄴ/ETM
것이	것/NNB+이/JKS
많았다’고	많/VA+았/EP+다/EF+’/SS+고/JKQ
돼	되/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.328.4.6
(<난중일기>, 서해문집) 전쟁에 철저히 대비한 그의 면모를 알 수 있다.

(<난중일기>,	(/SS+</SS+난중일기/NNP+>/SS+,/SP
서해문집)	서해문집/NNP+)/SS
전쟁에	전쟁/NNG+에/JKB
철저히	철저히/MAG
대비한	대비/NNG+하/XSV+ㄴ/ETM
그의	그/NP+의/JKG
면모를	면모/NNG+를/JKO
알	알/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.328.5.1
어머니를 그리워하고 염려하는 모습도 볼 수 있다.

어머니를	어머니/NNG+를/JKO
그리워하고	그리워하/VV+고/EC
염려하는	염려/NNG+하/XSV+는/ETM
모습도	모습/NNG+도/JX
볼	보/VV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.328.5.2
백의종군 가는 길에 어머니상을 당한 그는 “어머님 영전에 인사를 올리고 울부짖었다. 어찌하리오, 어찌하리오!”라고 적었다.

백의종군	백의종군/NNG
가는	가/VV+는/ETM
길에	길/NNG+에/JKB
어머니상을	어머니/NNG+상/NNG+을/JKO
당한	당하/VV+ㄴ/ETM
그는	그/NP+는/JX
“어머님	“/SS+어머님/NNG
영전에	영전/NNG+에/JKB
인사를	인사/NNG+를/JKO
올리고	올리/VV+고/EC
울부짖었다.	울부짖/VV+었/EP+다/EF+./SF
어찌하리오,	어찌/MAG+하/XSV+리오/EF+,/SP
어찌하리오!”라고	어찌/MAG+하/XSV+리오/EF+!/SF+”/SS+라고/JKQ
적었다.	적/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.328.5.3
장수의 결연함도 보였다.

장수의	장수/NNG+의/JKG
결연함도	결연하/VA+ㅁ/ETN+도/JX
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.328.5.4
13척의 배로 왜군을 대파한 명량해전을 앞두고 이순신은 장수들을 불러 모아 “병법에 이르기를 ‘죽으려 하면 살고 살려고 하면 죽는다’ ‘한 사람이 길목을 지키면 천 명도 두렵게 할 수 있다’고 말했다”고 적었다.

13척의	13/SN+척/NNB+의/JKG
배로	배/NNG+로/JKB
왜군을	왜군/NNG+을/JKO
대파한	대파/NNG+하/XSV+ㄴ/ETM
명량해전을	명량/NNP+해전/NNG+을/JKO
앞두고	앞두/VV+고/EC
이순신은	이순신/NNP+은/JX
장수들을	장수/NNG+들/XSN+을/JKO
불러	부르/VV+어/EC
모아	모으/VV+아/EC
“병법에	“/SS+병법/NNG+에/JKB
이르기를	이르/VV+기/ETN+를/JKO
‘죽으려	‘/SS+죽/VV+으려/EC
하면	하/VX+면/EC
살고	살/VV+고/EC
살려고	살/VV+려고/EC
죽는다’	죽/VV+는다/EF+’/SS
‘한	‘/SS+한/MMN
사람이	사람/NNG+이/JKS
길목을	길목/NNG+을/JKO
지키면	지키/VV+면/EC
천	천/NR
명도	명/NNB+도/JX
두렵게	두렵/VA+게/EC
할	하/VX+ㄹ/ETM
수	수/NNB
있다’고	있/VA+다/EF+’/SS+고/JKQ
말했다”고	말/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
적었다.	적/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.328.6.1
명재상 서애 류성룡은 <징비록>에서 순신에 대해 “말과 웃음이 적고 용모가 단아했다. 사람된 품이 몸을 닦고 언행을 삼가는 선비와 같았으나 몸속에는 담기가 서려 있었다. 자기 한 몸을 잊고 국난을 맞아 목숨을 바친 것은 평소 그 같은 수양이 있었기 때문이다”고 적었다.(<서애 류성룡, 위대한 만남>, 지식마당)

명재상	명재상/NNG
서애	서애/NNP
류성룡은	류성룡/NNP+은/JX
<징비록>에서	</SS+징비록/NNP+>/SS+에서/JKB
순신에	순신/NNP+에/JKB
대해	대하/VV+아/EC
“말과	“/SS+말/NNG+과/JKB
웃음이	웃음/NNG+이/JKS
적고	적/VA+고/EC
용모가	용모/NNG+가/JKS
단아했다.	단아하/VA+았/EP+다/EF+./SF
사람된	사람/NNG+되/XSA+ㄴ/ETM
품이	품/NNB+이/JKS
몸을	몸/NNG+을/JKO
닦고	닦/VV+고/EC
언행을	언행/NNG+을/JKO
삼가는	삼가/VV+는/ETM
선비와	선비/NNG+와/JKB
같았으나	같/VA+았/EP+으나/EC
몸속에는	몸속/NNG+에/JKB+는/JX
담기가	담기/NNG+가/JKS
서려	서리/VV+어/EC
있었다.	있/VX+었/EP+다/EF+./SF
자기	자기/NP
한	한/MMN
잊고	잊/VV+고/EC
국난을	국난/NNG+을/JKO
맞아	맞/VV+아/EC
목숨을	목숨/NNG+을/JKO
바친	바치/VV+ㄴ/ETM
것은	것/NNB+은/JX
평소	평소/NNG
그	그/MMD
같은	같/VA+은/ETM
수양이	수양/NNG+이/JKS
있었기	있/VA+었/EP+기/ETN
때문이다”고	때문/NNB+이/VCP+다/EF+”/SS+고/JKQ
적었다.(<서애	적/VV+었/EP+다/EF+./SF+(/SS+</SS+서애/NNP
류성룡,	류성룡/NNP+,/SP
위대한	위대하/VA+ㄴ/ETM
만남>,	만남/NNG+>/SS+,/SP
지식마당)	지식마당/NNP+)/SS


# id : NWRW1800000040.328.6.2
난중일기는 이순신의 평소 수양과 사람됨을 잘 드러내 준다는 점에서 세계기록 유산에 걸맞은 작품이다.

난중일기는	난중일기/NNP+는/JX
이순신의	이순신/NNP+의/JKG
평소	평소/NNG
수양과	수양/NNG+과/JC
사람됨을	사람됨/NNG+을/JKO
잘	잘/MAG
드러내	드러내/VV+어/EC
준다는	주/VX+ㄴ다는/ETM
점에서	점/NNG+에서/JKB
세계기록	세계/NNG+기록/NNG
유산에	유산/NNG+에/JKB
걸맞은	걸맞/VA+은/ETM
작품이다.	작품/NNG+이/VCP+다/EF+./SF


