# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.379
metadata : {}


# id : NWRW1800000045.379.1.1
朴대통령 “평화통일, 中과 논의 곧 시작”

朴대통령	朴/SH+대통령/NNG
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.379.4.1
박 대통령은 이날 중국 상하이(上海)에서 서울로 귀국하면서 기내 간담회를 갖고 “(북한) 핵실험 등 다양한 형태의 도발이 있을 수 있다고 예상할 수 있는데 긴장 상태가 어떻게 해결되느냐의 귀결점은 평화통일”이라며 이같이 말했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
이날	이날/NNG
중국	중국/NNP
상하이(上海)에서	상하이/NNP+(/SS+上海/SH+)/SS+에서/JKB
서울로	서울/NNP+로/JKB
귀국하면서	귀국/NNG+하/XSV+면서/EC
기내	기내/NNG
간담회를	간담회/NNG+를/JKO
갖고	갖/VV+고/EC
“(북한)	“/SS+(/SS+북한/NNP+)/SS
핵실험	핵/NNG+실험/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
형태의	형태/NNG+의/JKG
도발이	도발/NNG+이/JKS
있을	있/VA+을/ETM
수	수/NNB
있다고	있/VA+다고/EC
예상할	예상/NNG+하/XSV+ㄹ/ETM
있는데	있/VA+는데/EC
긴장	긴장/NNG
상태가	상태/NNG+가/JKS
어떻게	어떻/VA+게/EC
해결되느냐의	해결/NNG+되/XSV+느냐/EF+의/JKG
귀결점은	귀결점/NNG+은/JX
평화통일”이라며	평화/NNG+통일/NNG+”/SS+이/VCP+라며/EC
이같이	이/NP+같이/JKB
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.5.1
박 대통령은 이어 “시진핑(習近平) 중국 국가주석과의 협의에서 가장 중점을 둔 건 한반도와 동북아의 평화와 안정을 지켜 나가는 데 있어 중국과 어떻게 협조하고 협력해 나갈 것인가였다”고 전했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
이어	이어/MAG
“시진핑(習近平)	“/SS+시진핑/NNP+(/SS+習近平/SH+)/SS
중국	중국/NNP
국가주석과의	국가주석/NNG+과/JKB+의/JKG
협의에서	협의/NNG+에서/JKB
가장	가장/MAG
중점을	중점/NNG+을/JKO
둔	두/VV+ㄴ/ETM
건	거/NNB+ㄴ/JX
한반도와	한반도/NNP+와/JC
동북아의	동북아/NNP+의/JKG
평화와	평화/NNG+와/JC
안정을	안정/NNG+을/JKO
지켜	지키/VV+어/EC
나가는	나가/VX+는/ETM
데	데/NNB
있어	있/VA+어/EC
중국과	중국/NNP+과/JKB
어떻게	어떻/VA+게/EC
협조하고	협조/NNG+하/XSV+고/EC
협력해	협력/NNG+하/XSV+아/EC
나갈	나가/VX+ㄹ/ETM
것인가였다”고	것/NNB+이/VCP+ㄴ가/EF+이/VCP+었/EP+다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.5.2
앞으로 한중 양국 간 다양한 논의가 벌어질 것을 예고했지만 구체적인 내용은 알려지지 않았다.

앞으로	앞/NNG+으로/JKB
한중	한중/NNP
양국	양국/NNG
간	간/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
논의가	논의/NNG+가/JKS
벌어질	벌어지/VV+ㄹ/ETM
것을	것/NNB+을/JKO
예고했지만	예고/NNG+하/XSV+았/EP+지만/EC
구체적인	구체/NNG+적/XSN+이/VCP+ㄴ/ETM
내용은	내용/NNG+은/JX
알려지지	알려지/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000045.379.6.1
박 대통령은 “(북한의) 지뢰 도발 사건도 있었지만 앞으로 핵실험, 또 여러 가지 다양한 형태의 도발을 억제하는 것이 굉장히 중요하다”며 “(중국이) 한반도의 긴장을 고조시키는 어떤 도발에 대해 절대로 인정하지 않고 반대한다는 것을 분명히 했다”고 강조했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
“(북한의)	“/SS+(/SS+북한/NNP+의/JKG+)/SS
지뢰	지뢰/NNG
도발	도발/NNG
사건도	사건/NNG+도/JX
있었지만	있/VA+었/EP+지만/EC
앞으로	앞/NNG+으로/JKB
핵실험,	핵/NNG+실험/NNG+,/SP
또	또/MAG
여러	여러/MMN
가지	가지/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
형태의	형태/NNG+의/JKG
도발을	도발/NNG+을/JKO
억제하는	억제/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
굉장히	굉장히/MAG
중요하다”며	중요/NNG+하/XSA+다/EF+”/SS+며/EC
“(중국이)	“/SS+(/SS+중국/NNP+이/JKS+)/SS
한반도의	한반도/NNP+의/JKG
긴장을	긴장/NNG+을/JKO
고조시키는	고조/NNG+시키/XSV+는/ETM
어떤	어떤/MMD
도발에	도발/NNG+에/JKB
대해	대하/VV+아/EC
절대로	절대로/MAG
인정하지	인정/NNG+하/XSV+지/EC
않고	않/VX+고/EC
반대한다는	반대/NNG+하/XSV+ㄴ다는/ETM
것을	것/NNB+을/JKO
분명히	분명히/MAG
했다”고	하/VV+았/EP+다/EF+”/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.7.1
통일 문제와 관련해 주변국의 동의를 구하는 작업이 신외교의 방향이라는 점도 분명히 했다.

통일	통일/NNG
문제와	문제/NNG+와/JKB
관련해	관련/NNG+하/XSV+아/EC
주변국의	주변국/NNG+의/JKG
동의를	동의/NNG+를/JKO
구하는	구하/VV+는/ETM
작업이	작업/NNG+이/JKS
신외교의	신/XPN+외교/NNG+의/JKG
방향이라는	방향/NNG+이/VCP+라는/ETM
점도	점/NNG+도/JX
분명히	분명히/MAG
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.7.2
박 대통령은 “앞으로 외교력을 발휘해 평화통일이 어떤 의미가 있고 세계의 평화와 안정에도 어떤 좋은 점이 있는지 설명해 나갈 것”이라고 했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
“앞으로	“/SS+앞/NNG+으로/JKB
외교력을	외교력/NNG+을/JKO
발휘해	발휘/NNG+하/XSV+아/EC
평화통일이	평화/NNG+통일/NNG+이/JKS
어떤	어떤/MMD
의미가	의미/NNG+가/JKS
있고	있/VA+고/EC
세계의	세계/NNG+의/JKG
평화와	평화/NNG+와/JC
안정에도	안정/NNG+에/JKB+도/JX
좋은	좋/VA+은/ETM
점이	점/NNG+이/JKS
있는지	있/VA+는지/EF
설명해	설명/NNG+하/XSV+아/EC
나갈	나가/VX+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.7.3
박 대통령은 한중일 3국 정상회의 개최 합의와 관련해 “동북아의 평화에 대한 논의를 위해선 대승적 차원에서 임할 필요가 있다고 제안해 시 주석이 동의해 준 것”이라고 설명했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
한중일	한중일/NNP
3국	3국/NNG
정상회의	정상/NNG+회의/NNG
개최	개최/NNG
합의와	합의/NNG+와/JKB
관련해	관련/NNG+하/XSV+아/EC
“동북아의	“/SS+동북아/NNP+의/JKG
평화에	평화/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
논의를	논의/NNG+를/JKO
위해선	위하/VV+아서/EC+ㄴ/JX
대승적	대승/NNG+적/XSN
차원에서	차원/NNG+에서/JKB
임할	임하/VV+ㄹ/ETM
필요가	필요/NNG+가/JKS
있다고	있/VA+다고/EC
제안해	제안/NNG+하/XSV+아/EC
시	시/NNP
주석이	주석/NNG+이/JKS
동의해	동의/NNG+하/XSV+아/EC
준	주/VX+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.8.1
박 대통령은 앞서 이날 상하이 시 황푸(黃浦) 구 마당(馬當) 로 306-4호에 위치한 임시정부청사 재개관식에 참석했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
앞서	앞서/MAG
이날	이날/NNG
상하이	상하이/NNP
시	시/NNG
황푸(黃浦)	황푸/NNP+(/SS+黃浦/SH+)/SS
구	구/NNG
마당(馬當)	마당/NNP+(/SS+馬當/SH+)/SS
로	로/NA
306-4호에	306/SN+-/SO+4/SN+호/NNB+에/JKB
위치한	위치/NNG+하/XSV+ㄴ/ETM
임시정부청사	임시정부청사/NNP
재개관식에	재/XPN+개관식/NNG+에/JKB
참석했다.	참석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.8.2
임시정부청사는 백범 김구 선생이 ‘백범일지’를 집필했고, 일제의 간담을 서늘하게 만든 ‘한인애국단’이 조직돼 윤봉길 이봉창 의사의 의거를 준비한 역사적 장소다.

임시정부청사는	임시정부청사/NNP+는/JX
백범	백범/NNP
김구	김구/NNP
선생이	선생/NNG+이/JKS
‘백범일지’를	‘/SS+백범일지/NNP+’/SS+를/JKO
집필했고,	집필/NNG+하/XSV+았/EP+고/EC+,/SP
일제의	일제/NNG+의/JKG
간담을	간담/NNG+을/JKO
서늘하게	서늘하/VA+게/EC
만든	만들/VV+ㄴ/ETM
‘한인애국단’이	‘/SS+한인애국단/NNP+’/SS+이/JKS
조직돼	조직/NNG+되/XSV+어/EC
윤봉길	윤봉길/NNP
이봉창	이봉창/NNP
의사의	의사/NNG+의/JKG
의거를	의거/NNG+를/JKO
준비한	준비/NNG+하/XSV+ㄴ/ETM
역사적	역사/NNG+적/XSN
장소다.	장소/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.379.8.3
박 대통령은 축사에서 “상하이 임시정부는 1919년 3·1운동의 결과로 수립된 국내외 8개 임시정부가 하나로 통합을 이뤄 우리의 독립운동을 주도했던 민족사적 의미를 지닌 곳”이라고 강조했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
축사에서	축사/NNG+에서/JKB
“상하이	“/SS+상하이/NNP
임시정부는	임시/NNG+정부/NNG+는/JX
1919년	1919/SN+년/NNB
3·1운동의	3/SN+·/SP+1/SN+운동/NNG+의/JKG
결과로	결과/NNG+로/JKB
수립된	수립/NNG+되/XSV+ㄴ/ETM
국내외	국내외/NNG
8개	8/SN+개/NNB
임시정부가	임시/NNG+정부/NNG+가/JKS
하나로	하나/NR+로/JKB
통합을	통합/NNG+을/JKO
이뤄	이루/VV+어/EC
우리의	우리/NP+의/JKG
독립운동을	독립운동/NNG+을/JKO
주도했던	주도/NNG+하/XSV+았/EP+던/ETM
민족사적	민족사/NNG+적/XSN
의미를	의미/NNG+를/JKO
지닌	지니/VV+ㄴ/ETM
곳”이라고	곳/NNG+”/SS+이라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.9.1
임시정부청사를 둘러보던 박 대통령은 윤 의사와 이 의사의 의거를 소개한 ‘한인애국단의 활동’ 코너 앞에 멈춰 섰다.

임시정부청사를	임시정부청사/NNP+를/JKO
둘러보던	둘러보/VV+던/ETM
박	박/NNP
대통령은	대통령/NNG+은/JX
윤	윤/NNP
의사와	의사/NNG+와/JC
이	이/NNP
의사의	의사/NNG+의/JKG
의거를	의거/NNG+를/JKO
소개한	소개/NNG+하/XSV+ㄴ/ETM
‘한인애국단의	‘/SS+한인애국단/NNP+의/JKG
활동’	활동/NNG+’/SS
코너	코너/NNG
앞에	앞/NNG+에/JKB
멈춰	멈추/VV+어/EC
섰다.	서/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.379.9.2
1932년 4월 29일 일제의 상하이 점령 기념행사에 참여한 일본군 수뇌부에 폭탄을 던진 윤 의사의 의거에 중국도 흥분했다.

1932년	1932/SN+년/NNB
4월	4/SN+월/NNB
29일	29/SN+일/NNB
일제의	일제/NNG+의/JKG
상하이	상하이/NNP
점령	점령/NNG
기념행사에	기념행사/NNG+에/JKB
참여한	참여/NNG+하/XSV+ㄴ/ETM
일본군	일본군/NNG
수뇌부에	수뇌부/NNG+에/JKB
폭탄을	폭탄/NNG+을/JKO
던진	던지/VV+ㄴ/ETM
윤	윤/NNP
의사의	의사/NNG+의/JKG
의거에	의거/NNG+에/JKB
중국도	중국/NNP+도/JX
흥분했다.	흥분/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.379.9.3
이 의사는 1932년 1월 8일 일본 도쿄에서 관병식을 마치고 돌아가던 히로히토(裕仁) 일왕에게 수류탄을 던졌다.

이	이/NNP
의사는	의사/NNG+는/JX
1932년	1932/SN+년/NNB
1월	1/SN+월/NNB
8일	8/SN+일/NNB
일본	일본/NNP
도쿄에서	도쿄/NNP+에서/JKB
관병식을	관병식/NNG+을/JKO
마치고	마치/VV+고/EC
돌아가던	돌아가/VV+던/ETM
히로히토(裕仁)	히로히토/NNP+(/SS+裕仁/SH+)/SS
일왕에게	일왕/NNG+에게/JKB
수류탄을	수류탄/NNG+을/JKO
던졌다.	던지/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.379.9.4
비록 실패했지만 한국인의 항일투쟁을 널리 알렸다.

비록	비록/MAG
실패했지만	실패/NNG+하/XSV+았/EP+지만/EC
한국인의	한국인/NNG+의/JKG
항일투쟁을	항일/NNG+투쟁/NNG+을/JKO
널리	널리/MAG
알렸다.	알리/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.379.10.1
이 코너에는 두 의사의 사진과 함께 의거를 소개하는 당시 언론 보도들도 함께 전시됐다.

이	이/MMD
코너에는	코너/NNG+에/JKB+는/JX
두	두/MMN
의사의	의사/NNG+의/JKG
사진과	사진/NNG+과/JKB
함께	함께/MAG
의거를	의거/NNG+를/JKO
소개하는	소개/NNG+하/XSV+는/ETM
당시	당시/NNG
언론	언론/NNG
보도들도	보도/NNG+들/XSN+도/JX
전시됐다.	전시/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000045.379.10.2
이 가운데 윤 의사의 의거 소식을 국내에 전해 독립 의지를 고취시킨 기사는 ‘東亞日報(동아일보)’ 제호를 명시한 1932년 4월 30일자 호외 보도가 유일했다.

이	이/MMD
가운데	가운데/NNG
윤	윤/NNP
의사의	의사/NNG+의/JKG
의거	의거/NNG
소식을	소식/NNG+을/JKO
국내에	국내/NNG+에/JKB
전해	전하/VV+아/EC
독립	독립/NNG
의지를	의지/NNG+를/JKO
고취시킨	고취/NNG+시키/XSV+ㄴ/ETM
기사는	기사/NNG+는/JX
‘東亞日報(동아일보)’	‘/SS+東亞日報/SH+(/SS+동아일보/NNP+)/SS+’/SS
제호를	제호/NNG+를/JKO
명시한	명시/NNG+하/XSV+ㄴ/ETM
1932년	1932/SN+년/NNB
4월	4/SN+월/NNB
30일자	30/SN+일/NNB+자/NNG
호외	호외/NNG
보도가	보도/NNG+가/JKS
유일했다.	유일/NNG+하/XSA+았/EP+다/EF+./SF


# id : NWRW1800000045.379.10.3
박 대통령은 임시정부청사를 둘러본 뒤 방명록에 “선열들의 애국정신을 이어받아 한반도의 평화통일을 이루어 내겠습니다”라고 썼다.

박	박/NNP
대통령은	대통령/NNG+은/JX
임시정부청사를	임시정부청사/NNP+를/JKO
둘러본	둘러보/VV+ㄴ/ETM
뒤	뒤/NNG
방명록에	방명록/NNG+에/JKB
“선열들의	“/SS+선열/NNG+들/XSN+의/JKG
애국정신을	애국정신/NNG+을/JKO
이어받아	이어받/VV+아/EC
한반도의	한반도/NNP+의/JKG
평화통일을	평화/NNG+통일/NNG+을/JKO
이루어	이루/VV+어/EC
내겠습니다”라고	내/VX+겠/EP+습니다/EF+”/SS+라고/JKQ
썼다.	쓰/VV+었/EP+다/EF+./SF


