# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.270
metadata : {}


# id : NWRW1800000045.270.1.1
[오늘과 내일/박중현]내가 갈까, 중동

[오늘과	[/SS+오늘/NNG+과/JC
대기업 계열 정보기술(IT) 업체에서 현장 팀장으로 일하는 친구에게 못 가서 미안하다고 전화했다가 중동 얘기가 나왔다.

대기업	대/XPN+기업/NNG
계열	계열/NNG
정보기술(IT)	정보/NNG+기술/NNG+(/SS+IT/SL+)/SS
업체에서	업체/NNG+에서/JKB
현장	현장/NNG
팀장으로	팀장/NNG+으로/JKB
일하는	일/NNG+하/XSV+는/ETM
친구에게	친구/NNG+에게/JKB
못	못/MAG
가서	가/VV+아서/EC
미안하다고	미안/NNG+하/XSA+다고/EC
전화했다가	전화/NNG+하/XSV+았/EP+다가/EC
중동	중동/NNP
얘기가	얘기/NNG+가/JKS
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.270.4.2
자기 회사에도 아랍에미리트 두바이 등에 현장이 있다며 그 친구는 “기회만 되면 노후나 애들 미래를 생각해서라도 중동에 가고 싶다”고 했다.

자기	자기/NP
회사에도	회사/NNG+에/JKB+도/JX
아랍에미리트	아랍에미리트/NNP
두바이	두바이/NNP
등에	등/NNB+에/JKB
현장이	현장/NNG+이/JKS
있다며	있/VA+다며/EC
그	그/MMD
친구는	친구/NNG+는/JX
“기회만	“/SS+기회/NNG+만/JX
되면	되/VV+면/EC
노후나	노후/NNG+나/JC
애들	애/NNG+들/XSN
미래를	미래/NNG+를/JKO
생각해서라도	생각/NNG+하/XSV+아서/EC+라도/JX
중동에	중동/NNP+에/JKB
가고	가/VV+고/EC
싶다”고	싶/VX+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.270.5.1
지난달 중동 순방을 다녀온 박근혜 대통령이 무역투자진흥회의를 주재하며 “대한민국에 청년이 텅텅 빌 정도로 중동 진출을 해보라.

지난달	지난달/NNG
중동	중동/NNP
순방을	순방/NNG+을/JKO
다녀온	다녀오/VV+ㄴ/ETM
박근혜	박근혜/NNP
대통령이	대통령/NNG+이/JKS
무역투자진흥회의를	무역/NNG+투자/NNG+진흥/NNG+회의/NNG+를/JKO
주재하며	주재/NNG+하/XSV+며/EC
“대한민국에	“/SS+대한민국/NNP+에/JKB
청년이	청년/NNG+이/JKS
텅텅	텅텅/MAG
빌	비/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
진출을	진출/NNG+을/JKO
해보라.	하/VV+아/EC+보/VX+라/EF+./SF


# id : NWRW1800000045.270.5.2
다 어디 갔느냐고, 다 중동 갔다고(할 정도로 해보라)”라고 한 말이 청년들 화를 돋웠다.

다	다/MAG
어디	어디/NP
갔느냐고,	가/VV+았/EP+느냐고/EC+,/SP
중동	중동/NNP
갔다고(할	가/VV+았/EP+다고/EC+(/SS+하/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
해보라)”라고	하/VV+아/EC+보/VX+라/EF+)/SS+”/SS+라고/JKQ
한	하/VV+ㄴ/ETM
말이	말/NNG+이/JKS
청년들	청년/NNG+들/XSN
화를	화/NNG+를/JKO
돋웠다.	돋우/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.270.5.3
‘니가 가라, 중동’이란 비아냥거림은 유행어가 됐다.

‘니가	‘/SS+니/NP+가/JKS
가라,	가/VV+라/EF+,/SP
중동’이란	중동/NNP+’/SS+이/VCP+란/ETM
비아냥거림은	비아냥거리/VV+ㅁ/ETN+은/JX
유행어가	유행어/NNG+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.270.6.1
청년들은 대통령의 말에서 모래를 씹으며 사막에서 등짐 지는 자기 모습을 떠올린 모양이다.

청년들은	청년/NNG+들/XSN+은/JX
대통령의	대통령/NNG+의/JKG
말에서	말/NNG+에서/JKB
모래를	모래/NNG+를/JKO
씹으며	씹/VV+으며/EC
사막에서	사막/NNG+에서/JKB
등짐	등짐/NNG
지는	지/VV+는/ETM
자기	자기/NP
모습을	모습/NNG+을/JKO
떠올린	떠올리/VV+ㄴ/ETM
모양이다.	모양/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.270.6.2
하지만 1970년대 한국 건설근로자들이 중동에서 하던 거친 일은 이제 동남아 근로자들의 몫이다.

하지만	하지만/MAJ
1970년대	1970/SN+년대/NNB
한국	한국/NNP
건설근로자들이	건설/NNG+근로자/NNG+들/XSN+이/JKS
중동에서	중동/NNP+에서/JKB
하던	하/VV+던/ETM
거친	거칠/VA+ㄴ/ETM
일은	일/NNG+은/JX
이제	이제/MAG
동남아	동남아/NNP
근로자들의	근로자/NNG+들/XSN+의/JKG
몫이다.	몫/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.270.6.3
한국 건설업체 임직원들은 국내보다 1.5배의 보수를 받으며 예전에 파란 눈의 서양인들이 맡던 전문, 관리업무를 한다.

한국	한국/NNP
건설업체	건설업체/NNG
임직원들은	임직원/NNG+들/XSN+은/JX
국내보다	국내/NNG+보다/JKB
1.5배의	1/SN+./SP+5/SN+배/NNG+의/JKG
보수를	보수/NNG+를/JKO
받으며	받/VV+으며/EC
예전에	예전/NNG+에/JKB
파란	파랗/VA+ㄴ/ETM
눈의	눈/NNG+의/JKG
서양인들이	서양인/NNG+들/XSN+이/JKS
맡던	맡/VV+던/ETM
전문,	전문/NNG+,/SP
관리업무를	관리/NNG+업무/NNG+를/JKO
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.270.6.4
비자 문제, 중동의 높은 청년실업률 등을 고려할 때 실제 자리가 얼마나 날지는 미지수다.

비자	비자/NNG
문제,	문제/NNG+,/SP
중동의	중동/NNP+의/JKG
높은	높/VA+은/ETM
청년실업률	청년/NNG+실업/NNG+률/XSN
등을	등/NNB+을/JKO
고려할	고려/NNG+하/XSV+ㄹ/ETM
때	때/NNG
실제	실제/NNG
자리가	자리/NNG+가/JKS
얼마나	얼마나/MAG
날지는	나/VV+ㄹ지/EC+는/JX
미지수다.	미지수/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.270.6.5
다만 대통령이 거론한 IT, 의료서비스, 원전기술 등의 분야에 일자리만 있다면 보수 등이 괜찮을 공산이 크다.

다만	다만/MAG
대통령이	대통령/NNG+이/JKS
거론한	거론/NNG+하/XSV+ㄴ/ETM
IT,	IT/SL+,/SP
의료서비스,	의료/NNG+서비스/NNG+,/SP
원전기술	원전/NNG+기술/NNG
등의	등/NNB+의/JKG
분야에	분야/NNG+에/JKB
일자리만	일자리/NNG+만/JX
있다면	있/VA+다면/EC
보수	보수/NNG
등이	등/NNB+이/JKS
괜찮을	괜찮/VA+을/ETM
공산이	공산/NNG+이/JKS
크다.	크/VA+다/EF+./SF


# id : NWRW1800000045.270.6.6
이미 많은 한국 스튜어디스들이 중동 지역 항공사에 취업해 있다.

이미	이미/MAG
많은	많/VA+은/ETM
한국	한국/NNP
스튜어디스들이	스튜어디스/NNG+들/XSN+이/JKS
중동	중동/NNP
지역	지역/NNG
항공사에	항공사/NNG+에/JKB
취업해	취업/NNG+하/XSV+아/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.270.7.1
회의에 참석했던 정부 관계자에 따르면 대통령이 말한 맥락도 알려진 것과 조금 다르다.

회의에	회의/NNG+에/JKB
참석했던	참석/NNG+하/XSV+았/EP+던/ETM
정부	정부/NNG
관계자에	관계자/NNG+에/JKB
따르면	따르/VV+면/EC
대통령이	대통령/NNG+이/JKS
말한	말/NNG+하/XSV+ㄴ/ETM
맥락도	맥락/NNG+도/JX
알려진	알려지/VV+ㄴ/ETM
것과	것/NNB+과/JKB
조금	조금/MAG
다르다.	다르/VA+다/EF+./SF


# id : NWRW1800000045.270.7.2
그 관계자는 “대통령 직속 청년위원회를 만들고, 여러 부처에 흩어진 해외취업 지원 업무를 ‘K-무브’ 브랜드로 통합해 채근했는데도 실적이 저조해 관련 부처를 질책했던 것”이라고 설명했다.

그	그/MMD
관계자는	관계자/NNG+는/JX
“대통령	“/SS+대통령/NNG
직속	직속/NNG
청년위원회를	청년/NNG+위원회/NNG+를/JKO
만들고,	만들/VV+고/EC+,/SP
여러	여러/MMN
부처에	부처/NNG+에/JKB
흩어진	흩어지/VV+ㄴ/ETM
해외취업	해외/NNG+취업/NNG
지원	지원/NNG
업무를	업무/NNG+를/JKO
‘K-무브’	‘/SS+K/SL+-/SO+무브/NNG+’/SS
브랜드로	브랜드/NNG+로/JKB
통합해	통합/NNG+하/XSV+아/EC
채근했는데도	채근/NNG+하/XSV+았/EP+는데/EC+도/JX
실적이	실적/NNG+이/JKS
저조해	저조/NNG+해/NNG
관련	관련/NNG
부처를	부처/NNG+를/JKO
질책했던	질책/NNG+하/XSV+았/EP+던/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.270.7.3
실제로 해외취업을 원하는 젊은이들이 줄 서 있지만 정부 지원 해외 인턴십 참가자들의 실제 취업률은 10%가 채 안 된다.

실제로	실제로/MAG
해외취업을	해외/NNG+취업/NNG+을/JKO
원하는	원/NNG+하/XSV+는/ETM
젊은이들이	젊은이/NNG+들/XSN+이/JKS
줄	줄/NNG
서	서/VV+어/EC
있지만	있/VX+지만/EC
정부	정부/NNG
지원	지원/NNG
해외	해외/NNG
인턴십	인턴십/NNG
참가자들의	참가자/NNG+들/XSN+의/JKG
실제	실제/NNG
취업률은	취업/NNG+률/XSN+은/JX
10%가	10/SN+%/SW+가/JKC
채	채/MAG
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.270.7.4
이런 프로그램들이 명문대 출신들의 국내 대기업 취업용 ‘스펙 쌓기’에 주로 쓰인다는 비판도 적지 않다.

이런	이런/MMD
프로그램들이	프로그램/NNG+들/XSN+이/JKS
명문대	명문대/NNG
출신들의	출신/NNG+들/XSN+의/JKG
국내	국내/NNG
대기업	대/XPN+기업/NNG
취업용	취업/NNG+용/XSN
‘스펙	‘/SS+스펙/NNG
쌓기’에	쌓/VV+기/ETN+’/SS+에/JKB
주로	주로/MAG
쓰인다는	쓰이/VV+ㄴ다는/ETM
비판도	비판/NNG+도/JX
적지	적/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000045.270.8.1
게다가 대통령 개그의 썰렁함은 더이상 뉴스가 아니다.

게다가	게다가/MAG
대통령	대통령/NNG
개그의	개그/NNG+의/JKG
썰렁함은	썰렁하/VA+ㅁ/ETN+은/JX
더이상	더/MAG+이상/NNG
뉴스가	뉴스/NNG+가/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000045.270.8.2
그렇다면 청년들은 왜 그토록 화가 났을까.

그렇다면	그렇/VA+다면/EC
청년들은	청년/NNG+들/XSN+은/JX
왜	왜/MAG
그토록	그토록/MAG
화가	화/NNG+가/JKS
났을까.	나/VV+았/EP+을까/EF+./SF


# id : NWRW1800000045.270.8.3
“대한민국은 노인들의 나라다.

“대한민국은	“/SS+대한민국/NNP+은/JX
노인들의	노인/NNG+들/XSN+의/JKG
나라다.	나라/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.270.8.4
젊은 것들은 나라를 떠나라” “청년들 지지율 안 나오니까 중동으로 보내버리려나 봐요”라는 청년들의 소셜네트워크서비스(SNS) 메시지에서 실마리를 찾을 수 있다.

젊은	젊/VA+은/ETM
것들은	것/NNB+들/XSN+은/JX
나라를	나라/NNG+를/JKO
떠나라”	떠나/VV+라/EF+”/SS
“청년들	“/SS+청년/NNG+들/XSN
지지율	지지/NNG+율/XSN
안	안/MAG
나오니까	나오/VV+니까/EC
중동으로	중동/NNP+으로/JKB
보내버리려나	보내/VV+어/EC+버리/VX+려나/EC
봐요”라는	보/VX+아요/EF+”/SS+이/VCP+라는/ETM
청년들의	청년/NNG+들/XSN+의/JKG
소셜네트워크서비스(SNS)	소셜/NNG+네트워크/NNG+서비스/NNG+(/SS+SNS/SL+)/SS
메시지에서	메시지/NNG+에서/JKB
실마리를	실마리/NNG+를/JKO
찾을	찾/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000045.270.8.5
취업하기 힘든 현실을 기성세대와 현 정부의 책임으로 생각하던 차에 하와이도 아니고 중동에 가라니 짜증이 확 치민 것이다.

취업하기	취업/NNG+하/XSV+기/ETN
힘든	힘들/VA+ㄴ/ETM
현실을	현실/NNG+을/JKO
기성세대와	기성세대/NNG+와/JC
현	현/MMD
정부의	정부/NNG+의/JKG
책임으로	책임/NNG+으로/JKB
생각하던	생각/NNG+하/XSV+던/ETM
차에	차/NNB+에/JKB
하와이도	하와이/NNP+도/JX
아니고	아니/VCN+고/EC
중동에	중동/NNP+에/JKB
가라니	가/VV+라니/EC
짜증이	짜증/NNG+이/JKS
확	확/MAG
치민	치밀/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000045.270.9.1
근거가 없는 것도 아니다.

근거가	근거/NNG+가/JKS
없는	없/VA+는/ETM
것도	것/NNB+도/JX
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000045.270.9.2
일자리 창출을 위한 성장전략도 없이 정년부터 연장해 놓은 국회, 청년 일자리를 늘리는 데 꼭 필요한 노동구조 개혁 논의의 지지부진함 등이 무책임한 기성세대의 모습을 고스란히 보여주고 있다.

일자리	일자리/NNG
창출을	창출/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
성장전략도	성장/NNG+전략/NNG+도/JX
없이	없이/MAG
정년부터	정년/NNG+부터/JX
연장해	연장/NNG+하/XSV+아/EC
놓은	놓/VX+은/ETM
국회,	국회/NNG+,/SP
청년	청년/NNG
일자리를	일자리/NNG+를/JKO
늘리는	늘리/VV+는/ETM
데	데/NNB
꼭	꼭/MAG
필요한	필요/NNG+하/XSA+ㄴ/ETM
노동구조	노동/NNG+구조/NNG
개혁	개혁/NNG
논의의	논의/NNG+의/JKG
지지부진함	지지부진/NNG+하/XSV+ㅁ/ETN
등이	등/NNB+이/JKS
무책임한	무/XPN+책임/NNG+하/XSA+ㄴ/ETM
기성세대의	기성세대/NNG+의/JKG
모습을	모습/NNG+을/JKO
고스란히	고스란히/MAG
보여주고	보이/VV+어/EC+주/VX+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.270.10.1
답답한 청년들의 심정을 고려한다면 대통령이 차라리 이렇게 얘기했으면 어땠을까.

답답한	답답하/VA+ㄴ/ETM
청년들의	청년/NNG+들/XSN+의/JKG
심정을	심정/NNG+을/JKO
고려한다면	고려/NNG+하/XSV+ㄴ다면/EC
대통령이	대통령/NNG+이/JKS
차라리	차라리/MAG
이렇게	이렇/VA+게/EC
얘기했으면	얘기/NNG+하/XSV+았/EP+으면/EC
어땠을까.	어떻/VA+었/EP+을까/EF+./SF


# id : NWRW1800000045.270.10.2
“중동에 급여가 괜찮은 전문직 일자리가 좀 생길 것 같습니다.

“중동에	“/SS+중동/NNP+에/JKB
급여가	급여/NNG+가/JKS
괜찮은	괜찮/VA+은/ETM
전문직	전문직/NNG
일자리가	일자리/NNG+가/JKS
좀	좀/MAG
생길	생기/VV+ㄹ/ETM
것	것/NNB
같습니다.	같/VA+습니다/EF+./SF


# id : NWRW1800000045.270.10.3
부모 세대가 한 번 더 고생합시다.

부모	부모/NNG
세대가	세대/NNG+가/JKS
한	한/MMN
번	번/NNB
더	더/MAG
고생합시다.	고생/NNG+하/XSV+ㅂ시다/EF+./SF


# id : NWRW1800000045.270.10.4
자녀들을 위해 중동에 나갑시다.

자녀들을	자녀/NNG+들/XSN+을/JKO
위해	위하/VV+아/EC
중동에	중동/NNP+에/JKB
나갑시다.	나가/VV+ㅂ시다/EF+./SF


# id : NWRW1800000045.270.10.5
대신 국내에서 비는 일자리는 한 번도 일할 기회를 얻지 못한 청년들에게 내줍시다.”

대신	대신/NNG
국내에서	국내/NNG+에서/JKB
비는	비/VV+는/ETM
일자리는	일자리/NNG+는/JX
한	한/MMN
번도	번/NNB+도/JX
일할	일/NNG+하/XSV+ㄹ/ETM
기회를	기회/NNG+를/JKO
얻지	얻/VV+지/EC
못한	못하/VX+ㄴ/ETM
청년들에게	청년/NNG+들/XSN+에게/JKB
내줍시다.”	내주/VV+ㅂ시다/EF+./SF+”/SS


# id : NWRW1800000045.270.11.1
그랬다면 다수의 양심적 기성세대들은 이렇게 화답했을 것 같다.

그랬다면	그렇/VA+었/EP+다면/EC
다수의	다수/NNG+의/JKG
양심적	양심/NNG+적/XSN
기성세대들은	기성세대/NNG+들/XSN+은/JX
이렇게	이렇/VA+게/EC
화답했을	화답/NNG+하/XSV+았/EP+을/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000045.270.11.2
“그래 내가 갈게, 중동.”

“그래	“/SS+그래/IC
내가	내/NP+가/JKS
갈게,	가/VV+ㄹ게/EF+,/SP
중동.”	중동/NNP+./SF+”/SS


