# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.324
metadata : {}


# id : NWRW1800000033.324.1.1
[北 로켓발사 실패 이후] 오바마 “北압박 계속… 더 고립시킬 것”

[北	[/SS+北/SH
공조할	공조/NNG+하/XSV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.4.4
또 “대북 식량지원은 북한이 국제규범을 지킨다는 전제하에 이뤄진다”고 밝혀 로켓 발사로 식량지원을 중단할 것도 분명히 했다.

또	또/MAG
“대북	“/SS+대북/NNG
식량지원은	식량/NNG+지원/NNG+은/JX
북한이	북한/NNP+이/JKS
국제규범을	국제/NNG+규범/NNG+을/JKO
지킨다는	지키/VV+ㄴ다는/ETM
전제하에	전제/NNG+하/XSN+에/JKB
이뤄진다”고	이뤄지/VV+ㄴ다/EF+”/SS+고/JKQ
밝혀	밝히/VV+어/EC
로켓	로켓/NNG
발사로	발사/NNG+로/JKB
식량지원을	식량/NNG+지원/NNG+을/JKO
중단할	중단/NNG+하/XSV+ㄹ/ETM
것도	것/NNB+도/JX
분명히	분명히/MAG
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.4.5
이와 관련해 워싱턴포스트는 14일 “오바마 대통령이 취임 이후 대화와 개입전략(engagement strategy)의 일환으로 북한과 협상을 꾸준히 진행해왔지만 이번 도발로 최소한 올해 말 대선까지 추가 대화를 중단할 것으로 보인다”고 했다.

이와	이/NP+와/JKB
관련해	관련/NNG+하/XSV+아/EC
워싱턴포스트는	워싱턴포스트/NNP+는/JX
14일	14/SN+일/NNB
“오바마	“/SS+오바마/NNP
대통령이	대통령/NNG+이/JKS
취임	취임/NNG
이후	이후/NNG
대화와	대화/NNG+와/JC
개입전략(engagement	개입/NNG+전략/NNG+(/SS+engagement/SL
strategy)의	strategy/SL+)/SS+의/JKG
일환으로	일환/NNG+으로/JKB
북한과	북한/NNP+과/JKB
협상을	협상/NNG+을/JKO
꾸준히	꾸준히/MAG
진행해왔지만	진행/NNG+하/XSV+아/EC+오/VX+았/EP+지만/EC
이번	이번/NNG
도발로	도발/NNG+로/JKB
최소한	최소한/NNG
올해	올해/NNG
말	말/NNB
대선까지	대선/NNG+까지/JX
추가	추가/NNG
대화를	대화/NNG+를/JKO
중단할	중단/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다”고	보이/VV+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.5.1
미군은 오키나와의 주일미군 가데나(嘉手納) 기지에 14일 오후 핵실험 여부를 탐지할 능력을 갖춘 미군 정찰기 WC135기를 배치했다고 교도통신은 보도했다.

미군은	미군/NNG+은/JX
오키나와의	오키나와/NNP+의/JKG
주일미군	주일/NNG+미군/NNG
가데나(嘉手納)	가데나/NNP+(/SS+嘉手納/SH+)/SS
기지에	기지/NNG+에/JKB
14일	14/SN+일/NNB
오후	오후/NNG
핵실험	핵/NNG+실험/NNG
여부를	여부/NNG+를/JKO
탐지할	탐지/NNG+하/XSV+ㄹ/ETM
능력을	능력/NNG+을/JKO
갖춘	갖추/VV+ㄴ/ETM
미군	미군/NNG
정찰기	정찰기/NNG
WC135기를	WC/SL+135/SN+기/NNB+를/JKO
배치했다고	배치/NNG+하/XSV+았/EP+다고/EC
교도통신은	교도통신/NNP+은/JX
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.5.2
미 의회도 18일 하원 외교위원회에서 긴급 북한청문회를 열고 북한의 장거리 로켓 발사 후 예상되는 안보 위협을 점검하기로 했다.

미	미/NNP
의회도	의회/NNG+도/JX
18일	18/SN+일/NNB
하원	하원/NNG
외교위원회에서	외교/NNG+위원회/NNG+에서/JKB
긴급	긴급/NNG
북한청문회를	북한/NNP+청문회/NNG+를/JKO
열고	열/VV+고/EC
북한의	북한/NNP+의/JKG
장거리	장거리/NNG
로켓	로켓/NNG
발사	발사/NNG
후	후/NNG
예상되는	예상/NNG+되/XSV+는/ETM
안보	안보/NNG
위협을	위협/NNG+을/JKO
점검하기로	점검/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.6.1
중국도 2009년 북한의 로켓 발사 때보다 이번에 더 엄중한 태도를 취하는 것으로 알려졌다.

중국도	중국/NNP+도/JX
2009년	2009/SN+년/NNB
북한의	북한/NNP+의/JKG
로켓	로켓/NNG
발사	발사/NNG
때보다	때/NNG+보다/JKB
이번에	이번/NNG+에/JKB
더	더/MAG
엄중한	엄중/NNG+하/XSA+ㄴ/ETM
태도를	태도/NNG+를/JKO
취하는	취하/VV+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.324.6.2
김숙 주유엔 한국대표부 대사는 13일 유엔 안보리 긴급회의가 끝난 후 특파원 간담회에서 “2009년 4월 5일 중국은 북한의 로켓 발사 실험 직후 ‘북한에 아무 조치를 할 필요가 없고 굳이 한다면 가장 낮은 수준인 언론성명을 하자’고 주장했다가 나중에 의장성명에 합의했다.

김숙	김숙/NNP
주유엔	주유엔/NNG
한국대표부	한국/NNP+대표부/NNG
대사는	대사/NNG+는/JX
13일	13/SN+일/NNB
유엔	유엔/NNP
안보리	안보리/NNG
긴급회의가	긴급회의/NNG+가/JKS
끝난	끝나/VV+ㄴ/ETM
후	후/NNG
특파원	특파원/NNG
간담회에서	간담회/NNG+에서/JKB
“2009년	“/SS+2009/SN+년/NNB
4월	4/SN+월/NNB
5일	5/SN+일/NNB
중국은	중국/NNP+은/JX
북한의	북한/NNP+의/JKG
로켓	로켓/NNG
발사	발사/NNG
실험	실험/NNG
직후	직후/NNG
‘북한에	‘/SS+북한/NNP+에/JKB
아무	아무/MMD
조치를	조치/NNG+를/JKO
할	하/VV+ㄹ/ETM
필요가	필요/NNG+가/JKS
없고	없/VA+고/EC
굳이	굳이/MAG
한다면	하/VV+ㄴ다면/EC
가장	가장/MAG
낮은	낮/VA+은/ETM
수준인	수준/NNG+이/VCP+ㄴ/ETM
언론성명을	언론/NNG+성명/NNG+을/JKO
하자’고	하/VV+자/EF+’/SS+고/JKQ
주장했다가	주장/NNG+하/XSV+았/EP+다가/EC
나중에	나중/NNG+에/JKB
의장성명에	의장/NNG+성명/NNG+에/JKB
합의했다.	합의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.6.3
하지만 이번에는 전보다 강경한 입장”이라고 말했다.

하지만	하지만/MAJ
이번에는	이번/NNG+에/JKB+는/JX
전보다	전/NNG+보다/JKB
강경한	강경/NNG+하/XSA+ㄴ/ETM
입장”이라고	입장/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.7.1
김 대사에 따르면 실제 중국은 13일 안보리 긴급회의가 끝난 뒤 수전 라이스 주유엔 미국대표부 대사가 15개 안보리 이사국 의견을 종합해 기자회견에서 밝힌 △북한의 로켓 발사는 명백한 유엔결의안 1718호와 1874호 위반 △북한 로켓 발사에 대해 개탄 △지속 협의 필요라는 세 가지 원칙에 동의했다고 한다.

김	김/NNP
대사에	대사/NNG+에/JKB
따르면	따르/VV+면/EC
실제	실제/NNG
중국은	중국/NNP+은/JX
13일	13/SN+일/NNB
안보리	안보리/NNG
긴급회의가	긴급회의/NNG+가/JKS
끝난	끝나/VV+ㄴ/ETM
뒤	뒤/NNG
수전	수전/NNP
라이스	라이스/NNP
주유엔	주유엔/NNG
미국대표부	미국/NNP+대표부/NNG
대사가	대사/NNG+가/JKS
15개	15/SN+개/NNB
이사국	이사국/NNG
의견을	의견/NNG+을/JKO
종합해	종합/NNG+하/XSV+아/EC
기자회견에서	기자/NNG+회견/NNG+에서/JKB
밝힌	밝히/VV+ㄴ/ETM
△북한의	△/SW+북한/NNP+의/JKG
로켓	로켓/NNG
발사는	발사/NNG+는/JX
명백한	명백하/VA+ㄴ/ETM
유엔결의안	유엔/NNP+결의안/NNG
1718호와	1718/SN+호/NNB+와/JC
1874호	1874/SN+호/NNB
위반	위반/NNG
△북한	△/SW+북한/NNP
발사에	발사/NNG+에/JKB
대해	대하/VV+아/EC
개탄	개탄/NNG
△지속	△/SW+지속/NNG
협의	협의/NNG
필요라는	필요/NNG+이/VCP+라는/ETM
세	세/MMN
가지	가지/NNB
원칙에	원칙/NNG+에/JKB
동의했다고	동의/NNG+하/XSV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.324.7.2
김 대사는 “안보리의 대응조치가 나오는 데 당초 7∼10일 걸릴 것으로 예상했으나 이보다 빠른 이번 주에 나올 것 같다”고 말했다.

김	김/NNP
대사는	대사/NNG+는/JX
“안보리의	“/SS+안보리/NNG+의/JKG
대응조치가	대응/NNG+조치/NNG+가/JKS
나오는	나오/VV+는/ETM
데	데/NNB
당초	당초/NNG
7∼10일	7/SN+∼/SO+10/SN+일/NNB
걸릴	걸리/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상했으나	예상/NNG+하/XSV+았/EP+으나/EC
이보다	이/NP+보다/JKB
빠른	빠르/VA+ㄴ/ETM
이번	이번/NNG
주에	주/NNG+에/JKB
나올	나오/VV+ㄹ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.324.7.3
유엔 외교가에서는 2009년 북한 지하핵실험 이후 채택한 결의안 1874호가 가능한 모든 제재 수단을 담고 있으며 결의안을 채택하려면 시간이 걸리는 만큼 의장성명을 내놓을 가능성이 큰 것으로 보고 있다.

유엔	유엔/NNP
외교가에서는	외교가/NNG+에서/JKB+는/JX
2009년	2009/SN+년/NNB
북한	북한/NNP
지하핵실험	지하/NNG+핵/NNG+실험/NNG
이후	이후/NNG
채택한	채택/NNG+하/XSV+ㄴ/ETM
결의안	결의안/NNG
1874호가	1874/SN+호/NNB+가/JKS
가능한	가능/NNG+하/XSA+ㄴ/ETM
모든	모든/MMN
제재	제재/NNG
수단을	수단/NNG+을/JKO
담고	담/VV+고/EC
있으며	있/VX+으며/EC
결의안을	결의안/NNG+을/JKO
채택하려면	채택/NNG+하/XSV+려면/EC
시간이	시간/NNG+이/JKS
걸리는	걸리/VV+는/ETM
만큼	만큼/NNB
의장성명을	의장/NNG+성명/NNG+을/JKO
내놓을	내놓/VV+을/ETM
가능성이	가능/NNG+성/XSN+이/JKS
큰	크/VA+ㄴ/ETM
것으로	것/NNB+으로/JKB
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.324.8.1
일본 정부도 대북 금융제재를 강화하고 총련 간부들의 북한 방문을 사실상 봉쇄하는 방안을 추진하고 있다.

일본	일본/NNP
정부도	정부/NNG+도/JX
대북	대북/NNG
금융제재를	금융/NNG+제재/NNG+를/JKO
강화하고	강화/NNG+하/XSV+고/EC
총련	총련/NNP
간부들의	간부/NNG+들/XSN+의/JKG
북한	북한/NNP
방문을	방문/NNG+을/JKO
사실상	사실/NNG+상/XSN
봉쇄하는	봉쇄/NNG+하/XSV+는/ETM
방안을	방안/NNG+을/JKO
추진하고	추진/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.324.8.2
요미우리신문 등 일본 언론에 따르면 일본 정부는 신고하지 않고 대북 송금을 할 수 있는 상한액과 현금 소지 상한액을 낮추는 방안을 검토하고 있다.

요미우리신문	요미우리신문/NNP
등	등/NNB
일본	일본/NNP
언론에	언론/NNG+에/JKB
따르면	따르/VV+면/EC
정부는	정부/NNG+는/JX
신고하지	신고/NNG+하/XSV+지/EC
않고	않/VX+고/EC
대북	대북/NNG
송금을	송금/NNG+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
상한액과	상한액/NNG+과/JC
현금	현금/NNG
소지	소지/NNG
상한액을	상한액/NNG+을/JKO
낮추는	낮추/VV+는/ETM
방안을	방안/NNG+을/JKO
검토하고	검토/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


