# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.92
metadata : {}


# id : NWRW1800000038.92.1.1
"한국 400년 父系 역사, 곧 끝난다"

"한국	"/SS+한국/NNP
400년	400/SN+년/NNB
"고려시대의 여성은 결혼 후에도 친정의 구성원이었고 아들과 똑같이 상속받았기 때문에 경제적으로도 독립적이었습니다.

"고려시대의	"/SS+고려/NNP+시대/NNG+의/JKG
여성은	여성/NNG+은/JX
결혼	결혼/NNG
후에도	후/NNG+에/JKB+도/JX
친정의	친정/NNG+의/JKG
구성원이었고	구성원/NNG+이/VCP+었/EP+고/EC
아들과	아들/NNG+과/JKB
똑같이	똑같이/MAG
상속받았기	상속/NNG+받/XSV+았/EP+기/ETN
때문에	때문/NNB+에/JKB
경제적으로도	경제/NNG+적/XSN+으로/JKB+도/JX
독립적이었습니다.	독립/NNG+적/XSN+이/VCP+었/EP+습니다/EF+./SF


# id : NWRW1800000038.92.8.3
하지만 조선 중기에는 '재산권이 없는 시댁의 일원'이 돼 버린 것이죠." 엘리트 가문 출신이 아니면 처(妻)의 신분으로 적자(嫡子)를 낳을 수도 없었다.

하지만	하지만/MAJ
조선	조선/NNP
중기에는	중기/NNG+에/JKB+는/JX
'재산권이	'/SS+재산/NNG+권/XSN+이/JKS
없는	없/VA+는/ETM
시댁의	시댁/NNG+의/JKG
일원'이	일원/NNG+'/SS+이/JKC
돼	되/VV+어/EC
버린	버리/VX+ㄴ/ETM
것이죠."	것/NNB+이/VCP+죠/EF+./SF+"/SS
엘리트	엘리트/NNG
가문	가문/NNG
출신이	출신/NNG+이/JKC
아니면	아니/VCN+면/EC
처(妻)의	처/NNG+(/SS+妻/SH+)/SS+의/JKG
신분으로	신분/NNG+으로/JKB
적자(嫡子)를	적자/NNG+(/SS+嫡子/SH+)/SS+를/JKO
낳을	낳/VV+을/ETM
수도	수/NNB+도/JX
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000038.92.8.4
그렇게 보면 한국 여성들은 실로 400년의 '침묵기'를 통과한 21세기 초에 이르러서야 '고려시대의 지위'를 회복하고 있는 셈이다.

그렇게	그렇/VA+게/EC
보면	보/VV+면/EC
한국	한국/NNP
여성들은	여성/NNG+들/XSN+은/JX
실로	실로/MAG
400년의	400/SN+년/NNB+의/JKG
'침묵기'를	'/SS+침묵기/NNG+'/SS+를/JKO
통과한	통과/NNG+하/XSV+ㄴ/ETM
21세기	21/SN+세기/NNG
초에	초/NNB+에/JKB
이르러서야	이르/VV+어서/EC+야/JX
'고려시대의	'/SS+고려/NNP+시대/NNG+의/JKG
지위'를	지위/NNG+'/SS+를/JKO
회복하고	회복/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.92.9.1
1960년대부터 수시로 한국에 머무르며 사회를 관찰해 왔던 도이힐러 교수는 "그때만 해도 많이 남아 있던 전통 의례(儀禮)가 한국에서 점점 자취를 감추는 것 같아 유감스럽다"면서도 "이 변화가 긍정적인지 부정적인지에 대해서는 아직 판단할 수 없다"고 했다.

1960년대부터	1960/SN+년대/NNB+부터/JX
수시로	수시로/MAG
한국에	한국/NNP+에/JKB
머무르며	머무르/VV+며/EC
사회를	사회/NNG+를/JKO
관찰해	관찰/NNG+하/XSV+아/EC
왔던	오/VX+았/EP+던/ETM
도이힐러	도이힐러/NNP
교수는	교수/NNG+는/JX
"그때만	"/SS+그때/NNG+만/JX
해도	하/VV+아도/EC
많이	많이/MAG
남아	남/VV+아/EC
있던	있/VX+던/ETM
전통	전통/NNG
의례(儀禮)가	의례/NNG+(/SS+儀禮/SH+)/SS+가/JKS
한국에서	한국/NNP+에서/JKB
점점	점점/MAG
자취를	자취/NNG+를/JKO
감추는	감추/VV+는/ETM
것	것/NNB
같아	같/VA+아/EC
유감스럽다"면서도	유감/NNG+스럽/XSA+다/EF+"/SS+면서/EC+도/JX
"이	"/SS+이/MMD
변화가	변화/NNG+가/JKS
긍정적인지	긍정/NNG+적/XSN+이/VCP+ㄴ지/EC
부정적인지에	부정/NNG+적/XSN+이/VCP+ㄴ지/EC+에/JKB
대해서는	대하/VV+아서/EC+는/JX
아직	아직/MAG
판단할	판단/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다"고	없/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.92.9.2
4~5세기 신라 때부터 19세기까지 한국 사회의 기본적 단위가 씨족(氏族)이었다고 보는 그는 내년 미국 하버드대에서 그 지속성을 연구한 저서를 출간할 계획이다.

4~5세기	4/SN+~/SO+5/SN+세기/NNG
신라	신라/NNP
때부터	때/NNG+부터/JX
19세기까지	19/SN+세기/NNG+까지/JX
한국	한국/NNP
사회의	사회/NNG+의/JKG
기본적	기본/NNG+적/XSN
단위가	단위/NNG+가/JKS
씨족(氏族)이었다고	씨족/NNG+(/SS+氏族/SH+)/SS+이/VCP+었/EP+다고/EC
보는	보/VV+는/ETM
그는	그/NP+는/JX
내년	내년/NNG
미국	미국/NNP
하버드대에서	하버드대/NNP+에서/JKB
그	그/MMD
지속성을	지속/NNG+성/XSN+을/JKO
연구한	연구/NNG+하/XSV+ㄴ/ETM
저서를	저서/NNG+를/JKO
출간할	출간/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


