# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.93
metadata : {}


# id : NWRW1800000045.93.1.1
[토요판 커버스토리]부모님과 함께 떠날 만한 여행지는

[토요판	[/SS+토요판/NNG
바다를	바다/NNG+를/JKO
배경으로	배경/NNG+으로/JKB
독일식	독일식/NNG
건축물들이	건축물/NNG+들/XSN+이/JKS
자리	자리/NNG
잡고	잡/VV+고/EC
있어	있/VX+어/EC
이국적	이국/NNG+적/XSN
풍경이	풍경/NNG+이/JKS
인상적입니다.	인상/NNG+적/XSN+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.7.3
독일마을 파독전시관에는 당시를 추억할 수 있는 물건들도 전시돼 있습니다.

독일마을	독일/NNP+마을/NNG
파독전시관에는	파독전시관/NNP+에/JKB+는/JX
당시를	당시/NNG+를/JKO
추억할	추억/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
물건들도	물건/NNG+들/XSN+도/JX
전시돼	전시/NNG+되/XSV+어/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000045.93.7.4
대구 근대골목도 아직 옛 방식대로 약재를 만드는 ‘약전골목’ 등 1000여 개의 골목이 옛 모습을 고스란히 간직한 채 뒤엉켜 있어 관광객들에게 많은 볼거리를 제공합니다.

대구	대구/NNP
근대골목도	근대골목/NNP+도/JX
아직	아직/MAG
옛	옛/MMA
방식대로	방식/NNG+대로/JX
약재를	약재/NNG+를/JKO
만드는	만들/VV+는/ETM
‘약전골목’	‘/SS+약전골목/NNP+’/SS
등	등/NNB
1000여	1000/SN+여/XSN
개의	개/NNB+의/JKG
골목이	골목/NNG+이/JKS
모습을	모습/NNG+을/JKO
고스란히	고스란히/MAG
간직한	간직/NNG+하/XSV+ㄴ/ETM
채	채/NNB
뒤엉켜	뒤엉키/VV+어/EC
있어	있/VX+어/EC
관광객들에게	관광객/NNG+들/XSN+에게/JKB
많은	많/VA+은/ETM
볼거리를	볼거리/NNG+를/JKO
제공합니다.	제공/NNG+하/XSV+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.8.1
동아일보 조성하 여행전문기자는 국내는 전북 전주, 해외는 캐나다 앨버타 주 밴프를 꼽았습니다.

동아일보	동아일보/NNP
조성하	조성하/NNP
여행전문기자는	여행/NNG+전문/NNG+기자/NNG+는/JX
국내는	국내/NNG+는/JX
전북	전북/NNP
전주,	전주/NNP+,/SP
해외는	해외/NNG+는/JX
캐나다	캐나다/NNP
앨버타	앨버타/NNP
주	주/NNG
밴프를	밴프/NNP+를/JKO
꼽았습니다.	꼽/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.8.2
전주는 실제 조 기자가 어머니의 칠순잔치 때 29인승 리무진버스를 빌려 가족과 친척·친구를 모시고 1박 2일로 여행을 다녀온 곳입니다.

전주는	전주/NNP+는/JX
실제	실제/MAG
조	조/NNP
기자가	기자/NNG+가/JKS
어머니의	어머니/NNG+의/JKG
칠순잔치	칠순/NNG+잔치/NNG
때	때/NNG
29인승	29인승/NNG
리무진버스를	리무진/NNG+버스/NNG+를/JKO
빌려	빌리/VV+어/EC
가족과	가족/NNG+과/JC
친척·친구를	친척/NNG+·/SP+친구/NNG+를/JKO
모시고	모시/VV+고/EC
1박	1/SN+박/NNB
2일로	2/SN+일/NNB+로/JKB
여행을	여행/NNG+을/JKO
다녀온	다녀오/VV+ㄴ/ETM
곳입니다.	곳/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.8.3
칠순잔치를 평범하게 호텔 식당에서 한 끼 식사로 끝내고 싶지 않아 여행을 택했고 전주전통문화센터 공연, 전주한정식, 고풍스러운 한옥에서 보내는 저녁 등으로 시간을 보냈다고 합니다.

칠순잔치를	칠순/NNG+잔치/NNG+를/JKO
평범하게	평범하/VA+게/EC
호텔	호텔/NNG
식당에서	식당/NNG+에서/JKB
한	한/MMN
끼	끼/NNG
식사로	식사/NNG+로/JKB
끝내고	끝내/VV+고/EC
싶지	싶/VX+지/EC
않아	않/VX+아/EC
여행을	여행/NNG+을/JKO
택했고	택하/VV+았/EP+고/EC
전주전통문화센터	전주전통문화센터/NNP
공연,	공연/NNG+,/SP
전주한정식,	전주/NNP+한정식/NNG+,/SP
고풍스러운	고풍/NNG+스럽/XSA+ㄴ/ETM
한옥에서	한옥/NNG+에서/JKB
보내는	보내/VV+는/ETM
저녁	저녁/NNG
등으로	등/NNB+으로/JKB
시간을	시간/NNG+을/JKO
보냈다고	보내/VV+었/EP+다고/EC
합니다.	하/VV+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.8.4
조 기자는 “전주는 멋과 맛, 풍류가 있는 곳이며 한번 전주를 찾은 사람은 다시 찾게 되는 곳”이라고 말했습니다.

조	조/NNP
기자는	기자/NNG+는/JX
“전주는	“/SS+전주/NNP+는/JX
멋과	멋/NNG+과/JC
맛,	맛/NNG+,/SP
풍류가	풍류/NNG+가/JKS
있는	있/VA+는/ETM
곳이며	곳/NNG+이/VCP+며/EC
한번	한번/MAG
전주를	전주/NNP+를/JKO
찾은	찾/VV+은/ETM
사람은	사람/NNG+은/JX
다시	다시/MAG
찾게	찾/VV+게/EC
되는	되/VV+는/ETM
곳”이라고	곳/NNG+”/SS+이라고/JKQ
말했습니다.	말/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.9.1
밴프는 캐나다 로키(산맥)를 아우르는 앨버타 주의 대표 도시입니다.

밴프는	밴프/NNP+는/JX
캐나다	캐나다/NNP
로키(산맥)를	로키/NNP+(/SS+산맥/NNG+)/SS+를/JKO
아우르는	아우르/VV+는/ETM
앨버타	앨버타/NNP
주의	주/NNG+의/JKG
대표	대표/NNG
도시입니다.	도시/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.9.2
밴프 국립공원은 자연풍광이 아름답기로 이름나 있고, 밴프 타운 언덕 중턱의 핫스프링 온천은 남녀노소를 떠나 누구라도 반할 수밖에 없는 곳이라고 합니다.

밴프	밴프/NNP
국립공원은	국립/NNG+공원/NNG+은/JX
자연풍광이	자연/NNG+풍광/NNG+이/JKS
아름답기로	아름답/VA+기/ETN+로/JKB
이름나	이름나/VV+아/EC
있고,	있/VX+고/EC+,/SP
타운	타운/NNP
언덕	언덕/NNG
중턱의	중턱/NNG+의/JKG
핫스프링	핫스프링/NNP
온천은	온천/NNG+은/JX
남녀노소를	남녀노소/NNG+를/JKO
떠나	떠나/VV+아/EC
누구라도	누구/NP+이/VCP+라도/EC
반할	반하/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없는	없/VA+는/ETM
곳이라고	곳/NNG+이/VCP+라고/EC
합니다.	하/VV+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.10.1
한국여행작가협회 회장, 한국관광공사 ‘추천 가 볼 만한 곳’ 선정위원 등을 지낸 유연태 여행 작가는 일본을 추천했습니다.

한국여행작가협회	한국여행작가협회/NNP
회장,	회장/NNG+,/SP
한국관광공사	한국관광공사/NNP
‘추천	‘/SS+추천/NNG
가	가/VV+아/EC
볼	보/VX+ㄹ/ETM
만한	만/NNB+하/XSA+ㄴ/ETM
곳’	곳/NNG+’/SS
선정위원	선정/NNG+위원/NNG
등을	등/NNB+을/JKO
지낸	지내/VV+ㄴ/ETM
유연태	유연태/NNP
여행	여행/NNG
작가는	작가/NNG+는/JX
일본을	일본/NNP+을/JKO
추천했습니다.	추천/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.10.2
유 작가는 “올해 매달 일본을 찾고 있는데 노약자, 장애인을 위한 편의시설이 잘 갖춰져 있고 함께 걸으며 이야기를 나누기 매력적인 요소가 많은 곳”이라고 말했습니다.

유	유/NNP
작가는	작가/NNG+는/JX
“올해	“/SS+올해/NNG
매달	매달/MAG
일본을	일본/NNP+을/JKO
찾고	찾/VV+고/EC
있는데	있/VX+는데/EC
노약자,	노약자/NNG+,/SP
장애인을	장애인/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
편의시설이	편의/NNG+시설/NNG+이/JKS
잘	잘/MAG
갖춰져	갖추/VV+어/EC+지/VX+어/EC
있고	있/VX+고/EC
함께	함께/MAG
걸으며	걷/VV+으며/EC
이야기를	이야기/NNG+를/JKO
나누기	나누/VV+기/ETN
매력적인	매력/NNG+적/XSN+이/VCP+ㄴ/ETM
요소가	요소/NNG+가/JKS
많은	많/VA+은/ETM
곳”이라고	곳/NNG+”/SS+이라고/JKQ
말했습니다.	말/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.11.1
유 작가는 정원, 올레, 도심 숲 등으로 산책 장소를 구분해 일본 관광지를 추천했습니다.

유	유/NNP
작가는	작가/NNG+는/JX
정원,	정원/NNG+,/SP
올레,	올레/NNP+,/SP
도심	도심/NNG
숲	숲/NNG
등으로	등/NNB+으로/JKB
산책	산책/NNG
장소를	장소/NNG+를/JKO
구분해	구분/NNG+하/XSV+아/EC
일본	일본/NNP
관광지를	관광지/NNG+를/JKO
추천했습니다.	추천/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.11.2
먼저 정원 산책 장소로 전통과 현대의 미가 공존해 ‘일본 속의 일본’으로 불리는 교토(京都)를 꼽았습니다.

먼저	먼저/MAG
정원	정원/NNG
산책	산책/NNG
장소로	장소/NNG+로/JKB
전통과	전통/NNG+과/JC
현대의	현대/NNG+의/JKG
미가	미/NNG+가/JKS
공존해	공존/NNG+하/XSV+아/EC
‘일본	‘/SS+일본/NNP
속의	속/NNG+의/JKG
일본’으로	일본/NNP+’/SS+으로/JKB
불리는	불리/VV+는/ETM
교토(京都)를	교토/NNP+(/SS+京都/SH+)/SS+를/JKO
꼽았습니다.	꼽/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.11.3
그는 “일본 사찰들에는 연못형 정원, 모래만 있는 마른 정원, 숲길 정원 등 다양한 정원이 있어 매력적”이라고 말했습니다.

그는	그/NP+는/JX
“일본	“/SS+일본/NNP
사찰들에는	사찰/NNG+들/XSN+에/JKB+는/JX
연못형	연못/NNG+형/XSN
정원,	정원/NNG+,/SP
모래만	모래/NNG+만/JX
있는	있/VA+는/ETM
마른	마르/VV+ㄴ/ETM
숲길	숲길/NNG
정원	정원/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
정원이	정원/NNG+이/JKS
있어	있/VA+어/EC
매력적”이라고	매력/NNG+적/XSN+”/SS+이라고/JKQ
말했습니다.	말/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.11.4
또 제주도 올레길의 성공을 벤치마킹한 일본 규슈(九州) 올레길은 주변에 먹을거리가 다양해 걷는 재미가 배가된다고 추천했습니다.

또	또/MAG
제주도	제주도/NNP
올레길의	올레길/NNP+의/JKG
성공을	성공/NNG+을/JKO
벤치마킹한	벤치마킹/NNG+하/XSV+ㄴ/ETM
일본	일본/NNP
규슈(九州)	규슈/NNP+(/SS+九州/SH+)/SS
올레길은	올레길/NNP+은/JX
주변에	주변/NNG+에/JKB
먹을거리가	먹을거리/NNG+가/JKS
다양해	다양/NNG+하/XSA+아/EC
걷는	걷/VV+는/ETM
재미가	재미/NNG+가/JKS
배가된다고	배가/NNG+되/XSV+ㄴ다고/EC
추천했습니다.	추천/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.11.5
규슈 올레길은 올레라는 표기와 올레길을 상징하는 리본을 제주도에 로열티를 주고 빌려와 사용하는 곳입니다.

규슈	규슈/NNP
올레길은	올레길/NNP+은/JX
올레라는	올레/NNP+이/VCP+라는/ETM
표기와	표기/NNG+와/JC
올레길을	올레길/NNP+을/JKO
상징하는	상징/NNG+하/XSV+는/ETM
리본을	리본/NNG+을/JKO
제주도에	제주도/NNP+에/JKB
로열티를	로열티/NNG+를/JKO
주고	주/VV+고/EC
빌려와	빌리/VV+어/EC+오/VX+아/EC
사용하는	사용/NNG+하/XSV+는/ETM
곳입니다.	곳/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.11.6
도심 숲은 삿포로를 꼽았습니다.

도심	도심/NNG
숲은	숲/NNG+은/JX
삿포로를	삿포로/NNP+를/JKO
꼽았습니다.	꼽/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.12.1
여행 전문가들에게 추천을 받고 나니 답답했던 속은 뻥 뚫렸지만 한 가지 단어가 마음에 걸렸습니다.

여행	여행/NNG
전문가들에게	전문가/NNG+들/XSN+에게/JKB
추천을	추천/NNG+을/JKO
받고	받/VV+고/EC
나니	나/VX+니/EC
답답했던	답답하/VA+았/EP+던/ETM
속은	속/NNG+은/JX
뻥	뻥/MAG
뚫렸지만	뚫리/VV+었/EP+지만/EC
한	한/MMN
가지	가지/NNB
단어가	단어/NNG+가/JKS
마음에	마음/NNG+에/JKB
걸렸습니다.	걸리/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000045.93.12.2
바로 ‘대화’입니다.

바로	바로/MAG
‘대화’입니다.	‘/SS+대화/NNG+’/SS+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000045.93.12.3
세 전문가 모두 장소를 추천하면서 “이곳에는 부모님과 나눌 대화거리가 많다”고 말했습니다.

세	세/MMN
전문가	전문가/NNG
모두	모두/MAG
장소를	장소/NNG+를/JKO
추천하면서	추천/NNG+하/XSV+면서/EC
“이곳에는	“/SS+이곳/NP+에/JKB+는/JX
부모님과	부모/NNG+님/XSN+과/JKB
나눌	나누/VV+ㄹ/ETM
대화거리가	대화/NNG+거리/NNB+가/JKS
많다”고	많/VA+다/EF+”/SS+고/JKQ
말했습니다.	말/NNG+하/XSV+았/EP+습니다/EF+./SF


# id : NWRW1800000045.93.12.4
어른들이 뻔한 휴양지에서 쉬다 오는 것이 “싫다”고 하시는 이유는 여행을 가서도 대화를 나누지 못하게 되는 것이 걱정되기 때문 아닐까요.

어른들이	어른/NNG+들/XSN+이/JKS
뻔한	뻔하/VA+ㄴ/ETM
휴양지에서	휴양지/NNG+에서/JKB
쉬다	쉬/VV+다/EC
오는	오/VV+는/ETM
것이	것/NNB+이/JKS
“싫다”고	“/SS+싫/VA+다/EF+”/SS+고/JKQ
하시는	하/VV+시/EP+는/ETM
이유는	이유/NNG+는/JX
여행을	여행/NNG+을/JKO
가서도	가/VV+아서/EC+도/JX
대화를	대화/NNG+를/JKO
나누지	나누/VV+지/EC
못하게	못하/VX+게/EC
되는	되/VV+는/ETM
걱정되기	걱정/NNG+되/XSV+기/ETN
때문	때문/NNB
아닐까요.	아니/VCN+ㄹ까/EF+요/JX+./SF


