# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.68
metadata : {}


# id : NWRW1800000033.68.1.1
美 청년들 ‘광산으로’… 신입 5만달러 파격 연봉

美	美/SH
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
‘3D(기피)’	‘/SS+3/SN+D/SL+(/SS+기피/NNG+)/SS+’/SS
업종으로	업종/NNG+으로/JKB
취급	취급/NNG
받아온	받/XSV+아/EC+오/VX+ㄴ/ETM
광원이	광원/NNG+이/JKS
다시	다시/MAG
각광받고	각광/NNG+받/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.68.5.2
지난달 미국 광산업에 고용된 인력은 78만2000명으로 전년 동기 대비 13.4%가 늘어 같은 기간 제조업 서비스업 고용 증가율 2%에 비해 월등한 성장세를 보였다.

지난달	지난달/NNG
미국	미국/NNP
광산업에	광산업/NNG+에/JKB
고용된	고용/NNG+되/XSV+ㄴ/ETM
인력은	인력/NNG+은/JX
78만2000명으로	78/SN+만/NR+2000/SN+명/NNB+으로/JKB
전년	전년/NNG
동기	동기/NNG
대비	대비/NNG
13.4%가	13/SN+./SP+4/SN+%/SW+가/JKS
늘어	늘/VV+어/EC
같은	같/VA+은/ETM
기간	기간/NNG
제조업	제조업/NNG
서비스업	서비스업/NNG
고용	고용/NNG
증가율	증가/NNG+율/XSN
2%에	2/SN+%/SW+에/JKB
비해	비/NNG+하/XSV+아/EC
월등한	월등/MAG+하/XSA+ㄴ/ETM
성장세를	성장세/NNG+를/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.68.6.1
한때 유령 도시처럼 변했던 광산에 다시 인력이 몰리면서 아이다호, 몬태나, 와이오밍, 네바다 등 로키산맥에 인접한 지역과 앨라스카 등은 미국의 ‘붐 타운(boom town)’으로 불리고 있다.

한때	한때/MAG
유령	유령/NNG
도시처럼	도시/NNG+처럼/JKB
변했던	변하/VV+았/EP+던/ETM
광산에	광산/NNG+에/JKB
다시	다시/MAG
인력이	인력/NNG+이/JKS
몰리면서	몰리/VV+면서/EC
아이다호,	아이다호/NNP+,/SP
몬태나,	몬태나/NNP+,/SP
와이오밍,	와이오밍/NNP+,/SP
네바다	네바다/NNP
등	등/NNB
로키산맥에	로키산맥/NNP+에/JKB
인접한	인접/NNG+하/XSV+ㄴ/ETM
지역과	지역/NNG+과/JC
앨라스카	앨라스카/NNP
등은	등/NNB+은/JX
미국의	미국/NNP+의/JKG
‘붐	‘/SS+붐/NNG
타운(boom	타운/NNG+(/SS+boom/SL
town)’으로	town/SL+)/SS+’/SS+으로/JKB
불리고	불리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.68.6.2
‘제2의 골드러시’라는 얘기까지 나오고 있다.

‘제2의	‘/SS+제/XPN+2/SN+의/JKG
골드러시’라는	골드러시/NNG+’/SS+이/VCP+라는/ETM
얘기까지	얘기/NNG+까지/JX
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.68.6.3
인구 2만여 명의 실버밸리의 경우 광산 호황으로 건설, 서비스업 등 주변 산업까지 살아나면서 지난 6개월 동안 1500여 명의 인구가 유입됐다.

인구	인구/NNG
2만여	2/SN+만/NR+여/XSN
명의	명/NNB+의/JKG
실버밸리의	실버밸리/NNP+의/JKG
경우	경우/NNG
광산	광산/NNG
호황으로	호황/NNG+으로/JKB
건설,	건설/NNG+,/SP
서비스업	서비스업/NNG
등	등/NNB
주변	주변/NNG
산업까지	산업/NNG+까지/JX
살아나면서	살아나/VV+면서/EC
지난	지나/VV+ㄴ/ETM
6개월	6/SN+개월/NNB
동안	동안/NNG
1500여	1500/SN+여/XSN
인구가	인구/NNG+가/JKS
유입됐다.	유입/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.68.7.1
최근 광산에 몰려드는 인력은 10, 20대 신참 광원이 대부분이다.

최근	최근/MAG
광산에	광산/NNG+에/JKB
몰려드는	몰려들/VV+는/ETM
인력은	인력/NNG+은/JX
10,	10/SN+,/SP
20대	20/SN+대/NNB
신참	신참/NNG
광원이	광원/NNG+이/JKS
대부분이다.	대/XPN+부분/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.68.7.2
높은 실업률 속에서 일자리를 찾지 못한 고교 졸업생들이 주요 대상이다.

높은	높/VA+은/ETM
실업률	실업/NNG+률/XSN
속에서	속/NNG+에서/JKB
일자리를	일자리/NNG+를/JKO
찾지	찾/VV+지/EC
못한	못하/VX+ㄴ/ETM
고교	고교/NNG
졸업생들이	졸업/NNG+생/XSN+들/XSN+이/JKS
주요	주요/NNG
대상이다.	대상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.68.8.1
젊은이들이 광원 취업에 몰리는 것은 높은 급여 수준 때문이다.

젊은이들이	젊은이/NNG+들/XSN+이/JKS
광원	광원/NNG
취업에	취업/NNG+에/JKB
몰리는	몰리/VV+는/ETM
것은	것/NNB+은/JX
높은	높/VA+은/ETM
급여	급여/NNG
수준	수준/NNG
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.68.8.2
광산업체들은 4만∼5만 달러(약 4500만∼5600만 원)의 신입 연봉을 제시하고 있으며 5년 정도의 경력을 채우면 7만 달러(약 7885만 원)의 연봉을 약속하고 있어 웬만한 화이트칼라 직종보다 낫다는 평을 듣고 있다.

광산업체들은	광산업체/NNG+들/XSN+은/JX
4만∼5만	4/SN+만/NR+∼/SO+5/SN+만/NR
달러(약	달러/NNB+(/SS+약/MMA
4500만∼5600만	4500/SN+만/NR+∼/SO+5600/SN+만/NR
원)의	원/NNB+)/SS+의/JKG
신입	신입/NNG
연봉을	연봉/NNG+을/JKO
제시하고	제시/NNG+하/XSV+고/EC
있으며	있/VX+으며/EC
5년	5/SN+년/NNB
정도의	정도/NNG+의/JKG
경력을	경력/NNG+을/JKO
채우면	채우/VV+면/EC
7만	7/SN+만/NR
7885만	7885/SN+만/NR
약속하고	약속/NNG+하/XSV+고/EC
있어	있/VX+어/EC
웬만한	웬만하/VA+ㄴ/ETM
화이트칼라	화이트칼라/NNG
직종보다	직종/NNG+보다/JKB
낫다는	낫/VA+다는/ETM
평을	평/NNG+을/JKO
듣고	듣/VV+고/EC
있다.	있/VX+다/EF+./SF


