# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.375
metadata : {}


# id : NWRW1800000030.375.1.1
[수도권] 서울시 '2030 도시기본계획' 발표

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
서울도시기본계획'을	서울/NNP+도시/NNG+기본/NNG+계획/NNG+'/SS+을/JKO
발표하면서	발표/NNG+하/XSV+면서/EC
"여의도를	"/SS+여의도/NNP+를/JKO
포괄하는	포괄/NNG+하/XSV+는/ETM
영등포	영등포/NNP
지역을	지역/NNG+을/JKO
'금융허브'로	'/SS+금융/NNG+허브/NNG+'/SS+로/JKB
확립하겠다"며	확립/NNG+하/XSV+겠/EP+다/EF+"/SS+며/EC
"강남과	"/SS+강남/NNP+과/JC
도심,	도심/NNG+,/SP
영등포가	영등포/NNP+가/JKS
상호보완적인	상호/NNG+보완/NNG+적/XSN+이/VCP+ㄴ/ETM
국제	국제/NNG
업무지구로	업무/NNG+지구/NNG+로/JKB
재탄생할	재/XPN+탄생/NNG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.375.4.2
여의도를 금융업무 중심지로 꾸미면서 영등포역은 배후 상업시설, 신도림역 일대 옛 공장 지대는 벤처나 IT기업 집적지로 변화를 유도할 방침이다.

여의도를	여의도/NNP+를/JKO
금융업무	금융/NNG+업무/NNG
중심지로	중심지/NNG+로/JKB
꾸미면서	꾸미/VV+면서/EC
영등포역은	영등포역/NNP+은/JX
배후	배후/NNG
상업시설,	상업/NNG+시설/NNG+,/SP
신도림역	신도림역/NNP
일대	일대/NNG
옛	옛/MMA
공장	공장/NNG
지대는	지대/NNG+는/JX
벤처나	벤처/NNG+나/JC
IT기업	IT/SL+기업/NNG
집적지로	집적지/NNG+로/JKB
변화를	변화/NNG+를/JKO
유도할	유도/NNG+하/XSV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.375.4.3
3핵에 이어 3부핵(副核)으로 고른 용산, 청량리·왕십리, 상암·수색은 기존 국제업무지구, 신 고용중심지, 첨단 미디어 산업단지라는 개발 방향을 이어간다.

3핵에	3/SN+핵/NNG+에/JKB
이어	잇/VV+어/EC
3부핵(副核)으로	3/SN+부핵/NNG+(/SS+副核/SH+)/SS+으로/JKB
고른	고르/VV+ㄴ/ETM
용산,	용산/NNP+,/SP
청량리·왕십리,	청량리/NNP+·/SP+왕십리/NNP+,/SP
상암·수색은	상암/NNP+·/SP+수색/NNP+은/JX
기존	기존/NNG
국제업무지구,	국제/NNG+업무/NNG+지구/NNG+,/SP
신	신/XPN
고용중심지,	고용/NNG+중심지/NNG+,/SP
첨단	첨단/NNG
미디어	미디어/NNG
산업단지라는	산업/NNG+단지/NNG+이/VCP+라는/ETM
개발	개발/NNG
방향을	방향/NNG+을/JKO
이어간다.	잇/VV+어/EC+가/VX+ㄴ다/EF+./SF


# id : NWRW1800000030.375.5.1
이번 2030 도시계획을 위해 시는 준공업지역을 미래 산업 공간으로 전환할 수 있도록 용도 관리를 강화하고 불합리한 개발제한구역은 해제하면서 되도록 공원을 조성하며, 고용 창출·지역 경제 활성화를 위해 개발할 수 있는 땅은 계획적으로 관리하기로 했다.

이번	이번/NNG
2030	2030/SN
도시계획을	도시/NNG+계획/NNG+을/JKO
위해	위하/VV+아/EC
시는	시/NNG+는/JX
준공업지역을	준/XPN+공업/NNG+지역/NNG+을/JKO
미래	미래/NNG
산업	산업/NNG
공간으로	공간/NNG+으로/JKB
전환할	전환/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
용도	용도/NNG
관리를	관리/NNG+를/JKO
강화하고	강화/NNG+하/XSV+고/EC
불합리한	불/XPN+합리/NNG+하/XSA+ㄴ/ETM
개발제한구역은	개발/NNG+제한/NNG+구역/NNG+은/JX
해제하면서	해제/NNG+하/XSV+면서/EC
되도록	되도록/MAG
공원을	공원/NNG+을/JKO
조성하며,	조성/NNG+하/XSV+며/EC+,/SP
고용	고용/NNG
창출·지역	창출/NNG+·/SP+지역/NNG
경제	경제/NNG
활성화를	활성/NNG+화/XSN+를/JKO
개발할	개발/NNG+하/XSV+ㄹ/ETM
있는	있/VA+는/ETM
땅은	땅/NNG+은/JX
계획적으로	계획/NNG+적/XSN+으로/JKB
관리하기로	관리/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.375.5.2
오래된 주거 지역을 리모델링 활성화 구역으로 정해 혜택(인센티브)을 주며 리모델링을 유도하고 집단 정비 계획 때는 학교·공원·도로 등 시설물을 먼저 확보해야 허가해줄 계획이다.

오래된	오래/MAG+되/XSA+ㄴ/ETM
주거	주거/NNG
지역을	지역/NNG+을/JKO
리모델링	리모델링/NNG
활성화	활성/NNG+화/XSN
구역으로	구역/NNG+으로/JKB
정해	정하/VV+아/EC
혜택(인센티브)을	혜택/NNG+(/SS+인센티브/NNG+)/SS+을/JKO
주며	주/VV+며/EC
리모델링을	리모델링/NNG+을/JKO
유도하고	유도/NNG+하/XSV+고/EC
집단	집단/NNG
정비	정비/NNG
계획	계획/NNG
때는	때/NNG+는/JX
학교·공원·도로	학교/NNG+·/SP+공원/NNG+·/SP+도로/NNG
등	등/NNB
시설물을	시설물/NNG+을/JKO
먼저	먼저/MAG
확보해야	확보/NNG+하/XSV+아야/EC
허가해줄	허가/NNG+하/XSV+아/EC+주/VX+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.375.5.3
공공기관 이전 부지는 문화시설을 최우선으로 유치하기로 했다.

공공기관	공공/NNG+기관/NNG
이전	이전/NNG
부지는	부지/NNG+는/JX
문화시설을	문화/NNG+시설/NNG+을/JKO
최우선으로	최/XPN+우선/NNG+으로/JKB
유치하기로	유치/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.375.5.4
강남과 도심, 영등포를 오가는 급행 전철, 공해차량 제한지역도 계속 추진할 예정이다.

강남과	강남/NNP+과/JC
도심,	도심/NNG+,/SP
영등포를	영등포/NNP+를/JKO
오가는	오가/VV+는/ETM
급행	급행/NNG
전철,	전철/NNG+,/SP
공해차량	공해/NNG+차량/NNG
제한지역도	제한/NNG+지역/NNG+도/JX
계속	계속/MAG
추진할	추진/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.375.6.1
세부 계획으로 들어가 보면 홍릉·공릉·성수 신산업 NIT(Nano Information Technology) 단지 조성, 서북부 광역 교통 체계 강화(서울~문산, 제2자유로, 신도시~신사동길, 원흥~동구릉), 서부선 경전철 신설, 수도권 서남부(대림, 가리봉) 연계 중심지 개발, 서남권 준공업(영등포~시흥) 신산업 경제축 육성, 동남권 광역 교통망 확충(제2양재대로, 헌릉IC~삼성로 등), 동남권과 강남에 복합환승센터 건설, 한강·탄천·양재천을 잇는 수변에 스포츠파크 조성, 한국전력 이전 부지에 컨벤션센터를 들여 MICE(회의·전시 등을 통해 서비스수익 창출)산업 활성화, 경인고속도로와 강남순환선을 연계하는 교통망 개설, 홍대·동대문·구로·신사동(강남)에 디자인특화지구 건설 등이 망라되어 있다.

세부	세부/NNG
계획으로	계획/NNG+으로/JKB
들어가	들어가/VV+아/EC
보면	보/VX+면/EC
홍릉·공릉·성수	홍릉/NNP+·/SP+공릉/NNP+·/SP+성수/NNP
신산업	신/XPN+산업/NNG
NIT(Nano	NIT/SL+(/SS+Nano/SL
Information	Information/SL
Technology)	Technology/SL+)/SS
단지	단지/NNG
조성,	조성/NNG+,/SP
서북부	서북부/NNG
광역	광역/NNG
교통	교통/NNG
체계	체계/NNG
강화(서울~문산,	강화/NNG+(/SS+서울/NNP+~/SO+문산/NNP+,/SP
제2자유로,	제2자유로/NNP+,/SP
신도시~신사동길,	신/XPN+도시/NNG+~/SO+신사동/NNP+길/NNG+,/SP
원흥~동구릉),	원흥/NNP+~/SO+동구릉/NNP+)/SS+,/SP
서부선	서부선/NNG
경전철	경전철/NNG
신설,	신설/NNG+,/SP
수도권	수도/NNG+권/XSN
서남부(대림,	서남부/NNG+(/SS+대림/NNP+,/SP
가리봉)	가리봉/NNP+)/SS
연계	연계/NNG
중심지	중심지/NNG
개발,	개발/NNG+,/SP
서남권	서남/NNG+권/XSN
준공업(영등포~시흥)	준/XPN+공업/NNG+(/SS+영등포/NNP+~/SO+시흥/NNP+)/SS
경제축	경제/NNG+축/NNG
육성,	육성/NNG+,/SP
동남권	동남/NNG+권/XSN
교통망	교통망/NNG
확충(제2양재대로,	확충/NNG+(/SS+제/XPN+2/SN+양재대로/NNP+,/SP
헌릉IC~삼성로	헌릉/NNP+IC/SL+~/SO+삼성로/NNP
등),	등/NNB+)/SS+,/SP
동남권과	동남/NNG+권/XSN+과/JC
강남에	강남/NNP+에/JKB
복합환승센터	복합/NNG+환승/NNG+센터/NNG
건설,	건설/NNG+,/SP
한강·탄천·양재천을	한강/NNP+·/SP+탄천/NNP+·/SP+양재천/NNP+을/JKO
잇는	잇/VV+는/ETM
수변에	수변/NNG+에/JKB
스포츠파크	스포츠/NNG+파크/NNG
한국전력	한국전력/NNP
이전	이전/NNG
부지에	부지/NNG+에/JKB
컨벤션센터를	컨벤션/NNG+센터/NNG+를/JKO
들여	들이/VV+어/EC
MICE(회의·전시	MICE/SL+(/SS+회의/NNG+·/SP+전시/NNG
등을	등/NNB+을/JKO
통해	통하/VV+아/EC
서비스수익	서비스/NNG+수익/NNG
창출)산업	창출/NNG+)/SS+산업/NNG
활성화,	활성/NNG+화/XSN+,/SP
경인고속도로와	경인고속도로/NNP+와/JC
강남순환선을	강남순환선/NNP+을/JKO
연계하는	연계/NNG+하/XSV+는/ETM
개설,	개설/NNG+,/SP
홍대·동대문·구로·신사동(강남)에	홍대/NNP+·/SP+동대문/NNP+·/SP+구로/NNP+·/SP+신사동/NNP+(/SS+강남/NNP+)/SS+에/JKB
디자인특화지구	디자인/NNG+특화/NNG+지구/NNG
건설	건설/NNG
등이	등/NNB+이/JKS
망라되어	망라/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000030.375.7.1
이번 2030 도시계획은 지난 2005년 발표한 2020계획과 비교해 '1도심 5부도심 11지역중심 53지구중심'에서 '3핵 3부핵 13거점(광역 8개·지역 5개) 50지구중심'으로 전체 육성 지역 숫자도 비슷하지만, 당시 1도심과 5부도심(용산, 청량리·왕십리, 상암·수색, 영등포, 영동)이 3핵과 3부핵으로 역할과 기능에 따라 특성화했다.

이번	이번/NNG
2030	2030/SN
도시계획은	도시/NNG+계획/NNG+은/JX
지난	지나/VV+ㄴ/ETM
2005년	2005/SN+년/NNB
발표한	발표/NNG+하/XSV+ㄴ/ETM
2020계획과	2020/SN+계획/NNG+과/JKB
비교해	비교/NNG+하/XSV+아/EC
'1도심	'/SS+1/SN+도심/NNG
5부도심	5/SN+부도심/NNG
11지역중심	11/SN+지역/NNG+중심/NNG
53지구중심'에서	53/SN+지구/NNG+중심/NNG+'/SS+에서/JKB
'3핵	'/SS+3/SN+핵/NNG
3부핵	3/SN+부핵/NNG
13거점(광역	13/SN+거점/NNG+(/SS+광역/NNG
8개·지역	8/SN+개/NNB+·/SP+지역/NNG
5개)	5/SN+개/NNB+)/SS
50지구중심'으로	50/SN+지구/NNG+중심/NNG+'/SS+으로/JKB
전체	전체/NNG
육성	육성/NNG
지역	지역/NNG
숫자도	숫자/NNG+도/JX
비슷하지만,	비슷하/VA+지만/EC+,/SP
당시	당시/NNG
1도심과	1/SN+도심/NNG+과/JC
5부도심(용산,	5/SN+부도심/NNG+(/SS+용산/NNP+,/SP
청량리·왕십리,	청량리/NNP+·/SP+왕십리/NNP+,/SP
상암·수색,	상암/NNP+·/SP+수색/NNP+,/SP
영등포,	영등포/NNP+,/SP
영동)이	영동/NNP+)/SS+이/JKS
3핵과	3/SN+핵/NNG+과/JC
3부핵으로	3/SN+부핵/NNG+으로/JKB
역할과	역할/NNG+과/JC
기능에	기능/NNG+에/JKB
따라	따르/VV+아/EC
특성화했다.	특성/NNG+화/XSN+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.375.8.1
오세훈 서울시장은 "이번 계획은 도시기본계획 승인 권한이 중앙 정부에서 지자체로 넘어가고 나서 처음 수립하는 것"이라며 "20년 후 서울 미래는 '살기 좋은 글로벌 녹색 서울'로 정하고 장기적 관점에서 도시 공간구조를 정비해 나가고자 한다"고 말했다.

오세훈	오세훈/NNP
서울시장은	서울시장/NNG+은/JX
"이번	"/SS+이번/NNG
계획은	계획/NNG+은/JX
도시기본계획	도시/NNG+기본/NNG+계획/NNG
승인	승인/NNG
권한이	권한/NNG+이/JKS
중앙	중앙/NNG
정부에서	정부/NNG+에서/JKB
지자체로	지자체/NNG+로/JKB
넘어가고	넘어가/VV+고/EC
나서	나/VX+아서/EC
처음	처음/NNG
수립하는	수립/NNG+하/XSV+는/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"20년	"/SS+20/SN+년/NNB
후	후/NNG
서울	서울/NNP
미래는	미래/NNG+는/JX
'살기	'/SS+살/VV+기/ETN
좋은	좋/VA+은/ETM
글로벌	글로벌/NNG
녹색	녹색/NNG
서울'로	서울/NNP+'/SS+로/JKB
정하고	정하/VV+고/EC
장기적	장기/NNG+적/XSN
관점에서	관점/NNG+에서/JKB
도시	도시/NNG
공간구조를	공간/NNG+구조/NNG+를/JKO
정비해	정비/NNG+하/XSV+아/EC
나가고자	나가/VX+고자/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


