# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.260
metadata : {}


# id : NWRW1800000028.260.1.1
MBC 새 주말극 ‘글로리아’ /오랜만에 찾아온 ‘달동네 루저’ 이야기

MBC	MBC/SL
재벌가	재벌가/NNG
주요	주요/NNG
배역은	배역/NNG+은/JX
재벌	재벌/NNG
3세이되,	3/SN+세/NNB+이/VCP+되/EC+,/SP
결코	결코/MAG
세상	세상/NNG
밖에서	밖/NNG+에서/JKB
행세하긴	행세/NNG+하/XSV+기/ETN+ㄴ/JX
어려운	어렵/VA+ㄴ/ETM
‘배다른’	‘/SS+배다르/VA+ㄴ/ETM+’/SS
자녀들이다.	자녀/NNG+들/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000028.260.3.3
그래도 남녀 차이가 있으니, 재벌가 첩의 자식으로 태어나 본가에 들어와 산 30대 중반의 이강석(서지석)은 적자와 경쟁하지만 그나마 여자로 태어난 20대 정윤서(소이현)는 아버지 호적에도 못 오른 채 상처 속에 살아간다.

그래도	그러/VV+어도/EC
남녀	남녀/NNG
차이가	차이/NNG+가/JKS
있으니,	있/VA+으니/EC+,/SP
재벌가	재벌가/NNG
첩의	첩/NNG+의/JKG
자식으로	자식/NNG+으로/JKB
태어나	태어나/VV+아/EC
본가에	본가/NNG+에/JKB
들어와	들어오/VV+아/EC
산	살/VV+ㄴ/ETM
30대	30/SN+대/NNB
중반의	중반/NNG+의/JKG
이강석(서지석)은	이강석/NNP+(/SS+서지석/NNP+)/SS+은/JX
적자와	적자/NNG+와/JKB
경쟁하지만	경쟁/NNG+하/XSV+지만/EC
그나마	그나마/MAG
여자로	여자/NNG+로/JKB
태어난	태어나/VV+ㄴ/ETM
20대	20/SN+대/NNB
정윤서(소이현)는	정윤서/NNP+(/SS+소이현/NNP+)/SS+는/JX
아버지	아버지/NNG
호적에도	호적/NNG+에/JKB+도/JX
못	못/MAG
오른	오르/VV+ㄴ/ETM
채	채/NNB
상처	상처/NNG
속에	속/NNG+에/JKB
살아간다.	살아가/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.260.4.1
이들이 바라보는 것은 역시 주류들의 세계다.

이들이	이/NP+들/XSN+이/JKS
바라보는	바라보/VV+는/ETM
것은	것/NNB+은/JX
역시	역시/MAG
주류들의	주류/NNG+들/XSN+의/JKG
세계다.	세계/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000028.260.4.2
달동네에서 고개를 들면 눈길이 닿는 그곳에 높게 둘러친 담장이 있다.

달동네에서	달동네/NNG+에서/JKB
고개를	고개/NNG+를/JKO
들면	들/VV+면/EC
눈길이	눈길/NNG+이/JKS
닿는	닿/VV+는/ETM
그곳에	그곳/NP+에/JKB
높게	높/VA+게/EC
둘러친	둘러치/VV+ㄴ/ETM
담장이	담장/NNG+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000028.260.4.3
그곳에는 이름도 못 들어본 고급 승용차가 얼굴도 감히 마주하기 어려운 이들을 매일 싣고 오간다.

그곳에는	그곳/NP+에/JKB+는/JX
이름도	이름/NNG+도/JX
못	못/MAG
들어본	듣/VV+어/EC+보/VX+ㄴ/ETM
고급	고급/NNG
승용차가	승용차/NNG+가/JKS
얼굴도	얼굴/NNG+도/JX
감히	감히/MAG
마주하기	마주/MAG+하/XSV+기/ETN
어려운	어렵/VA+ㄴ/ETM
이들을	이/NNB+들/XSN+을/JKO
매일	매일/MAG
싣고	싣/VV+고/EC
오간다.	오가/VV+ㄴ다/EF+./SF


# id : NWRW1800000028.260.4.4
작가의 기획의도처럼 나진진의 주변 인물들은 “빠르게 잘 살아가는 사람들과 느려서 못 쫓아가는 사람들”로 명확히 구별된다.

작가의	작가/NNG+의/JKG
기획의도처럼	기획/NNG+의도/NNG+처럼/JKB
나진진의	나진진/NNP+의/JKG
주변	주변/NNG
인물들은	인물/NNG+들/XSN+은/JX
“빠르게	“/SS+빠르/VA+게/EC
잘	잘/MAG
살아가는	살아가/VV+는/ETM
사람들과	사람/NNG+들/XSN+과/JC
느려서	느리/VA+어서/EC
못	못/MAG
쫓아가는	쫓아가/VV+는/ETM
사람들”로	사람/NNG+들/XSN+”/SS+로/JKB
명확히	명확히/MAG
구별된다.	구별/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000028.260.5.1
얼핏 서민드라마를 써온 김운경 작가의 <서울의 달> <서울 뚝배기>류를 떠오르게 한다.

얼핏	얼핏/MAG
서민드라마를	서민/NNG+드라마/NNG+를/JKO
써온	쓰/VV+어/EC+오/VX+ㄴ/ETM
김운경	김운경/NNP
작가의	작가/NNG+의/JKG
<서울의	</SS+서울/NNP+의/JKG
달>	달/NNG+>/SS
<서울	</SS+서울/NNP
뚝배기>류를	뚝배기/NNG+>/SS+류/XSN+를/JKO
떠오르게	떠오르/VV+게/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000028.260.5.2
지금껏 주말 안방을 독차지해온 전형적인 가족드라마의 범주에서 벗어나 있는 건 확실하다.

지금껏	지금껏/MAG
주말	주말/NNG
안방을	안방/NNG+을/JKO
독차지해온	독차지/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
전형적인	전형/NNG+적/XSN+이/VCP+ㄴ/ETM
가족드라마의	가족/NNG+드라마/NNG+의/JKG
범주에서	범주/NNG+에서/JKB
벗어나	벗어나/VV+아/EC
있는	있/VX+는/ETM
건	거/NNB+ㄴ/JX
확실하다.	확실하/VA+다/EF+./SF


# id : NWRW1800000028.260.5.3
<수상한 삼형제>를 필두로 후속작 <결혼해주세요>로도 승기를 놓지 않고 있는 한국방송에 대한 전략은 차별화에 있다는 것.

<수상한	</SS+수상하/VA+ㄴ/ETM
삼형제>를	삼/NR+형제/NNG+>/SS+를/JKO
필두로	필두/NNG+로/JKB
후속작	후속작/NNG
<결혼해주세요>로도	</SS+결혼/NNG+하/XSV+아/EC+주/VX+시/EP+어요/EF+>/SS+로/JKB+도/JX
승기를	승기/NNG+를/JKO
놓지	놓/VV+지/EC
않고	않/VX+고/EC
있는	있/VX+는/ETM
한국방송에	한국방송/NNP+에/JKB
대한	대하/VV+ㄴ/ETM
전략은	전략/NNG+은/JX
차별화에	차별/NNG+화/XSN+에/JKB
있다는	있/VA+다는/ETM
것.	것/NNB+./SF


# id : NWRW1800000028.260.5.4
‘막장’으로 뜬 <수상한 삼형제>에 이어 <결혼해주세요> 역시 불필요한 여배우 노출 신으로 경쟁작을 찍어누르려는 의도가 명확해지고 있는 터에, 문화방송의 선택지가 ‘가족드라마’에 있기는 어려웠을 것이다.

‘막장’으로	‘/SS+막장/NNG+’/SS+으로/JKB
뜬	뜨/VV+ㄴ/ETM
<수상한	</SS+수상하/VA+ㄴ/ETM
삼형제>에	삼/NR+형제/NNG+>/SS+에/JKB
이어	잇/VV+어/EC
<결혼해주세요>	</SS+결혼/NNG+하/XSV+아/EC+주/VX+시/EP+어요/EF+>/SS
역시	역시/MAG
불필요한	불/XPN+필요/NNG+하/XSA+ㄴ/ETM
여배우	여배우/NNG
노출	노출/NNG
신으로	신/NNG+으로/JKB
경쟁작을	경쟁작/NNG+을/JKO
찍어누르려는	찍/VV+어/EC+누르/VV+려는/ETM
의도가	의도/NNG+가/JKS
명확해지고	명확하/VA+아/EC+지/VX+고/EC
있는	있/VX+는/ETM
터에,	터/NNB+에/JKB+,/SP
문화방송의	문화방송/NNP+의/JKG
선택지가	선택지/NNG+가/JKS
‘가족드라마’에	‘/SS+가족/NNG+드라마/NNG+’/SS+에/JKB
있기는	있/VA+기/ETN+는/JX
어려웠을	어렵/VA+었/EP+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.260.5.5
물론 형식으론 가족이 아니지만 나이트클럽 ‘추억 속으로’에 모이는 타인들은 여느 ‘콩가루 가족’보다 더한 가족애를 느끼고 티격태격 주고받는 상처도 가족과 다르지 않다.

물론	물론/MAG
형식으론	형식/NNG+으로/JKB+ㄴ/JX
가족이	가족/NNG+이/JKC
아니지만	아니/VCN+지만/EC
나이트클럽	나이트클럽/NNG
‘추억	‘/SS+추억/NNG
속으로’에	속/NNG+으로/JKB+’/SS+에/JKB
모이는	모이/VV+는/ETM
타인들은	타인/NNG+들/XSN+은/JX
여느	여느/MMA
‘콩가루	‘/SS+콩가루/NNG
가족’보다	가족/NNG+’/SS+보다/JKB
더한	더/MAG+하/XSA+ㄴ/ETM
가족애를	가족애/NNG+를/JKO
느끼고	느끼/VV+고/EC
티격태격	티격태격/MAG
주고받는	주고받/VV+는/ETM
상처도	상처/NNG+도/JX
가족과	가족/NNG+과/JKB
다르지	다르/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000028.260.5.6
범주를 조금만 넓혀도 가족극의 테두리에서 크게 벗어나진 않는 셈이다.

범주를	범주/NNG+를/JKO
조금만	조금/NNG+만/JX
넓혀도	넓히/VV+어도/EC
가족극의	가족극/NNG+의/JKG
테두리에서	테두리/NNG+에서/JKB
크게	크/VA+게/EC
벗어나진	벗어나/VV+지/EC+ㄴ/JX
않는	않/VX+는/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.260.6.1
정지우 작가는 나진진의 예명이자 드라마 제목인 ‘글로리아’에서 보듯 현실적 선택을 피하지 않았다.

정지우	정지우/NNP
작가는	작가/NNG+는/JX
나진진의	나진진/NNP+의/JKG
예명이자	예명/NNG+이/VCP+자/EC
드라마	드라마/NNG
제목인	제목/NNG+이/VCP+ㄴ/ETM
‘글로리아’에서	‘/SS+글로리아/NNP+’/SS+에서/JKB
보듯	보/VV+듯/EC
현실적	현실/NNG+적/XSN
선택을	선택/NNG+을/JKO
피하지	피하/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000028.260.6.2
그는 최근 제작발표회에서 “기존의 캔디형 드라마에서 크게 벗어나지는 않겠지만 어떻게 다른 이야기를 할까 연구하고 있다”고 말했다.

그는	그/NP+는/JX
최근	최근/MAG
제작발표회에서	제작/NNG+발표회/NNG+에서/JKB
“기존의	“/SS+기존/NNG+의/JKG
캔디형	캔디/NNG+형/XSN
드라마에서	드라마/NNG+에서/JKB
크게	크/VA+게/EC
벗어나지는	벗어나/VV+지/EC+는/JX
않겠지만	않/VX+겠/EP+지만/EC
어떻게	어떻/VA+게/EC
다른	다른/MMD
이야기를	이야기/NNG+를/JKO
할까	하/VV+ㄹ까/EF
연구하고	연구/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.260.6.3
결국 드라마의 성패는 어떤 ‘캔디’냐에 달렸다.

결국	결국/MAG
드라마의	드라마/NNG+의/JKG
성패는	성패/NNG+는/JX
어떤	어떤/MMD
‘캔디’냐에	‘/SS+캔디/NNP+’/SS+이/VCP+냐/EF+에/JKB
달렸다.	달리/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.260.6.4
가난한 소시민의 성공 판타지를 자극하면서도 현실성을 담보해내는 쉽지 않은 작업이 시작된 셈이다.

가난한	가난/NNG+하/XSA+ㄴ/ETM
소시민의	소/XPN+시민/NNG+의/JKG
성공	성공/NNG
판타지를	판타지/NNG+를/JKO
자극하면서도	자극/NNG+하/XSV+면서/EC+도/JX
현실성을	현실/NNG+성/XSN+을/JKO
담보해내는	담보/NNG+하/XSV+아/EC+내/VX+는/ETM
쉽지	쉽/VA+지/EC
않은	않/VX+은/ETM
작업이	작업/NNG+이/JKS
시작된	시작/NNG+되/XSV+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000028.260.6.5
정 작가의 전작인 <별을 따다줘>나 <완벽한 이웃을 만나는 법>, <가문의 영광> 등으로 짐작건대, 기존 캔디 드라마와의 차별 선은 확실하게 그을 것으로 보인다.

정	정/NNP
작가의	작가/NNG+의/JKG
전작인	전작/NNG+이/VCP+ㄴ/ETM
<별을	</SS+별/NNG+을/JKO
따다줘>나	따/VV+다/EC+주/VX+어/EF+>/SS+나/JC
<완벽한	</SS+완벽/NNG+하/XSA+ㄴ/ETM
이웃을	이웃/NNG+을/JKO
만나는	만나/VV+는/ETM
법>,	법/NNB+>/SS+,/SP
<가문의	</SS+가문/NNG+의/JKG
영광>	영광/NNG+>/SS
등으로	등/NNB+으로/JKB
짐작건대,	짐작/NNG+하/XSV+건대/EC+,/SP
기존	기존/NNG
캔디	캔디/NNP
드라마와의	드라마/NNG+와/JKB+의/JKG
차별	차별/NNG
선은	선/NNG+은/JX
확실하게	확실하/VA+게/EC
그을	긋/VV+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


