# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.291
metadata : {}


# id : NWRW1800000025.291.1.1
中증시 반등 기대감 ‘솔솔’… 본토펀드로 뭉칫돈 ‘슬슬’

中증시	中/SH+증시/NNG
순유출됐지만	순/MMA+유출/NNG+되/XSV+었/EP+지만/EC
중국본토펀드에는	중국/NNP+본토/NNG+펀드/NNG+에/JKB+는/JX
615억	615/SN+억/NR
원가량이	원/NNB+가량/XSN+이/JKS
순유입됐다.	순/MMA+유입/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.291.4.2
연초 이후 해외펀드 중 가장 많은 돈이 몰린 것 역시 중국펀드로 6149억 원이 들어왔다.

연초	연초/NNG
이후	이후/NNG
해외펀드	해외/NNG+펀드/NNG
중	중/NNB
가장	가장/MAG
많은	많/VA+은/ETM
돈이	돈/NNG+이/JKS
몰린	몰리/VV+ㄴ/ETM
것	것/NNB
역시	역시/MAG
중국펀드로	중국/NNP+펀드/NNG+로/JKB
6149억	6149/SN+억/NR
원이	원/NNB+이/JKS
들어왔다.	들어오/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.291.4.3
중국본토펀드로 자금 유입이 계속되자 투자 한도가 소진돼 판매를 중단해야 하는 펀드들도 등장했다.

중국본토펀드로	중국/NNP+본토/NNG+펀드/NNG+로/JKB
자금	자금/NNG
유입이	유입/NNG+이/JKS
계속되자	계속/NNG+되/XSV+자/EC
투자	투자/NNG
한도가	한도/NNG+가/JKS
소진돼	소진/NNG+되/XSV+어/EC
판매를	판매/NNG+를/JKO
중단해야	중단/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
펀드들도	펀드/NNG+들/XSN+도/JX
등장했다.	등장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.291.4.4
한국투신운용의 ‘한국투자네비게이터중국본토펀드’, PCA자산운용의 ‘PCA차이나드래곤A셰어’ 등이 투자한도가 다 돼 판매가 잠정 중단됐다.

한국투신운용의	한국투신운용/NNP+의/JKG
‘한국투자네비게이터중국본토펀드’,	‘/SS+한국투자네비게이터중국본토펀드/NNG+’/SS+,/SP
PCA자산운용의	PCA자산운용/NNP+의/JKG
‘PCA차이나드래곤A셰어’	‘/SS+PCA차이나드래곤A셰어/NNP+’/SS
등이	등/NNB+이/JKS
투자한도가	투자/NNG+한도/NNG+가/JKS
다	다/MAG
돼	되/VV+어/EC
판매가	판매/NNG+가/JKS
잠정	잠정/NNG
중단됐다.	중단/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.291.5.1
중국본토펀드에 돈이 몰리는 것은 중국 증시의 반등 가능성 때문이다.

중국본토펀드에	중국/NNP+본토/NNG+펀드/NNG+에/JKB
돈이	돈/NNG+이/JKS
몰리는	몰리/VV+는/ETM
것은	것/NNB+은/JX
중국	중국/NNP
증시의	증시/NNG+의/JKG
반등	반등/NNG
가능성	가능/NNG+성/XSN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.291.5.2
올 들어 아시아 신흥국 증시가 대부분 10∼20% 오르는 동안 중국 증시는 16% 넘게 하락했다.

올	올/NNG
들어	들/VV+어/EC
아시아	아시아/NNP
신흥국	신흥국/NNG
증시가	증시/NNG+가/JKS
대부분	대/XPN+부분/NNG
10∼20%	10/SN+∼/SO+20/SN+%/SW
오르는	오르/VV+는/ETM
동안	동안/NNG
중국	중국/NNP
증시는	증시/NNG+는/JX
16%	16/SN+%/SW
넘게	넘/VV+게/EC
하락했다.	하락/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.291.5.3
그만큼 앞으로 상승할 여력이 크다는 것이다.

그만큼	그만큼/MAG
앞으로	앞/NNG+으로/JKB
상승할	상승/NNG+하/XSV+ㄹ/ETM
여력이	여력/NNG+이/JKS
크다는	크/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.291.5.4
내년 상반기부터 중국 경기지수가 상승세로 반전할 것이란 기대감과 홍콩 증시에 상장된 H주보다 제조업, 에너지, 원자재 등 다양한 포트폴리오를 짤 수 있다는 점도 매력 요인으로 꼽힌다.

내년	내년/NNG
상반기부터	상반기/NNG+부터/JX
중국	중국/NNP
경기지수가	경기/NNG+지수/NNG+가/JKS
상승세로	상승세/NNG+로/JKB
반전할	반전/NNG+하/XSV+ㄹ/ETM
것이란	것/NNB+이/VCP+란/ETM
기대감과	기대감/NNG+과/JC
홍콩	홍콩/NNP
증시에	증시/NNG+에/JKB
상장된	상장/NNG+되/XSV+ㄴ/ETM
H주보다	H/SL+주/NNG+보다/JKB
제조업,	제조업/NNG+,/SP
에너지,	에너지/NNG+,/SP
원자재	원자재/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
포트폴리오를	포트폴리오/NNG+를/JKO
짤	짜/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
점도	점/NNG+도/JX
매력	매력/NNG
요인으로	요인/NNG+으로/JKB
꼽힌다.	꼽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.291.6.1
김종철 신한투자증권 연구원은 “위안화 절상 문제 등이 원만히 해결되고 증시 개혁과 금융시장 개방을 통해 재차 상승궤도에 진입할 것으로 보인다”며 “기존 투자자들은 보유를, 신규 투자자들은 기대수익률을 다소 낮춰 매수 관점에서 접근할 것을 권한다”고 말했다.

김종철	김종철/NNP
신한투자증권	신한투자증권/NNP
연구원은	연구원/NNG+은/JX
“위안화	“/SS+위안화/NNG
절상	절상/NNG
문제	문제/NNG
등이	등/NNB+이/JKS
원만히	원만히/MAG
해결되고	해결/NNG+되/XSV+고/EC
증시	증시/NNG
개혁과	개혁/NNG+과/JC
금융시장	금융/NNG+시장/NNG
개방을	개방/NNG+을/JKO
통해	통하/VV+아/EC
재차	재차/MAG
상승궤도에	상승/NNG+궤도/NNG+에/JKB
진입할	진입/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다”며	보이/VV+ㄴ다/EF+”/SS+며/EC
“기존	“/SS+기존/NNG
투자자들은	투자자/NNG+들/XSN+은/JX
보유를,	보유/NNG+를/JKO+,/SP
신규	신규/NNG
기대수익률을	기대/NNG+수익/NNG+률/XSN+을/JKO
다소	다소/MAG
낮춰	낮추/VV+어/EC
매수	매수/NNG
관점에서	관점/NNG+에서/JKB
접근할	접근/NNG+하/XSV+ㄹ/ETM
것을	것/NNB+을/JKO
권한다”고	권/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.291.7.1
○ 여전히 불안한 증시 변동성 감안해야

○	○/SW
여전히	여전히/MAG
불안한	불안/NNG+하/XSA+ㄴ/ETM
증시	증시/NNG
변동성	변동/NNG+성/XSN
감안해야	감안/NNG+하/XSV+아야/EC


# id : NWRW1800000025.291.8.1
하지만 중국펀드 자금 쏠림에 대한 우려도 적지 않다.

하지만	하지만/MAJ
중국펀드	중국/NNP+펀드/NNG
자금	자금/NNG
쏠림에	쏠림/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
우려도	우려/NNG+도/JX
적지	적/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000025.291.8.2
연초 이후 중국본토펀드 평균 수익률은 ―4.6%로 해외펀드 중 일본펀드(―6.4%) 다음으로 낮다.

연초	연초/NNG
이후	이후/NNG
중국본토펀드	중국/NNP+본토/NNG+펀드/NNG
평균	평균/NNG
수익률은	수익/NNG+률/XSN+은/JX
―4.6%로	―/SS+4/SN+./SP+6/SN+%/SW+로/JKB
해외펀드	해외/NNG+펀드/NNG
중	중/NNB
일본펀드(―6.4%)	일본/NNP+펀드/NNG+(/SS+―/SS+6/SN+./SP+4/SN+%/SW+)/SS
다음으로	다음/NNG+으로/JKB
낮다.	낮/VA+다/EF+./SF


# id : NWRW1800000025.291.8.3
상위권에 든 펀드가 ‘PCA차이나드래곤A셰어’로 4% 안팎이며 ‘미래에셋차이나A셰어’ ‘한화꿈에그린차이나A주트레커증권투자신탁’처럼 ―15%까지 떨어진 펀드도 상당수다.

상위권에	상위/NNG+권/XSN+에/JKB
든	들/VV+ㄴ/ETM
펀드가	펀드/NNG+가/JKS
‘PCA차이나드래곤A셰어’로	‘/SS+PCA차이나드래곤A셰어/NNP+’/SS+로/JKB
4%	4/SN+%/SW
안팎이며	안팎/NNG+이/VCP+며/EC
‘미래에셋차이나A셰어’	‘/SS+미래에셋차이나A셰어/NNP+’/SS
‘한화꿈에그린차이나A주트레커증권투자신탁’처럼	‘/SS+한화꿈에그린차이나A주트레커증권투자신탁/NNP+’/SS+처럼/JKB
―15%까지	―/SS+15/SN+%/SW+까지/JX
떨어진	떨어지/VV+ㄴ/ETM
펀드도	펀드/NNG+도/JX
상당수다.	상당수/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.291.8.4
문제는 이들 펀드가 언제 수익을 회복할지 불투명하다는 점이다.

문제는	문제/NNG+는/JX
이들	이/NP+들/XSN
펀드가	펀드/NNG+가/JKS
언제	언제/MAG
수익을	수익/NNG+을/JKO
회복할지	회복/NNG+하/XSV+ㄹ지/EC
불투명하다는	불/XPN+투명/NNG+하/XSA+다는/ETM
점이다.	점/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.291.9.1
전문가들은 현재 중국 증시가 저평가 국면이라기보다는 거품이 꺼지고 제자리를 찾아가는 과정이라고 분석하기도 한다.

전문가들은	전문가/NNG+들/XSN+은/JX
현재	현재/MAG
중국	중국/NNP
증시가	증시/NNG+가/JKS
저평가	저/XPN+평가/NNG
국면이라기보다는	국면/NNG+이/VCP+라기/ETN+보다/JKB+는/JX
거품이	거품/NNG+이/JKS
꺼지고	꺼지/VV+고/EC
제자리를	제자리/NNG+를/JKO
찾아가는	찾아가/VV+는/ETM
과정이라고	과정/NNG+이/VCP+라고/EC
분석하기도	분석/NNG+하/XSV+기/ETN+도/JX
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.291.9.2
이 경우 실제 상승 여력이 투자자들의 기대만큼 크지 않을 수 있다.

이	이/MMD
경우	경우/NNG
실제	실제/NNG
상승	상승/NNG
여력이	여력/NNG+이/JKS
투자자들의	투자자/NNG+들/XSN+의/JKG
기대만큼	기대/NNG+만큼/JKB
크지	크/VA+지/EC
않을	않/VX+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.291.9.3
정부 경제정책의 영향력이 큰 중국 증시의 특성상 정책 리스크 역시 감안해야 한다.

정부	정부/NNG
경제정책의	경제/NNG+정책/NNG+의/JKG
영향력이	영향력/NNG+이/JKS
큰	크/VA+ㄴ/ETM
중국	중국/NNP
증시의	증시/NNG+의/JKG
특성상	특성/NNG+상/XSN
정책	정책/NNG
리스크	리스크/NNG
역시	역시/MAG
감안해야	감안/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.291.9.4
위안화가 절상될 경우 중국 수출기업의 실적이 악화되며 증시에 부정적인 영향을 줄 수도 있기 때문이다.

위안화가	위안화/NNG+가/JKS
절상될	절상/NNG+되/XSV+ㄹ/ETM
경우	경우/NNG
중국	중국/NNP
수출기업의	수출/NNG+기업/NNG+의/JKG
실적이	실적/NNG+이/JKS
악화되며	악화/NNG+되/XSV+며/EC
증시에	증시/NNG+에/JKB
부정적인	부정/NNG+적/XSN+이/VCP+ㄴ/ETM
영향을	영향/NNG+을/JKO
줄	주/VV+ㄹ/ETM
수도	수/NNB+도/JX
있기	있/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.291.10.1
증시 변동성이 큰 데다 중국 정부의 긴축정책 위험도 남아 있는 만큼 단기투자로는 수익을 내기가 쉽지 않다는 점도 유의해야 한다.

증시	증시/NNG
변동성이	변동/NNG+성/XSN+이/JKS
큰	크/VA+ㄴ/ETM
데다	데/NNB+다/JX
중국	중국/NNP
정부의	정부/NNG+의/JKG
긴축정책	긴축/NNG+정책/NNG
위험도	위험/NNG+도/JX
남아	남/VV+아/EC
있는	있/VX+는/ETM
만큼	만큼/NNB
단기투자로는	단기/NNG+투자/NNG+로/JKB+는/JX
수익을	수익/NNG+을/JKO
내기가	내/VV+기/ETN+가/JKS
쉽지	쉽/VA+지/EC
않다는	않/VX+다는/ETM
점도	점/NNG+도/JX
유의해야	유의/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000025.291.10.2
중국의 주요 증권사들이 예측한 상하이A 증시 하반기 지수는 2,300∼2,900 선.

중국의	중국/NNP+의/JKG
주요	주요/NNG
증권사들이	증권사/NNG+들/XSN+이/JKS
예측한	예측/NNG+하/XSV+ㄴ/ETM
상하이A	상하이/NNP+A/SL
증시	증시/NNG
하반기	하반기/NNG
지수는	지수/NNG+는/JX
2,300∼2,900	2/SN+,/SP+300/SN+∼/SO+2/SN+,/SP+900/SN
선.	선/NNG+./SF


# id : NWRW1800000025.291.10.3
이번 주 들어 지수가 2,800∼2,900 선에서 움직이고 있는 것을 감안하면 단기간 내 추가 상승할 여력은 많지 않다.

이번	이번/NNG
주	주/NNG
들어	들/VV+어/EC
지수가	지수/NNG+가/JKS
2,800∼2,900	2/SN+,/SP+800/SN+∼/SO+2/SN+,/SP+900/SN
선에서	선/NNG+에서/JKB
움직이고	움직이/VV+고/EC
있는	있/VX+는/ETM
것을	것/NNB+을/JKO
감안하면	감안/NNG+하/XSV+면/EC
단기간	단기간/NNG
내	내/NNB
추가	추가/NNG
상승할	상승/NNG+하/XSV+ㄹ/ETM
여력은	여력/NNG+은/JX
많지	많/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000025.291.10.4
전문가들은 중국의 지속적인 성장 잠재력을 부인할 수 없는 만큼 신규로 중국펀드에 들어가려는 투자자라면 내후년 이후까지 바라보고 적립식으로 장기 투자하는 것이 바람직하다고 조언한다.

전문가들은	전문가/NNG+들/XSN+은/JX
중국의	중국/NNP+의/JKG
지속적인	지속/NNG+적/XSN+이/VCP+ㄴ/ETM
성장	성장/NNG
잠재력을	잠재력/NNG+을/JKO
부인할	부인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
만큼	만큼/NNB
신규로	신규/NNG+로/JKB
중국펀드에	중국/NNP+펀드/NNG+에/JKB
들어가려는	들어가/VV+려는/ETM
투자자라면	투자자/NNG+이/VCP+라면/EC
내후년	내후년/NNG
이후까지	이후/NNG+까지/JX
바라보고	바라보/VV+고/EC
적립식으로	적립식/NNG+으로/JKB
장기	장기/NNG
투자하는	투자/NNG+하/XSV+는/ETM
것이	것/NNB+이/JKS
바람직하다고	바람직하/VA+다고/EC
조언한다.	조언/NNG+하/XSV+ㄴ다/EF+./SF


