# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000049.325
metadata : {}


# id : NWRW1800000049.325.1.1
靑 “구조조정 위해 선별적 양적완화”

靑	靑/SH
이날 청와대 고위 관계자는 “일본의 양적완화는 금리가 더이상 낮아질 수 없는 상황에서 무차별적으로 하는 ‘묻지마 식’이지만 우리가 하는 것은 특수한 목적을 가지고 구조조정이라는 ‘필요’에 의한 선별적 양적완화”라고 설명했다.

이날	이날/NNG
청와대	청와대/NNP
고위	고위/NNG
관계자는	관계자/NNG+는/JX
“일본의	“/SS+일본/NNP+의/JKG
양적완화는	양/NNG+적/XSN+완화/NNG+는/JX
금리가	금리/NNG+가/JKS
더이상	더/MAG+이상/NNG
낮아질	낮/VA+아/EC+지/VX+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
상황에서	상황/NNG+에서/JKB
무차별적으로	무/XPN+차별/NNG+적/XSN+으로/JKB
하는	하/VV+는/ETM
‘묻지마	‘/SS+묻/VV+지/EC+말/VX+아/EF
식’이지만	식/NNB+’/SS+이/VCP+지만/EC
우리가	우리/NP+가/JKS
것은	것/NNB+은/JX
특수한	특수/NNG+하/XSA+ㄴ/ETM
목적을	목적/NNG+을/JKO
가지고	가지/VV+고/EC
구조조정이라는	구조/NNG+조정/NNG+이/VCP+라는/ETM
‘필요’에	‘/SS+필요/NNG+’/SS+에/JKB
의한	의하/VV+ㄴ/ETM
선별적	선별/NNG+적/XSN
양적완화”라고	양/NNG+적/XSN+완화/NNG+”/SS+라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.325.6.1
양적완화의 방식에 대해서는 “한국은행이 산업은행 채권을 인수하거나 한은이 직접 (국책은행에) 출자할 수도 있다.

양적완화의	양/NNG+적/XSN+완화/NNG+의/JKG
방식에	방식/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
“한국은행이	“/SS+한국은행/NNP+이/JKS
산업은행	산업은행/NNP
채권을	채권/NNG+을/JKO
인수하거나	인수/NNG+하/XSV+거나/EC
한은이	한은/NNP+이/JKS
직접	직접/MAG
(국책은행에)	(/SS+국책/NNG+은행/NNG+에/JKB+)/SS
출자할	출자/NNG+하/XSV+ㄹ/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000049.325.6.2
결국 둘 다 돈을 푸는 것”이라고 말했다.

결국	결국/MAG
둘	둘/NR
다	다/MAG
돈을	돈/NNG+을/JKO
푸는	풀/VV+는/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.325.7.1
현재 한은법상 한은은 수출입은행에 직접 출자가 가능하며 현재 수은의 지분 13.1%를 보유한 2대 주주다.

현재	현재/MAG
한은법상	한은법/NNG+상/XSN
한은은	한은/NNP+은/JX
수출입은행에	수출입은행/NNP+에/JKB
직접	직접/MAG
출자가	출자/NNG+가/JKS
가능하며	가능/NNG+하/XSA+며/EC
수은의	수은/NNP+의/JKG
지분	지분/NNG
13.1%를	13/SN+./SP+1/SN+%/SW+를/JKO
보유한	보유/NNG+하/XSV+ㄴ/ETM
2대	2/SN+대/NNG
주주다.	주주/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.325.7.2
다만 한은법상 한은이 산은의 채권을 인수하거나 직접 출자하는 것은 금지돼 있어 실제 출자가 이뤄지려면 법 개정이 필요하다.

다만	다만/MAG
한은법상	한은법/NNG+상/XSN
한은이	한은/NNP+이/JKS
산은의	산은/NNP+의/JKG
채권을	채권/NNG+을/JKO
인수하거나	인수/NNG+하/XSV+거나/EC
직접	직접/MAG
출자하는	출자/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
금지돼	금지/NNG+되/XSV+어/EC
있어	있/VX+어/EC
실제	실제/NNG
출자가	출자/NNG+가/JKS
이뤄지려면	이뤄지/VV+려면/EC
법	법/NNG
개정이	개정/NNG+이/JKS
필요하다.	필요/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000049.325.8.1
청와대 관계자는 “(구조조정 재원 마련은) 재정으로도 가능하지만 예산에 반영하려면 다음 해 예산에 하든지 추경을 하든지 해야 하기 때문에 한국은행이 하는 게 가장 빠르다”며 “야당도 한은법 개정에 대해 협조해 줄 것으로 기대하고 있다”고 말했다.

청와대	청와대/NNP
관계자는	관계자/NNG+는/JX
“(구조조정	“/SS+(/SS+구조/NNG+조정/NNG
재원	재원/NNG
마련은)	마련/NNG+은/JX+)/SS
재정으로도	재정/NNG+으로/JKB+도/JX
가능하지만	가능/NNG+하/XSA+지만/EC
예산에	예산/NNG+에/JKB
반영하려면	반영/NNG+하/XSV+려면/EC
다음	다음/NNG
해	해/NNG
하든지	하/VV+든지/EC
추경을	추경/NNG+을/JKO
해야	하/VV+아야/EC
하기	하/VX+기/ETN
때문에	때문/NNB+에/JKB
한국은행이	한국은행/NNP+이/JKS
하는	하/VV+는/ETM
게	거/NNB+이/JKS
가장	가장/MAG
빠르다”며	빠르/VA+다/EF+”/SS+며/EC
“야당도	“/SS+야당/NNG+도/JX
한은법	한은법/NNG
개정에	개정/NNG+에/JKB
대해	대하/VV+아/EC
협조해	협조/NNG+하/XSV+아/EC
줄	주/VX+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대하고	기대/NNG+하/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.325.8.2
한은 관계자는 양적완화 논의에 대해 “한은이 기업 구조조정 과정에 어떤 역할을 할 수 있는지 검토해 보겠다”고 밝혔다.

한은	한은/NNP
관계자는	관계자/NNG+는/JX
양적완화	양/NNG+적/XSN+완화/NNG
논의에	논의/NNG+에/JKB
대해	대하/VV+아/EC
“한은이	“/SS+한은/NNP+이/JKS
기업	기업/NNG
구조조정	구조/NNG+조정/NNG
과정에	과정/NNG+에/JKB
어떤	어떤/MMD
역할을	역할/NNG+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있는지	있/VA+는지/EF
검토해	검토/NNG+하/XSV+아/EC
보겠다”고	보/VX+겠/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000049.325.9.1
산은 등 국책은행들은 한은의 출자에 대해 환영하는 분위기다.

산은	산은/NNP
등	등/NNB
국책은행들은	국책/NNG+은행/NNG+들/XSN+은/JX
한은의	한은/NNP+의/JKG
출자에	출자/NNG+에/JKB
대해	대하/VV+아/EC
환영하는	환영/NNG+하/XSV+는/ETM
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.325.9.2
산은 관계자는 “산은채는 이미 시장에서 대부분 소화되고 있기 때문에 굳이 한은이 나서서 투자할 필요성이 없다”며 “하지만 출자를 통해 자본 확충을 해준다면 향후 진행될 구조조정을 대비하는 데 도움이 될 것”이라고 말했다.

산은	산은/NNP
관계자는	관계자/NNG+는/JX
“산은채는	“/SS+산은채/NNG+는/JX
이미	이미/MAG
시장에서	시장/NNG+에서/JKB
대부분	대/XPN+부분/NNG
소화되고	소화/NNG+되/XSV+고/EC
있기	있/VX+기/ETN
때문에	때문/NNB+에/JKB
굳이	굳이/MAG
한은이	한은/NNP+이/JKS
나서서	나서/VV+어서/EC
투자할	투자/NNG+하/XSV+ㄹ/ETM
필요성이	필요/NNG+성/XSN+이/JKS
없다”며	없/VA+다/EF+”/SS+며/EC
“하지만	“/SS+하지만/MAJ
출자를	출자/NNG+를/JKO
통해	통하/VV+아/EC
자본	자본/NNG
확충을	확충/NNG+을/JKO
해준다면	하/VV+아/EC+주/VX+ㄴ다면/EC
향후	향후/NNG
진행될	진행/NNG+되/XSV+ㄹ/ETM
구조조정을	구조/NNG+조정/NNG+을/JKO
대비하는	대비/NNG+하/XSV+는/ETM
데	데/NNB
도움이	도움/NNG+이/JKC
될	되/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000049.325.10.1
총선 전 새누리당 강봉균 공동선거대책위원장이 제안한 한국판 양적완화는 한은이 산은 채권과 주택담보대출증권(MBS)을 직접 인수해 기업 구조조정을 지원하자는 구상이다.

총선	총선/NNG
전	전/NNG
새누리당	새누리당/NNP
강봉균	강봉균/NNP
공동선거대책위원장이	공동/NNG+선거/NNG+대책/NNG+위원장/NNG+이/JKS
제안한	제안/NNG+하/XSV+ㄴ/ETM
한국판	한국판/NNG
양적완화는	양/NNG+적/XSN+완화/NNG+는/JX
한은이	한은/NNP+이/JKS
산은	산은/NNP
채권과	채권/NNG+과/JC
주택담보대출증권(MBS)을	주택/NNG+담보/NNG+대출/NNG+증권/NNG+(/SS+MBS/SL+)/SS+을/JKO
직접	직접/MAG
인수해	인수/NNG+하/XSV+아/EC
기업	기업/NNG
구조조정을	구조/NNG+조정/NNG+을/JKO
지원하자는	지원/NNG+하/XSV+자는/ETM
구상이다.	구상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000049.325.11.1
한편 공정거래위원회는 박 대통령이 대기업집단 지정 기준(자산 5조 원 이상)을 바꿔야 한다고 언급한 것과 관련해 “현실에 맞게 개선하겠다”고 밝혔다.

한편	한편/MAG
공정거래위원회는	공정/NNG+거래/NNG+위원회/NNG+는/JX
박	박/NNP
대통령이	대통령/NNG+이/JKS
대기업집단	대/XPN+기업/NNG+집단/NNG
지정	지정/NNG
기준(자산	기준/NNG+(/SS+자산/NNG
5조	5/SN+조/NR
원	원/NNB
이상)을	이상/NNG+)/SS+을/JKO
바꿔야	바꾸/VV+어야/EC
한다고	하/VX+ㄴ다고/EC
언급한	언급/NNG+하/XSV+ㄴ/ETM
것과	것/NNB+과/JKB
관련해	관련/NNG+하/XSV+아/EC
“현실에	“/SS+현실/NNG+에/JKB
맞게	맞/VV+게/EC
개선하겠다”고	개선/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


