# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000037.352
metadata : {}


# id : NWRW1800000037.352.1.1
朴대통령 “인사검증 상시체제로 바꾸겠다”

朴대통령	朴/SH+대통령/NNG
저	저/NP
자신도	자신/NNG+도/JX
참	참/MAG
실망했다”며	실망/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
“앞으로	“/SS+앞/NNG+으로/JKB
인사위원회를	인사/NNG+위원회/NNG+를/JKO
통해	통하/VV+아/EC
좀	좀/MAG
더	더/MAG
다면적이고	다면/NNG+적/XSN+이/VCP+고/EC
철저하게	철저/NNG+하/XSA+게/EC
검증하고	검증/NNG+하/XSV+고/EC
제도적으로	제도/NNG+적/XSN+으로/JKB
(인사	(/SS+인사/NNG
시스템을)	시스템/NNG+을/JKO+)/SS
보완하겠다.	보완/NNG+하/XSV+겠/EP+다/EF+./SF


# id : NWRW1800000037.352.3.2
인사 자료도 차곡차곡 쌓으면서 상시적으로 항상 하는 체제로 바꿔 나가고 있다”고 밝혔다.

인사	인사/NNG
자료도	자료/NNG+도/JX
차곡차곡	차곡차곡/MAG
쌓으면서	쌓/VV+으면서/EC
상시적으로	상시/NNG+적/XSN+으로/JKB
항상	항상/MAG
하는	하/VV+는/ETM
체제로	체제/NNG+로/JKB
바꿔	바꾸/VV+어/EC
나가고	나가/VX+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.352.4.1
박 대통령은 이날 동아일보와 채널A 등 44개 중앙언론사 정치부장을 청와대로 초청해 연 만찬에서 “열 길 물속은 알아도 한 길 사람 속은 모른다는 그런 말이 괜히 있는 게 아니라는 생각을 많이 했다”며 이같이 말했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
이날	이날/NNG
동아일보와	동아일보/NNP+와/JC
채널A	채널A/NNP
등	등/NNB
44개	44/SN+개/NNB
중앙언론사	중앙/NNG+언론사/NNG
정치부장을	정치부장/NNG+을/JKO
청와대로	청와대/NNP+로/JKB
초청해	초청/NNG+하/XSV+아/EC
연	열/VV+ㄴ/ETM
만찬에서	만찬/NNG+에서/JKB
“열	“/SS+열/NR
길	길/NNG
물속은	물속/NNG+은/JX
알아도	알/VV+아도/EC
한	한/MMN
사람	사람/NNG
속은	속/NNG+은/JX
모른다는	모르/VV+ㄴ다는/ETM
그런	그런/MMD
말이	말/NNG+이/JKS
괜히	괜히/MAG
있는	있/VA+는/ETM
게	거/NNB+이/JKC
아니라는	아니/VCN+라는/ETM
생각을	생각/NNG+을/JKO
많이	많이/MAG
했다”며	하/VV+았/EP+다/EF+”/SS+며/EC
이같이	이/NP+같이/JKB
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.352.4.2
방미 기간 중인 10일 경질된 윤 전 대변인은 이날 직권면직 처리돼 공무원 신분이 박탈됐다.

방미	방미/NNG
기간	기간/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
10일	10/SN+일/NNB
경질된	경질/NNG+되/XSV+ㄴ/ETM
윤	윤/NNP
전	전/MMD
대변인은	대변인/NNG+은/JX
이날	이날/NNG
직권면직	직권/NNG+면직/NNG
처리돼	처리/NNG+되/XSV+어/EC
공무원	공무원/NNG
신분이	신분/NNG+이/JKS
박탈됐다.	박탈/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000037.352.5.1
박 대통령은 이남기 대통령홍보수석비서관의 사의 수용 여부에 대해 “지난번 수석비서관회의에서 밝혔듯 이런 문제가 생기면 관련 수석이 전부 책임져야 되고, (이번에도) 거기에 따라서 할 것”이라며 “(윤 전 대변인의 성추행 의혹 사건에 대해) 미국에 수사 의뢰를 했고 가능한 한 빨리 결과가 나왔으면 좋겠다.

박	박/NNP
대통령은	대통령/NNG+은/JX
이남기	이남기/NNP
대통령홍보수석비서관의	대통령/NNG+홍보/NNG+수석/NNG+비서관/NNG+의/JKG
사의	사의/NNG
수용	수용/NNG
여부에	여부/NNG+에/JKB
대해	대하/VV+아/EC
“지난번	“/SS+지난번/NNG
수석비서관회의에서	수석/NNG+비서관/NNG+회의/NNG+에서/JKB
밝혔듯	밝히/VV+었/EP+듯/EC
이런	이런/MMD
문제가	문제/NNG+가/JKS
생기면	생기/VV+면/EC
관련	관련/NNG
수석이	수석/NNG+이/JKS
전부	전부/MAG
책임져야	책임지/VV+어야/EC
되고,	되/VV+고/EC+,/SP
(이번에도)	(/SS+이번/NNG+에/JKB+도/JX+)/SS
거기에	거기/NP+에/JKB
따라서	따르/VV+아서/EC
할	하/VV+ㄹ/ETM
것”이라며	것/NNB+”/SS+이/VCP+라며/EC
“(윤	“/SS+(/SS+윤/NNP
전	전/MMD
대변인의	대변인/NNG+의/JKG
성추행	성추행/NNG
의혹	의혹/NNG
사건에	사건/NNG+에/JKB
대해)	대하/VV+아/EC+)/SS
미국에	미국/NNP+에/JKB
수사	수사/NNG
의뢰를	의뢰/NNG+를/JKO
했고	하/VV+았/EP+고/EC
가능한	가능/NNG+하/XSA+ㄴ/ETM
한	한/NNG
빨리	빨리/MAG
결과가	결과/NNG+가/JKS
나왔으면	나오/VV+았/EP+으면/EC
좋겠다.	좋/VA+겠/EP+다/EF+./SF


# id : NWRW1800000037.352.5.2
(결과가) 나오는 것을 봐서 추가 조치가 필요하면 하도록 하겠다”고 말했다.

(결과가)	(/SS+결과/NNG+가/JKS+)/SS
나오는	나오/VV+는/ETM
것을	것/NNB+을/JKO
봐서	보/VV+아서/EC
추가	추가/NNG
조치가	조치/NNG+가/JKS
필요하면	필요/NNG+하/XSA+면/EC
하도록	하/VV+도록/EC
하겠다”고	하/VX+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.352.5.3
이어 6월 중 법무부와 여성가족부, 경찰청 등이 공동으로 성폭력 방지 대책을 발표할 예정이라는 계획도 밝혔다.

이어	이어/MAG
6월	6/SN+월/NNB
중	중/NNB
법무부와	법무부/NNG+와/JC
여성가족부,	여성/NNG+가족부/NNG+,/SP
경찰청	경찰청/NNG
등이	등/NNB+이/JKS
공동으로	공동/NNG+으로/JKB
성폭력	성폭력/NNG
방지	방지/NNG
대책을	대책/NNG+을/JKO
발표할	발표/NNG+하/XSV+ㄹ/ETM
예정이라는	예정/NNG+이/VCP+라는/ETM
계획도	계획/NNG+도/JX
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000037.352.6.1
박 대통령은 미 의회 상·하원 합동회의 연설에서 처음 밝힌 비무장지대(DMZ) 세계평화공원 조성 구상과 관련해 “(지금까지) 개성공단 등 남북이 뭘 해 보려고 해도 꽉 막히고 꼬였다”며 “(이제는) 남북이 하는 것을 넘어서 국제사회가 같이 참여해 남북문제를 풀면서 힘을 합하는 것도 하나의 좋은 방법이 아니겠느냐”고 말했다.

박	박/NNP
대통령은	대통령/NNG+은/JX
미	미/NNP
의회	의회/NNG
상·하원	상·하원/NNG
합동회의	합동/NNG+회의/NNG
연설에서	연설/NNG+에서/JKB
처음	처음/NNG
밝힌	밝히/VV+ㄴ/ETM
비무장지대(DMZ)	비/XPN+무장/NNG+지대/NNG+(/SS+DMZ/SL+)/SS
세계평화공원	세계평화공원/NNP
조성	조성/NNG
구상과	구상/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
“(지금까지)	“/SS+(/SS+지금/NNG+까지/JX+)/SS
개성공단	개성공단/NNP
등	등/NNB
남북이	남북/NNP+이/JKS
뭘	뭐/NP+ㄹ/JKO
해	하/VV+아/EC
보려고	보/VX+려고/EC
해도	하/VV+아도/EC
꽉	꽉/MAG
막히고	막히/VV+고/EC
꼬였다”며	꼬이/VV+었/EP+다/EF+”/SS+며/EC
“(이제는)	“/SS+(/SS+이제/NNG+는/JX+)/SS
하는	하/VV+는/ETM
것을	것/NNB+을/JKO
넘어서	넘/VV+어서/EC
국제사회가	국제/NNG+사회/NNG+가/JKS
같이	같이/MAG
참여해	참여/NNG+하/XSV+아/EC
남북문제를	남북문제/NNG+를/JKO
풀면서	풀/VV+면서/EC
힘을	힘/NNG+을/JKO
합하는	합/NNG+하/XSV+는/ETM
것도	것/NNB+도/JX
하나의	하나/NR+의/JKG
좋은	좋/VA+은/ETM
방법이	방법/NNG+이/JKC
아니겠느냐”고	아니/VCN+겠/EP+느냐/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000037.352.6.2
세계평화공원 조성에 유엔과 미국의 동참을 추진하겠다는 의미다.

세계평화공원	세계평화공원/NNP
조성에	조성/NNG+에/JKB
유엔과	유엔/NNP+과/JC
미국의	미국/NNP+의/JKG
동참을	동참/NNG+을/JKO
추진하겠다는	추진/NNG+하/XSV+겠/EP+다는/ETM
의미다.	의미/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000037.352.7.1
또 “전쟁이 나면 수단 방법 안 가리고 이겨야겠지만 최대의 전략은 전쟁을 치르지 않고 이기는 것”이라면서 “북한이 어떻게 하는 것을 믿는 게 아니다.

또	또/MAG
“전쟁이	“/SS+전쟁/NNG+이/JKS
나면	나/VV+면/EC
수단	수단/NNG
방법	방법/NNG
안	안/MAG
가리고	가리/VV+고/EC
이겨야겠지만	이기/VV+어야/EC+하/VX+겠/EP+지만/EC
최대의	최대/NNG+의/JKG
전략은	전략/NNG+은/JX
전쟁을	전쟁/NNG+을/JKO
치르지	치르/VV+지/EC
않고	않/VX+고/EC
이기는	이기/VV+는/ETM
것”이라면서	것/NNB+”/SS+이/VCP+라면서/EC
“북한이	“/SS+북한/NNP+이/JKS
어떻게	어떻/VA+게/EC
하는	하/VV+는/ETM
것을	것/NNB+을/JKO
믿는	믿/VV+는/ETM
게	거/NNB+이/JKC
아니다.	아니/VCN+다/EF+./SF


# id : NWRW1800000037.352.7.2
우리의 안보 태세와 미국을 비롯한 국제사회와의 공조 등에 바탕을 둔 확고한 억지력을 믿는 것이다”라고 강조했다.

우리의	우리/NP+의/JKG
안보	안보/NNG
태세와	태세/NNG+와/JC
미국을	미국/NNP+을/JKO
비롯한	비롯하/VV+ㄴ/ETM
국제사회와의	국제/NNG+사회/NNG+와/JKB+의/JKG
공조	공조/NNG
등에	등/NNB+에/JKB
바탕을	바탕/NNG+을/JKO
둔	두/VV+ㄴ/ETM
확고한	확고하/VA+ㄴ/ETM
억지력을	억지력/NNG+을/JKO
믿는	믿/VV+는/ETM
것이다”라고	것/NNB+이/VCP+다/EF+”/SS+라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


