# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.352
metadata : {}


# id : NWRW1800000030.352.1.1
[호남] 올 광주·전남 경제는 '상승세' 전망

[호남]	[/SS+호남/NNP+]/SS
자동차	자동차/NNG
부문의	부문/NNG+의/JKG
경우	경우/NNG
기아자동차	기아자동차/NNP
광주공장이	광주/NNP+공장/NNG+이/JKS
연간	연간/NNG
50만대	50/SN+만/NR+대/NNB
생산체제를	생산/NNG+체제/NNG+를/JKO
지난	지나/VV+ㄴ/ETM
해	해/NNG
구축,	구축/NNG+,/SP
내수와	내수/NNG+와/JC
수출	수출/NNG
호조로	호조/NNG+로/JKB
꾸준하게	꾸준하/VA+게/EC
증가세를	증가세/NNG+를/JKO
이어갈	잇/VV+어/EC+가/VX+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.352.6.1
가전 부문은 삼성전자 광주공장에서 세탁기와 청소기 등 생산을 일부 감축하고, 멕시코와 베트남 등 해외공장에서 생산할 계획이어서 증가세가 둔화할 것으로 내다보았다.

가전	가전/NNG
부문은	부문/NNG+은/JX
삼성전자	삼성전자/NNP
광주공장에서	광주/NNP+공장/NNG+에서/JKB
세탁기와	세탁기/NNG+와/JC
청소기	청소기/NNG
등	등/NNB
생산을	생산/NNG+을/JKO
일부	일부/NNG
감축하고,	감축/NNG+하/XSV+고/EC+,/SP
멕시코와	멕시코/NNP+와/JC
베트남	베트남/NNP
해외공장에서	해외/NNG+공장/NNG+에서/JKB
생산할	생산/NNG+하/XSV+ㄹ/ETM
계획이어서	계획/NNG+이/VCP+어서/EC
증가세가	증가세/NNG+가/JKS
둔화할	둔화/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
내다보았다.	내다보/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.7.1
타이어는 북미지역 수출 호조에 따라 소폭 증가하고, 스마트폰과 태블릿PC 등 수요를 중심으로 반도체 부문은 증가세를 유지할 것으로 예상했다.

타이어는	타이어/NNG+는/JX
북미지역	북미지역/NNP
수출	수출/NNG
호조에	호조/NNG+에/JKB
따라	따르/VV+아/EC
소폭	소폭/NNG
증가하고,	증가/NNG+하/XSV+고/EC+,/SP
스마트폰과	스마트폰/NNG+과/JC
태블릿PC	태블릿/NNG+PC/SL
등	등/NNB
수요를	수요/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
반도체	반도체/NNG
부문은	부문/NNG+은/JX
증가세를	증가세/NNG+를/JKO
유지할	유지/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상했다.	예상/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.8.1
석유화학은 중국, 인도 등 신흥시장국의 수요 등에 따라 증가세가 확대된다.

석유화학은	석유/NNG+화학/NNG+은/JX
중국,	중국/NNP+,/SP
인도	인도/NNP
등	등/NNB
신흥시장국의	신흥/NNG+시장국/NNG+의/JKG
수요	수요/NNG
등에	등/NNB+에/JKB
따라	따르/VV+아/EC
증가세가	증가세/NNG+가/JKS
확대된다.	확대/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.352.8.2
철강은 포스코 광양제철소의 생산능력(연산 200만t)이 확대된 가운데 국제적 공급 과잉에 따라 증가 폭은 제한될 것으로 보였다.

철강은	철강/NNG+은/JX
포스코	포스코/NNP
광양제철소의	광양제철소/NNP+의/JKG
생산능력(연산	생산/NNG+능력/NNG+(/SS+연산/NNG
200만t)이	200/SN+만/NR+t/SW+)/SS+이/JKS
확대된	확대/NNG+되/XSV+ㄴ/ETM
가운데	가운데/NNG
국제적	국제/NNG+적/XSN
공급	공급/NNG
과잉에	과잉/NNG+에/JKB
따라	따르/VV+아/EC
증가	증가/NNG
폭은	폭/NNG+은/JX
제한될	제한/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.352.8.3
조선은 수주 잔량 축소로 중소형 조선사를 중심으로 감소하고, 신규 수주는 완만하게 증가할 것이라고 했다.

조선은	조선/NNG+은/JX
수주	수주/NNG
잔량	잔량/NNG
축소로	축소/NNG+로/JKB
중소형	중소형/NNG
조선사를	조선사/NNG+를/JKO
중심으로	중심/NNG+으로/JKB
감소하고,	감소/NNG+하/XSV+고/EC+,/SP
신규	신규/NNG
수주는	수주/NNG+는/JX
완만하게	완만하/VA+게/EC
증가할	증가/NNG+하/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.9.1
건설 부문은 정부의 사회간접자본(SOC) 예산 축소, 건설업계 구조조정 지속 등으로 계속 부진할 것으로 내다보았다.

건설	건설/NNG
부문은	부문/NNG+은/JX
정부의	정부/NNG+의/JKG
사회간접자본(SOC)	사회/NNG+간접/NNG+자본/NNG+(/SS+SOC/SL+)/SS
예산	예산/NNG
축소,	축소/NNG+,/SP
건설업계	건설업/NNG+계/XSN
구조조정	구조/NNG+조정/NNG
지속	지속/NNG
등으로	등/NNB+으로/JKB
계속	계속/MAG
부진할	부진/NNG+하/XSA+ㄹ/ETM
것으로	것/NNB+으로/JKB
내다보았다.	내다보/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.9.2
민간 부문의 신규 주택 공급은 저조할 것이라고 했다.

민간	민간/NNG
부문의	부문/NNG+의/JKG
신규	신규/NNG
주택	주택/NNG
공급은	공급/NNG+은/JX
저조할	저조/NNG+하/XSA+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.9.3
여수엑스포 기반공사, 나주공동혁신도시에 입주하는 기관의 청사 공사 등에 따라 지난해에 비해선 다소 나아질 것으로 보았다.

여수엑스포	여수/NNP+엑스포/NNG
기반공사,	기반/NNG+공사/NNG+,/SP
나주공동혁신도시에	나주공동혁신도시/NNP+에/JKB
입주하는	입주/NNG+하/XSV+는/ETM
기관의	기관/NNG+의/JKG
청사	청사/NNG
공사	공사/NNG
등에	등/NNB+에/JKB
따라	따르/VV+아/EC
지난해에	지난해/NNG+에/JKB
비해선	비/NNG+하/XSV+아서/EC+ㄴ/JX
다소	다소/MAG
나아질	나아지/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보았다.	보/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.10.1
고용은 경기 회복에 따른 고용 확대 압력, 영세 소매업자에 대한 보호조치 등으로 민간 부문을 중심으로 점차 개선될 것으로 예상했다.

고용은	고용/NNG+은/JX
경기	경기/NNG
회복에	회복/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
고용	고용/NNG
확대	확대/NNG
압력,	압력/NNG+,/SP
영세	영세/NNG
소매업자에	소매업자/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
보호조치	보호/NNG+조치/NNG
등으로	등/NNB+으로/JKB
민간	민간/NNG
부문을	부문/NNG+을/JKO
중심으로	중심/NNG+으로/JKB
점차	점차/MAG
개선될	개선/NNG+되/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
예상했다.	예상/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.10.2
소비도 고용개선과 임금 상승 등으로 여유 소득이 늘고 소비 심리도 좋아지면서 회복세를 지속할 전망이다.

소비도	소비/NNG+도/JX
고용개선과	고용/NNG+개선/NNG+과/JC
임금	임금/NNG
상승	상승/NNG
등으로	등/NNB+으로/JKB
여유	여유/NNG
소득이	소득/NNG+이/JKS
늘고	늘/VV+고/EC
소비	소비/NNG
심리도	심리/NNG+도/JX
좋아지면서	좋/VA+아/EC+지/VX+면서/EC
회복세를	회복세/NNG+를/JKO
지속할	지속/NNG+하/XSV+ㄹ/ETM
전망이다.	전망/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.352.11.1
소비자물가의 경우 경기 상승세, 원자재가격, 임금, 집세 등이 상승함에 따라 인플레이션 압력이 높아지겠다고 전망했다.

소비자물가의	소비자/NNG+물가/NNG+의/JKG
경우	경우/NNG
경기	경기/NNG
상승세,	상승세/NNG+,/SP
원자재가격,	원자재/NNG+가격/NNG+,/SP
임금,	임금/NNG+,/SP
집세	집세/NNG
등이	등/NNB+이/JKS
상승함에	상승/NNG+하/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
인플레이션	인플레이션/NNG
압력이	압력/NNG+이/JKS
높아지겠다고	높아지/VV+겠/EP+다고/EC
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.352.12.1
한국은행 광주전남본부는 "올 경제 전망에는 남북관계 악화 등 지정학적 위험, 유로지역 재정문제, 중국 물가 불안, 미국의 통화정책 방향 등으로 상당한 불확실성이 있다는 점에 유의해야 한다"고 말했다.

한국은행	한국은행/NNP
광주전남본부는	광주/NNP+전남/NNP+본부/NNG+는/JX
"올	"/SS+올/NNG
경제	경제/NNG
전망에는	전망/NNG+에/JKB+는/JX
남북관계	남북/NNP+관계/NNG
악화	악화/NNG
등	등/NNB
지정학적	지정학/NNG+적/XSN
위험,	위험/NNG+,/SP
유로지역	유로/NNG+지역/NNG
재정문제,	재정/NNG+문제/NNG+,/SP
중국	중국/NNP
물가	물가/NNG
불안,	불안/NNG+,/SP
미국의	미국/NNP+의/JKG
통화정책	통화/NNG+정책/NNG
방향	방향/NNG
등으로	등/NNB+으로/JKB
상당한	상당/NNG+하/XSA+ㄴ/ETM
불확실성이	불확실/NNG+성/XSN+이/JKS
있다는	있/VA+다는/ETM
점에	점/NNG+에/JKB
유의해야	유의/NNG+하/XSV+아야/EC
한다"고	하/VX+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


