# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.107
metadata : {}


# id : NWRW1800000045.107.1.1
[2016 대학가는 길]모집단위 분산, 학과선택의 폭 넓혀

[2016	[/SS+2016/SN
일반전형에서 인문계열은 국어B, 수학A, 영어, 탐구(사회 또는 과학 2과목)를 반영하고, 자연계열1은 국어A, 수학B, 영어, 과탐(2과목)을 반영한다.

일반전형에서	일반/NNG+전형/NNG+에서/JKB
인문계열은	인문/NNG+계열/NNG+은/JX
국어B,	국어/NNG+B/SL+,/SP
수학A,	수학/NNG+A/SL+,/SP
영어,	영어/NNP+,/SP
탐구(사회	탐구/NNG+(/SS+사회/NNG
또는	또는/MAG
과학	과학/NNG
2과목)를	2/SN+과목/NNG+)/SS+를/JKO
반영하고,	반영/NNG+하/XSV+고/EC+,/SP
자연계열1은	자연/NNG+계열/NNG+1/SN+은/JX
국어A,	국어/NNG+A/SL+,/SP
수학B,	수학/NNG+B/SL+,/SP
과탐(2과목)을	과탐/NNG+(/SS+2/SN+과목/NNG+)/SS+을/JKO
반영한다.	반영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000045.107.6.2
자연계열2는 국어(A·B), 수학(A·B), 영어, 탐구(사회 또는 과학 2과목)를 반영하고, 수학B와 과탐에 각각 표준점수 10%, 백분위 5%를 가산점(해당 과목)으로 준다.

자연계열2는	자연/NNG+계열/NNG+2/SN+는/JX
국어(A·B),	국어/NNG+(/SS+A/SL+·/SP+B/SL+)/SS+,/SP
수학(A·B),	수학/NNG+(/SS+A/SL+·/SP+B/SL+)/SS+,/SP
영어,	영어/NNP+,/SP
탐구(사회	탐구/NNG+(/SS+사회/NNG
또는	또는/MAG
과학	과학/NNG
2과목)를	2/SN+과목/NNG+)/SS+를/JKO
반영하고,	반영/NNG+하/XSV+고/EC+,/SP
수학B와	수학/NNG+B/SL+와/JC
과탐에	과탐/NNG+에/JKB
각각	각각/MAG
표준점수	표준/NNG+점수/NNG
10%,	10/SN+%/SW+,/SP
백분위	백분위/NNG
5%를	5/SN+%/SW+를/JKO
가산점(해당	가산점/NNG+(/SS+해당/NNG
과목)으로	과목/NNG+)/SS+으로/JKB
준다.	주/VV+ㄴ다/EF+./SF


# id : NWRW1800000045.107.7.1
숭실대는 정시에서 교차지원을 대폭 허용하고 있다.

숭실대는	숭실대/NNP+는/JX
정시에서	정시/NNG+에서/JKB
교차지원을	교차/NNG+지원/NNG+을/JKO
대폭	대폭/MAG
허용하고	허용/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000045.107.7.2
지난해 교차지원이 가능했던 자연계열2는 정보통계보험수리학과, 산업정보시스템공학과, 건축학부, 컴퓨터학부, 글로벌미디어학부, 소프트웨어학부, 스마트시스템소프트웨어학과로 7개 학과(부)였으나 올해 전자정보공학부(IT융합전공)가 추가돼 8개 학과(부)로 늘어났다.

지난해	지난해/NNG
교차지원이	교차/NNG+지원/NNG+이/JKS
가능했던	가능/NNG+하/XSA+았/EP+던/ETM
자연계열2는	자연/NNG+계열/NNG+2/SN+는/JX
정보통계보험수리학과,	정보/NNG+통계/NNG+보험/NNG+수리학/NNG+과/NNG+,/SP
산업정보시스템공학과,	산업/NNG+정보/NNG+시스템/NNG+공학과/NNG+,/SP
건축학부,	건축학부/NNG+,/SP
컴퓨터학부,	컴퓨터학부/NNG+,/SP
글로벌미디어학부,	글로벌미디어/NNG+학부/NNG+,/SP
소프트웨어학부,	소프트웨어/NNG+학부/NNG+,/SP
스마트시스템소프트웨어학과로	스마트시스템소프트웨어/NNG+학과/NNG+로/JKB
7개	7/SN+개/NNB
학과(부)였으나	학과/NNG+(/SS+부/NNG+)/SS+이/VCP+었/EP+으나/EC
올해	올해/NNG
전자정보공학부(IT융합전공)가	전자/NNG+정보/NNG+공학부/NNG+(/SS+IT/SL+융합/NNG+전공/NNG+)/SS+가/JKS
추가돼	추가/NNG+되/XSV+어/EC
8개	8/SN+개/NNB
학과(부)로	학과/NNG+(/SS+부/NNG+)/SS+로/JKB
늘어났다.	늘어나/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.107.8.1
수능 반영 영역과 비율은 계열마다 다르다.

수능	수능/NNG
반영	반영/NNG
영역과	영역/NNG+과/JC
비율은	비율/NNG+은/JX
계열마다	계열/NNG+마다/JX
다르다.	다르/VA+다/EF+./SF


# id : NWRW1800000045.107.8.2
△인문계열은 국어B 35%, 수학A 15%, 영어 35%, 탐구(사탐/과탐) 15% △경상계열은 국어B 15%, 수학A 35%, 영어 35%, 탐구(사탐/과탐) 15% △자연계열1은 국어A 15%, 수학B 35%, 영어 25%, 과탐 25%를 반영한다.

△인문계열은	△/SW+인문/NNG+계열/NNG+은/JX
국어B	국어/NNG+B/SL
35%,	35/SN+%/SW+,/SP
수학A	수학/NNG+A/SL
15%,	15/SN+%/SW+,/SP
영어	영어/NNP
탐구(사탐/과탐)	탐구/NNG+(/SS+사탐/NNG+//SP+과탐/NNG+)/SS
15%	15/SN+%/SW
△경상계열은	△/SW+경상/NNG+계열/NNG+은/JX
△자연계열1은	△/SW+자연/NNG+계열/NNG+1/SN+은/JX
국어A	국어/NNG+A/SL
수학B	수학/NNG+B/SL
25%,	25/SN+%/SW+,/SP
과탐	과탐/NNG
25%를	25/SN+%/SW+를/JKO
반영한다.	반영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000045.107.8.3
인문계열 수험생이 국어보다 수학 성적이 상대적으로 좋은 경우 경상계열이 유리하다.

인문계열	인문/NNG+계열/NNG
수험생이	수험/NNG+생/XSN+이/JKS
국어보다	국어/NNG+보다/JKB
수학	수학/NNG
성적이	성적/NNG+이/JKS
상대적으로	상대/NNG+적/XSN+으로/JKB
좋은	좋/VA+은/ETM
경우	경우/NNG
경상계열이	경상/NNG+계열/NNG+이/JKS
유리하다.	유리/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000045.107.9.1
예술창작학부의 전형 방법 변경도 주목해야 할 부분이다.

예술창작학부의	예술/NNG+창작/NNG+학부/NNG+의/JKG
전형	전형/NNG
방법	방법/NNG
변경도	변경/NNG+도/JX
주목해야	주목/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
부분이다.	부분/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.107.9.2
올해는 수능 70%+실기 30%의 일괄전형으로 바뀌었다.

올해는	올해/NNG+는/JX
수능	수능/NNG
70%+실기	70/SN+%/SW++/SW+실기/NNG
30%의	30/SN+%/SW+의/JKG
일괄전형으로	일괄/NNG+전형/NNG+으로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.107.9.3
문예창작전공도 기존 수능 50%+실기 50%에서 수능 95%+학생부 5%로 변경됐다.

문예창작전공도	문예/NNG+창작/NNG+전공/NNG+도/JX
기존	기존/NNG
수능	수능/NNG
50%+실기	50/SN+%/SW++/SW+실기/NNG
50%에서	50/SN+%/SW+에서/JKB
95%+학생부	95/SN+%/SW++/SW+학생부/NNG
5%로	5/SN+%/SW+로/JKB
변경됐다.	변경/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000045.107.10.1
한편 숭실대의 베어드 입학우수 장학제도는 파격적이다.

한편	한편/MAG
숭실대의	숭실대/NNP+의/JKG
베어드	베어드/NNP
입학우수	입학/NNG+우수/NNG
장학제도는	장학/NNG+제도/NNG+는/JX
파격적이다.	파격/NNG+적/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000045.107.10.2
특정 학과(부)가 아닌 모든 학과(부)의 성적우수 신입생에게 △4년간 장학금 △학업지원비(월 40만 원) △기숙사 4년 무료 제공 △교환학생 파견 시 1000만 원(최대 2학기) 지원 △세계 최우수대학 박사과정 진학 시 2년 간 총 4000만 원 지급 △세계 최우수대학 박사학위 취득 후 본교 교수 채용 우선 배려 △단기 해외 유학 프로그램 및 중국어 단기어학연수 등을 제공한다.

특정	특정/NNG
학과(부)가	학과/NNG+(/SS+부/NNG+)/SS+가/JKC
아닌	아니/VCN+ㄴ/ETM
모든	모든/MMN
학과(부)의	학과/NNG+(/SS+부/NNG+)/SS+의/JKG
성적우수	성적/NNG+우수/NNG
신입생에게	신입/NNG+생/XSN+에게/JKB
△4년간	△/SW+4/SN+년/NNB+간/XSN
장학금	장학금/NNG
△학업지원비(월	△/SW+학업/NNG+지원비/NNG+(/SS+월/NNG
40만	40/SN+만/NR
원)	원/NNB+)/SS
△기숙사	△/SW+기숙사/NNG
4년	4/SN+년/NNB
무료	무료/NNG
제공	제공/NNG
△교환학생	△/SW+교환/NNG+학생/NNG
파견	파견/NNG
시	시/NNB
1000만	1000/SN+만/NR
원(최대	원/NNB+(/SS+최대/NNG
2학기)	2/SN+학기/NNG+)/SS
지원	지원/NNG
△세계	△/SW+세계/NNG
최우수대학	최/XPN+우수/NNG+대학/NNG
박사과정	박사/NNG+과정/NNG
진학	진학/NNG
2년	2/SN+년/NNB
간	간/XSN
총	총/MMA
4000만	4000/SN+만/NR
원	원/NNB
지급	지급/NNG
박사학위	박사/NNG+학위/NNG
취득	취득/NNG
후	후/NNG
본교	본교/NNG
교수	교수/NNG
채용	채용/NNG
우선	우선/MAG
배려	배려/NNG
△단기	△/SW+단기/NNG
해외	해외/NNG
유학	유학/NNG
프로그램	프로그램/NNG
및	및/MAG
중국어	중국어/NNP
단기어학연수	단기/NNG+어학연수/NNG
등을	등/NNB+을/JKO
제공한다.	제공/NNG+하/XSV+ㄴ다/EF+./SF


