# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.352
metadata : {}


# id : NWRW1800000026.352.1.1
[더 나은 미래] 난민 신청자, 법 지키고 굶어 죽든지… 법 어기고 살든지;UN난민협약 60주년 앞둔 한국의 난민보호 실태 김구 선생·김대중 前대통령 망명도

[더	[/SS+더/MAG
남편	남편/NNG
집안의	집안/NNG+의/JKG
반대를	반대/NNG+를/JKO
무릅쓰고	무릅쓰/VV+고/EC
결혼한	결혼/NNG+하/XSV+ㄴ/ETM
니키씨는	니키/NNP+씨/NNB+는/JX
세	세/MMN
명의	명/NNB+의/JKG
아이와	아이/NNG+와/JKB
함께	함께/MAG
행복한	행복/NNG+하/XSA+ㄴ/ETM
가정을	가정/NNG+을/JKO
꾸렸고,	꾸리/VV+었/EP+고/EC+,/SP
남편은	남편/NNG+은/JX
기독교로	기독교/NNG+로/JKB
개종했다.	개종/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.3.3
그러던 중 2002년 북부도시 카두나에서 기독교인과 무슬림 사이의 유혈 충돌이 일어나 200명이 죽고, 600명이 다쳤다.

그러던	그러/VV+던/ETM
중	중/NNB
2002년	2002/SN+년/NNB
북부도시	북부/NNG+도시/NNG
카두나에서	카두나/NNP+에서/JKB
기독교인과	기독교인/NNG+과/JC
무슬림	무슬림/NNG
사이의	사이/NNG+의/JKG
유혈	유혈/NNG
충돌이	충돌/NNG+이/JKS
일어나	일어나/VV+아/EC
200명이	200/SN+명/NNB+이/JKS
죽고,	죽/VV+고/EC+,/SP
600명이	600/SN+명/NNB+이/JKS
다쳤다.	다치/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.352.3.4
당시 아이를 학교에 데려다 주던 남편은, 자신의 가족들이 불을 지른 차 안에서 아이와 함께 숨졌다.

당시	당시/NNG
아이를	아이/NNG+를/JKO
학교에	학교/NNG+에/JKB
데려다	데리/VV+어다/EC
주던	주/VX+던/ETM
남편은,	남편/NNG+은/JX+,/SP
자신의	자신/NNG+의/JKG
가족들이	가족/NNG+들/XSN+이/JKS
불을	불/NNG+을/JKO
지른	지르/VV+ㄴ/ETM
차	차/NNG
안에서	안/NNG+에서/JKB
아이와	아이/NNG+와/JKB
함께	함께/MAG
숨졌다.	숨지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.352.3.5
니키씨 역시 친척들로부터 살해 위협을 받았다.

니키씨	니키/NNP+씨/NNB
역시	역시/MAG
친척들로부터	친척/NNG+들/XSN+로부터/JKB
살해	살해/NNG
위협을	위협/NNG+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.3.6
결국 그녀는 언니의 도움을 받아 케냐와 남아프리카공화국을 거쳐 2007년, 한국으로 도망왔다.

결국	결국/MAG
그녀는	그녀/NP+는/JX
언니의	언니/NNG+의/JKG
도움을	도움/NNG+을/JKO
받아	받/VV+아/EC
케냐와	케냐/NNP+와/JC
남아프리카공화국을	남아프리카공화국/NNP+을/JKO
거쳐	거치/VV+어/EC
2007년,	2007/SN+년/NNB+,/SP
한국으로	한국/NNP+으로/JKB
도망왔다.	도망/NNG+오/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.3.7
간신히 목숨을 건진 한 아이는 언니에게 맡겼고 나머지 한 아이는 피신하던 중 죽었다.

간신히	간신히/MAG
목숨을	목숨/NNG+을/JKO
건진	건지/VV+ㄴ/ETM
한	한/MMN
아이는	아이/NNG+는/JX
언니에게	언니/NNG+에게/JKB
맡겼고	맡기/VV+었/EP+고/EC
나머지	나머지/NNG
피신하던	피신/NNG+하/XSV+던/ETM
중	중/NNB
죽었다.	죽/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.352.4.1
한국에 온 니키씨가 난민 인정을 받는 데까지는 무려 2년이 걸렸다.

한국에	한국/NNP+에/JKB
온	오/VV+ㄴ/ETM
니키씨가	니키/NNP+씨/NNB+가/JKS
난민	난민/NNG
인정을	인정/NNG+을/JKO
받는	받/VV+는/ETM
데까지는	데/NNB+까지/JX+는/JX
무려	무려/MAG
2년이	2/SN+년/NNB+이/JKS
걸렸다.	걸리/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.352.4.2
그동안 우리나라 정부는 취업을 금지했다.

그동안	그동안/NNG
우리나라	우리나라/NNG
정부는	정부/NNG+는/JX
취업을	취업/NNG+을/JKO
금지했다.	금지/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.4.3
생계가 막연했던 니키씨는 결국 '몰래' 영어 과외를 했다.

생계가	생계/NNG+가/JKS
막연했던	막연하/VA+았/EP+던/ETM
니키씨는	니키/NNP+씨/NNB+는/JX
결국	결국/MAG
'몰래'	'/SS+몰래/MAG+'/SS
영어	영어/NNP
과외를	과외/NNG+를/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.4.4
니키씨는 "언제 결정이 날지 모르는 난민 심사를 기다리며 가족 걱정과 생계 때문에 너무 괴로웠다"고 말했다.

니키씨는	니키/NNP+씨/NNB+는/JX
"언제	"/SS+언제/MAG
결정이	결정/NNG+이/JKS
날지	나/VV+ㄹ지/EC
모르는	모르/VV+는/ETM
난민	난민/NNG
심사를	심사/NNG+를/JKO
기다리며	기다리/VV+며/EC
가족	가족/NNG
걱정과	걱정/NNG+과/JC
생계	생계/NNG
때문에	때문/NNB+에/JKB
너무	너무/MAG
괴로웠다"고	괴롭/VA+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.5.1
일본 역시 난민심사 기간 동안은 취업을 금지하고 있다.

일본	일본/NNP
역시	역시/MAG
난민심사	난민/NNG+심사/NNG
기간	기간/NNG
동안은	동안/NNG+은/JX
취업을	취업/NNG+을/JKO
금지하고	금지/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.352.5.2
하지만 심사가 이뤄지는 4개월 동안 하루 생활비 1500엔(2만원)과 월 주거비 4만엔(56만원)을 지원한다.

하지만	하지만/MAJ
심사가	심사/NNG+가/JKS
이뤄지는	이뤄지/VV+는/ETM
4개월	4/SN+개월/NNB
동안	동안/NNG
하루	하루/NNG
생활비	생활비/NNG
1500엔(2만원)과	1500/SN+엔/NNB+(/SS+2/SN+만/NR+원/NNB+)/SS+과/JC
월	월/NNG
주거비	주거비/NNG
4만엔(56만원)을	4/SN+만/NR+엔/NNB+(/SS+56/SN+만/NR+원/NNB+)/SS+을/JKO
지원한다.	지원/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.352.5.3
또 심사 기간이 6개월을 넘기면 취업을 허용한다.

또	또/MAG
심사	심사/NNG
기간이	기간/NNG+이/JKS
6개월을	6/SN+개월/NNB+을/JKO
넘기면	넘기/VV+면/EC
취업을	취업/NNG+을/JKO
허용한다.	허용/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.352.5.4
공익변호사그룹 공감의 황필규 변호사는 "지난해 출입국 관리법 개정 이후 심사가 1년 이상 길어지면 일을 하도록 열어놓기는 했지만 실제 취업은 불가능하다"며 "현행 제도는 난민 신청자가 법을 지키고 굶어 죽을 것인지, 법을 어기고 살 것인지를 선택하도록 하고 있다"고 비판했다.

공익변호사그룹	공익/NNG+변호사/NNG+그룹/NNG
공감의	공감/NNP+의/JKG
황필규	황필규/NNP
변호사는	변호사/NNG+는/JX
"지난해	"/SS+지난해/NNG
출입국	출입국/NNG
관리법	관리법/NNG
개정	개정/NNG
이후	이후/NNG
심사가	심사/NNG+가/JKS
1년	1/SN+년/NNB
이상	이상/NNG
길어지면	길어지/VV+면/EC
일을	일/NNG+을/JKO
하도록	하/VV+도록/EC
열어놓기는	열/VV+어/EC+놓/VX+기/ETN+는/JX
했지만	하/VX+았/EP+지만/EC
실제	실제/NNG
취업은	취업/NNG+은/JX
불가능하다"며	불/XPN+가능/NNG+하/XSA+다/EF+"/SS+며/EC
"현행	"/SS+현행/NNG
제도는	제도/NNG+는/JX
난민	난민/NNG
신청자가	신청자/NNG+가/JKS
법을	법/NNG+을/JKO
지키고	지키/VV+고/EC
굶어	굶/VV+어/EC
죽을	죽/VV+을/ETM
것인지,	것/NNB+이/VCP+ㄴ지/EC+,/SP
어기고	어기/VV+고/EC
살	살/VV+ㄹ/ETM
것인지를	것/NNB+이/VCP+ㄴ지/EF+를/JKO
선택하도록	선택/NNG+하/XSV+도록/EC
하고	하/VX+고/EC
있다"고	있/VX+다/EF+"/SS+고/JKQ
비판했다.	비판/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.6.1
또 다른 난민신청자 카티(가명·33)씨는 난민심사기간인 3년 동안 집 근처 가구공장에서 불법 노동을 했다.

또	또/MAG
다른	다른/MMD
난민신청자	난민/NNG+신청자/NNG
카티(가명·33)씨는	카티/NNP+(/SS+가명/NNG+·/SP+33/SN+)/SS+씨/NNB+는/JX
난민심사기간인	난민/NNG+심사/NNG+기간/NNG+이/VCP+ㄴ/ETM
3년	3/SN+년/NNB
동안	동안/NNG
집	집/NNG
근처	근처/NNG
가구공장에서	가구/NNG+공장/NNG+에서/JKB
불법	불법/NNG
노동을	노동/NNG+을/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.6.2
야간에 사람들의 눈을 피해 하는 2~3일짜리 임시직 일이었다.

야간에	야간/NNG+에/JKB
사람들의	사람/NNG+들/XSN+의/JKG
눈을	눈/NNG+을/JKO
피해	피하/VV+아/EC
하는	하/VV+는/ETM
2~3일짜리	2/SN+~/SO+3/SN+일/NNB+짜리/XSN
임시직	임시직/NNG
일이었다.	일/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.352.6.3
종로의 무료 그룹홈과 의정부의 반지하 방을 전전했다.

종로의	종로/NNP+의/JKG
무료	무료/NNG
그룹홈과	그룹홈/NNG+과/JC
의정부의	의정부/NNP+의/JKG
반지하	반지하/NNG
방을	방/NNG+을/JKO
전전했다.	전전/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.6.4
카티씨를 괴롭힌 것은 가난보다는 자존심이었다.

카티씨를	카티/NNP+씨/NNB+를/JKO
괴롭힌	괴롭히/VV+ㄴ/ETM
것은	것/NNB+은/JX
가난보다는	가난/NNG+보다/JKB+는/JX
자존심이었다.	자존심/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.352.6.5
콩고 최대 야당인 민주사회연합(UDPS)의 일원으로 반정부학생운동을 조직했다는 이유로 박해받은 카티씨는 콩고에서는 드물게 대학을 나온 인재였다.

콩고	콩고/NNP
최대	최대/NNG
야당인	야당/NNG+이/VCP+ㄴ/ETM
민주사회연합(UDPS)의	민주사회연합/NNP+(/SS+UDPS/SL+)/SS+의/JKG
일원으로	일원/NNG+으로/JKB
반정부학생운동을	반/XPN+정부/NNG+학생/NNG+운동/NNG+을/JKO
조직했다는	조직/NNG+하/XSV+았/EP+다는/ETM
이유로	이유/NNG+로/JKB
박해받은	박해/NNG+받/XSV+은/ETM
카티씨는	카티/NNP+씨/NNB+는/JX
콩고에서는	콩고/NNP+에서/JKB+는/JX
드물게	드물/VA+게/EC
대학을	대학/NNG+을/JKO
나온	나오/VV+ㄴ/ETM
인재였다.	인재/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.352.6.6
그는 "젊은 정치지도자였던 내가 이곳에서는 '원숭이'라는 놀림을 받아가며 일해야 하니 인간적 모멸감을 느꼈다"고 말했다.

그는	그/NP+는/JX
"젊은	"/SS+젊/VA+은/ETM
정치지도자였던	정치/NNG+지도자/NNG+이/VCP+었/EP+던/ETM
내가	내/NP+가/JKS
이곳에서는	이곳/NP+에서/JKB+는/JX
'원숭이'라는	'/SS+원숭이/NNG+'/SS+이/VCP+라는/ETM
놀림을	놀림/NNG+을/JKO
받아가며	받/VV+아/EC+가/VX+며/EC
일해야	일/NNG+하/XSV+아야/EC
하니	하/VX+니/EC
인간적	인간/NNG+적/XSN
모멸감을	모멸감/NNG+을/JKO
느꼈다"고	느끼/VV+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.6.7
2008년 12월 발표된 국가인권위의 '국내 난민 등 인권실태조사' 보고서에 따르면 난민신청자들의 49.5%가 대학·대학원 이상의 학력을 갖고 있다.

2008년	2008/SN+년/NNB
12월	12/SN+월/NNB
발표된	발표/NNG+되/XSV+ㄴ/ETM
국가인권위의	국가인권위/NNP+의/JKG
'국내	'/SS+국내/NNG
난민	난민/NNG
등	등/NNB
인권실태조사'	인권/NNG+실태/NNG+조사/NNG+'/SS
보고서에	보고서/NNG+에/JKB
따르면	따르/VV+면/EC
난민신청자들의	난민/NNG+신청자/NNG+들/XSN+의/JKG
49.5%가	49/SN+./SP+5/SN+%/SW+가/JKS
대학·대학원	대학/NNG+·/SP+대학원/NNG
이상의	이상/NNG+의/JKG
학력을	학력/NNG+을/JKO
갖고	갖/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.352.7.1
콩고에서 반정부 방송을 하다 고문을 당한 후 한국으로 온 리나(가명·31)씨는 "한 나라의 대통령도 정치적 이유로 난민이 될 수 있는데, 한국 사람들은 우리를 단순히 가난하고 불쌍한 사람들로 생각해 빨리 쫓아낼 생각만 한다"고 말했다.

콩고에서	콩고/NNP+에서/JKB
반정부	반/XPN+정부/NNG
방송을	방송/NNG+을/JKO
하다	하/VV+다/EC
고문을	고문/NNG+을/JKO
당한	당하/VV+ㄴ/ETM
후	후/NNG
한국으로	한국/NNP+으로/JKB
온	오/VV+ㄴ/ETM
리나(가명·31)씨는	리나/NNP+(/SS+가명/NNG+·/SP+31/SN+)/SS+씨/NNB+는/JX
"한	"/SS+한/MMN
나라의	나라/NNG+의/JKG
대통령도	대통령/NNG+도/JX
정치적	정치/NNG+적/XSN
이유로	이유/NNG+로/JKB
난민이	난민/NNG+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있는데,	있/VA+는데/EC+,/SP
한국	한국/NNP
사람들은	사람/NNG+들/XSN+은/JX
우리를	우리/NP+를/JKO
단순히	단순히/MAG
가난하고	가난/NNG+하/XSA+고/EC
불쌍한	불쌍하/VA+ㄴ/ETM
사람들로	사람/NNG+들/XSN+로/JKB
생각해	생각/NNG+하/XSV+아/EC
빨리	빨리/MAG
쫓아낼	쫓아내/VV+ㄹ/ETM
생각만	생각/NNG+만/JX
한다"고	하/VV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.8.1
이러한 우리 사회의 태도는 난민심사 과정에서도 그대로 드러난다.

이러한	이러하/VA+ㄴ/ETM
우리	우리/NP
사회의	사회/NNG+의/JKG
태도는	태도/NNG+는/JX
난민심사	난민/NNG+심사/NNG
과정에서도	과정/NNG+에서/JKB+도/JX
그대로	그대로/MAG
드러난다.	드러나/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.352.8.2
난민심사는 신청자가 정말 본국에서 박해 위험에 처할 수 있는지를 면밀히 검토하는 과정인데, 이런 자세한 사정을 들어보기 위한 기본 통역 서비스조차 미비한 것이다.

난민심사는	난민/NNG+심사/NNG+는/JX
신청자가	신청자/NNG+가/JKS
정말	정말/MAG
본국에서	본국/NNG+에서/JKB
박해	박해/NNG
위험에	위험/NNG+에/JKB
처할	처하/VV+ㄹ/ETM
수	수/NNB
있는지를	있/VA+는지/EF+를/JKO
면밀히	면밀히/MAG
검토하는	검토/NNG+하/XSV+는/ETM
과정인데,	과정/NNG+이/VCP+ㄴ데/EC+,/SP
이런	이런/MMD
자세한	자세하/VA+ㄴ/ETM
사정을	사정/NNG+을/JKO
들어보기	듣/VV+어/EC+보/VX+기/ETN
위한	위하/VV+ㄴ/ETM
기본	기본/NNG
통역	통역/NNG
서비스조차	서비스/NNG+조차/JX
미비한	미비/NNG+하/XSA+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.352.8.3
국제난민지원단체인 피난처 김제원(32) 간사는 "특히 아시아 국가 언어는 통역이 잘 안 된다"며 "무슬림 국가인 방글라데시 기독교인이 종교 박해를 이유로 난민지위신청을 했는데 통역하러 온 사람이 무슬림이어서 솔직한 얘기를 할 수 없었던 사례도 있다"고 말했다.

국제난민지원단체인	국제/NNG+난민/NNG+지원/NNG+단체/NNG+이/VCP+ㄴ/ETM
피난처	피난처/NNG
김제원(32)	김제원/NNP+(/SS+32/SN+)/SS
간사는	간사/NNG+는/JX
"특히	"/SS+특히/MAG
아시아	아시아/NNP
국가	국가/NNG
언어는	언어/NNG+는/JX
통역이	통역/NNG+이/JKS
잘	잘/MAG
안	안/MAG
된다"며	되/VV+ㄴ다/EF+"/SS+며/EC
"무슬림	"/SS+무슬림/NNG
국가인	국가/NNG+이/VCP+ㄴ/ETM
방글라데시	방글라데시/NNP
기독교인이	기독교인/NNG+이/JKS
종교	종교/NNG
박해를	박해/NNG+를/JKO
이유로	이유/NNG+로/JKB
난민지위신청을	난민/NNG+지위/NNG+신청/NNG+을/JKO
했는데	하/VV+았/EP+는데/EC
통역하러	통역/NNG+하/XSV+러/EC
온	오/VV+ㄴ/ETM
사람이	사람/NNG+이/JKS
무슬림이어서	무슬림/NNG+이/VCP+어서/EC
솔직한	솔직하/VA+ㄴ/ETM
얘기를	얘기/NNG+를/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
없었던	없/VA+었/EP+던/ETM
사례도	사례/NNG+도/JX
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.8.4
법무부 국적난민과 박재현 사무관(36)은 "난민들은 출신국이 다양해 많은 언어를 통역해야 하는데 신청자의 절대 수는 적어서 통역관을 상시고용하지 못하고 있는 것이 사실"이라고 말했다.

법무부	법무부/NNG
국적난민과	국적/NNG+난민과/NNG
박재현	박재현/NNP
사무관(36)은	사무관/NNG+(/SS+36/SN+)/SS+은/JX
"난민들은	"/SS+난민/NNG+들/XSN+은/JX
출신국이	출신국/NNG+이/JKS
다양해	다양/NNG+하/XSA+아/EC
많은	많/VA+은/ETM
언어를	언어/NNG+를/JKO
통역해야	통역/NNG+하/XSV+아야/EC
하는데	하/VX+는데/EC
신청자의	신청자/NNG+의/JKG
절대	절대/NNG
수는	수/NNG+는/JX
적어서	적/VA+어서/EC
통역관을	통역관/NNG+을/JKO
상시고용하지	상시/NNG+고용/NNG+하/XSV+지/EC
못하고	못하/VX+고/EC
있는	있/VX+는/ETM
것이	것/NNB+이/JKS
사실"이라고	사실/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.8.5
난민심사 과정에 지원되는 통역서비스 예산은 시간당 3만원으로 전문적인 통역 인력을 고용하기 힘든 실정이다.

난민심사	난민/NNG+심사/NNG
과정에	과정/NNG+에/JKB
지원되는	지원/NNG+되/XSV+는/ETM
통역서비스	통역/NNG+서비스/NNG
예산은	예산/NNG+은/JX
시간당	시간/NNG+당/XSN
3만원으로	3/SN+만/NR+원/NNB+으로/JKB
전문적인	전문/NNG+적/XSN+이/VCP+ㄴ/ETM
통역	통역/NNG
인력을	인력/NNG+을/JKO
고용하기	고용/NNG+하/XSV+기/ETN
힘든	힘들/VA+ㄴ/ETM
실정이다.	실정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.352.9.1
난민 신청자들과 지원 단체들은 난민인정심사의 공정성도 문제가 있다고 지적했다.

난민	난민/NNG
신청자들과	신청자/NNG+들/XSN+과/JC
지원	지원/NNG
단체들은	단체/NNG+들/XSN+은/JX
난민인정심사의	난민/NNG+인정/NNG+심사/NNG+의/JKG
공정성도	공정/NNG+성/XSN+도/JX
문제가	문제/NNG+가/JKS
있다고	있/VA+다고/EC
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.9.2
난민인권센터 최성근(30) 팀장은 "한 단체에서 함께 민주화 운동을 했던 사람들 중 단체장은 인정이 되고 부단체장은 인정이 되지 않은 경우도 있다"며 "노르웨이·영국 등 난민보호 선진국에서는 독립적인 위원회가 난민심사 결정을 축적한 보고서를 내 공정한 심사를 도모한다"고 말했다.

난민인권센터	난민/NNG+인권/NNG+센터/NNG
최성근(30)	최성근/NNP+(/SS+30/SN+)/SS
팀장은	팀장/NNG+은/JX
"한	"/SS+한/MMN
단체에서	단체/NNG+에서/JKB
함께	함께/MAG
민주화	민주/NNG+화/XSN
운동을	운동/NNG+을/JKO
했던	하/VV+았/EP+던/ETM
사람들	사람/NNG+들/XSN
중	중/NNB
단체장은	단체장/NNG+은/JX
인정이	인정/NNG+이/JKC
되고	되/VV+고/EC
부단체장은	부단체장/NNG+은/JX
되지	되/VV+지/EC
않은	않/VX+은/ETM
경우도	경우/NNG+도/JX
있다"며	있/VA+다/EF+"/SS+며/EC
"노르웨이·영국	"/SS+노르웨이/NNP+·/SP+영국/NNP
등	등/NNB
난민보호	난민/NNG+보호/NNG
선진국에서는	선진국/NNG+에서/JKB+는/JX
독립적인	독립/NNG+적/XSN+이/VCP+ㄴ/ETM
위원회가	위원회/NNG+가/JKS
난민심사	난민/NNG+심사/NNG
결정을	결정/NNG+을/JKO
축적한	축적/NNG+하/XSV+ㄴ/ETM
보고서를	보고서/NNG+를/JKO
내	내/VV+어/EC
공정한	공정/NNG+하/XSA+ㄴ/ETM
심사를	심사/NNG+를/JKO
도모한다"고	도모/NNG+하/XSV+ㄴ다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.352.10.1
난민 지원단체들은 이 때문에 현재 국회에서 계류 중인 '난민 등의 지위 및 처우에 관한 법률'이 하루속히 통과되기를 기다리고 있다.

난민	난민/NNG
지원단체들은	지원/NNG+단체/NNG+들/XSN+은/JX
이	이/MMD
때문에	때문/NNB+에/JKB
현재	현재/MAG
국회에서	국회/NNG+에서/JKB
계류	계류/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
'난민	'/SS+난민/NNG
등의	등/NNB+의/JKG
지위	지위/NNG
및	및/MAG
처우에	처우/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
법률'이	법률/NNG+'/SS+이/JKS
하루속히	하루속히/MAG
통과되기를	통과/NNG+되/XSV+기/ETN+를/JKO
기다리고	기다리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.352.10.2
법안은 국제법에 근거해 강제송환 금지의 원칙의 예외를 없애고, 공항 및 항만 등에서의 난민 인정 신청절차를 명문화해 원칙 없이 난민 인정이 거부되는 상황을 방지하도록 했다.

법안은	법안/NNG+은/JX
국제법에	국제법/NNG+에/JKB
근거해	근거/NNG+하/XSV+아/EC
강제송환	강제/NNG+송환/NNG
