# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.273
metadata : {}


# id : NWRW1800000026.273.1.1
[수도권I] 욕실에 미끄럼 방지용 타일 설치 의무화;道 안전사고 예방 규정 추진

[수도권I]	[/SS+수도/NNG+권/XSN+I/SL+]/SS
경기도는	경기도/NNP+는/JX
이런	이런/MMD
내용을	내용/NNG+을/JKO
담은	담/VV+은/ETM
아파트	아파트/NNG
안전사고	안전사고/NNG
예방	예방/NNG
프로그램을	프로그램/NNG+을/JKO
추진한다고	추진/NNG+하/XSV+ㄴ다고/EC
12일	12/SN+일/NNB
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.273.4.1
아파트 사업 승인·건설 단계부터 안전 규정을 적용해 집안에서 흔히 발생하는 안전사고를 미리 방지하겠다는 취지다.

아파트	아파트/NNG
사업	사업/NNG
승인·건설	승인/NNG+·/SP+건설/NNG
단계부터	단계/NNG+부터/JX
안전	안전/NNG
규정을	규정/NNG+을/JKO
적용해	적용/NNG+하/XSV+아/EC
집안에서	집/NNG+안/NNG+에서/JKB
흔히	흔히/MAG
발생하는	발생/NNG+하/XSV+는/ETM
안전사고를	안전사고/NNG+를/JKO
미리	미리/MAG
방지하겠다는	방지/NNG+하/XSV+겠/EP+다는/ETM
취지다.	취지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.273.4.2
경기도는 곧 사업 계획 승인권을 가진 시장·군수에게 이를 통보하고, 미흡한 부분이 있는 관계법에 대해서는 정부에 개선을 건의할 계획이다.

경기도는	경기도/NNP+는/JX
곧	곧/MAG
사업	사업/NNG
계획	계획/NNG
승인권을	승인/NNG+권/XSN+을/JKO
가진	가지/VV+ㄴ/ETM
시장·군수에게	시장/NNG+·/SP+군수/NNG+에게/JKB
이를	이/NP+를/JKO
통보하고,	통보/NNG+하/XSV+고/EC+,/SP
미흡한	미흡/NNG+하/XSA+ㄴ/ETM
부분이	부분/NNG+이/JKS
있는	있/VA+는/ETM
관계법에	관계법/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
정부에	정부/NNG+에/JKB
개선을	개선/NNG+을/JKO
건의할	건의/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.273.5.1
물기 많은 욕실·발코니 바닥에 표면이 매끈한 타일을 깔면서 미끄러져 다치는 사람이 늘고 있기 때문에 미끄럼 방지용 타일을 쓰도록 규정했다.

물기	물/NNG+기/XSN
많은	많/VA+은/ETM
욕실·발코니	욕실/NNG+·/SP+발코니/NNG
바닥에	바닥/NNG+에/JKB
표면이	표면/NNG+이/JKS
매끈한	매끈하/VA+ㄴ/ETM
타일을	타일/NNG+을/JKO
깔면서	깔/VV+면서/EC
미끄러져	미끄러지/VV+어/EC
다치는	다치/VV+는/ETM
사람이	사람/NNG+이/JKS
늘고	늘/VV+고/EC
있기	있/VX+기/ETN
때문에	때문/NNB+에/JKB
미끄럼	미끄럼/NNG
방지용	방지/NNG+용/XSN
쓰도록	쓰/VV+도록/EC
규정했다.	규정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.273.5.2
지하 주차장 입구 경광등은 이용자들이 착각하지 않도록 차량이 들어올 때와 나갈 때 색깔을 달리해야 한다.

지하	지하/NNG
주차장	주차장/NNG
입구	입구/NNG
경광등은	경광등/NNG+은/JX
이용자들이	이용자/NNG+들/XSN+이/JKS
착각하지	착각/NNG+하/XSV+지/EC
않도록	않/VX+도록/EC
차량이	차량/NNG+이/JKS
들어올	들어오/VV+ㄹ/ETM
때와	때/NNG+와/JKB
나갈	나가/VV+ㄹ/ETM
때	때/NNG
색깔을	색깔/NNG+을/JKO
달리해야	달리/MAG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000026.273.5.3
아파트 지붕을 뾰족하게 만들면 화재 같은 비상사태가 생겨도 입주민들이 옥상으로 피할 수 없으므로 지붕과 옥상은 대피공간을 충분히 확보할 수 있는 형태로 설계해야 한다.

아파트	아파트/NNG
지붕을	지붕/NNG+을/JKO
뾰족하게	뾰족/MAG+하/XSA+게/EC
만들면	만들/VV+면/EC
화재	화재/NNG
같은	같/VA+은/ETM
비상사태가	비상사태/NNG+가/JKS
생겨도	생기/VV+어도/EC
입주민들이	입주민/NNG+들/XSN+이/JKS
옥상으로	옥상/NNG+으로/JKB
피할	피하/VV+ㄹ/ETM
수	수/NNB
없으므로	없/VA+으므로/EC
지붕과	지붕/NNG+과/JC
옥상은	옥상/NNG+은/JX
대피공간을	대피/NNG+공간/NNG+을/JKO
충분히	충분히/MAG
확보할	확보/NNG+하/XSV+ㄹ/ETM
있는	있/VA+는/ETM
형태로	형태/NNG+로/JKB
설계해야	설계/NNG+하/XSV+아야/EC
한다.	하/VX+ㄴ다/EF+./SF


