# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.404
metadata : {}


# id : NWRW1800000030.404.1.1
[충청] 논산 돈암서원, 인문학 메카로 만든다

[충청]	[/SS+충청/NNP+]/SS
뒤	뒤/NNG
내년부터	내년/NNG+부터/JX
정기	정기/NNG
운영할	운영/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.404.5.2
강좌는 강연에다 음악회, 유적답사 등 문화체험을 곁들이는 식으로 운영된다.

강좌는	강좌/NNG+는/JX
강연에다	강연/NNG+에다/JKB
음악회,	음악회/NNG+,/SP
유적답사	유적/NNG+답사/NNG
등	등/NNB
문화체험을	문화/NNG+체험/NNG+을/JKO
곁들이는	곁들이/VV+는/ETM
식으로	식/NNB+으로/JKB
운영된다.	운영/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.404.6.1
이를 위해 돈암서원 응도당 앞에 1000명이 참석할 수 있는 특설무대를 설치하며, 논산시 노성면 명재 윤증 선생 고택(중요민속자료 제190호)과 종학당(충남유형문화재 제152호) 등을 가족단위 숙박시설로 활용하기로 했다.

이를	이/NP+를/JKO
위해	위하/VV+아/EC
돈암서원	돈암서원/NNP
응도당	응도당/NNP
앞에	앞/NNG+에/JKB
1000명이	1000/SN+명/NNB+이/JKS
참석할	참석/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
특설무대를	특설/NNG+무대/NNG+를/JKO
설치하며,	설치/NNG+하/XSV+며/EC+,/SP
논산시	논산시/NNP
노성면	노성면/NNP
명재	명재/NNP
윤증	윤증/NNP
선생	선생/NNG
고택(중요민속자료	고택/NNG+(/SS+중요/NNG+민속자료/NNG
제190호)과	제/XPN+190/SN+호/NNB+)/SS+과/JC
종학당(충남유형문화재	종학당/NNP+(/SS+충남/NNP+유형/NNG+문화재/NNG
제152호)	제/XPN+152/SN+호/NNB+)/SS
등을	등/NNB+을/JKO
가족단위	가족/NNG+단위/NNG
숙박시설로	숙박/NNG+시설/NNG+로/JKB
활용하기로	활용/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.404.7.1
도는 인문학 전문가들로 '돈암서원 인문학포럼 기획위원회'(가칭)를 꾸려 민간이 기획과 운영을 맡도록 하고, 도와 논산시는 행정 및 재정적 지원을 펼칠 방침이다.

도는	도/NNG+는/JX
인문학	인문학/NNG
전문가들로	전문가/NNG+들/XSN+로/JKB
'돈암서원	'/SS+돈암서원/NNP
인문학포럼	인문학/NNG+포럼/NNG
기획위원회'(가칭)를	기획/NNG+위원회/NNG+'/SS+(/SS+가칭/NNG+)/SS+를/JKO
꾸려	꾸리/VV+어/EC
민간이	민간/NNG+이/JKS
기획과	기획/NNG+과/JC
운영을	운영/NNG+을/JKO
맡도록	맡/VV+도록/EC
하고,	하/VX+고/EC+,/SP
도와	도/NNG+와/JC
논산시는	논산시/NNP+는/JX
행정	행정/NNG
및	및/MAG
재정적	재정/NNG+적/XSN
지원을	지원/NNG+을/JKO
펼칠	펼치/VV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.404.8.1
도는 우선 돈암서원 인문학포럼을 통해 명품 문화콘텐츠를 브랜드화할 계획이다.

도는	도/NNG+는/JX
우선	우선/MAG
돈암서원	돈암서원/NNP
인문학포럼을	인문학/NNG+포럼/NNG+을/JKO
통해	통하/VV+아/EC
명품	명품/NNG
문화콘텐츠를	문화/NNG+콘텐츠/NNG+를/JKO
브랜드화할	브랜드/NNG+화/XSN+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.404.8.2
이어 분야·대상별 인문학 프로그램으로 확대하고 인문학센터 건립을 단계적으로 추진할 방침이다.

이어	이어/MAG
분야·대상별	분야/NNG+·/SP+대상/NNG+별/XSN
인문학	인문학/NNG
프로그램으로	프로그램/NNG+으로/JKB
확대하고	확대/NNG+하/XSV+고/EC
인문학센터	인문학/NNG+센터/NNG
건립을	건립/NNG+을/JKO
단계적으로	단계/NNG+적/XSN+으로/JKB
추진할	추진/NNG+하/XSV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.404.9.1
김 부지사는 "유학이 우리의 대표적 인문학이란 점에 착안한 사업"이라며 "논산이 인문학 중심지가 되도록 적극 지원하겠다"고 말했다.

김	김/NNP
부지사는	부지사/NNG+는/JX
"유학이	"/SS+유학/NNG+이/JKS
우리의	우리/NP+의/JKG
대표적	대표/NNG+적/XSN
인문학이란	인문학/NNG+이/VCP+란/ETM
점에	점/NNG+에/JKB
착안한	착안/NNG+하/XSV+ㄴ/ETM
사업"이라며	사업/NNG+"/SS+이/VCP+라며/EC
"논산이	"/SS+논산/NNP+이/JKS
인문학	인문학/NNG
중심지가	중심지/NNG+가/JKC
되도록	되/VV+도록/EC
적극	적극/NNG
지원하겠다"고	지원/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


