# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.7
metadata : {}


# id : NWRW1800000046.7.1.1
[깨알지식] 무함마드 그림·동상… 왜 이슬람선 금기일까?

[깨알지식]	[/SS+깨알/NNG+지식/NNG+]/SS
동상이나	동상/NNG+이나/JC
그림을	그림/NNG+을/JKO
만드는	만들/VV+는/ETM
행위	행위/NNG
자체가	자체/NNG+가/JKS
신앙의	신앙/NNG+의/JKG
대상과는	대상/NNG+과/JKB+는/JX
다른	다른/MMD
별도의	별도/NNG+의/JKG
인격을	인격/NNG+을/JKO
생성시켜	생성/NNG+시키/XSV+어/EC
또	또/MAG
숭배	숭배/NNG
대상을	대상/NNG+을/JKO
것으로	것/NNB+으로/JKB
여겨	여기/VV+어/EC
엄금했다.	엄금/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.7.4.3
알라 외에 다른 신을 섬긴다는 뜻의 '시르크(shirk)'는 이슬람에서 가장 중대한 죄로 가르친다.

알라	알라/NNP
외에	외/NNB+에/JKB
다른	다른/MMD
신을	신/NNG+을/JKO
섬긴다는	섬기/VV+ㄴ다는/ETM
뜻의	뜻/NNG+의/JKG
'시르크(shirk)'는	'/SS+시르크/NNG+(/SS+shirk/SL+)/SS+'/SS+는/JX
이슬람에서	이슬람/NNG+에서/JKB
가장	가장/MAG
중대한	중대/NNG+하/XSA+ㄴ/ETM
죄로	죄/NNG+로/JKB
가르친다.	가르치/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.7.5.1
꾸란과 함께 이슬람의 중요 교리서인 '하디스(무함마드가 남긴 어록)'에는 "동상이나 초상이 있는 집에는 천사가 들어오지 않는다"는 구절이 나온다.

꾸란과	꾸란/NNG+과/JKB
함께	함께/MAG
이슬람의	이슬람/NNG+의/JKG
중요	중요/NNG
교리서인	교리서/NNG+이/VCP+ㄴ/ETM
'하디스(무함마드가	'/SS+하디스/NNP+(/SS+무함마드/NNP+가/JKS
남긴	남기/VV+ㄴ/ETM
어록)'에는	어록/NNG+)/SS+'/SS+에/JKB+는/JX
"동상이나	"/SS+동상/NNG+이나/JC
초상이	초상/NNG+이/JKS
있는	있/VA+는/ETM
집에는	집/NNG+에/JKB+는/JX
천사가	천사/NNG+가/JKS
들어오지	들어오/VV+지/EC
않는다"는	않/VX+는다/EF+"/SS+는/ETM
구절이	구절/NNG+이/JKS
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.7.5.2
아무리 집주인이 선행을 베풀어도 우상숭배로 간주되는 행위를 할 경우 절대로 선행을 인정받을 수 없다는 경고의 의미다.

아무리	아무리/MAG
집주인이	집주인/NNG+이/JKS
선행을	선행/NNG+을/JKO
베풀어도	베풀/VV+어도/EC
우상숭배로	우상/NNG+숭배/NNG+로/JKB
간주되는	간주/NNG+되/XSV+는/ETM
행위를	행위/NNG+를/JKO
할	하/VV+ㄹ/ETM
경우	경우/NNG
절대로	절대로/MAG
인정받을	인정/NNG+받/XSV+을/ETM
수	수/NNB
없다는	없/VA+다는/ETM
경고의	경고/NNG+의/JKG
의미다.	의미/NNG+이/VCP+다/EF+./SF


