# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000056.32
metadata : {}


# id : NWRW1800000056.32.1.1
[단독] 지역별 ‘소득 양극화’ 심화…울산 29배·세종 24배 ‘격차

[단독]	[/SS+단독/NNG+]/SS
대전(2억162만원·483명)	대전/NNP+(/SS+2/SN+억/NR+162/SN+만/NR+원/NNB+·/SP+483/SN+명/NNB+)/SS
등은	등/NNB+은/JX
상위	상위/NNG
0.1%	0/SN+./SP+1/SN+%/SW
계층의	계층/NNG+의/JKG
소득이	소득/NNG+이/JKS
서울의	서울/NNP+의/JKG
10~20%	10/SN+~/SO+20/SN+%/SW
수준이었다.	수준/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.7.4
전국을 통틀어서 보면, 상위 0.1%의 1인당 평균 소득은 6억5503만원이었다.

전국을	전국/NNG+을/JKO
통틀어서	통틀/VV+어서/EC
보면,	보/VV+면/EC+,/SP
상위	상위/NNG
0.1%의	0/SN+./SP+1/SN+%/SW+의/JKG
1인당	1/SN+인/NNG+당/XSN
평균	평균/NNG
소득은	소득/NNG+은/JX
6억5503만원이었다.	6/SN+억/NR+5503/SN+만/NR+원/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.8.1
또 양극화 정도를 파악하기 위해 하위 20%와 상위 20%의 소득액을 비교(5분위 배율)해보니, 전국에서 가장 양극화가 심각한 지역은 울산으로 상위 20%가 하위 20%보다 무려 29.5배의 소득을 거둔 것으로 나타났다.

또	또/MAG
양극화	양극/NNG+화/XSN
정도를	정도/NNG+를/JKO
파악하기	파악/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
하위	하위/NNG
20%와	20/SN+%/SW+와/JC
상위	상위/NNG
20%의	20/SN+%/SW+의/JKG
소득액을	소득액/NNG+을/JKO
비교(5분위	비교/NNG+(/SS+5/SN+분위/NNG
배율)해보니,	배율/NNG+)/SS+하/VV+아/EC+보/VX+니/EC+,/SP
전국에서	전국/NNG+에서/JKB
가장	가장/MAG
양극화가	양극/NNG+화/XSN+가/JKS
심각한	심각하/VA+ㄴ/ETM
지역은	지역/NNG+은/JX
울산으로	울산/NNP+으로/JKB
20%가	20/SN+%/SW+가/JKS
20%보다	20/SN+%/SW+보다/JKB
무려	무려/MAG
29.5배의	29/SN+./SP+5/SN+배/NNG+의/JKG
소득을	소득/NNG+을/JKO
거둔	거두/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000056.32.8.2
이어 세종이 24.5배로 2위, 서울이 18.3배로 3위였다.

이어	이어/MAG
세종이	세종/NNP+이/JKS
24.5배로	24/SN+./SP+5/SN+배/NNG+로/JKB
2위,	2/SN+위/NNB+,/SP
서울이	서울/NNP+이/JKS
18.3배로	18/SN+./SP+3/SN+배/NNG+로/JKB
3위였다.	3/SN+위/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.8.3
전국 평균은 15.9배였다.

전국	전국/NNG
평균은	평균/NNG+은/JX
15.9배였다.	15/SN+./SP+9/SN+배/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.8.4
울산과 세종은 도농복합도시로 저소득층의 임금 수준이 낮은 가운데, 정부청사·현대차 등 대표적인 고소득 정규직이 몰려있어 임금 격차가 벌어진 것으로 추정된다.

울산과	울산/NNP+과/JC
세종은	세종/NNP+은/JX
도농복합도시로	도농/NNG+복합/NNG+도시/NNG+로/JKB
저소득층의	저/XPN+소득/NNG+층/XSN+의/JKG
임금	임금/NNG
수준이	수준/NNG+이/JKS
낮은	낮/VA+은/ETM
가운데,	가운데/NNG+,/SP
정부청사·현대차	정부/NNG+청사/NNG+·/SP+현대차/NNP
등	등/NNB
대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
고소득	고/XPN+소득/NNG
정규직이	정규직/NNG+이/JKS
몰려있어	몰리/VV+어/EC+있/VX+어/EC
격차가	격차/NNG+가/JKS
벌어진	벌어지/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000056.32.9.1
지역별 평균 연봉은 양극화 순위와 비슷한 양상을 보였다.

지역별	지역/NNG+별/XSN
평균	평균/NNG
연봉은	연봉/NNG+은/JX
양극화	양극/NNG+화/XSN
순위와	순위/NNG+와/JKB
비슷한	비슷하/VA+ㄴ/ETM
양상을	양상/NNG+을/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000056.32.9.2
울산 지역의 연평균 소득이 4112만원으로 가장 높았고, 이어 세종 3763만원, 서울 3448만원 순이었다.

울산	울산/NNP
지역의	지역/NNG+의/JKG
연평균	연평균/NNG
소득이	소득/NNG+이/JKS
4112만원으로	4112/SN+만/NR+원/NNB+으로/JKB
가장	가장/MAG
높았고,	높/VA+았/EP+고/EC+,/SP
이어	이어/MAG
세종	세종/NNP
3763만원,	3763/SN+만/NR+원/NNB+,/SP
서울	서울/NNP
3448만원	3448/SN+만/NR+원/NNB
순이었다.	순/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.9.3
고소득자들이 평균 소득을 끌어올려 ‘착시 현상’을 일으킨 셈이다.

고소득자들이	고소득자/NNG+들/XSN+이/JKS
평균	평균/NNG
소득을	소득/NNG+을/JKO
끌어올려	끌어올리/VV+어/EC
‘착시	‘/SS+착시/NNG
현상’을	현상/NNG+’/SS+을/JKO
일으킨	일으키/VV+ㄴ/ETM
셈이다.	셈/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000056.32.9.4
평균 연봉이 가장 낮은 곳은 제주(2820만원), 대구(2839만원), 전북(2867만원) 순이었다.

평균	평균/NNG
연봉이	연봉/NNG+이/JKS
가장	가장/MAG
낮은	낮/VA+은/ETM
곳은	곳/NNG+은/JX
제주(2820만원),	제주/NNP+(/SS+2820/SN+만/NR+원/NNB+)/SS+,/SP
대구(2839만원),	대구/NNP+(/SS+2839/SN+만/NR+원/NNB+)/SS+,/SP
전북(2867만원)	전북/NNP+(/SS+2867/SN+만/NR+원/NNB+)/SS
순이었다.	순/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.9.5
1733만명에 이르는 전국 근로소득자의 연평균 소득은 3245만원이었다.

1733만명에	1733/SN+만/NR+명/NNB+에/JKB
이르는	이르/VV+는/ETM
전국	전국/NNG
근로소득자의	근로/NNG+소득자/NNG+의/JKG
연평균	연평균/NNG
소득은	소득/NNG+은/JX
3245만원이었다.	3245/SN+만/NR+원/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000056.32.10.1
윤호중 의원은 “가장 공신력있는 조세자료를 분석한 결과, 시도별 소득의 격차도 크고 지역 내부 소득불평등도 높은 수준으로 나타났다”며 “소득불평등 문제를 개선하기 위해 조세의 재분배 기능을 강화해야 한다”고 말했다.

윤호중	윤호중/NNP
의원은	의원/NNG+은/JX
“가장	“/SS+가장/MAG
공신력있는	공신력/NNG+있/VA+는/ETM
조세자료를	조세/NNG+자료/NNG+를/JKO
분석한	분석/NNG+하/XSV+ㄴ/ETM
결과,	결과/NNG+,/SP
시도별	시도/NNG+별/XSN
소득의	소득/NNG+의/JKG
격차도	격차/NNG+도/JX
크고	크/VA+고/EC
지역	지역/NNG
내부	내부/NNG
소득불평등도	소득/NNG+불/XPN+평등/NNG+도/JX
높은	높/VA+은/ETM
수준으로	수준/NNG+으로/JKB
나타났다”며	나타나/VV+았/EP+다/EF+”/SS+며/EC
“소득불평등	“/SS+소득/NNG+불/XPN+평등/NNG
문제를	문제/NNG+를/JKO
개선하기	개선/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
조세의	조세/NNG+의/JKG
재분배	재/XPN+분배/NNG
기능을	기능/NNG+을/JKO
강화해야	강화/NNG+하/XSV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


