# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000045.354
metadata : {}


# id : NWRW1800000045.354.1.1
6일 60주년 현충일, 1초만이라도… 그분들을 생각해주세요

6일	6/SN+일/NNB
아직도	아직/MAG+도/JX
현재	현재/NNG
진행형이다.	진행/NNG+형/XSN+이/VCP+다/EF+./SF


# id : NWRW1800000045.354.5.1
경북 구미시에 살고 있는 권 씨는 1일 영화 ‘연평해전’ 시사회에 참석하기 위해 서울을 찾았다.

경북	경북/NNP
구미시에	구미시/NNP+에/JKB
살고	살/VV+고/EC
있는	있/VX+는/ETM
권	권/NNP
씨는	씨/NNB+는/JX
1일	1/SN+일/NNB
영화	영화/NNG
‘연평해전’	‘/SS+연평/NNP+해전/NNG+’/SS
시사회에	시사회/NNG+에/JKB
참석하기	참석/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
서울을	서울/NNP+을/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.5.2
모처럼 전우들과 희생 장병 유족들을 만나는 반가운 자리였지만 마음은 무거웠다.

모처럼	모처럼/MAG
전우들과	전우/NNG+들/XSN+과/JC
희생	희생/NNG
장병	장병/NNG
유족들을	유족/NNG+들/XSN+을/JKO
만나는	만나/VV+는/ETM
반가운	반갑/VA+ㄴ/ETM
자리였지만	자리/NNG+이/VCP+었/EP+지만/EC
마음은	마음/NNG+은/JX
무거웠다.	무겁/VA+었/EP+다/EF+./SF


# id : NWRW1800000045.354.5.3
시사회가 끝나고 손수건을 손에 쥔 유족의 벌겋게 달아오른 눈을 마주할 수 없었다.

시사회가	시사회/NNG+가/JKS
끝나고	끝나/VV+고/EC
손수건을	손수건/NNG+을/JKO
손에	손/NNG+에/JKB
쥔	쥐/VV+ㄴ/ETM
유족의	유족/NNG+의/JKG
벌겋게	벌겋/VA+게/EC
달아오른	달아오르/VV+ㄴ/ETM
눈을	눈/NNG+을/JKO
마주할	마주/MAG+하/XSV+ㄹ/ETM
수	수/NNB
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000045.354.5.4
나만 살아 돌아왔다는 미안함, 전우를 끝까지 지켜 주지 못했다는 죄책감에 생존 장병들도 부둥켜안고 눈물만 흘렸다.

나만	나/NP+만/JX
살아	살/VV+아/EC
돌아왔다는	돌아오/VV+았/EP+다는/ETM
미안함,	미안/NNG+하/XSA+ㅁ/ETN+,/SP
전우를	전우/NNG+를/JKO
끝까지	끝/NNG+까지/JX
지켜	지키/VV+어/EC
주지	주/VX+지/EC
못했다는	못하/VX+았/EP+다는/ETM
죄책감에	죄책감/NNG+에/JKB
생존	생존/NNG
장병들도	장병/NNG+들/XSN+도/JX
부둥켜안고	부둥켜안/VV+고/EC
눈물만	눈물/NNG+만/JX
흘렸다.	흘리/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.354.6.1
상병이 된 지 얼마 안 돼 벌어진 전투 당일 권 씨는 동료 4명을 잃었다.

상병이	상병/NNG+이/JKC
된	되/VV+ㄴ/ETM
지	지/NNB
얼마	얼마/NNG
안	안/MAG
돼	되/VV+어/EC
벌어진	벌어지/VV+ㄴ/ETM
전투	전투/NNG
당일	당일/NNG
권	권/NNP
씨는	씨/NNB+는/JX
동료	동료/NNG
4명을	4/SN+명/NNB+을/JKO
잃었다.	잃/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.354.6.2
실종됐던 한상국 중사(당시 27세)는 나중에 주검으로 발견됐고 한 달 선임이던 박동혁 병장(당시 21세)은 84일간의 집중 치료에도 불구하고 끝내 숨을 거뒀다.

실종됐던	실종/NNG+되/XSV+었/EP+던/ETM
한상국	한상국/NNP
중사(당시	중사/NNG+(/SS+당시/NNG
27세)는	27/SN+세/NNB+)/SS+는/JX
나중에	나중/NNG+에/JKB
주검으로	주검/NNG+으로/JKB
발견됐고	발견/NNG+되/XSV+었/EP+고/EC
한	한/MMN
달	달/NNB
선임이던	선임/NNG+이/VCP+던/ETM
박동혁	박동혁/NNP
병장(당시	병장/NNG+(/SS+당시/NNG
21세)은	21/SN+세/NNB+)/SS+은/JX
84일간의	84/SN+일/NNB+간/XSN+의/JKG
집중	집중/NNG
치료에도	치료/NNG+에/JKB+도/JX
불구하고	불구하/VV+고/EC
끝내	끝내/MAG
숨을	숨/NNG+을/JKO
거뒀다.	거두/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.354.6.3
연평해전 때 무사했던 박경수 상사(당시 21세)는 8년 뒤 천안함 폭침으로 전사했다.

연평해전	연평/NNP+해전/NNG
때	때/NNG
무사했던	무사/NNG+하/XSA+았/EP+던/ETM
박경수	박경수/NNP
상사(당시	상사/NNG+(/SS+당시/NNG
21세)는	21/SN+세/NNB+)/SS+는/JX
8년	8/SN+년/NNB
뒤	뒤/NNG
천안함	천안함/NNP
폭침으로	폭침/NNG+으로/JKB
전사했다.	전사/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.7.1
권 씨는 피 흘려 지킨 조국이 싫어 한때 호주로 떠난 적도 있다.

권	권/NNP
씨는	씨/NNB+는/JX
피	피/NNG
흘려	흘리/VV+어/EC
지킨	지키/VV+ㄴ/ETM
조국이	조국/NNG+이/JKS
싫어	싫/VA+어/EC
한때	한때/MAG
호주로	호주/NNP+로/JKB
떠난	떠나/VV+ㄴ/ETM
적도	적/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000045.354.7.2
“서해교전 용사라며?

“서해교전	“/SS+서해/NNP+교전/NNG
용사라며?	용사/NNG+이/VCP+라며/EF+?/SF


# id : NWRW1800000045.354.7.3
그래 얼마 받았니?”

그래	그래/IC
얼마	얼마/NNG
받았니?”	받/VV+았/EP+니/EF+?/SF+”/SS


# id : NWRW1800000045.354.7.4
사람들이 무심코 던지는 말이 비수 같았다.

사람들이	사람/NNG+들/XSN+이/JKS
무심코	무심코/MAG
던지는	던지/VV+는/ETM
말이	말/NNG+이/JKS
비수	비수/NNG
같았다.	같/VA+았/EP+다/EF+./SF


# id : NWRW1800000045.354.7.5
보수든 진보든 연평해전을 두고 벌이는 이념 논쟁은 더욱 견디기 힘들었다.

보수든	보수/NNG+든/JX
진보든	진보/NNG+든/JX
연평해전을	연평/NNP+해전/NNG+을/JKO
두고	두/VV+고/EC
벌이는	벌이/VV+는/ETM
이념	이념/NNG
논쟁은	논쟁/NNG+은/JX
더욱	더욱/MAG
견디기	견디/VV+기/ETN
힘들었다.	힘들/VA+었/EP+다/EF+./SF


# id : NWRW1800000045.354.7.6
‘그저 해군이니까 바다를 지켰고 전투가 벌어져 온 힘을 다해 싸운 것뿐인데….’

‘그저	‘/SS+그저/MAG
해군이니까	해군/NNG+이/VCP+니까/EC
바다를	바다/NNG+를/JKO
지켰고	지키/VV+었/EP+고/EC
전투가	전투/NNG+가/JKS
벌어져	벌어지/VV+어/EC
온	오/VX+ㄴ/ETM
힘을	힘/NNG+을/JKO
다해	다/MAG+하/XSV+아/EC
싸운	싸우/VV+ㄴ/ETM
것뿐인데….’	것/NNB+뿐/JX+이/VCP+ㄴ데/EC+…/SE+./SF+’/SS


# id : NWRW1800000045.354.7.7
있는 그대로 봐 주는 사람이 없었다.

있는	있/VA+는/ETM
그대로	그대로/MAG
봐	보/VV+아/EC
주는	주/VX+는/ETM
사람이	사람/NNG+이/JKS
없었다.	없/VA+었/EP+다/EF+./SF


# id : NWRW1800000045.354.7.8
보상금과 이념 논쟁은 그를 초라하게 만들었다.

보상금과	보상금/NNG+과/JC
이념	이념/NNG
논쟁은	논쟁/NNG+은/JX
그를	그/NP+를/JKO
초라하게	초라하/VA+게/EC
만들었다.	만들/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.354.8.1
현충원이나 연평해전 추도식 행사에 갈 때면 자리 채우러 간다는 생각을 지울 수 없다고도 했다.

현충원이나	현충원/NNP+이나/JC
연평해전	연평/NNP+해전/NNG
추도식	추도식/NNG
행사에	행사/NNG+에/JKB
갈	가/VV+ㄹ/ETM
때면	때/NNG+이/VCP+면/EC
자리	자리/NNG
채우러	채우/VV+러/EC
간다는	가/VV+ㄴ다는/ETM
생각을	생각/NNG+을/JKO
지울	지우/VV+ㄹ/ETM
수	수/NNB
없다고도	없/VA+다고/EC+도/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.8.2
참전 용사라고 불러 놓고 정치인, 고위 공직자들의 ‘병풍 역할’만 시켰다.

참전	참전/NNG
용사라고	용사/NNG+이/VCP+라고/EC
불러	부르/VV+어/EC
놓고	놓/VX+고/EC
정치인,	정치인/NNG+,/SP
고위	고위/NNG
공직자들의	공직자/NNG+들/XSN+의/JKG
‘병풍	‘/SS+병풍/NNG
역할’만	역할/NNG+’/SS+만/JX
시켰다.	시키/VV+었/EP+다/EF+./SF


# id : NWRW1800000045.354.8.3
유족은 뒷전이고 정치인 사진만 찍는 모습에 다시는 이런 행사에 나가지 않겠다고 다짐하기도 했다.

유족은	유족/NNG+은/JX
뒷전이고	뒷전/NNG+이/VCP+고/EC
정치인	정치인/NNG
사진만	사진/NNG+만/JX
찍는	찍/VV+는/ETM
모습에	모습/NNG+에/JKB
다시는	다시/MAG+는/JX
이런	이런/MMD
행사에	행사/NNG+에/JKB
나가지	나가/VV+지/EC
않겠다고	않/VX+겠/EP+다고/EC
다짐하기도	다짐/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000045.354.9.1
권 씨는 “우리 사회는 군복을 입고 눈감은 이들에 대한 존중과 배려가 너무 부족하다”며 안타까워했다.

권	권/NNP
씨는	씨/NNB+는/JX
“우리	“/SS+우리/NP
사회는	사회/NNG+는/JX
군복을	군복/NNG+을/JKO
입고	입/VV+고/EC
눈감은	눈감/VV+은/ETM
이들에	이/NNB+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
존중과	존중/NNG+과/JC
배려가	배려/NNG+가/JKS
너무	너무/MAG
부족하다”며	부족/NNG+하/XSA+다/EF+”/SS+며/EC
안타까워했다.	안타까워하/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.9.2
그는 얼마 전 보훈처에서 겪은 일을 지금도 잊을 수 없다.

그는	그/NP+는/JX
얼마	얼마/NNG
전	전/NNG
보훈처에서	보훈처/NNG+에서/JKB
겪은	겪/VV+은/ETM
일을	일/NNG+을/JKO
지금도	지금/NNG+도/JX
잊을	잊/VV+을/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000045.354.9.3
백발노인 두 분이 ‘6·25전쟁 참전 전우가 죽었다’며 관에 함께 넣을 태극기를 받으러 왔다.

백발노인	백발노인/NNG
두	두/MMN
분이	분/NNB+이/JKS
‘6·25전쟁	‘/SS+6/SN+·/SP+25/SN+전쟁/NNG
참전	참전/NNG
전우가	전우/NNG+가/JKS
죽었다’며	죽/VV+었/EP+다/EF+’/SS+며/EC
관에	관/NNG+에/JKB
함께	함께/MAG
넣을	넣/VV+을/ETM
태극기를	태극기/NNG+를/JKO
받으러	받/VV+으러/EC
왔다.	오/VV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.9.4
하지만 담당 공무원은 순서를 기다리라며 20분도 넘게 노인들을 기다리게 하더라는 것.

하지만	하지만/MAJ
담당	담당/NNG
공무원은	공무원/NNG+은/JX
순서를	순서/NNG+를/JKO
기다리라며	기다리/VV+라며/EC
20분도	20/SN+분/NNB+도/JX
넘게	넘/VV+게/EC
노인들을	노인/NNG+들/XSN+을/JKO
기다리게	기다리/VV+게/EC
하더라는	하/VX+더라는/ETM
것.	것/NNB+./SF


# id : NWRW1800000045.354.9.5
“그분들이 그저 지나가는 노인이 아니잖아요?

“그분들이	“/SS+그분/NP+들/XSN+이/JKS
그저	그저/MAG
지나가는	지나가/VV+는/ETM
노인이	노인/NNG+이/JKC
아니잖아요?	아니/VCN+잖아/EF+요/JX+?/SF


# id : NWRW1800000045.354.9.6
그분들이 계셨기에 우리가 있을 수 있다는 것을 너무 많은 사람이 모르고 사는 것 같아요.”

그분들이	그분/NP+들/XSN+이/JKS
계셨기에	계시/VV+었/EP+기에/EC
우리가	우리/NP+가/JKS
있을	있/VA+을/ETM
수	수/NNB
있다는	있/VA+다는/ETM
것을	것/NNB+을/JKO
너무	너무/MAG
많은	많/VA+은/ETM
사람이	사람/NNG+이/JKS
모르고	모르/VV+고/EC
사는	살/VV+는/ETM
것	것/NNB
같아요.”	같/VA+아요/EF+./SF+”/SS


# id : NWRW1800000045.354.9.7
권 씨는 “우리의 평온한 오늘을 위해 누군가가 자신의 내일을 희생했다는 사실을 많은 사람이 감사했으면 좋겠다”고 말했다.

권	권/NNP
씨는	씨/NNB+는/JX
“우리의	“/SS+우리/NP+의/JKG
평온한	평온/NNG+하/XSA+ㄴ/ETM
오늘을	오늘/NNG+을/JKO
위해	위하/VV+아/EC
누군가가	누구/NP+이/VCP+ㄴ가/EF+가/JKS
자신의	자신/NNG+의/JKG
내일을	내일/NNG+을/JKO
희생했다는	희생/NNG+하/XSV+았/EP+다는/ETM
사실을	사실/NNG+을/JKO
많은	많/VA+은/ETM
사람이	사람/NNG+이/JKS
감사했으면	감사/NNG+하/XSV+았/EP+으면/EC
좋겠다”고	좋/VA+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.10.1
지난달 홍익표 새정치민주연합 의원은 일명 ‘해피먼데이 법’을 발의했다.

지난달	지난달/NNG
홍익표	홍익표/NNP
새정치민주연합	새정치민주연합/NNP
의원은	의원/NNG+은/JX
일명	일명/NNG
‘해피먼데이	‘/SS+해피먼데이/NNG
법’을	법/NNG+’/SS+을/JKO
발의했다.	발의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000045.354.10.2
현충일 어린이날 한글날처럼 날짜의 상징성이 크지 않은 공휴일을 월요일로 바꾸자는 법안이다.

현충일	현충일/NNG
어린이날	어린이날/NNG
한글날처럼	한글날/NNG+처럼/JKB
날짜의	날짜/NNG+의/JKG
상징성이	상징/NNG+성/XSN+이/JKS
크지	크/VA+지/EC
않은	않/VX+은/ETM
공휴일을	공휴일/NNG+을/JKO
월요일로	월요일/NNG+로/JKB
바꾸자는	바꾸/VV+자는/ETM
법안이다.	법안/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.354.10.3
현충일이 주말과 겹쳐 연휴가 짧아지는 것을 우려해 토-일-월 3일 휴일을 보장하자는 취지다.

현충일이	현충일/NNG+이/JKS
주말과	주말/NNG+과/JKB
겹쳐	겹치/VV+어/EC
연휴가	연휴/NNG+가/JKS
짧아지는	짧아지/VV+는/ETM
것을	것/NNB+을/JKO
우려해	우려/NNG+하/XSV+아/EC
토-일-월	토/NNG+-/SO+일/NNG+-/SO+월/NNG
3일	3/SN+일/NNB
휴일을	휴일/NNG+을/JKO
보장하자는	보장/NNG+하/XSV+자는/ETM
취지다.	취지/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000045.354.11.1
“국민이 좀 더 많이 쉬도록 하자는 데 반대하지 않아요.

“국민이	“/SS+국민/NNG+이/JKS
좀	좀/MAG
더	더/MAG
많이	많이/MAG
쉬도록	쉬/VV+도록/EC
하자는	하/VX+자는/ETM
데	데/NNB
반대하지	반대/NNG+하/XSV+지/EC
않아요.	않/VX+아요/EF+./SF


# id : NWRW1800000045.354.11.2
하지만 ‘해피’라는 말은 나라를 위해 목숨을 바친 분들에 대한 예의가 아닙니다.”

하지만	하지만/MAJ
‘해피’라는	‘/SS+해피/NNG+’/SS+이/VCP+라는/ETM
말은	말/NNG+은/JX
나라를	나라/NNG+를/JKO
위해	위하/VV+아/EC
목숨을	목숨/NNG+을/JKO
바친	바치/VV+ㄴ/ETM
분들에	분/NNB+들/XSN+에/JKB
대한	대하/VV+ㄴ/ETM
예의가	예의/NNG+가/JKC
아닙니다.”	아니/VCN+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000045.354.11.3
권 씨는 “올해 현충일만큼은 1초만이라도 그분들을 생각하는 날이길 바란다”고 덧붙였다.

권	권/NNP
씨는	씨/NNB+는/JX
“올해	“/SS+올해/NNG
현충일만큼은	현충일/NNG+만큼/JKB+은/JX
1초만이라도	1/SN+초/NNB+만/JX+이라도/JX
그분들을	그분/NP+들/XSN+을/JKO
생각하는	생각/NNG+하/XSV+는/ETM
날이길	날/NNG+이/VCP+기/ETN+ㄹ/JKO
바란다”고	바라/VV+ㄴ다/EF+”/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


