# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.200
metadata : {}


# id : NWRW1800000038.200.1.1
또 등장한 竹棒(죽봉)… '폭력버스' 시위꾼에 습격당한 울산 현대車

또	또/MAG
비정규직의 정규직화 등을 요구하며 버스 60여대와 열차 2량을 이용, 서울 등 전국 각지에서 몰려든 버스시위대는 이날 오후 7시쯤 현대차 울산3공장 명촌주차장에서 공장 울타리를 뜯어내고 침입하려다 이를 막는 회사 측과 격렬하게 충돌했다.

비정규직의	비/XPN+정규직/NNG+의/JKG
정규직화	정규직/NNG+화/XSN
등을	등/NNB+을/JKO
요구하며	요구/NNG+하/XSV+며/EC
버스	버스/NNG
60여대와	60/SN+여/XSN+대/NNB+와/JC
열차	열차/NNG
2량을	2/SN+량/NNB+을/JKO
이용,	이용/NNG+,/SP
서울	서울/NNP
등	등/NNB
전국	전국/NNG
각지에서	각지/NNG+에서/JKB
몰려든	몰려들/VV+ㄴ/ETM
버스시위대는	버스/NNG+시위대/NNG+는/JX
이날	이날/NNG
오후	오후/NNG
7시쯤	7/SN+시/NNB+쯤/XSN
현대차	현대차/NNP
울산3공장	울산/NNP+3/SN+공장/NNG
명촌주차장에서	명촌/NNP+주차장/NNG+에서/JKB
공장	공장/NNG
울타리를	울타리/NNG+를/JKO
뜯어내고	뜯어내/VV+고/EC
침입하려다	침입/NNG+하/XSV+려다/EC
이를	이/NP+를/JKO
막는	막/VV+는/ETM
회사	회사/NNG
측과	측/NNB+과/JKB
격렬하게	격렬하/VA+게/EC
충돌했다.	충돌/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.4.2
2시간20분 동안 이어진 충돌은 죽봉·돌멩이 등으로 무장한 시위대가 명촌문 철조망 담 9개(27m가량)에 동아줄을 걸어 무너뜨리고 안으로 진입하려 하자 사측 직원들이 소화기·소화전 물포 등으로 막으면서 빚어졌다.

2시간20분	2/SN+시간/NNB+20/SN+분/NNB
동안	동안/NNG
이어진	이어지/VV+ㄴ/ETM
충돌은	충돌/NNG+은/JX
죽봉·돌멩이	죽봉/NNG+·/SP+돌멩이/NNG
등으로	등/NNB+으로/JKB
무장한	무장/NNG+하/XSV+ㄴ/ETM
시위대가	시위대/NNG+가/JKS
명촌문	명촌/NNP+문/NNG
철조망	철조망/NNG
담	담/NNG
9개(27m가량)에	9/SN+개/NNB+(/SS+27/SN+m/SW+가량/XSN+)/SS+에/JKB
동아줄을	동아줄/NNG+을/JKO
걸어	걸/VV+어/EC
무너뜨리고	무너뜨리/VV+고/EC
안으로	안/NNG+으로/JKB
진입하려	진입/NNG+하/XSV+려/EC
하자	하/VX+자/EC
사측	사측/NNG
직원들이	직원/NNG+들/XSN+이/JKS
소화기·소화전	소화기/NNG+·/SP+소화전/NNG
물포	물/NNG+포/NNG
막으면서	막/VV+으면서/EC
빚어졌다.	빚어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.200.4.3
당초 시위대 3000여명(경찰 추산)은 울산시 북구 양정동 현대차 울산공장 정문 앞 주변에 집결했다.

당초	당초/NNG
시위대	시위대/NNG
3000여명(경찰	3000/SN+여/XSN+명/NNB+(/SS+경찰/NNG
추산)은	추산/NNG+)/SS+은/JX
울산시	울산시/NNP
북구	북구/NNP
양정동	양정동/NNP
현대차	현대차/NNP
울산공장	울산/NNP+공장/NNG
정문	정문/NNG
앞	앞/NNG
주변에	주변/NNG+에/JKB
집결했다.	집결/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.4.4
그러나 장소가 비좁다는 이유로 4~5㎞쯤 떨어진 현대차 명촌주차장으로 장소를 옮겼고, 그 과정에서 300여명이 철조망을 무너뜨리며 순식간에 '폭력 모드'가 됐다.

그러나	그러나/MAJ
장소가	장소/NNG+가/JKS
비좁다는	비좁/VA+다는/ETM
이유로	이유/NNG+로/JKB
4~5㎞쯤	4/SN+~/SO+5/SN+㎞/SW+쯤/XSN
떨어진	떨어지/VV+ㄴ/ETM
현대차	현대차/NNP
명촌주차장으로	명촌/NNP+주차장/NNG+으로/JKB
장소를	장소/NNG+를/JKO
옮겼고,	옮기/VV+었/EP+고/EC+,/SP
그	그/MMD
과정에서	과정/NNG+에서/JKB
300여명이	300/SN+여/XSN+명/NNB+이/JKS
철조망을	철조망/NNG+을/JKO
무너뜨리며	무너뜨리/VV+며/EC
순식간에	순식/NNG+간/XSN+에/JKB
'폭력	'/SS+폭력/NNG
모드'가	모드/NNG+'/SS+가/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.200.4.5
시위대는 "모든 비정규직 정규직으로 전환하라!", "돌격"을 외치며 죽봉을 앞세워 돌아가며 공격했고, 회사 직원들은 투명 플라스틱 방패와 소화기 등으로 대응했다.

시위대는	시위대/NNG+는/JX
"모든	"/SS+모든/MMN
비정규직	비/XPN+정규직/NNG
정규직으로	정규직/NNG+으로/JKB
전환하라!",	전환/NNG+하/XSV+라/EF+!/SF+"/SS+,/SP
"돌격"을	"/SS+돌격/NNG+"/SS+을/JKO
외치며	외치/VV+며/EC
죽봉을	죽봉/NNG+을/JKO
앞세워	앞세우/VV+어/EC
돌아가며	돌아가/VV+며/EC
공격했고,	공격/NNG+하/XSV+았/EP+고/EC+,/SP
회사	회사/NNG
직원들은	직원/NNG+들/XSN+은/JX
투명	투명/NNG
플라스틱	플라스틱/NNG
방패와	방패/NNG+와/JC
소화기	소화기/NNG
등으로	등/NNB+으로/JKB
대응했다.	대응/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.4.6
돌멩이도 난무했다.

돌멩이도	돌멩이/NNG+도/JX
난무했다.	난무/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.4.7
일부 시위대는 끝이 여러 갈래로 찢어진 죽봉을 휘둘렀다.

일부	일부/NNG
시위대는	시위대/NNG+는/JX
끝이	끝/NNG+이/JKS
여러	여러/MMN
갈래로	갈래/NNG+로/JKB
찢어진	찢어지/VV+ㄴ/ETM
죽봉을	죽봉/NNG+을/JKO
휘둘렀다.	휘두르/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.200.4.8
이 과정에서 현대차 보안요원 이모(52)씨는 죽봉에 맞아 이마 등이 10㎝가량 찢어졌고, 빈모(45) 과장은 얼굴에 돌을 맞았다.

이	이/MMD
과정에서	과정/NNG+에서/JKB
현대차	현대차/NNP
보안요원	보안/NNG+요원/NNG
이모(52)씨는	이/NNP+모/NP+(/SS+52/SN+)/SS+씨/NNB+는/JX
죽봉에	죽봉/NNG+에/JKB
맞아	맞/VV+아/EC
이마	이마/NNG
등이	등/NNB+이/JKS
10㎝가량	10/SN+㎝/SW+가량/XSN
찢어졌고,	찢어지/VV+었/EP+고/EC+,/SP
빈모(45)	빈/NNP+모/NP+(/SS+45/SN+)/SS
과장은	과장/NNG+은/JX
얼굴에	얼굴/NNG+에/JKB
돌을	돌/NNG+을/JKO
맞았다.	맞/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.5.1
현대차 측은 "버스시위대의 폭력 행사로 82명이 다쳤다"며 "폭력 행위를 주도한 시위대에 대해선 민·형사상 법적 책임을 끝까지 물을 것"이라고 말했다.

현대차	현대차/NNP
측은	측/NNB+은/JX
"버스시위대의	"/SS+버스/NNG+시위대/NNG+의/JKG
폭력	폭력/NNG
행사로	행사/NNG+로/JKB
82명이	82/SN+명/NNB+이/JKS
다쳤다"며	다치/VV+었/EP+다/EF+"/SS+며/EC
"폭력	"/SS+폭력/NNG
행위를	행위/NNG+를/JKO
주도한	주도/NNG+하/XSV+ㄴ/ETM
시위대에	시위대/NNG+에/JKB
대해선	대하/VV+아서/EC+ㄴ/JX
민·형사상	민·형사/NNG+상/XSN
법적	법/NNG+적/XSN
책임을	책임/NNG+을/JKO
끝까지	끝/NNG+까지/JX
물을	묻/VV+을/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.5.2
버스시위대 측은 "충돌 과정에서 20여명이 부상당했다"고 주장했다.

버스시위대	버스/NNG+시위대/NNG
측은	측/NNB+은/JX
"충돌	"/SS+충돌/NNG
과정에서	과정/NNG+에서/JKB
20여명이	20/SN+여/XSN+명/NNB+이/JKS
부상당했다"고	부상/NNG+당하/XSV+았/EP+다/EF+"/SS+고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.5.3
경찰도 11명이 다쳤다.

경찰도	경찰/NNG+도/JX
11명이	11/SN+명/NNB+이/JKS
다쳤다.	다치/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.200.5.4
경찰은 이날 오후 8시 20분쯤 물대포를 쏘며 강제 해산에 들어가 오후 9시 30분쯤 시위대를 명촌문 맞은편 송전철탑 쪽으로 몰아냈다.

경찰은	경찰/NNG+은/JX
이날	이날/NNG
오후	오후/NNG
8시	8/SN+시/NNB
20분쯤	20/SN+분/NNB+쯤/XSN
물대포를	물대포/NNG+를/JKO
쏘며	쏘/VV+며/EC
강제	강제/NNG
해산에	해산/NNG+에/JKB
들어가	들어가/VV+아/EC
9시	9/SN+시/NNB
30분쯤	30/SN+분/NNB+쯤/XSN
시위대를	시위대/NNG+를/JKO
명촌문	명촌/NNP+문/NNG
맞은편	맞은편/NNG
송전철탑	송전/NNG+철탑/NNG
쪽으로	쪽/NNB+으로/JKB
몰아냈다.	몰아내/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.200.5.5
이후 시위대는 현대차 사내 하도급 해고자 최병승씨 등이 농성 중인 명촌주차장 송전철탑 주변에서 시위와 집회를 벌인 뒤 21일 오전 10시쯤 해산했다.

이후	이후/NNG
시위대는	시위대/NNG+는/JX
현대차	현대차/NNP
사내	사내/NNG
하도급	하도급/NNG
해고자	해고자/NNG
최병승씨	최병승/NNP+씨/NNB
등이	등/NNB+이/JKS
농성	농성/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
명촌주차장	명촌/NNP+주차장/NNG
송전철탑	송전/NNG+철탑/NNG
주변에서	주변/NNG+에서/JKB
시위와	시위/NNG+와/JC
집회를	집회/NNG+를/JKO
벌인	벌이/VV+ㄴ/ETM
뒤	뒤/NNG
21일	21/SN+일/NNB
오전	오전/NNG
10시쯤	10/SN+시/NNB+쯤/XSN
해산했다.	해산/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.6.1
시위대는 이날 해산 전 송전철탑 앞에서 기자회견을 열고 "불법 파견을 인정하지 않는 현대차의 불법을 꺾기 위한 희망버스는 일회성으로 그치지 않을 것"이라며 "비정규직의 정규직화 해결 없이는 희망버스는 중단되지 않을 것"이라고 주장했다.

시위대는	시위대/NNG+는/JX
이날	이날/NNG
해산	해산/NNG
전	전/NNG
송전철탑	송전/NNG+철탑/NNG
앞에서	앞/NNG+에서/JKB
기자회견을	기자/NNG+회견/NNG+을/JKO
열고	열/VV+고/EC
"불법	"/SS+불법/NNG
파견을	파견/NNG+을/JKO
인정하지	인정/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
현대차의	현대차/NNP+의/JKG
불법을	불법/NNG+을/JKO
꺾기	꺾/VV+기/ETN
위한	위하/VV+ㄴ/ETM
희망버스는	희망/NNG+버스/NNG+는/JX
일회성으로	일회/NNG+성/XSN+으로/JKB
그치지	그치/VV+지/EC
않을	않/VX+을/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"비정규직의	"/SS+비/XPN+정규직/NNG+의/JKG
정규직화	정규직/NNG+화/XSN
해결	해결/NNG
없이는	없이/MAG+는/JX
중단되지	중단/NNG+되/XSV+지/EC
것"이라고	것/NNB+"/SS+이라고/JKQ
주장했다.	주장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.7.1
경찰은 시위 현장에서 박모씨 등 참가자 7명을 공무집행방해·해산명령불이행 등의 혐의로 입건했다.

경찰은	경찰/NNG+은/JX
시위	시위/NNG
현장에서	현장/NNG+에서/JKB
박모씨	박/NNP+모/NP+씨/NNB
등	등/NNB
참가자	참가자/NNG
7명을	7/SN+명/NNB+을/JKO
공무집행방해·해산명령불이행	공무/NNG+집행/NNG+방해/NNG+·/SP+해산/NNG+명령/NNG+불/XPN+이행/NNG
등의	등/NNB+의/JKG
혐의로	혐의/NNG+로/JKB
입건했다.	입건/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.7.2
경찰은 이날 시위에 참가한 단체가 '민주노총' '비정규직 없는 세상 만들기 네트워크' 등 70여개 진보·좌파 노동·정치 단체인 것으로 파악하고 있다.

경찰은	경찰/NNG+은/JX
이날	이날/NNG
시위에	시위/NNG+에/JKB
참가한	참가/NNG+하/XSV+ㄴ/ETM
단체가	단체/NNG+가/JKS
'민주노총'	'/SS+민주노총/NNP+'/SS
'비정규직	'/SS+비/XPN+정규직/NNG
없는	없/VA+는/ETM
세상	세상/NNG
만들기	만들/VV+기/ETN
네트워크'	네트워크/NNG+'/SS
등	등/NNB
70여개	70/SN+여/XSN+개/NNB
진보·좌파	진보/NNG+·/SP+좌파/NNG
노동·정치	노동/NNG+·/SP+정치/NNG
단체인	단체/NNG+이/VCP+ㄴ/ETM
것으로	것/NNB+으로/JKB
파악하고	파악/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.200.7.3
경찰은 "한진중공업, 쌍용차, 제주도 강정마을 사태 등에 단골로 참가하는 단체들"이라고 했다.

경찰은	경찰/NNG+은/JX
"한진중공업,	"/SS+한진중공업/NNP+,/SP
쌍용차,	쌍용차/NNP+,/SP
제주도	제주도/NNP
강정마을	강정마을/NNP
사태	사태/NNG
등에	등/NNB+에/JKB
단골로	단골/NNG+로/JKB
참가하는	참가/NNG+하/XSV+는/ETM
단체들"이라고	단체/NNG+들/XSN+"/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000038.200.8.1
행복도시울산만들기범시민협의회, 양정동 주민, 현대기아차 협력사협의회 등 1000여명은 같은 날 현대차 울산공장 정문 앞에서 버스시위대 반대 피켓 시위를 벌였다.

행복도시울산만들기범시민협의회,	행복도시울산만들기범시민협의회/NNP+,/SP
양정동	양정동/NNP
주민,	주민/NNG+,/SP
현대기아차	현대기아차/NNP
협력사협의회	협력사/NNG+협의회/NNG
등	등/NNB
1000여명은	1000/SN+여/XSN+명/NNB+은/JX
같은	같/VA+은/ETM
날	날/NNG
현대차	현대차/NNP
울산공장	울산/NNP+공장/NNG
정문	정문/NNG
앞에서	앞/NNG+에서/JKB
버스시위대	버스/NNG+시위대/NNG
반대	반대/NNG
피켓	피켓/NNG
시위를	시위/NNG+를/JKO
벌였다.	벌이/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.200.8.2
이들은 "현대차 노사와 비정규직 직원들이 평화적으로 해결해야 할 문제에 외부 세력이 개입하는 것은 결코 바람직하지 않다"며 "울산 시민의 절박한 요구에도 외부 개입을 강행한다면 모든 역량을 결집, 적극적으로 대응할 것"이라고 말했다.

이들은	이/NP+들/XSN+은/JX
"현대차	"/SS+현대차/NNP
노사와	노사/NNG+와/JC
비정규직	비/XPN+정규직/NNG
직원들이	직원/NNG+들/XSN+이/JKS
평화적으로	평화/NNG+적/XSN+으로/JKB
해결해야	해결/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
문제에	문제/NNG+에/JKB
외부	외부/NNG
세력이	세력/NNG+이/JKS
개입하는	개입/NNG+하/XSV+는/ETM
것은	것/NNB+은/JX
결코	결코/MAG
바람직하지	바람직하/VA+지/EC
않다"며	않/VX+다/EF+"/SS+며/EC
"울산	"/SS+울산/NNP
시민의	시민/NNG+의/JKG
절박한	절박하/VA+ㄴ/ETM
요구에도	요구/NNG+에/JKB+도/JX
개입을	개입/NNG+을/JKO
강행한다면	강행/NNG+하/XSV+ㄴ다면/EC
모든	모든/MMN
역량을	역량/NNG+을/JKO
결집,	결집/NNG+,/SP
적극적으로	적극/NNG+적/XSN+으로/JKB
대응할	대응/NNG+하/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


