# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.161
metadata : {}


# id : NWRW1800000026.161.1.1
[수도권] 뇌성마비 시인들, 세상 창문을 열다;詩로 노래가사 만들어 음반 발표 전문 작곡가·가수가 도와

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
홍현승군은	홍현승/NNP+군/NNB+은/JX
자운고등학교	자운고등학교/NNP
3학년	3/SN+학년/NNG
학생으로,	학생/NNG+으로/JKB+,/SP
전국의	전국/NNG+의/JKG
각종	각종/NNG
글짓기	글짓기/NNG
대회에서	대회/NNG+에서/JKB
충남도지사상·불교방송사장상	충남/NNP+도지사/NNG+상/NNG+·/SP+불교방송/NNP+사장/NNG+상/NNG
등	등/NNB
최우수상을	최우수상/NNG+을/JKO
휩쓴	휩쓸/VV+ㄴ/ETM
아마추어	아마추어/NNG
시인이다.	시인/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.161.7.5
이씨도 '파란낙엽'이란 시로 이번 음반 제작에 참여했다.

이씨도	이/NNP+씨/NNB+도/JX
'파란낙엽'이란	'/SS+파랗/VA+ㄴ/ETM+낙엽/NNG+'/SS+이/VCP+란/ETM
시로	시/NNG+로/JKB
이번	이번/NNG
음반	음반/NNG
제작에	제작/NNG+에/JKB
참여했다.	참여/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.8.1
노래를 함께 따라부르던 최씨는 "글을 쓰고 싶은 다른 장애인들에게 '우리도 할 수 있다'는 희망을 주고 싶어 이번 작업에 참여했다"고 했다.

노래를	노래/NNG+를/JKO
함께	함께/MAG
따라부르던	따르/VV+아/EC+부르/VV+던/ETM
최씨는	최/NNP+씨/NNB+는/JX
"글을	"/SS+글/NNG+을/JKO
쓰고	쓰/VV+고/EC
싶은	싶/VX+은/ETM
다른	다른/MMD
장애인들에게	장애인/NNG+들/XSN+에게/JKB
'우리도	'/SS+우리/NP+도/JX
할	하/VV+ㄹ/ETM
수	수/NNB
있다'는	있/VA+다/EF+'/SS+는/ETM
희망을	희망/NNG+을/JKO
주고	주/VV+고/EC
싶어	싶/VX+어/EC
이번	이번/NNG
작업에	작업/NNG+에/JKB
참여했다"고	참여/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.9.1
"장애인들은 외부 활동이 적어요.

"장애인들은	"/SS+장애인/NNG+들/XSN+은/JX
외부	외부/NNG
활동이	활동/NNG+이/JKS
적어요.	적/VA+어요/EF+./SF


# id : NWRW1800000026.161.9.2
혼자 글 쓰는 친구들도 많지만, 등단은 어려운 게 사실이죠.

혼자	혼자/NNG
글	글/NNG
쓰는	쓰/VV+는/ETM
친구들도	친구/NNG+들/XSN+도/JX
많지만,	많/VA+지만/EC+,/SP
등단은	등단/NNG+은/JX
어려운	어렵/VA+ㄴ/ETM
게	거/NNB+이/JKS
사실이죠.	사실/NNG+이/VCP+죠/EF+./SF


# id : NWRW1800000026.161.9.3
문학지로 등단하는 건 더 어렵죠.

문학지로	문학지/NNG+로/JKB
등단하는	등단/NNG+하/XSV+는/ETM
건	거/NNB+ㄴ/JX
더	더/MAG
어렵죠.	어렵/VA+죠/EF+./SF


# id : NWRW1800000026.161.9.4
이런 어려운 현실에서 그들에게 희망을 주기 위해 우리가 쓴 시로 음반을 냈습니다."

이런	이런/MMD
어려운	어렵/VA+ㄴ/ETM
현실에서	현실/NNG+에서/JKB
그들에게	그/NP+들/XSN+에게/JKB
희망을	희망/NNG+을/JKO
주기	주/VV+기/ETN
위해	위하/VV+아/EC
우리가	우리/NP+가/JKS
쓴	쓰/VV+ㄴ/ETM
시로	시/NNG+로/JKB
음반을	음반/NNG+을/JKO
냈습니다."	내/VV+었/EP+습니다/EF+./SF+"/SS


# id : NWRW1800000026.161.10.1
그는 "한 편의 시가 노래로 탈바꿈해 많은 사람에게 알려질 때 장애인들의 글쓰기도 더욱 활성화될 것"이라고 말했다.

그는	그/NP+는/JX
"한	"/SS+한/MMN
편의	편/NNB+의/JKG
시가	시/NNG+가/JKS
노래로	노래/NNG+로/JKB
탈바꿈해	탈바꿈/NNG+하/XSV+아/EC
많은	많/VA+은/ETM
사람에게	사람/NNG+에게/JKB
알려질	알려지/VV+ㄹ/ETM
때	때/NNG
장애인들의	장애인/NNG+들/XSN+의/JKG
글쓰기도	글쓰기/NNG+도/JX
더욱	더욱/MAG
활성화될	활성/NNG+화/XSN+되/XSV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.11.1
이들 뇌성마비 장애인들은 '그가 내게로 오다'라는 음반을 1500개 제작한다.

이들	이/NP+들/XSN
뇌성마비	뇌성/NNG+마비/NNG
장애인들은	장애인/NNG+들/XSN+은/JX
'그가	'/SS+그/NP+가/JKS
내게로	나/NP+에게/JKB+로/JKB
오다'라는	오/VV+다/EF+'/SS+이/VCP+라는/ETM
음반을	음반/NNG+을/JKO
1500개	1500/SN+개/NNB
제작한다.	제작/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.161.11.2
작사는 뇌성마비 시인들의 시를 많이 활용했고, 전문 작곡가와 가수들이 노래를 만들고 불렀다.

작사는	작사/NNG+는/JX
뇌성마비	뇌성/NNG+마비/NNG
시인들의	시인/NNG+들/XSN+의/JKG
시를	시/NNG+를/JKO
많이	많이/MAG
활용했고,	활용/NNG+하/XSV+았/EP+고/EC+,/SP
전문	전문/NNG
작곡가와	작곡가/NNG+와/JC
가수들이	가수/NNG+들/XSN+이/JKS
노래를	노래/NNG+를/JKO
만들고	만들/VV+고/EC
불렀다.	부르/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.161.11.3
대개 노래 음반이 나오려면 3000만~5000만원이 들지만, 이번 음반 제작에 들어간 돈은 800만원 정도였다.

대개	대개/MAG
노래	노래/NNG
음반이	음반/NNG+이/JKS
나오려면	나오/VV+려면/EC
3000만~5000만원이	3000/SN+만/NR+~/SO+5000/SN+만/NR+원/NNB+이/JKS
들지만,	들/VV+지만/EC+,/SP
이번	이번/NNG
음반	음반/NNG
제작에	제작/NNG+에/JKB
들어간	들어가/VV+ㄴ/ETM
돈은	돈/NNG+은/JX
800만원	800/SN+만/NR+원/NNB
정도였다.	정도/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.161.11.4
작곡가·가수들이 거의 무료 봉사에 가까울 정도로 이들을 도왔기 때문이다.

작곡가·가수들이	작곡가/NNG+·/SP+가수/NNG+들/XSN+이/JKS
거의	거의/MAG
무료	무료/NNG
봉사에	봉사/NNG+에/JKB
가까울	가깝/VA+ㄹ/ETM
정도로	정도/NNG+로/JKB
이들을	이/NP+들/XSN+을/JKO
도왔기	돕/VV+았/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.161.12.1
부축을 받지 않으면 제대로 계단을 오르내리기 힘겨울 정도로 몸이 불편한 현승군은 특유의 '살인미소'를 지으며 말했다.

부축을	부축/NNG+을/JKO
받지	받/VV+지/EC
않으면	않/VX+으면/EC
제대로	제대로/MAG
계단을	계단/NNG+을/JKO
오르내리기	오르내리/VV+기/ETN
힘겨울	힘겹/VA+ㄹ/ETM
정도로	정도/NNG+로/JKB
몸이	몸/NNG+이/JKS
불편한	불편/NNG+하/XSA+ㄴ/ETM
현승군은	현승/NNP+군/NNB+은/JX
특유의	특유/NNG+의/JKG
'살인미소'를	'/SS+살인/NNG+미소/NNG+'/SS+를/JKO
지으며	짓/VV+으며/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.12.2
"아직 글쓰기 필력이 부족한데, 많은 분이 예쁘게 봐주시고 도와주셔서 좋은 음반을 만들 수 있었어요."

"아직	"/SS+아직/MAG
글쓰기	글쓰기/NNG
필력이	필력/NNG+이/JKS
부족한데,	부족/NNG+하/XSA+ㄴ데/EC+,/SP
많은	많/VA+은/ETM
분이	분/NNB+이/JKS
예쁘게	예쁘/VA+게/EC
봐주시고	봐주/VV+시/EP+고/EC
도와주셔서	도와주/VV+시/EP+어서/EC
좋은	좋/VA+은/ETM
음반을	음반/NNG+을/JKO
만들	만들/VV+ㄹ/ETM
수	수/NNB
있었어요."	있/VA+었/EP+어요/EF+./SF+"/SS


# id : NWRW1800000026.161.13.1
◆"장애인들도 실력으로 승부해야"

◆"장애인들도	◆/SW+"/SS+장애인/NNG+들/XSN+도/JX
실력으로	실력/NNG+으로/JKB
승부해야"	승부/NNG+하/XSV+아야/EC+"/SS


# id : NWRW1800000026.161.14.1
음반 제작의 총책임을 맡고 있는 이종만(51)씨는 "우리는 시인들의 잔치에 양념만 쳐주는 웨이터 역할을 하고 있다"며 겸손하게 말했다.

음반	음반/NNG
제작의	제작/NNG+의/JKG
총책임을	총책임/NNG+을/JKO
맡고	맡/VV+고/EC
있는	있/VX+는/ETM
이종만(51)씨는	이종만/NNP+(/SS+51/SN+)/SS+씨/NNB+는/JX
"우리는	"/SS+우리/NP+는/JX
시인들의	시인/NNG+들/XSN+의/JKG
잔치에	잔치/NNG+에/JKB
양념만	양념/NNG+만/JX
쳐주는	치/VV+어/EC+주/VX+는/ETM
웨이터	웨이터/NNG
역할을	역할/NNG+을/JKO
하고	하/VV+고/EC
있다"며	있/VX+다/EF+"/SS+며/EC
겸손하게	겸손/NNG+하/XSA+게/EC
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.14.2
1988년 처음 앨범을 낸 이씨는 '장돌뱅이' 같은 노래를 불렀고, 지금은 20여명의 단원을 거느린 뉴트리팝스오케스트라의 지휘자이자 작곡가로 활동하고 있다.

1988년	1988/SN+년/NNB
처음	처음/NNG
앨범을	앨범/NNG+을/JKO
낸	내/VV+ㄴ/ETM
이씨는	이/NNP+씨/NNB+는/JX
'장돌뱅이'	'/SS+장돌뱅이/NNP+'/SS
같은	같/VA+은/ETM
노래를	노래/NNG+를/JKO
불렀고,	부르/VV+었/EP+고/EC+,/SP
지금은	지금/NNG+은/JX
20여명의	20/SN+여/XSN+명/NNB+의/JKG
단원을	단원/NNG+을/JKO
거느린	거느리/VV+ㄴ/ETM
뉴트리팝스오케스트라의	뉴트리팝스오케스트라/NNP+의/JKG
지휘자이자	지휘자/NNG+이/VCP+자/EC
작곡가로	작곡가/NNG+로/JKB
활동하고	활동/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.161.15.1
그가 음반 제작에 참여한 것은 시인들의 '맑은 영혼' 때문이라고 했다.

그가	그/NP+가/JKS
음반	음반/NNG
제작에	제작/NNG+에/JKB
참여한	참여/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
시인들의	시인/NNG+들/XSN+의/JKG
'맑은	'/SS+맑/VA+은/ETM
영혼'	영혼/NNG+'/SS
때문이라고	때문/NNB+이/VCP+라고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.15.2
이씨는 "돈을 벌자고 했으면 손도 대지 않았을 것"이라며 "시인들과 맺은 자연스러운 인연과 이들의 맑은 영혼에서 우러나온 아름다운 시들이 앨범 작업에 동참하게 된 원동력이 됐다"고 말했다.

이씨는	이/NNP+씨/NNB+는/JX
"돈을	"/SS+돈/NNG+을/JKO
벌자고	벌/VV+자고/EC
했으면	하/VV+았/EP+으면/EC
손도	손/NNG+도/JX
대지	대/VV+지/EC
않았을	않/VX+았/EP+을/ETM
것"이라며	것/NNB+"/SS+이/VCP+라며/EC
"시인들과	"/SS+시인/NNG+들/XSN+과/JKB
맺은	맺/VV+은/ETM
자연스러운	자연/NNG+스럽/XSA+ㄴ/ETM
인연과	인연/NNG+과/JC
이들의	이/NP+들/XSN+의/JKG
맑은	맑/VA+은/ETM
영혼에서	영혼/NNG+에서/JKB
우러나온	우러나오/VV+ㄴ/ETM
아름다운	아름답/VA+ㄴ/ETM
시들이	시/NNG+들/XSN+이/JKS
앨범	앨범/NNG
작업에	작업/NNG+에/JKB
동참하게	동참/NNG+하/XSV+게/EC
된	되/VV+ㄴ/ETM
원동력이	원동력/NNG+이/JKC
됐다"고	되/VV+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.16.1
하지만 그는 장애인들의 작품이란 말에 '장애인'이란 말은 빼달라고 했다.

하지만	하지만/MAJ
그는	그/NP+는/JX
장애인들의	장애인/NNG+들/XSN+의/JKG
작품이란	작품/NNG+이/VCP+란/ETM
말에	말/NNG+에/JKB
'장애인'이란	'/SS+장애인/NNG+'/SS+이/VCP+란/ETM
말은	말/NNG+은/JX
빼달라고	빼/VV+어/EC+달/VX+라고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.16.2
작품 그 자체로 좋은지 판단해야지 장애인이란 말로 동정표를 얻고 싶은 생각은 아니라고 했다.

작품	작품/NNG
그	그/MMD
자체로	자체/NNG+로/JKB
좋은지	좋/VA+은지/EF
판단해야지	판단/NNG+하/XSV+아야지/EC
장애인이란	장애인/NNG+이/VCP+란/ETM
말로	말/NNG+로/JKB
동정표를	동정표/NNG+를/JKO
얻고	얻/VV+고/EC
싶은	싶/VX+은/ETM
생각은	생각/NNG+은/JX
아니라고	아니/VCN+라고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.16.3
이씨는 장애인들에게도 애정 어린 쓴소리를 했다.

이씨는	이/NNP+씨/NNB+는/JX
장애인들에게도	장애인/NNG+들/XSN+에게/JKB+도/JX
애정	애정/NNG
어린	어리/VV+ㄴ/ETM
쓴소리를	쓴소리/NNG+를/JKO
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.16.4
"장애인들도 장애인들이라고 무조건 싼 가격에 봉사해달라만 해서는 안 됩니다.

"장애인들도	"/SS+장애인/NNG+들/XSN+도/JX
장애인들이라고	장애인/NNG+들/XSN+이/VCP+라고/EC
무조건	무/XPN+조건/NNG
싼	싸/VA+ㄴ/ETM
가격에	가격/NNG+에/JKB
봉사해달라만	봉사/NNG+하/XSV+아/EC+달/VX+라/EF+만/JX
해서는	하/VV+아서/EC+는/JX
안	안/MAG
됩니다.	되/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.161.16.5
정정당당하게 자신들의 경쟁력 있는 작품으로, 자신의 노력으로 멋진 음반을 내야 희망이 생길 수 있습니다."

정정당당하게	정정당당하/VA+게/EC
자신들의	자신/NNG+들/XSN+의/JKG
경쟁력	경쟁력/NNG
있는	있/VA+는/ETM
작품으로,	작품/NNG+으로/JKB+,/SP
자신의	자신/NNG+의/JKG
노력으로	노력/NNG+으로/JKB
멋진	멋지/VA+ㄴ/ETM
음반을	음반/NNG+을/JKO
내야	내/VV+어야/EC
희망이	희망/NNG+이/JKS
생길	생기/VV+ㄹ/ETM
수	수/NNB
있습니다."	있/VA+습니다/EF+./SF+"/SS


# id : NWRW1800000026.161.17.1
이번에 만든 음반은 11일 오후 7시 서울 견지동 한국불교역사문화기념관에서 열리는 '제3회 보리수 아래 핀 연꽃들의 노래'에서 음악 공연과 함께 발표된다.

이번에	이번/NNG+에/JKB
만든	만들/VV+ㄴ/ETM
음반은	음반/NNG+은/JX
11일	11/SN+일/NNB
오후	오후/NNG
7시	7/SN+시/NNB
서울	서울/NNP
견지동	견지동/NNP
한국불교역사문화기념관에서	한국불교역사문화기념관/NNP+에서/JKB
열리는	열리/VV+는/ETM
'제3회	'/SS+제/XPN+3/SN+회/NNB
보리수	보리수/NNG
아래	아래/NNG
핀	피/VV+ㄴ/ETM
연꽃들의	연꽃/NNG+들/XSN+의/JKG
노래'에서	노래/NNG+'/SS+에서/JKB
음악	음악/NNG
공연과	공연/NNG+과/JKB
함께	함께/MAG
발표된다.	발표/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.161.17.2
음반과는 별도로, 장애시인 권오웅·서지영·이경남·정상석·정준모·홍현승·최명숙씨는 공동시집도 출간했다.

음반과는	음반/NNG+과/JKB+는/JX
별도로,	별도/NNG+로/JKB+,/SP
장애시인	장애/NNG+시인/NNG
권오웅·서지영·이경남·정상석·정준모·홍현승·최명숙씨는	권오웅/NNP+·/SP+서지영/NNP+·/SP+이경남/NNP+·/SP+정상석/NNP+·/SP+정준모/NNP+·/SP+홍현승/NNP+·/SP+최명숙/NNP+씨/NNB+는/JX
공동시집도	공동/NNG+시집/NNG+도/JX
출간했다.	출간/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.161.18.1
"여건이 허락하는 한 매년 음반도 만들고, 시집도 내고 싶어요.

"여건이	"/SS+여건/NNG+이/JKS
허락하는	허락/NNG+하/XSV+는/ETM
한	한/NNG
매년	매년/MAG
음반도	음반/NNG+도/JX
만들고,	만들/VV+고/EC+,/SP
시집도	시집/NNG+도/JX
내고	내/VV+고/EC
싶어요.	싶/VX+어요/EF+./SF


# id : NWRW1800000026.161.18.2
많은 분이 동참했으면 좋겠습니다."

많은	많/VA+은/ETM
분이	분/NNB+이/JKS
동참했으면	동참/NNG+하/XSV+았/EP+으면/EC
좋겠습니다."	좋/VA+겠/EP+습니다/EF+./SF+"/SS


# id : NWRW1800000026.161.19.1
한 마디 한 마디 내뱉는 최씨의 발음은 어눌했지만 그의 눈동자만은 열의로 빛났다.

한	한/MMN
마디	마디/NNG
내뱉는	내뱉/VV+는/ETM
최씨의	최/NNP+씨/NNB+의/JKG
발음은	발음/NNG+은/JX
어눌했지만	어눌하/VA+았/EP+지만/EC
그의	그/NP+의/JKG
눈동자만은	눈동자/NNG+만/JX+은/JX
열의로	열의/NNG+로/JKB
빛났다.	빛나/VV+았/EP+다/EF+./SF


