# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000054.256
metadata : {}


# id : NWRW1800000054.256.1.1
10000대 1 '오디션(세계 축구 유망주 7만5000명 경쟁한 '더 찬스') 기적'… K리그가 그리웠다

10000대	10000/SN+대/NNB
등장했다.	등장/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.3.4
축구판 슈퍼스타K의 주인공으로 불리는 인천 유나이티드 미드필더 문선민(25)이다.

축구판	축구/NNG+판/NNG
슈퍼스타K의	슈퍼스타/NNG+K/SL+의/JKG
주인공으로	주인공/NNG+으로/JKB
불리는	불리/VV+는/ETM
인천	인천/NNP
유나이티드	유나이티드/NNG
미드필더	미드필더/NNG
문선민(25)이다.	문선민/NNP+(/SS+25/SN+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000054.256.4.1
문선민은 지난달 18일 전북 현대전에서 K리그에 데뷔했다.

문선민은	문선민/NNP+은/JX
지난달	지난달/NNG
18일	18/SN+일/NNB
전북	전북/NNP
현대전에서	현대전/NNG+에서/JKB
K리그에	K/SL+리그/NNG+에/JKB
데뷔했다.	데뷔/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.4.2
동료의 부상으로 갑자기 투입된 그는 경기장에 들어서자마자 재치 있는 드리블과 빠른 스피드로 전북 진영을 휘저었다.

동료의	동료/NNG+의/JKG
부상으로	부상/NNG+으로/JKB
갑자기	갑자기/MAG
투입된	투입/NNG+되/XSV+ㄴ/ETM
그는	그/NP+는/JX
경기장에	경기장/NNG+에/JKB
들어서자마자	들어서/VV+자마자/EC
재치	재치/NNG
있는	있/VA+는/ETM
드리블과	드리블/NNG+과/JC
빠른	빠르/VA+ㄴ/ETM
스피드로	스피드/NNG+로/JKB
전북	전북/NNP
진영을	진영/NNG+을/JKO
휘저었다.	휘젓/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.4.3
0―0이던 후반 25분 페널티킥도 얻어냈다.

0―0이던	0/SN+―/SS+0/SN+이/VCP+던/ETM
후반	후반/NNG
25분	25/SN+분/NNB
페널티킥도	페널티/NNG+킥/NNG+도/JX
얻어냈다.	얻/VV+어/EC+내/VX+었/EP+다/EF+./SF


# id : NWRW1800000054.256.4.4
동료 웨슬리가 실축하면서 득점으로 연결되진 않았지만 문선민 덕에 시민구단 인천이 대어 전북을 낚을 뻔한 순간이었다.

동료	동료/NNG
웨슬리가	웨슬리/NNP+가/JKS
실축하면서	실축/NNG+하/XSV+면서/EC
득점으로	득점/NNG+으로/JKB
연결되진	연결/NNG+되/XSV+지/EC+ㄴ/JX
않았지만	않/VX+았/EP+지만/EC
문선민	문선민/NNP
덕에	덕/NNG+에/JKB
시민구단	시민/NNG+구단/NNG
인천이	인천/NNP+이/JKS
대어	대어/NNG
전북을	전북/NNP+을/JKO
낚을	낚/VV+을/ETM
뻔한	뻔/NNB+하/XSA+ㄴ/ETM
순간이었다.	순간/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000054.256.4.5
문선민은 다음 라운드 수원전에선 첫 선발로 나섰다.

문선민은	문선민/NNP+은/JX
다음	다음/NNG
라운드	라운드/NNG
수원전에선	수원전/NNG+에서/JKB+ㄴ/JX
첫	첫/MMN
선발로	선발/NNG+로/JKB
나섰다.	나서/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.4.6
2골을 넣어 3대3 무승부를 이끌었다.

2골을	2/SN+골/NNG+을/JKO
넣어	넣/VV+어/EC
3대3	3/SN+대/NNB+3/SN
무승부를	무/XPN+승부/NNG+를/JKO
이끌었다.	이끌/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.4.7
이 공으로 K리그 클래식 4라운드 전체 MVP로도 뽑혔다.

이	이/MMD
공으로	공/NNG+으로/JKB
K리그	K/SL+리그/NNG
클래식	클래식/NNG
4라운드	4/SN+라운드/NNG
전체	전체/NNG
MVP로도	MVP/SL+로/JKB+도/JX
뽑혔다.	뽑히/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.4.8
프로축구 팬도, 문선민 자신도 놀란 깜짝 활약이었다.

프로축구	프로/NNG+축구/NNG
팬도,	팬/NNG+도/JX+,/SP
문선민	문선민/NNP
자신도	자신/NNG+도/JX
놀란	놀라/VV+ㄴ/ETM
깜짝	깜짝/MAG
활약이었다.	활약/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000054.256.5.1
문선민은 "아직 모든 게 얼떨떨하다"고 했다.

문선민은	문선민/NNP+은/JX
"아직	"/SS+아직/MAG
모든	모든/MMN
게	거/NNB+이/JKS
얼떨떨하다"고	얼떨떨하/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.5.2
그는 고교 졸업생이던 6년여 전만 해도 한국에서 소속팀을 찾지 못해 전전긍긍하던 '안타까운 유망주' 중 하나였다.

그는	그/NP+는/JX
고교	고교/NNG
졸업생이던	졸업/NNG+생/XSN+이/VCP+던/ETM
6년여	6/SN+년/NNB+여/XSN
전만	전/NNG+만/JX
해도	하/VV+아도/EC
한국에서	한국/NNP+에서/JKB
소속팀을	소속/NNG+팀/NNG+을/JKO
찾지	찾/VV+지/EC
못해	못하/VX+아/EC
전전긍긍하던	전전긍긍/NNG+하/XSV+던/ETM
'안타까운	'/SS+안타깝/VA+ㄴ/ETM
유망주'	유망주/NNG+'/SS
중	중/NNB
하나였다.	하나/NR+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000054.256.5.3
2010년 장훈고 3학년 시절 해외 진출을 타진했다가 K리그 드래프트 시기를 놓쳤다.

2010년	2010/SN+년/NNB
장훈고	장훈고/NNP
3학년	3/SN+학년/NNG
시절	시절/NNG
해외	해외/NNG
진출을	진출/NNG+을/JKO
타진했다가	타진/NNG+하/XSV+았/EP+다가/EC
K리그	K/SL+리그/NNG
드래프트	드래프트/NNG
시기를	시기/NNG+를/JKO
놓쳤다.	놓치/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.5.4
어렵사리 프랑스 스트라스부르에서 테스트를 받았지만 그마저 떨어졌다.

어렵사리	어렵사리/MAG
프랑스	프랑스/NNP
스트라스부르에서	스트라스부르/NNP+에서/JKB
테스트를	테스트/NNG+를/JKO
받았지만	받/VV+았/EP+지만/EC
그마저	그/NP+마저/JX
떨어졌다.	떨어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.6.1
진학 가능한 대학팀을 찾아다니던 그에게 그해 말 마지막 기회가 다가왔다.

진학	진학/NNG
가능한	가능/NNG+하/XSA+ㄴ/ETM
대학팀을	대학/NNG+팀/NNG+을/JKO
찾아다니던	찾아다니/VV+던/ETM
그에게	그/NP+에게/JKB
그해	그해/NNG
말	말/NNB
마지막	마지막/NNG
기회가	기회/NNG+가/JKS
다가왔다.	다가오/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.6.2
전 세계 축구 유망주들을 대상으로 한 축구판 오디션 '더 찬스'라는 프로그램이 진행된 것이다.

전	전/MMN
세계	세계/NNG
축구	축구/NNG
유망주들을	유망주/NNG+들/XSN+을/JKO
대상으로	대상/NNG+으로/JKB
한	하/VV+ㄴ/ETM
축구판	축구/NNG+판/NNG
오디션	오디션/NNG
'더	'/SS+더/NNG
찬스'라는	찬스/NNG+'/SS+이/VCP+라는/ETM
프로그램이	프로그램/NNG+이/JKS
진행된	진행/NNG+되/XSV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000054.256.6.3
환경이 넉넉지 않은 세계 축구 유망주 중 단 8명을 뽑아 영국에서 훈련시켜주는 이벤트다.

환경이	환경/NNG+이/JKS
넉넉지	넉넉하/VA+지/EC
않은	않/VX+은/ETM
세계	세계/NNG
축구	축구/NNG
유망주	유망주/NNG
중	중/NNB
단	단/MMA
8명을	8/SN+명/NNB+을/JKO
뽑아	뽑/VV+아/EC
영국에서	영국/NNP+에서/JKB
훈련시켜주는	훈련/NNG+시키/XSV+어/EC+주/VX+는/ETM
이벤트다.	이벤트/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000054.256.6.4
한국 대표 3인 중 한 명으로 뽑힌 문선민은 영국 현지로 가서 세계 각국의 후보 99명과 다시 또 기량을 겨뤘다.

한국	한국/NNP
대표	대표/NNG
3인	3/SN+인/NNG
중	중/NNB
한	한/MMN
명으로	명/NNB+으로/JKB
뽑힌	뽑히/VV+ㄴ/ETM
문선민은	문선민/NNP+은/JX
영국	영국/NNP
현지로	현지/NNG+로/JKB
가서	가/VV+아서/EC
세계	세계/NNG
각국의	각국/NNG+의/JKG
후보	후보/NNG
99명과	99/SN+명/NNB+과/JKB
다시	다시/MAG
또	또/MAG
기량을	기량/NNG+을/JKO
겨뤘다.	겨루/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.6.5
드리블 기술과 강철 체력, 긍정적인 마인드를 높게 평가받아 최종 8인에 들었다.

드리블	드리블/NNG
기술과	기술/NNG+과/JC
강철	강철/NNG
체력,	체력/NNG+,/SP
긍정적인	긍정/NNG+적/XSN+이/VCP+ㄴ/ETM
마인드를	마인드/NNG+를/JKO
높게	높/VA+게/EC
평가받아	평가/NNG+받/XSV+아/EC
최종	최종/NNG
8인에	8/SN+인/NNG+에/JKB
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.6.6
전체 지원자 7만5000여 명 중 유일한 동양인 합격자였다.

전체	전체/NNG
지원자	지원자/NNG
7만5000여	7/SN+만/NR+5000/SN+여/XSN
명	명/NNB
중	중/NNB
유일한	유일/NNG+하/XSA+ㄴ/ETM
동양인	동양인/NNG
합격자였다.	합격자/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000054.256.7.1
'더 찬스' 행사를 진행한 나이키의 영국 아카데미에서 훈련받던 그에게 2012년 초 스웨덴 3부 리그 팀 웨스테르순드가 손을 내밀었다.

'더	'/SS+더/NNG
찬스'	찬스/NNG+'/SS
행사를	행사/NNG+를/JKO
진행한	진행/NNG+하/XSV+ㄴ/ETM
나이키의	나이키/NNP+의/JKG
영국	영국/NNP
아카데미에서	아카데미/NNG+에서/JKB
훈련받던	훈련/NNG+받/XSV+던/ETM
그에게	그/NP+에게/JKB
2012년	2012/SN+년/NNB
초	초/NNB
스웨덴	스웨덴/NNP
3부	3/SN+부/NNB
리그	리그/NNG
팀	팀/NNG
웨스테르순드가	웨스테르순드/NNP+가/JKS
손을	손/NNG+을/JKO
내밀었다.	내밀/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.7.2
아직 교육이 끝나지 않았지만 그는 큰 고민 없이 제안을 받아들였다.

아직	아직/MAG
교육이	교육/NNG+이/JKS
끝나지	끝나/VV+지/EC
않았지만	않/VX+았/EP+지만/EC
그는	그/NP+는/JX
큰	크/VA+ㄴ/ETM
고민	고민/NNG
없이	없이/MAG
제안을	제안/NNG+을/JKO
받아들였다.	받아들이/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.7.3
문선민은 "어려운 가정형편에도 뒷바라지해주셨던 부모님께 보답하고 싶었다"고 말했다.

문선민은	문선민/NNP+은/JX
"어려운	"/SS+어렵/VA+ㄴ/ETM
가정형편에도	가정/NNG+형편/NNG+에/JKB+도/JX
뒷바라지해주셨던	뒷바라지/NNG+하/XSV+아/EC+주/VX+시/EP+었/EP+던/ETM
부모님께	부모/NNG+님/XSN+께/JKB
보답하고	보답/NNG+하/XSV+고/EC
싶었다"고	싶/VX+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.7.4
문선민은 중·고교 시절 100만원 안팎의 월 회비를 부모가 몇 달씩 밀리면서도 자신에게 티 내지 않고 해결해왔다는 사실을 나중에 알았다고 한다.

문선민은	문선민/NNP+은/JX
중·고교	중·고교/NNG
시절	시절/NNG
100만원	100/SN+만/NR+원/NNB
안팎의	안팎/NNG+의/JKG
월	월/NNG
회비를	회비/NNG+를/JKO
부모가	부모/NNG+가/JKS
몇	몇/NR
달씩	달/NNB+씩/XSN
밀리면서도	밀리/VV+면서/EC+도/JX
자신에게	자신/NNG+에게/JKB
티	티/NNG
내지	내/VV+지/EC
않고	않/VX+고/EC
해결해왔다는	해결/NNG+하/XSV+아/EC+오/VX+았/EP+다는/ETM
사실을	사실/NNG+을/JKO
나중에	나중/NNG+에/JKB
알았다고	알/VV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.256.7.5
그는 "빨리 돈을 벌자"며 미련 없이 스웨덴 시골로 떠났다.

그는	그/NP+는/JX
"빨리	"/SS+빨리/MAG
돈을	돈/NNG+을/JKO
벌자"며	벌/VV+자/EF+"/SS+며/EC
미련	미련/NNG
없이	없이/MAG
스웨덴	스웨덴/NNP
시골로	시골/NNG+로/JKB
떠났다.	떠나/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.7.6
스웨덴서 받은 첫 달 월급 270여만원 대부분을 한국의 부모님께 보냈다.

스웨덴서	스웨덴/NNP+서/JKB
받은	받/VV+은/ETM
첫	첫/MMN
달	달/NNG
월급	월급/NNG
270여만원	270/SN+여/XSN+만/NR+원/NNB
대부분을	대/XPN+부분/NNG+을/JKO
한국의	한국/NNP+의/JKG
부모님께	부모/NNG+님/XSN+께/JKB
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.8.1
처음 1년 동안은 친구도 없이 홀로 지냈다.

처음	처음/NNG
1년	1/SN+년/NNB
동안은	동안/NNG+은/JX
친구도	친구/NNG+도/JX
없이	없이/MAG
홀로	홀로/MAG
지냈다.	지내/VV+었/EP+다/EF+./SF


# id : NWRW1800000054.256.8.2
웨스테르순드에선 한국인은커녕 동양인 한 명도 보기 어려웠다.

웨스테르순드에선	웨스테르순드/NNP+에서/JKB+ㄴ/JX
한국인은커녕	한국인/NNG+은커녕/JX
동양인	동양인/NNG
한	한/MMN
명도	명/NNB+도/JX
보기	보/VV+기/ETN
어려웠다.	어렵/VA+었/EP+다/EF+./SF


# id : NWRW1800000054.256.8.3
너무 우울해서 가만히 방에 혼자 앉아 운 적도 있었다고 한다.

너무	너무/MAG
우울해서	우울/NNG+하/XSA+아서/EC
가만히	가만히/MAG
방에	방/NNG+에/JKB
혼자	혼자/MAG
앉아	앉/VV+아/EC
운	울/VV+ㄴ/ETM
적도	적/NNB+도/JX
있었다고	있/VA+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.256.8.4
경기에 정기적으로 나서고 골도 넣으면서 동료들이 그를 인정하기 시작했다.

경기에	경기/NNG+에/JKB
정기적으로	정기/NNG+적/XSN+으로/JKB
나서고	나서/VV+고/EC
골도	골/NNG+도/JX
넣으면서	넣/VV+으면서/EC
동료들이	동료/NNG+들/XSN+이/JKS
그를	그/NP+를/JKO
인정하기	인정/NNG+하/XSV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.8.5
그는 1부 리그 우승권 팀인 스톡홀름의 유르고르덴으로 이적도 했다.

그는	그/NP+는/JX
1부	1/SN+부/NNB
리그	리그/NNG
우승권	우승/NNG+권/XSN
팀인	팀/NNG+이/VCP+ㄴ/ETM
스톡홀름의	스톡홀름/NNP+의/JKG
유르고르덴으로	유르고르덴/NNP+으로/JKB
이적도	이적/NNG+도/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.8.6
고생 끝에 낙이 찾아왔지만 그는 2016년 말 한국행을 결정했다.

고생	고생/NNG
끝에	끝/NNG+에/JKB
낙이	낙/NNG+이/JKS
찾아왔지만	찾아오/VV+았/EP+지만/EC
그는	그/NP+는/JX
2016년	2016/SN+년/NNB
말	말/NNB
한국행을	한국행/NNG+을/JKO
결정했다.	결정/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.8.7
'부모님을 모셔야겠다'는 생각과 함께 '한국에서 인정받고 싶다'는 욕구 때문이었다고 한다.

'부모님을	'/SS+부모/NNG+님/XSN+을/JKO
모셔야겠다'는	모시/VV+어야/EC+하/VX+겠/EP+다/EF+'/SS+는/ETM
생각과	생각/NNG+과/JKB
함께	함께/MAG
'한국에서	'/SS+한국/NNP+에서/JKB
인정받고	인정/NNG+받/XSV+고/EC
싶다'는	싶/VX+다/EF+'/SS+는/ETM
욕구	욕구/NNG
때문이었다고	때문/NNB+이/VCP+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000054.256.8.8
그는 "나를 알아줄 수 있는 무대에서 뛰고 싶었다"고 말했다.

그는	그/NP+는/JX
"나를	"/SS+나/NP+를/JKO
알아줄	알아주/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
무대에서	무대/NNG+에서/JKB
뛰고	뛰/VV+고/EC
싶었다"고	싶/VX+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.9.1
실제로 한국에 오자마자 인천 팬들이 '월미도 아자르'라는 별명을 붙여줬다.

실제로	실제로/MAG
한국에	한국/NNP+에/JKB
오자마자	오/VV+자마자/EC
인천	인천/NNP
팬들이	팬/NNG+들/XSN+이/JKS
'월미도	'/SS+월미도/NNP
아자르'라는	아자르/NNP+'/SS+이/VCP+라는/ETM
별명을	별명/NNG+을/JKO
붙여줬다.	붙이/VV+어/EC+주/VX+었/EP+다/EF+./SF


# id : NWRW1800000054.256.9.2
문선민은 "뉴스 댓글에서 봤는데 진짜 아자르(첼시 소속 벨기에 국가대표)한테 미안하긴 하지만 아주 마음에 든다"고 했다.

문선민은	문선민/NNP+은/JX
"뉴스	"/SS+뉴스/NNG
댓글에서	댓글/NNG+에서/JKB
봤는데	보/VV+았/EP+는데/EC
진짜	진짜/NNG
아자르(첼시	아자르/NNP+(/SS+첼시/NNP
소속	소속/NNG
벨기에	벨기에/NNP
국가대표)한테	국가/NNG+대표/NNG+)/SS+한테/JKB
미안하긴	미안/NNG+하/XSA+기/ETN+ㄴ/JX
하지만	하/VX+지만/EC
아주	아주/MAG
마음에	마음/NNG+에/JKB
든다"고	들/VV+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.9.3
문선민은 "'노력한다면 다 잘 될 거야'가 내 좌우명이다. 아자르처럼 세계적인 선수를 꿈꾼다"고 했다.

문선민은	문선민/NNP+은/JX
"'노력한다면	"/SS+'/SS+노력/NNG+하/XSV+ㄴ다면/EC
다	다/MAG
잘	잘/MAG
될	되/VV+ㄹ/ETM
거야'가	거/NNB+이/VCP+야/EF+'/SS+가/JKS
내	나/NP+의/JKG
좌우명이다.	좌우명/NNG+이/VCP+다/EF+./SF
아자르처럼	아자르/NNP+처럼/JKB
세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
선수를	선수/NNG+를/JKO
꿈꾼다"고	꿈꾸/VV+ㄴ다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000054.256.10.1
문선민은 어떤 선수?

문선민은	문선민/NNP+은/JX
어떤	어떤/MMD
선수?	선수/NNG+?/SF


# id : NWRW1800000054.256.11.1
-172㎝, 68㎏

-172㎝,	-/SO+172/SN+㎝/SW+,/SP
68㎏	68/SN+㎏/SW


# id : NWRW1800000054.256.12.1
-1992년 6월 9일 서울 출생

-1992년	-/SO+1992/SN+년/NNB
6월	6/SN+월/NNB
9일	9/SN+일/NNB
서울	서울/NNP
출생	출생/NNG


# id : NWRW1800000054.256.13.1
-장훈고-웨스테르순드(스웨덴)-유르고르덴(스웨덴)-인천유나이티드

-장훈고-웨스테르순드(스웨덴)-유르고르덴(스웨덴)-인천유나이티드	-/SO+장훈고/NNP+-/SO+웨스테르순드/NNP+(/SS+스웨덴/NNP+)/SS+-/SO+유르고르덴/NNP+(/SS+스웨덴/NNP+)/SS+-/SO+인천유나이티드/NNP


# id : NWRW1800000054.256.14.1
-2009년 17세 이하 국가대표 상비군

-2009년	-/SO+2009/SN+년/NNB
17세	17/SN+세/NNB
이하	이하/NNG
국가대표	국가/NNG+대표/NNG
상비군	상비군/NNG


