# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.409
metadata : {}


# id : NWRW1800000030.409.1.1
[충청] [모네에서 워홀까지] 뜨거운 막판 열기… "거장 만날 드문 기회"

[충청]	[/SS+충청/NNP+]/SS

# id : NWRW1800000030.409.8.1
주요 인사 방문도 잇따랐다.

주요	주요/NNG
인사	인사/NNG
방문도	방문/NNG+도/JX
잇따랐다.	잇따르/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.409.8.2
염홍철 대전시장, 김신호 대전교육감, 김종성 충남교육감, 각 대학 총장 등 대전·충남 주요 정·관·학계 인사들이 대거 전시장을 찾았다.

염홍철	염홍철/NNP
대전시장,	대전시장/NNG+,/SP
김신호	김신호/NNP
대전교육감,	대전/NNP+교육감/NNG+,/SP
김종성	김종성/NNP
충남교육감,	충남/NNP+교육감/NNG+,/SP
각	각/MMD
대학	대학/NNG
총장	총장/NNG
등	등/NNB
대전·충남	대전/NNP+·/SP+충남/NNP
주요	주요/NNG
정·관·학계	정·관·학계/NNG
인사들이	인사/NNG+들/XSN+이/JKS
대거	대거/MAG
전시장을	전시장/NNG+을/JKO
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.409.8.3
박선규 문광부 차관을 비롯, 정부대전청사 기관장, 각 구청장들도 빠짐없이 전시장을 다녀갔다.

박선규	박선규/NNP
문광부	문광부/NNG
차관을	차관/NNG+을/JKO
비롯,	비롯/XR+,/SP
정부대전청사	정부대전청사/NNP
기관장,	기관장/NNG+,/SP
각	각/MMD
구청장들도	구청장/NNG+들/XSN+도/JX
빠짐없이	빠짐없이/MAG
전시장을	전시장/NNG+을/JKO
다녀갔다.	다녀가/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.409.9.1
관람에 나선 학생들은 교과서 속에서만 보던 작품들이 눈 앞에 펼쳐지자 작품에서 눈을 떼지 못하는 모습들이었다.

관람에	관람/NNG+에/JKB
나선	나서/VV+ㄴ/ETM
학생들은	학생/NNG+들/XSN+은/JX
교과서	교과서/NNG
속에서만	속/NNG+에서/JKB+만/JX
보던	보/VV+던/ETM
작품들이	작품/NNG+들/XSN+이/JKS
눈	눈/NNG
앞에	앞/NNG+에/JKB
펼쳐지자	펼쳐지/VV+자/EC
작품에서	작품/NNG+에서/JKB
눈을	눈/NNG+을/JKO
떼지	떼/VV+지/EC
못하는	못하/VX+는/ETM
모습들이었다.	모습/NNG+들/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000030.409.9.2
금성초 4학년 류수영양은 "유명 화가들 작품을 보고 미술에 대한 관심이 높아졌다"며 "특히 작품설명을 들으며 감상하니 이해가 잘 됐다"고 말했다.

금성초	금성초/NNP
4학년	4/SN+학년/NNG
류수영양은	류수영/NNP+양/NNB+은/JX
"유명	"/SS+유명/NNG
화가들	화가/NNG+들/XSN
작품을	작품/NNG+을/JKO
보고	보/VV+고/EC
미술에	미술/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
관심이	관심/NNG+이/JKS
높아졌다"며	높아지/VV+었/EP+다/EF+"/SS+며/EC
"특히	"/SS+특히/MAG
작품설명을	작품/NNG+설명/NNG+을/JKO
들으며	듣/VV+으며/EC
감상하니	감상/NNG+하/XSV+니/EC
이해가	이해/NNG+가/JKS
잘	잘/MAG
됐다"고	되/VV+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.409.10.1
서울에서 왔다는 박화숙(45·서울시 영등포구)씨는 "오랜만에 여고 동창생 3명이 모여 추억여행을 만들기 위해 왔다"며 "명작을 즐기면서 우정을 돈독히 다진 멋진 시간이었다"고 즐거워했다.

서울에서	서울/NNP+에서/JKB
왔다는	오/VV+았/EP+다는/ETM
박화숙(45·서울시	박화숙/NNP+(/SS+45/SN+·/SP+서울시/NNP
영등포구)씨는	영등포구/NNP+)/SS+씨/NNB+는/JX
"오랜만에	"/SS+오랜만/NNG+에/JKB
여고	여고/NNG
동창생	동창/NNG+생/XSN
3명이	3/SN+명/NNB+이/JKS
모여	모이/VV+어/EC
추억여행을	추억/NNG+여행/NNG+을/JKO
만들기	만들/VV+기/ETN
위해	위하/VV+아/EC
왔다"며	오/VV+았/EP+다/EF+"/SS+며/EC
"명작을	"/SS+명작/NNG+을/JKO
즐기면서	즐기/VV+면서/EC
우정을	우정/NNG+을/JKO
돈독히	돈독히/MAG
다진	다지/VV+ㄴ/ETM
멋진	멋지/VA+ㄴ/ETM
시간이었다"고	시간/NNG+이/VCP+었/EP+다/EF+"/SS+고/JKQ
즐거워했다.	즐거워하/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.409.11.1
막바지 관람 열기가 뜨거운 가운데 관련 기차여행 상품도 마련됐다.

막바지	막바지/NNG
관람	관람/NNG
열기가	열기/NNG+가/JKS
뜨거운	뜨겁/VA+ㄴ/ETM
가운데	가운데/NNG
관련	관련/NNG
기차여행	기차/NNG+여행/NNG
상품도	상품/NNG+도/JX
마련됐다.	마련/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000030.409.11.2
대전시립미술관과 코레일은 특별전 전시 관람료와 KTX 운임료를 할인해주는 기차여행 상품을 만들어 전시 폐막일인 28일까지 운영한다.

대전시립미술관과	대전시립미술관/NNP+과/JC
코레일은	코레일/NNP+은/JX
특별전	특별전/NNG
전시	전시/NNG
관람료와	관람료/NNG+와/JC
KTX	KTX/SL
운임료를	운임료/NNG+를/JKO
할인해주는	할인/NNG+하/XSV+아/EC+주/VX+는/ETM
기차여행	기차/NNG+여행/NNG
상품을	상품/NNG+을/JKO
만들어	만들/VV+어/EC
폐막일인	폐막일/NNG+이/VCP+ㄴ/ETM
28일까지	28/SN+일/NNB+까지/JX
운영한다.	운영/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.409.11.3
이 상품을 이용하면 관람료 20% 할인과 KTX 운임료 15~20%, 어린이는 최대 50%까지 요금할인 혜택을 준다.

이	이/MMD
상품을	상품/NNG+을/JKO
이용하면	이용/NNG+하/XSV+면/EC
관람료	관람료/NNG
20%	20/SN+%/SW
할인과	할인/NNG+과/JC
KTX	KTX/SL
운임료	운임료/NNG
15~20%,	15/SN+~/SO+20/SN+%/SW+,/SP
어린이는	어린이/NNG+는/JX
최대	최대/NNG
50%까지	50/SN+%/SW+까지/JX
요금할인	요금/NNG+할인/NNG
혜택을	혜택/NNG+을/JKO
준다.	주/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.409.12.1
전시는 오는 28일까지 주말에도 휴관 없이 계속 이어진다.

전시는	전시/NNG+는/JX
오는	오/VV+는/ETM
28일까지	28/SN+일/NNB+까지/JX
주말에도	주말/NNG+에/JKB+도/JX
휴관	휴관/NNG
없이	없이/MAG
계속	계속/MAG
이어진다.	이어지/VV+ㄴ다/EF+./SF


# id : NWRW1800000030.409.12.2
관람료는 개인 기준 성인 1만원, 초·중·고생 8000원, 유치원생 4000원.

관람료는	관람료/NNG+는/JX
개인	개인/NNG
기준	기준/NNG
성인	성인/NNG
1만원,	1/SN+만/NR+원/NNB+,/SP
초·중·고생	초·중·고/NNG+생/XSN
8000원,	8000/SN+원/NNB+,/SP
유치원생	유치원/NNG+생/XSN
4000원.	4000/SN+원/NNB+./SF


# id : NWRW1800000030.409.12.3
(042)477-3223, www.모네에서워홀까지.com

(042)477-3223,	(/SS+042/SN+)/SS+477/SN+-/SO+3223/SN+,/SP
www.모네에서워홀까지.com	www/SL+./SP+모네/NNP+에서/JKB+워홀/NNP+까지/JX+./SP+com/SL


