# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.28
metadata : {}


# id : NWRW1800000046.28.1.1
美 치과의사, 짐바브웨 명물 사자 '잔혹한 사냥'

美	美/SH
대상'이라는	대상/NNG+'/SS+이/VCP+라는/ETM
규정을	규정/NNG+을/JKO
비켜가려고	비키/VV+어/EC+가/VV+려고/EC
'세실'을	'/SS+세실/NNP+'/SS+을/JKO
바깥으로	바깥/NNG+으로/JKB
꾄	꾀/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다고	보이/VV+ㄴ다고/EC
외신들은	외신/NNG+들/XSN+은/JX
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.28.5.3
팔머가 앞서 표범·코뿔소·사슴 등 다른 야생동물들을 사냥한 뒤 사체 뒤에서 환하게 웃으며 찍은 SNS 사진들은 외신을 통해 빠르게 퍼지고 있다.

팔머가	팔머/NNP+가/JKS
앞서	앞서/MAG
표범·코뿔소·사슴	표범/NNG+·/SP+코뿔소/NNG+·/SP+사슴/NNG
등	등/NNB
다른	다른/MMD
야생동물들을	야생/NNG+동물/NNG+들/XSN+을/JKO
사냥한	사냥/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
사체	사체/NNG
뒤에서	뒤/NNG+에서/JKB
환하게	환하/VA+게/EC
웃으며	웃/VV+으며/EC
찍은	찍/VV+은/ETM
SNS	SNS/SL
사진들은	사진/NNG+들/XSN+은/JX
외신을	외신/NNG+을/JKO
통해	통하/VV+아/EC
빠르게	빠르/VA+게/EC
퍼지고	퍼지/VV+고/EC
있다.	있/VX+다/EF+./SF


