# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.367
metadata : {}


# id : NWRW1800000044.367.1.1
김명수, 이번엔 제자논문으로 연구과제 ‘돌려막기’ 드러나

김명수,	김명수/NNP+,/SP
그런데 연구주제를 바꾼 논문 ‘교사 근무성적 평정에 있어서 다면평가 도입에 대한 학교 구성원의 인식’(교원대 <교육과학연구>, 2008년 12월)은 3년 전인 2005년 8월 제자 나아무개씨가 쓴 석사학위 논문과 제목·내용이 비슷했다.

그런데	그런데/MAJ
연구주제를	연구/NNG+주제/NNG+를/JKO
바꾼	바꾸/VV+ㄴ/ETM
논문	논문/NNG
‘교사	‘/SS+교사/NNG
근무성적	근무/NNG+성적/NNG
평정에	평정/NNG+에/JKB
있어서	있/VA+어서/EC
다면평가	다면/NNG+평가/NNG
도입에	도입/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
학교	학교/NNG
구성원의	구성원/NNG+의/JKG
인식’(교원대	인식/NNG+’/SS+(/SS+교원대/NNP
<교육과학연구>,	</SS+교육/NNG+과학/NNG+연구/NNG+>/SS+,/SP
2008년	2008/SN+년/NNB
12월)은	12/SN+월/NNB+)/SS+은/JX
3년	3/SN+년/NNB
전인	전/NNG+이/VCP+ㄴ/ETM
2005년	2005/SN+년/NNB
8월	8/SN+월/NNB
제자	제자/NNG
나아무개씨가	나/NNP+아무개/NP+씨/NNB+가/JKS
쓴	쓰/VV+ㄴ/ETM
석사학위	석사/NNG+학위/NNG
논문과	논문/NNG+과/JKB
제목·내용이	제목/NNG+·/SP+내용/NNG+이/JKS
비슷했다.	비슷하/VA+았/EP+다/EF+./SF


# id : NWRW1800000044.367.6.4
김 후보자는 연구과제 신청서를 바탕으로 2008년 4월 연구비 100만원, 연구과제를 변경한 뒤 2009년 2월 나머지 연구비 170만원 등 총 270만원의 연구비를 받았다.

김	김/NNP
후보자는	후보자/NNG+는/JX
연구과제	연구/NNG+과제/NNG
신청서를	신청서/NNG+를/JKO
바탕으로	바탕/NNG+으로/JKB
2008년	2008/SN+년/NNB
4월	4/SN+월/NNB
연구비	연구비/NNG
100만원,	100/SN+만/NR+원/NNB+,/SP
연구과제를	연구/NNG+과제/NNG+를/JKO
변경한	변경/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
2009년	2009/SN+년/NNB
2월	2/SN+월/NNB
나머지	나머지/NNG
170만원	170/SN+만/NR+원/NNB
등	등/NNB
총	총/MMA
270만원의	270/SN+만/NR+원/NNB+의/JKG
연구비를	연구비/NNG+를/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.367.7.1
김 후보자는 지난해 1월9일에도 ‘2012년 연구과제명 변경신청서’를 제출했다.

김	김/NNP
후보자는	후보자/NNG+는/JX
지난해	지난해/NNG
1월9일에도	1/SN+월/NNB+9/SN+일/NNB+에/JKB+도/JX
‘2012년	‘/SS+2012/SN+년/NNB
연구과제명	연구/NNG+과제명/NNG
변경신청서’를	변경/NNG+신청서/NNG+’/SS+를/JKO
제출했다.	제출/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.367.7.2
애초 연구 과제는 ‘학교장의 지도성 유형에 따른 교내위원회 운영에 관한 연구’였으나 바뀐 과제명은 ‘전문직적 특성의 교원 보수체계 반영에 대한 초·중등 교원의 인식연구’다.

애초	애초/NNG
연구	연구/NNG
과제는	과제/NNG+는/JX
‘학교장의	‘/SS+학교장/NNG+의/JKG
지도성	지도/NNG+성/XSN
유형에	유형/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
교내위원회	교내/NNG+위원회/NNG
운영에	운영/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
연구’였으나	연구/NNG+’/SS+이/VCP+었/EP+으나/EC
바뀐	바뀌/VV+ㄴ/ETM
과제명은	과제명/NNG+은/JX
‘전문직적	‘/SS+전문직/NNG+적/XSN
특성의	특성/NNG+의/JKG
교원	교원/NNG
보수체계	보수/NNG+체계/NNG
반영에	반영/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
초·중등	초·중등/NNG
교원의	교원/NNG+의/JKG
인식연구’다.	인식/NNG+연구/NNG+’/SS+이/VCP+다/EF+./SF


# id : NWRW1800000044.367.7.3
2012년 12월 <교육과학연구>에 실린 이 논문도 2년 전인 2010년 제자 최아무개씨가 박사 논문으로 발표한 내용을 요약한 글이었다.

2012년	2012/SN+년/NNB
12월	12/SN+월/NNB
<교육과학연구>에	</SS+교육/NNG+과학/NNG+연구/NNG+>/SS+에/JKB
실린	실리/VV+ㄴ/ETM
이	이/MMD
논문도	논문/NNG+도/JX
2년	2/SN+년/NNB
전인	전/NNG+이/VCP+ㄴ/ETM
2010년	2010/SN+년/NNB
제자	제자/NNG
최아무개씨가	최/NNP+아무개/NP+씨/NNB+가/JKS
박사	박사/NNG
논문으로	논문/NNG+으로/JKB
발표한	발표/NNG+하/XSV+ㄴ/ETM
내용을	내용/NNG+을/JKO
요약한	요약/NNG+하/XSV+ㄴ/ETM
글이었다.	글/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000044.367.7.4
김 후보자는 이미 2012년 7월에 연구비 500만원을 받았다.

김	김/NNP
후보자는	후보자/NNG+는/JX
이미	이미/MAG
2012년	2012/SN+년/NNB
7월에	7/SN+월/NNB+에/JKB
연구비	연구비/NNG
500만원을	500/SN+만/NR+원/NNB+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.367.7.5
게다가 처음 제출한 연구과제명도 제자 김아무개씨가 2012년 2월 쓴 석사학위 논문과 일치했다.

게다가	게다가/MAG
처음	처음/NNG
제출한	제출/NNG+하/XSV+ㄴ/ETM
연구과제명도	연구/NNG+과제명/NNG+도/JX
제자	제자/NNG
김아무개씨가	김/NNP+아무개/NP+씨/NNB+가/JKS
2012년	2012/SN+년/NNB
2월	2/SN+월/NNB
쓴	쓰/VV+ㄴ/ETM
석사학위	석사/NNG+학위/NNG
논문과	논문/NNG+과/JKB
일치했다.	일치/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.367.7.6
애초부터 제자의 논문을 베낄 것을 고려하고 연구주제를 잡은 것이 아니냐는 의혹이 생기는 부분이다.

애초부터	애초/NNG+부터/JX
제자의	제자/NNG+의/JKG
논문을	논문/NNG+을/JKO
베낄	베끼/VV+ㄹ/ETM
것을	것/NNB+을/JKO
고려하고	고려/NNG+하/XSV+고/EC
연구주제를	연구/NNG+주제/NNG+를/JKO
잡은	잡/VV+은/ETM
것이	것/NNB+이/JKC
아니냐는	아니/VCN+냐는/ETM
의혹이	의혹/NNG+이/JKS
생기는	생기/VV+는/ETM
부분이다.	부분/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.367.7.7
김 후보자가 교원대에서 받은 연구비 2570만원(논문 6건) 중 제자 학위 논문 ‘베껴 쓰기’ 방식으로 받은 연구비는 1570만원(논문 4건)이다.

김	김/NNP
후보자가	후보자/NNG+가/JKS
교원대에서	교원대/NNP+에서/JKB
받은	받/VV+은/ETM
연구비	연구비/NNG
2570만원(논문	2570/SN+만/NR+원/NNB+(/SS+논문/NNG
6건)	6/SN+건/NNB+)/SS
중	중/NNB
제자	제자/NNG
학위	학위/NNG
논문	논문/NNG
‘베껴	‘/SS+베끼/VV+어/EC
쓰기’	쓰/VV+기/ETN+’/SS
방식으로	방식/NNG+으로/JKB
연구비는	연구비/NNG+는/JX
1570만원(논문	1570/SN+만/NR+원/NNB+(/SS+논문/NNG
4건)이다.	4/SN+건/NNB+)/SS+이/VCP+다/EF+./SF


# id : NWRW1800000044.367.8.1
김 후보자 쪽은 이런 의혹에 대한 <한겨레> 질문에 “청문회에서 답하겠다”고 말했다.

김	김/NNP
후보자	후보자/NNG
쪽은	쪽/NNB+은/JX
이런	이런/MMD
의혹에	의혹/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
<한겨레>	</SS+한겨레/NNP+>/SS
질문에	질문/NNG+에/JKB
“청문회에서	“/SS+청문회/NNG+에서/JKB
답하겠다”고	답/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.367.8.2
안민석 의원은 “후보자의 입장이 ‘어떻게든 끝까지 버텨보겠다’는 것이라면 대한민국의 교육만 불행해질 뿐”이라고 지적했다.

안민석	안민석/NNP
의원은	의원/NNG+은/JX
“후보자의	“/SS+후보자/NNG+의/JKG
입장이	입장/NNG+이/JKS
‘어떻게든	‘/SS+어떻/VA+게/EC+든/JX
끝까지	끝/NNG+까지/JX
버텨보겠다’는	버티/VV+어/EC+보/VX+겠/EP+다/EF+’/SS+는/ETM
것이라면	것/NNB+이/VCP+라면/EC
대한민국의	대한민국/NNP+의/JKG
교육만	교육/NNG+만/JX
불행해질	불행/NNG+하/XSA+아/EC+지/VX+ㄹ/ETM
뿐”이라고	뿐/NNB+”/SS+이라고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


