# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.294
metadata : {}


# id : NWRW1800000025.294.1.1
[신나는 공부]“안하면 불안… 하면 불만”

[신나는	[/SS+신나/VV+는/ETM
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.294.3.4
하지만 일주일에 두 번 진행되는 방과후학교 수업은 교과 진도에 맞춰 나눠준 프린트의 빈칸 채우기나 시중 문제집을 푸는 것이 대부분이었다.

하지만	하지만/MAJ
일주일에	일주일/NNG+에/JKB
두	두/MMN
번	번/NNB
진행되는	진행/NNG+되/XSV+는/ETM
방과후학교	방과/NNG+후/NNG+학교/NNG
수업은	수업/NNG+은/JX
교과	교과/NNG
진도에	진도/NNG+에/JKB
맞춰	맞추/VV+어/EC
나눠준	나누/VV+어/EC+주/VX+ㄴ/ETM
프린트의	프린트/NNG+의/JKG
빈칸	빈칸/NNG
채우기나	채우/VV+기/ETN+나/JC
시중	시중/NNG
문제집을	문제집/NNG+을/JKO
푸는	풀/VV+는/ETM
것이	것/NNB+이/JKS
대부분이었다.	대/XPN+부분/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000025.294.4.1
결국 방과후학교 영어수업과 영어 과외를 병행하기로 했다.

결국	결국/MAG
방과후학교	방과/NNG+후/NNG+학교/NNG
영어수업과	영어/NNP+수업/NNG+과/JC
영어	영어/NNP
과외를	과외/NNG+를/JKO
병행하기로	병행/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.5.1
“2011학년도 외고 입시부터 영어 내신만 평가한다고 발표됐지만 그걸 믿는 엄마들은 많지 않을 거예요.

“2011학년도	“/SS+2011/SN+학년도/NNG
외고	외고/NNG
입시부터	입시/NNG+부터/JX
영어	영어/NNP
내신만	내신/NNG+만/JX
평가한다고	평가/NNG+하/XSV+ㄴ다고/EC
발표됐지만	발표/NNG+되/XSV+었/EP+지만/EC
그걸	그거/NP+ㄹ/JKO
믿는	믿/VV+는/ETM
엄마들은	엄마/NNG+들/XSN+은/JX
많지	많/VA+지/EC
않을	않/VX+을/ETM
거예요.	거/NNB+이/VCP+에요/EF+./SF


# id : NWRW1800000025.294.5.2
‘만약 면접 때 영어로 자기소개라도 해보라고 하면 어떡하나’ 하는 걱정에 외고 대비는 학원을 다니거나 과외를 받으면서 따로 하죠.

‘만약	‘/SS+만약/MAG
면접	면접/NNG
때	때/NNG
영어로	영어/NNP+로/JKB
자기소개라도	자기소개/NNG+이/VCP+라도/EC
해보라고	하/VV+아/EC+보/VX+라고/EC
하면	하/VV+면/EC
어떡하나’	어떡하/VV+나/EF+’/SS
하는	하/VV+는/ETM
걱정에	걱정/NNG+에/JKB
외고	외고/NNG
대비는	대비/NNG+는/JX
학원을	학원/NNG+을/JKO
다니거나	다니/VV+거나/EC
과외를	과외/NNG+를/JKO
받으면서	받/VV+으면서/EC
따로	따로/MAG
하죠.	하/VV+죠/EF+./SF


# id : NWRW1800000025.294.5.3
방과후학교는 혹시 학교 내신이 같은 학생과 학교장 추천을 놓고 겨루게 될 때 유리할 수도 있고 외고 입시에서 좋은 평가를 받을지도 모르니 일종의 ‘관리’ 차원에서 수강해요.”》

방과후학교는	방과/NNG+후/NNG+학교/NNG+는/JX
혹시	혹시/MAG
학교	학교/NNG
내신이	내신/NNG+이/JKS
같은	같/VA+은/ETM
학생과	학생/NNG+과/JKB
학교장	학교장/NNG
추천을	추천/NNG+을/JKO
놓고	놓/VV+고/EC
겨루게	겨루/VV+게/EC
될	되/VV+ㄹ/ETM
때	때/NNG
유리할	유리/NNG+하/XSA+ㄹ/ETM
수도	수/NNB+도/JX
있고	있/VA+고/EC
외고	외고/NNG
입시에서	입시/NNG+에서/JKB
좋은	좋/VA+은/ETM
평가를	평가/NNG+를/JKO
받을지도	받/VV+을지/EF+도/JX
모르니	모르/VV+니/EC
일종의	일종/NNG+의/JKG
‘관리’	‘/SS+관리/NNG+’/SS
차원에서	차원/NNG+에서/JKB
수강해요.”》	수강/NNG+하/XSV+아요/EF+./SF+”/SS+》/SS


# id : NWRW1800000025.294.6.1
○ 수업 만족스럽지 않지만 안 듣기도 불안해…

○	○/SW
수업	수업/NNG
만족스럽지	만족/NNG+스럽/XSA+지/EC
않지만	않/VX+지만/EC
안	안/MAG
듣기도	듣/VV+기/ETN+도/JX
불안해…	불안/NNG+하/XSA+아/EC+…/SE


# id : NWRW1800000025.294.7.1
방과후학교를 둘러싼 중학생 학부모들의 고민이 늘고 있다.

방과후학교를	방과/NNG+후/NNG+학교/NNG+를/JKO
둘러싼	둘러싸/VV+ㄴ/ETM
중학생	중학/NNG+생/XSN
학부모들의	학부모/NNG+들/XSN+의/JKG
고민이	고민/NNG+이/JKS
늘고	늘/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.294.7.2
방과후학교를 하자니 내신 대비 이상의 효과를 거두기 힘든 경우가 많지만 상급학교 입시에서 공교육이 강조되는 요즘 방과후학교를 무조건 외면하기도 어렵다는 것이다.

방과후학교를	방과/NNG+후/NNG+학교/NNG+를/JKO
하자니	하/VV+자니/EC
내신	내신/NNG
대비	대비/NNG
이상의	이상/NNG+의/JKG
효과를	효과/NNG+를/JKO
거두기	거두/VV+기/ETN
힘든	힘들/VA+ㄴ/ETM
경우가	경우/NNG+가/JKS
많지만	많/VA+지만/EC
상급학교	상급/NNG+학교/NNG
입시에서	입시/NNG+에서/JKB
공교육이	공교육/NNG+이/JKS
강조되는	강조/NNG+되/XSV+는/ETM
요즘	요즘/NNG
무조건	무/XPN+조건/NNG
외면하기도	외면/NNG+하/XSV+기/ETN+도/JX
어렵다는	어렵/VA+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.294.7.3
학부모 사이에서 “방과후학교는 하면 ‘불만’이고 안 하면 ‘불안’이다”는 말이 나도는 것도 이런 맥락에서다.

학부모	학부모/NNG
사이에서	사이/NNG+에서/JKB
“방과후학교는	“/SS+방과/NNG+후/NNG+학교/NNG+는/JX
하면	하/VV+면/EC
‘불만’이고	‘/SS+불만/NNG+’/SS+이/VCP+고/EC
안	안/MAG
‘불안’이다”는	‘/SS+불안/NNG+’/SS+이/VCP+다/EF+”/SS+는/ETM
말이	말/NNG+이/JKS
나도는	나돌/VV+는/ETM
것도	것/NNB+도/JX
이런	이런/MMD
맥락에서다.	맥락/NNG+에서/JKB+이/VCP+다/EF+./SF


# id : NWRW1800000025.294.8.1
현재 거의 모든 초중고교에서 운영 중인 방과후학교는 사교육 수요를 공교육으로 흡수하자는 취지로 2006년 본격 시작됐다.

현재	현재/MAG
거의	거의/MAG
모든	모든/MMN
초중고교에서	초중고교/NNG+에서/JKB
운영	운영/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
방과후학교는	방과/NNG+후/NNG+학교/NNG+는/JX
사교육	사교육/NNG
수요를	수요/NNG+를/JKO
공교육으로	공교육/NNG+으로/JKB
흡수하자는	흡수/NNG+하/XSV+자는/ETM
취지로	취지/NNG+로/JKB
2006년	2006/SN+년/NNB
본격	본격/NNG
시작됐다.	시작/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.294.8.2
하지만 특목고를 준비하는 상위권 학생과 학부모들은 현실적으로 방과후학교로 사교육을 대체할 수 없다고 입을 모은다.

하지만	하지만/MAJ
특목고를	특목고/NNG+를/JKO
준비하는	준비/NNG+하/XSV+는/ETM
상위권	상위/NNG+권/XSN
학생과	학생/NNG+과/JC
학부모들은	학부모/NNG+들/XSN+은/JX
현실적으로	현실/NNG+적/XSN+으로/JKB
방과후학교로	방과/NNG+후/NNG+학교/NNG+로/JKB
사교육을	사교육/NNG+을/JKO
대체할	대체/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다고	없/VA+다고/EC
입을	입/NNG+을/JKO
모은다.	모으/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.294.9.1
실제로 최근 교육과학기술부가 국회 교육과학기술위원회에 제출한 ‘2010 상반기 방과후학교 현황조사 및 분석자료’에 따르면 중학교 방과후학교 만족도는 학생 51.8%, 학부모 57.0%에 그쳤다.

실제로	실제로/MAG
최근	최근/NNG
교육과학기술부가	교육/NNG+과학/NNG+기술부/NNG+가/JKS
국회	국회/NNG
교육과학기술위원회에	교육/NNG+과학/NNG+기술/NNG+위원회/NNG+에/JKB
제출한	제출/NNG+하/XSV+ㄴ/ETM
‘2010	‘/SS+2010/SN
상반기	상반기/NNG
방과후학교	방과/NNG+후/NNG+학교/NNG
현황조사	현황/NNG+조사/NNG
및	및/MAG
분석자료’에	분석/NNG+자료/NNG+’/SS+에/JKB
따르면	따르/VV+면/EC
중학교	중학교/NNG
만족도는	만족도/NNG+는/JX
학생	학생/NNG
51.8%,	51/SN+./SP+8/SN+%/SW+,/SP
학부모	학부모/NNG
57.0%에	57/SN+./SP+0/SN+%/SW+에/JKB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.294.9.2
특기적성 교육 프로그램이 대다수인 초등학교 방과후학교 만족도는 학생 81.6%, 학부모 80.4%로 높은 반면, 교과 위주의 방과후학교가 주가 되는 중학교부터는 만족도가 급격히 떨어지는 것으로 나타났다.

특기적성	특기/NNG+적성/NNG
교육	교육/NNG
프로그램이	프로그램/NNG+이/JKS
대다수인	대/XPN+다수/NNG+이/VCP+ㄴ/ETM
초등학교	초등학교/NNG
방과후학교	방과/NNG+후/NNG+학교/NNG
만족도는	만족도/NNG+는/JX
학생	학생/NNG
81.6%,	81/SN+./SP+6/SN+%/SW+,/SP
학부모	학부모/NNG
80.4%로	80/SN+./SP+4/SN+%/SW+로/JKB
높은	높/VA+은/ETM
반면,	반면/NNG+,/SP
교과	교과/NNG
위주의	위주/NNG+의/JKG
방과후학교가	방과/NNG+후/NNG+학교/NNG+가/JKS
주가	주/NNG+가/JKC
되는	되/VV+는/ETM
중학교부터는	중학교/NNG+부터/JX+는/JX
만족도가	만족도/NNG+가/JKS
급격히	급격히/MAG
떨어지는	떨어지/VV+는/ETM
것으로	것/NNB+으로/JKB
나타났다.	나타나/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.10.1
학생과 학부모들의 가장 큰 불만은 방과후학교 수업의 질이 만족스럽지 못하다는 것이다.

학생과	학생/NNG+과/JC
학부모들의	학부모/NNG+들/XSN+의/JKG
가장	가장/MAG
큰	크/VA+ㄴ/ETM
불만은	불만/NNG+은/JX
방과후학교	방과/NNG+후/NNG+학교/NNG
수업의	수업/NNG+의/JKG
질이	질/NNG+이/JKS
만족스럽지	만족/NNG+스럽/XSA+지/EC
못하다는	못하/VX+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.294.10.2
중2 딸을 둔 김모 씨(44·서울 중랑구).

중2	중/NNG+2/SN
딸을	딸/NNG+을/JKO
둔	두/VV+ㄴ/ETM
김모	김/NNP+모/NP
씨(44·서울	씨/NNB+(/SS+44/SN+·/SP+서울/NNP
중랑구).	중랑구/NNP+)/SS+./SF


# id : NWRW1800000025.294.10.3
그는 한 학기동안 방과후학교 ‘논술반’에 딸을 등록시켰다.

그는	그/NP+는/JX
한	한/MMN
학기동안	학기/NNG+동안/NNG
방과후학교	방과/NNG+후/NNG+학교/NNG
‘논술반’에	‘/SS+논술반/NNG+’/SS+에/JKB
딸을	딸/NNG+을/JKO
등록시켰다.	등록/NNG+시키/XSV+었/EP+다/EF+./SF


# id : NWRW1800000025.294.10.4
딸은 결석을 일삼았다.

딸은	딸/NNG+은/JX
결석을	결석/NNG+을/JKO
일삼았다.	일삼/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.10.5
“신문기사 하나 읽고 한 명씩 돌아가며 자기 생각을 발표하는 게 전부라 재미가 없다”는 이유였다.

“신문기사	“/SS+신문/NNG+기사/NNG
하나	하나/NR
읽고	읽/VV+고/EC
한	한/MMN
명씩	명/NNB+씩/XSN
돌아가며	돌아가/VV+며/EC
자기	자기/NNG
생각을	생각/NNG+을/JKO
발표하는	발표/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
전부라	전부/NNG+이/VCP+라/EC
재미가	재미/NNG+가/JKS
없다”는	없/VA+다/EF+”/SS+는/ETM
이유였다.	이유/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000025.294.10.6
김 씨는 2학기부터 방과후학교 논술반을 취소하고 집 근처 논술학원에 딸을 보냈다.

김	김/NNP
씨는	씨/NNB+는/JX
2학기부터	2/SN+학기/NNG+부터/JX
방과후학교	방과/NNG+후/NNG+학교/NNG
논술반을	논술반/NNG+을/JKO
취소하고	취소/NNG+하/XSV+고/EC
집	집/NNG
근처	근처/NNG
논술학원에	논술/NNG+학원/NNG+에/JKB
딸을	딸/NNG+을/JKO
보냈다.	보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.294.10.7
학원비는 5만원인 방과후학교 비용보다 세 배 높았지만 신문, 영화, 시사 이슈를 다양하게 활용하며 토론과 글쓰기를 진행하는 학원 커리큘럼이 마음에 들었다.

학원비는	학원비/NNG+는/JX
5만원인	5/SN+만/NR+원/NNB+이/VCP+ㄴ/ETM
방과후학교	방과/NNG+후/NNG+학교/NNG
비용보다	비용/NNG+보다/JKB
세	세/MMN
배	배/NNG
높았지만	높/VA+았/EP+지만/EC
신문,	신문/NNG+,/SP
영화,	영화/NNG+,/SP
시사	시사/NNG
이슈를	이슈/NNG+를/JKO
다양하게	다양/NNG+하/XSA+게/EC
활용하며	활용/NNG+하/XSV+며/EC
토론과	토론/NNG+과/JC
글쓰기를	글쓰기/NNG+를/JKO
진행하는	진행/NNG+하/XSV+는/ETM
학원	학원/NNG
커리큘럼이	커리큘럼/NNG+이/JKS
마음에	마음/NNG+에/JKB
들었다.	들/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.294.10.8
김 씨는 “방과후학교 커리큘럼이 정규수업 진도를 반복 복습하는 수준에 그쳐 신뢰하기 힘들다”면서 “방과후학교를 듣더라도 선행학습이나 고입 준비는 학원에서 시키는 학부모가 대다수”라고 말했다.

김	김/NNP
씨는	씨/NNB+는/JX
“방과후학교	“/SS+방과/NNG+후/NNG+학교/NNG
커리큘럼이	커리큘럼/NNG+이/JKS
정규수업	정규/NNG+수업/NNG
진도를	진도/NNG+를/JKO
반복	반복/NNG
복습하는	복습/NNG+하/XSV+는/ETM
수준에	수준/NNG+에/JKB
그쳐	그치/VV+어/EC
신뢰하기	신뢰/NNG+하/XSV+기/ETN
힘들다”면서	힘들/VA+다/EF+”/SS+면서/EC
“방과후학교를	“/SS+방과/NNG+후/NNG+학교/NNG+를/JKO
듣더라도	듣/VV+더라도/EC
선행학습이나	선행/NNG+학습/NNG+이나/JC
고입	고입/NNG
준비는	준비/NNG+는/JX
학원에서	학원/NNG+에서/JKB
시키는	시키/VV+는/ETM
학부모가	학부모/NNG+가/JKS
대다수”라고	대/XPN+다수/NNG+”/SS+라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.11.1
서울의 한 중학교 국어교사는 “학교마다 방과후학교 운영 실태는 다르지만 대부분 정규수업을 보충하는 정도의 문제풀이 수준에서 그치는 것으로 안다”면서 “정규수업과 교내 업무에다가 방과후학교까지 소화해야 하는 교사들은 시간적, 체력적으로 많은 부담을 느껴 제대로 된 커리큘럼이나 교재를 준비하기가 현실적으로 어렵다”고 말했다.

서울의	서울/NNP+의/JKG
한	한/MMN
중학교	중학교/NNG
국어교사는	국어/NNG+교사/NNG+는/JX
“학교마다	“/SS+학교/NNG+마다/JX
방과후학교	방과/NNG+후/NNG+학교/NNG
운영	운영/NNG
실태는	실태/NNG+는/JX
다르지만	다르/VA+지만/EC
대부분	대/XPN+부분/NNG
정규수업을	정규/NNG+수업/NNG+을/JKO
보충하는	보충/NNG+하/XSV+는/ETM
정도의	정도/NNG+의/JKG
문제풀이	문제/NNG+풀이/NNG
수준에서	수준/NNG+에서/JKB
그치는	그치/VV+는/ETM
것으로	것/NNB+으로/JKB
안다”면서	알/VV+ㄴ다/EF+”/SS+면서/EC
“정규수업과	“/SS+정규/NNG+수업/NNG+과/JC
교내	교내/NNG
업무에다가	업무/NNG+에다가/JKB
방과후학교까지	방과/NNG+후/NNG+학교/NNG+까지/JX
소화해야	소화/NNG+하/XSV+아야/EC
하는	하/VX+는/ETM
교사들은	교사/NNG+들/XSN+은/JX
시간적,	시간/NNG+적/XSN+,/SP
체력적으로	체력/NNG+적/XSN+으로/JKB
많은	많/VA+은/ETM
부담을	부담/NNG+을/JKO
느껴	느끼/VV+어/EC
제대로	제대로/MAG
된	되/VV+ㄴ/ETM
커리큘럼이나	커리큘럼/NNG+이나/JC
교재를	교재/NNG+를/JKO
준비하기가	준비/NNG+하/XSV+기/ETN+가/JKS
현실적으로	현실/NNG+적/XSN+으로/JKB
어렵다”고	어렵/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.12.1
이에 따라 주변에 학원이 많고 교육열이 높은 지역에는 아예 방과후학교를 운영하지 않는 중학교도 있다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
주변에	주변/NNG+에/JKB
학원이	학원/NNG+이/JKS
많고	많/VA+고/EC
교육열이	교육열/NNG+이/JKS
높은	높/VA+은/ETM
지역에는	지역/NNG+에/JKB+는/JX
아예	아예/MAG
방과후학교를	방과/NNG+후/NNG+학교/NNG+를/JKO
운영하지	운영/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
중학교도	중학교/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.294.12.2
또 방과후학교 수업의 품질에 따라 극과 극의 현상도 나타난다.

또	또/MAG
방과후학교	방과/NNG+후/NNG+학교/NNG
수업의	수업/NNG+의/JKG
품질에	품질/NNG+에/JKB
따라	따르/VV+아/EC
극과	극/NNG+과/JC
극의	극/NNG+의/JKG
현상도	현상/NNG+도/JX
나타난다.	나타나/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.294.12.3
‘학원 유명강사 뺨치게 잘 가르친다’고 소문이 난 교사의 방과후수업은 신청을 위해 학부모들이 새벽부터 줄을 서서 기다리는 반면, 비인기 과목이나 학부모들 사이에 평이 좋지 않은 수업은 신청자가 적어 폐강되기 일쑤인 것.

‘학원	‘/SS+학원/NNG
유명강사	유명/NNG+강사/NNG
뺨치게	뺨치/VV+게/EC
잘	잘/MAG
가르친다’고	가르치/VV+ㄴ다/EF+’/SS+고/JKQ
소문이	소문/NNG+이/JKS
난	나/VV+ㄴ/ETM
교사의	교사/NNG+의/JKG
방과후수업은	방과/NNG+후/NNG+수업/NNG+은/JX
신청을	신청/NNG+을/JKO
위해	위하/VV+아/EC
학부모들이	학부모/NNG+들/XSN+이/JKS
새벽부터	새벽/NNG+부터/JX
줄을	줄/NNG+을/JKO
서서	서/VV+어서/EC
기다리는	기다리/VV+는/ETM
반면,	반면/NNG+,/SP
비인기	비/XPN+인기/NNG
과목이나	과목/NNG+이나/JC
학부모들	학부모/NNG+들/XSN
사이에	사이/NNG+에/JKB
평이	평/NNG+이/JKS
좋지	좋/VA+지/EC
않은	않/VX+은/ETM
수업은	수업/NNG+은/JX
신청자가	신청자/NNG+가/JKS
적어	적/VA+어/EC
폐강되기	폐강/NNG+되/XSV+기/ETN
일쑤인	일쑤/NNG+이/VCP+ㄴ/ETM
것.	것/NNB+./SF


# id : NWRW1800000025.294.13.1
정책적으로 방과후학교가 강조됨에 따라 일부 학교는 방과후학교를 의무로 지정하고 불참 시 사유서를 받는다.

정책적으로	정책/NNG+적/XSN+으로/JKB
방과후학교가	방과/NNG+후/NNG+학교/NNG+가/JKS
강조됨에	강조/NNG+되/XSV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
일부	일부/NNG
학교는	학교/NNG+는/JX
방과후학교를	방과/NNG+후/NNG+학교/NNG+를/JKO
의무로	의무/NNG+로/JKB
지정하고	지정/NNG+하/XSV+고/EC
불참	불참/NNG
시	시/NNB
사유서를	사유서/NNG+를/JKO
받는다.	받/VV+는다/EF+./SF


# id : NWRW1800000025.294.13.2
중학생 학부모 이모 씨(41·서울 동대문구)는 “불참 사유서를 굳이 내면서까지 ‘튀는’ 모습을 보일 바에야 한두 개 강좌는 듣기 마련”이라면서 “(방과후학교를) 안 하면 혹시라도 특목고 입시에서 교사추천을 받을 때 불이익을 당할까봐 불안하다”고 했다.

중학생	중학/NNG+생/XSN
학부모	학부모/NNG
이모	이/NNP+모/NP
씨(41·서울	씨/NNB+(/SS+41/SN+·/SP+서울/NNP
동대문구)는	동대문구/NNP+)/SS+는/JX
“불참	“/SS+불참/NNG
사유서를	사유서/NNG+를/JKO
굳이	굳이/MAG
내면서까지	내/VV+면서/EC+까지/JX
‘튀는’	‘/SS+튀/VV+는/ETM+’/SS
모습을	모습/NNG+을/JKO
보일	보이/VV+ㄹ/ETM
바에야	바/NNB+에/JKB+야/JX
한두	한두/MMN
개	개/NNB
강좌는	강좌/NNG+는/JX
듣기	듣/VV+기/ETN
마련”이라면서	마련/NNB+”/SS+이/VCP+라면서/EC
“(방과후학교를)	“/SS+(/SS+방과/NNG+후/NNG+학교/NNG+를/JKO+)/SS
안	안/MAG
하면	하/VV+면/EC
혹시라도	혹시/MAG+이/VCP+라도/EC
특목고	특목고/NNG
입시에서	입시/NNG+에서/JKB
교사추천을	교사/NNG+추천/NNG+을/JKO
받을	받/VV+을/ETM
때	때/NNG
불이익을	불/XPN+이익/NNG+을/JKO
당할까봐	당하/VV+ㄹ까/EF+보/VX+아/EC
불안하다”고	불안/NNG+하/XSA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.14.1
○ 내신 대비 위주… 주요교과에 편중

○	○/SW
내신	내신/NNG
대비	대비/NNG
위주…	위주/NNG+…/SE
주요교과에	주요/NNG+교과/NNG+에/JKB
편중	편중/NNG


# id : NWRW1800000025.294.15.1
학생들도 방과후학교를 단순히 주요 교과의 내신 대비용으로만 활용하는 경우가 많다.

학생들도	학생/NNG+들/XSN+도/JX
방과후학교를	방과/NNG+후/NNG+학교/NNG+를/JKO
단순히	단순히/MAG
주요	주요/NNG
교과의	교과/NNG+의/JKG
내신	내신/NNG
대비용으로만	대비/NNG+용/XSN+으로/JKB+만/JX
활용하는	활용/NNG+하/XSV+는/ETM
경우가	경우/NNG+가/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000025.294.15.2
서울 강남의 한 중학교에 다니는 장모 군(15)은 “방과후학교 수업에서 찍어준 내용이 시험문제로 나오곤 한다”면서 “몇몇 친구들과 ‘나는 영어를 들을 테니 너는 수학을 듣고 너는 과학을 들어라’ 식으로 반을 나눠 듣고 각자 받은 프린트를 공유해 시험준비를 한다”고 전했다.

서울	서울/NNP
강남의	강남/NNP+의/JKG
한	한/MMN
중학교에	중학교/NNG+에/JKB
다니는	다니/VV+는/ETM
장모	장/NNP+모/NP
군(15)은	군/NNB+(/SS+15/SN+)/SS+은/JX
“방과후학교	“/SS+방과/NNG+후/NNG+학교/NNG
수업에서	수업/NNG+에서/JKB
찍어준	찍/VV+어/EC+주/VX+ㄴ/ETM
내용이	내용/NNG+이/JKS
시험문제로	시험/NNG+문제/NNG+로/JKB
나오곤	나오/VV+곤/EC
한다”면서	하/VX+ㄴ다/EF+”/SS+면서/EC
“몇몇	“/SS+몇몇/NR
친구들과	친구/NNG+들/XSN+과/JKB
‘나는	‘/SS+나/NP+는/JX
영어를	영어/NNP+를/JKO
들을	듣/VV+을/ETM
테니	터/NNB+이/VCP+니/EC
너는	너/NP+는/JX
수학을	수학/NNG+을/JKO
듣고	듣/VV+고/EC
과학을	과학/NNG+을/JKO
들어라’	듣/VV+어라/EF+’/SS
식으로	식/NA+으로/JKB
반을	반/NNG+을/JKO
나눠	나누/VV+어/EC
각자	각자/MAG
받은	받/VV+은/ETM
프린트를	프린트/NNG+를/JKO
공유해	공유/NNG+하/XSV+아/EC
시험준비를	시험/NNG+준비/NNG+를/JKO
한다”고	하/VV+ㄴ다/EF+”/SS+고/JKQ
