# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.42
metadata : {}


# id : NWRW1800000033.42.1.1
[Global Economy]아이폰5 예약판매 첫날 200만대 돌파

[Global	[/SS+Global/SL
추종자)	추종자/NNG+)/SS
문화’를	문화/NNG+’/SS+를/JKO
선도해온	선도/NNG+하/XSV+아/EC+오/VX+ㄴ/ETM
애플의	애플/NNP+의/JKG
저력과	저력/NNG+과/JC
판매	판매/NNG
공급	공급/NNG
능력	능력/NNG
확충에	확충/NNG+에/JKB
높은	높/VA+은/ETM
점수를	점수/NNG+를/JKO
주었다.	주/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.42.4.3
21일 본격 출시를 앞두고 애널리스트들의 전망이 판정승을 거두고 있는 분위기다.

21일	21/SN+일/NNB
본격	본격/NNG
출시를	출시/NNG+를/JKO
앞두고	앞두/VV+고/EC
애널리스트들의	애널리스트/NNG+들/XSN+의/JKG
전망이	전망/NNG+이/JKS
판정승을	판정승/NNG+을/JKO
거두고	거두/VV+고/EC
있는	있/VX+는/ETM
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.42.5.1
17일 미 주요 언론에 따르면 14일부터 실시한 예약 판매에서 14일 하루 동안 200만 대 이상 판매돼 아이폰4S의 예약 주문 첫날 판매량 100만 대의 배를 넘어섰다고 전했다.

17일	17/SN+일/NNB
미	미/NNP
주요	주요/NNG
언론에	언론/NNG+에/JKB
따르면	따르/VV+면/EC
14일부터	14/SN+일/NNB+부터/JX
실시한	실시/NNG+하/XSV+ㄴ/ETM
예약	예약/NNG
판매에서	판매/NNG+에서/JKB
14일	14/SN+일/NNB
하루	하루/NNG
동안	동안/NNG
200만	200/SN+만/NR
대	대/NNB
이상	이상/NNG
판매돼	판매/NNG+되/XSV+어/EC
아이폰4S의	아이폰4S/NNG+의/JKG
주문	주문/NNG
첫날	첫날/NNG
판매량	판매량/NNG
100만	100/SN+만/NR
대의	대/NNB+의/JKG
배를	배/NNG+를/JKO
넘어섰다고	넘어서/VV+었/EP+다고/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.42.5.2
경제전문 방송채널인 CNBC는 “지금까지 출시된 아이폰 가운데 판매 속도가 가장 빠르다.

경제전문	경제/NNG+전문/NNG
방송채널인	방송/NNG+채널/NNG+이/VCP+ㄴ/ETM
CNBC는	CNBC/SL+는/JX
“지금까지	“/SS+지금/NNG+까지/JX
출시된	출시/NNG+되/XSV+ㄴ/ETM
아이폰	아이폰/NNP
가운데	가운데/NNG
판매	판매/NNG
속도가	속도/NNG+가/JKS
가장	가장/MAG
빠르다.	빠르/VA+다/EF+./SF


# id : NWRW1800000033.42.5.3
14일에는 초당 23.15대가 팔려나갔다”고 보도했다.

14일에는	14/SN+일/NNB+에/JKB+는/JX
초당	초/NNB+당/XSN
23.15대가	23/SN+./SP+15/SN+대/NNB+가/JKS
팔려나갔다”고	팔리/VV+어/EC+나가/VX+았/EP+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.42.5.4
AT&T도 예약 주문 첫날 아이폰 판매가 사상 최고치를 기록했다고 밝혔다.

AT&T도	AT/SL+&/SW+T/SL+도/JX
예약	예약/NNG
주문	주문/NNG
첫날	첫날/NNG
아이폰	아이폰/NNP
판매가	판매/NNG+가/JKS
사상	사상/NNG
최고치를	최고/NNG+치/XSN+를/JKO
기록했다고	기록/NNG+하/XSV+았/EP+다고/EC
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.42.6.1
기자가 17일 찾은 뉴욕 맨해튼 5번가의 랜드마크인 애플 매장에서는 21일 출시를 앞두고 벌써부터 침낭 등을 들고 줄을 서있는 소비자들을 목격할 수 있었다.

기자가	기자/NNG+가/JKS
17일	17/SN+일/NNB
찾은	찾/VV+은/ETM
뉴욕	뉴욕/NNP
맨해튼	맨해튼/NNP
5번가의	5/SN+번가/NNB+의/JKG
랜드마크인	랜드마크/NNG+이/VCP+ㄴ/ETM
애플	애플/NNP
매장에서는	매장/NNG+에서/JKB+는/JX
21일	21/SN+일/NNB
출시를	출시/NNG+를/JKO
앞두고	앞두/VV+고/EC
벌써부터	벌써/MAG+부터/JX
침낭	침낭/NNG
등을	등/NNB+을/JKO
들고	들/VV+고/EC
줄을	줄/NNG+을/JKO
서있는	서/VV+어/EC+있/VX+는/ETM
소비자들을	소비자/NNG+들/XSN+을/JKO
목격할	목격/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000033.42.7.1
언론의 혹평에도 불구하고 애플의 저력은 대단했으며 또 한 번의 돌풍을 예고하고 있다.

언론의	언론/NNG+의/JKG
혹평에도	혹평/NNG+에/JKB+도/JX
불구하고	불구하/VV+고/EC
애플의	애플/NNP+의/JKG
저력은	저력/NNG+은/JX
대단했으며	대단하/VA+았/EP+으며/EC
또	또/MAG
한	한/MMN
번의	번/NNB+의/JKG
돌풍을	돌풍/NNG+을/JKO
예고하고	예고/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.42.7.2
미 투자은행인 모건스탠리는 아이폰5가 3개월 안에 4800만∼5000만 대가 팔려나갈 것으로 전망했다.

미	미/NNP
투자은행인	투자/NNG+은행/NNG+이/VCP+ㄴ/ETM
모건스탠리는	모건스탠리/NNP+는/JX
아이폰5가	아이폰5/NNP+가/JKS
3개월	3/SN+개월/NNB
안에	안/NNG+에/JKB
4800만∼5000만	4800/SN+만/NR+∼/SO+5000/SN+만/NR
대가	대/NNB+가/JKS
팔려나갈	팔리/VV+어/EC+나가/VX+ㄹ/ETM
것으로	것/NNB+으로/JKB
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.42.7.3
CNN머니도 출시 직후 3개월 동안 4500만 대를 판매할 것이라고 내다봤다.

CNN머니도	CNN머니/NNP+도/JX
출시	출시/NNG
직후	직후/NNG
3개월	3/SN+개월/NNB
동안	동안/NNG
4500만	4500/SN+만/NR
대를	대/NNB+를/JKO
판매할	판매/NNG+하/XSV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
내다봤다.	내다보/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.42.8.1
시장 전문가들은 이제 시판 첫 주말에 1000만 대 판매를 돌파할 수 있을지에 관심을 갖고 있다.

시장	시장/NNG
전문가들은	전문가/NNG+들/XSN+은/JX
이제	이제/MAG
시판	시판/NNG
첫	첫/MMN
주말에	주말/NNG+에/JKB
1000만	1000/SN+만/NR
대	대/NNB
판매를	판매/NNG+를/JKO
돌파할	돌파/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을지에	있/VA+을지/EF+에/JKB
관심을	관심/NNG+을/JKO
갖고	갖/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.42.8.2
파이퍼 재프레이의 진 먼스터 애널리스트는 “아이폰5가 첫 주말 사흘 동안 600만∼1000만 대가량 팔릴 것”이라고 전망했다.

파이퍼	파이퍼/NNP
재프레이의	재프레이/NNP+의/JKG
진	진/NNP
먼스터	먼스터/NNP
애널리스트는	애널리스트/NNG+는/JX
“아이폰5가	“/SS+아이폰5/NNP+가/JKS
첫	첫/MMN
주말	주말/NNG
사흘	사흘/NNG
동안	동안/NNG
600만∼1000만	600/SN+만/NR+∼/SO+1000/SN+만/NR
대가량	대/NNB+가량/XSN
팔릴	팔리/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.42.8.3
아이폰4S는 첫 주말에 400만 대가 팔렸다.

아이폰4S는	아이폰4S/NNG+는/JX
첫	첫/MMN
주말에	주말/NNG+에/JKB
400만	400/SN+만/NR
대가	대/NNB+가/JKS
팔렸다.	팔리/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.42.8.4
전문가들이 판매량을 크게 늘려 잡은 것은 아이폰5 1차 출시 국가가 이번에는 9개 국가로 늘었기 때문이다.

전문가들이	전문가/NNG+들/XSN+이/JKS
판매량을	판매량/NNG+을/JKO
크게	크/VA+게/EC
늘려	늘리/VV+어/EC
잡은	잡/VV+은/ETM
것은	것/NNB+은/JX
아이폰5	아이폰5/NNP
1차	1/SN+차/NNB
출시	출시/NNG
국가가	국가/NNG+가/JKS
이번에는	이번/NNG+에/JKB+는/JX
9개	9/SN+개/NNB
국가로	국가/NNG+로/JKB
늘었기	늘/VV+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.42.8.5
아이폰4S 때는 7개국이었으며 이번에 시장 수요가 탄탄한 홍콩과 싱가포르가 추가됐다.

아이폰4S	아이폰4S/NNG
때는	때/NNG+는/JX
7개국이었으며	7/SN+개국/NNB+이/VCP+었/EP+으며/EC
이번에	이번/NNG+에/JKB
시장	시장/NNG
수요가	수요/NNG+가/JKS
탄탄한	탄탄하/VA+ㄴ/ETM
홍콩과	홍콩/NNP+과/JC
싱가포르가	싱가포르/NNP+가/JKS
추가됐다.	추가/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000033.42.8.6
또 애플이 시장의 수요를 감당할 수 있을 만큼 공급 능력을 확충했다는 점도 영향을 미쳤다.

또	또/MAG
애플이	애플/NNP+이/JKS
시장의	시장/NNG+의/JKG
수요를	수요/NNG+를/JKO
감당할	감당/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
만큼	만큼/NNB
공급	공급/NNG
능력을	능력/NNG+을/JKO
확충했다는	확충/NNG+하/XSV+았/EP+다는/ETM
점도	점/NNG+도/JX
영향을	영향/NNG+을/JKO
미쳤다.	미치/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.42.9.1
하지만 애플조차 “깜짝 놀라고 있다”고 밝힐 정도로 주문이 몰려들면서 당초 약속한 대로 제대로 공급이 이뤄질지 현재로서는 미지수라는 전망도 나온다.

하지만	하지만/MAJ
애플조차	애플/NNP+조차/JX
“깜짝	“/SS+깜짝/MAG
놀라고	놀라/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
밝힐	밝히/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
주문이	주문/NNG+이/JKS
몰려들면서	몰려들/VV+면서/EC
당초	당초/NNG
약속한	약속/NNG+하/XSV+ㄴ/ETM
대로	대로/NNB
제대로	제대로/MAG
공급이	공급/NNG+이/JKS
이뤄질지	이뤄지/VV+ㄹ지/EC
현재로서는	현재/NNG+로서/JKB+는/JX
미지수라는	미지수/NNG+이/VCP+라는/ETM
전망도	전망/NNG+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.42.10.1
17일 뉴욕 증권거래소에서 699.78달러에 거래를 마친 애플의 주가는 장 마감 후 시간 외 거래에서 701.90달러까지 오르면서 사상 최초로 주당 700달러의 벽을 깼다.

17일	17/SN+일/NNB
뉴욕	뉴욕/NNP
증권거래소에서	증권/NNG+거래소/NNG+에서/JKB
699.78달러에	699/SN+./SP+78/SN+달러/NNB+에/JKB
거래를	거래/NNG+를/JKO
마친	마치/VV+ㄴ/ETM
애플의	애플/NNP+의/JKG
주가는	주가/NNG+는/JX
장	장/NNG
마감	마감/NNG
후	후/NNG
시간	시간/NNG
외	외/NNB
거래에서	거래/NNG+에서/JKB
701.90달러까지	701/SN+./SP+90/SN+달러/NNB+까지/JX
오르면서	오르/VV+면서/EC
사상	사상/NNG
최초로	최초/NNG+로/JKB
주당	주/NNG+당/XSN
700달러의	700/SN+달러/NNB+의/JKG
벽을	벽/NNG+을/JKO
깼다.	깨/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.42.10.2
다음 달 5일 애플 창업주 스티브 잡스 1주기를 앞두고 애플 주가는 연일 전인미답의 도전을 계속하고 있다.

다음	다음/NNG
달	달/NNG
5일	5/SN+일/NNB
애플	애플/NNP
창업주	창업주/NNG
스티브	스티브/NNP
잡스	잡스/NNP
1주기를	1/SN+주기/NNB+를/JKO
앞두고	앞두/VV+고/EC
주가는	주가/NNG+는/JX
연일	연일/MAG
전인미답의	전인미답/NNG+의/JKG
도전을	도전/NNG+을/JKO
계속하고	계속/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.42.11.1
애플의 선전으로 미국 시장에서 삼성전자와의 전쟁도 흥미진진해질 것으로 보인다.

애플의	애플/NNP+의/JKG
선전으로	선전/NNG+으로/JKB
미국	미국/NNP
시장에서	시장/NNG+에서/JKB
삼성전자와의	삼성전자/NNP+와/JKB+의/JKG
전쟁도	전쟁/NNG+도/JX
흥미진진해질	흥미진진하/VA+아/EC+지/VX+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000033.42.11.2
8월 처음으로 애플을 누르고 미국 시장 판매량 1위를 기록했던 삼성전자의 갤럭시S3가 9월에도 아이폰5와의 대결에서 승리할 수 있을지 주목된다.

8월	8/SN+월/NNB
처음으로	처음/NNG+으로/JKB
애플을	애플/NNP+을/JKO
누르고	누르/VV+고/EC
미국	미국/NNP
시장	시장/NNG
판매량	판매량/NNG
1위를	1/SN+위/NNB+를/JKO
기록했던	기록/NNG+하/XSV+았/EP+던/ETM
삼성전자의	삼성전자/NNP+의/JKG
갤럭시S3가	갤럭시S3/NNP+가/JKS
9월에도	9/SN+월/NNB+에/JKB+도/JX
아이폰5와의	아이폰5/NNP+와/JKB+의/JKG
대결에서	대결/NNG+에서/JKB
승리할	승리/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을지	있/VA+을지/EC
주목된다.	주목/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.42.11.3
이 결과는 현재 진행 중인 애플과 삼성의 소송에도 영향을 미칠 것이 확실하다.

이	이/MMD
결과는	결과/NNG+는/JX
현재	현재/MAG
진행	진행/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
애플과	애플/NNP+과/JC
삼성의	삼성/NNP+의/JKG
소송에도	소송/NNG+에/JKB+도/JX
영향을	영향/NNG+을/JKO
미칠	미치/VV+ㄹ/ETM
것이	것/NNB+이/JKS
확실하다.	확실하/VA+다/EF+./SF


