# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.378
metadata : {}


# id : NWRW1800000030.378.1.1
[수도권] 자전거로 출퇴근하고 돈도 받고

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
점진적으로	점진/NNG+적/XSN+으로/JKB
제거하고	제거/NNG+하/XSV+고/EC
노원구와	노원구/NNP+와/JC
여의도	여의도/NNP
지역의	지역/NNG+의/JKG
일부	일부/NNG
구간은	구간/NNG+은/JX
시간제로	시간/NNG+제/XSN+로/JKB
운영해	운영/NNG+하/XSV+아/EC
야간에는	야간/NNG+에/JKB+는/JX
차량	차량/NNG
주차가	주차/NNG+가/JKS
가능하도록	가능/NNG+하/XSA+도록/EC
할	하/VX+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000030.378.8.1
분리시설 제거는 제설작업이나 하수도 준설 등 유지 관리에 지장을 주고 분리시설이 음식점 이용과 물품운반, 차량 진출입에 지장을 준다는 민원이 발생하고 있기 때문이다.

분리시설	분리/NNG+시설/NNG
제거는	제거/NNG+는/JX
제설작업이나	제설/NNG+작업/NNG+이나/JC
하수도	하수도/NNG
준설	준설/NNG
등	등/NNB
유지	유지/NNG
관리에	관리/NNG+에/JKB
지장을	지장/NNG+을/JKO
주고	주/VV+고/EC
분리시설이	분리/NNG+시설/NNG+이/JKS
음식점	음식점/NNG
이용과	이용/NNG+과/JC
물품운반,	물품/NNG+운반/NNG+,/SP
차량	차량/NNG
진출입에	진출입/NNG+에/JKB
준다는	주/VV+ㄴ다는/ETM
민원이	민원/NNG+이/JKS
발생하고	발생/NNG+하/XSV+고/EC
있기	있/VX+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000030.378.8.2
급커브 구간과 건물 모퉁이에는 표지판 등 안전시설을 보강하기로 했다.

급커브	급커브/NNG
구간과	구간/NNG+과/JC
건물	건물/NNG
모퉁이에는	모퉁이/NNG+에/JKB+는/JX
표지판	표지판/NNG
등	등/NNB
안전시설을	안전/NNG+시설/NNG+을/JKO
보강하기로	보강/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


