# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.212
metadata : {}


# id : NWRW1800000026.212.1.1
[충청] 대전의 제1 과제는 '일자리 창출';충남대 사회조사센터 조사

[충청]	[/SS+충청/NNP+]/SS
지방정부	지방/NNG+정부/NNG
출범	출범/NNG
대전시민	대전/NNP+시민/NNG
여론조사'에	여론/NNG+조사/NNG+'/SS+에/JKB
따른	따르/VV+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.212.4.1
조사 결과 응답자들은 '대전시가 가장 시급히 해결해야 할 지역현안은 무엇이라고 생각하는가'라는 질문(복수응답)에 ▲경제정책 47.6% ▲복지정책 37.6% ▲교통정책 35.9% 순으로 답했다.

조사	조사/NNG
결과	결과/NNG
응답자들은	응답자/NNG+들/XSN+은/JX
'대전시가	'/SS+대전시/NNP+가/JKS
가장	가장/MAG
시급히	시급히/MAG
해결해야	해결/NNG+하/XSV+아야/EC
할	하/VX+ㄹ/ETM
지역현안은	지역/NNG+현안/NNG+은/JX
무엇이라고	무엇/NP+이/VCP+라고/EC
생각하는가'라는	생각/NNG+하/XSV+는가/EF+'/SS+이/VCP+라는/ETM
질문(복수응답)에	질문/NNG+(/SS+복수/NNG+응답/NNG+)/SS+에/JKB
▲경제정책	▲/SW+경제/NNG+정책/NNG
47.6%	47/SN+./SP+6/SN+%/SW
▲복지정책	▲/SW+복지/NNG+정책/NNG
37.6%	37/SN+./SP+6/SN+%/SW
▲교통정책	▲/SW+교통/NNG+정책/NNG
35.9%	35/SN+./SP+9/SN+%/SW
순으로	순/NNB+으로/JKB
답했다.	답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.212.5.1
염홍철 시장이 발표한 공약 중에서 중점적으로 실천하기를 희망하는 것(복수응답)으로는 ▲일자리 창출 및 중소기업 지원확대(67.2%) ▲대전 도시철도 2,3호선 조속 건설(52.6%) ▲노인 복지 및 노후 관련 정책 개선(41.4%) 등의 순이었다.

염홍철	염홍철/NNP
시장이	시장/NNG+이/JKS
발표한	발표/NNG+하/XSV+ㄴ/ETM
공약	공약/NNG
중에서	중/NNB+에서/JKB
중점적으로	중점/NNG+적/XSN+으로/JKB
실천하기를	실천/NNG+하/XSV+기/ETN+를/JKO
희망하는	희망/NNG+하/XSV+는/ETM
것(복수응답)으로는	것/NNB+(/SS+복수/NNG+응답/NNG+)/SS+으로/JKB+는/JX
▲일자리	▲/SW+일자리/NNG
창출	창출/NNG
및	및/MAG
중소기업	중소기업/NNG
지원확대(67.2%)	지원/NNG+확대/NNG+(/SS+67/SN+./SP+2/SN+%/SW+)/SS
▲대전	▲/SW+대전/NNP
도시철도	도시/NNG+철도/NNG
2,3호선	2/SN+,/SP+3/SN+호선/NNB
조속	조속/XR
건설(52.6%)	건설/NNG+(/SS+52/SN+./SP+6/SN+%/SW+)/SS
▲노인	▲/SW+노인/NNG
복지	복지/NNG
노후	노후/NNG
관련	관련/NNG
정책	정책/NNG
개선(41.4%)	개선/NNG+(/SS+41/SN+./SP+4/SN+%/SW+)/SS
등의	등/NNB+의/JKG
순이었다.	순/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.212.6.1
시의 위상 제고를 위해서는 ▲세종시 원안 추진(36.0%) ▲대덕특구의 신성장 동력화(30.0%) ▲첨단 의료웰빙복합단지 조성(23.5%) 등이 시급하다는 의견을 내놓았다.

시의	시/NNG+의/JKG
위상	위상/NNG
제고를	제고/NNG+를/JKO
위해서는	위하/VV+아서/EC+는/JX
▲세종시	▲/SW+세종시/NNP
원안	원안/NNG
추진(36.0%)	추진/NNG+(/SS+36/SN+./SP+0/SN+%/SW+)/SS
▲대덕특구의	▲/SW+대덕특구/NNP+의/JKG
신성장	신/XPN+성장/NNG
동력화(30.0%)	동력/NNG+화/XSN+(/SS+30/SN+./SP+0/SN+%/SW+)/SS
▲첨단	▲/SW+첨단/NNG
의료웰빙복합단지	의료/NNG+웰빙/NNG+복합/NNG+단지/NNG
조성(23.5%)	조성/NNG+(/SS+23/SN+./SP+5/SN+%/SW+)/SS
등이	등/NNB+이/JKS
시급하다는	시급하/VA+다는/ETM
의견을	의견/NNG+을/JKO
내놓았다.	내놓/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.212.6.2
바람직한 미래상을 묻는 질문에는 ▲첨단과학도시(39.6%) ▲녹색 환경 도시(15.7%) ▲경제도시(14.6%) 등의 순으로 응답했다.

바람직한	바람직하/VA+ㄴ/ETM
미래상을	미래상/NNG+을/JKO
묻는	묻/VV+는/ETM
질문에는	질문/NNG+에/JKB+는/JX
▲첨단과학도시(39.6%)	▲/SW+첨단/NNG+과학/NNG+도시/NNG+(/SS+39/SN+./SP+6/SN+%/SW+)/SS
▲녹색	▲/SW+녹색/NNG
환경	환경/NNG
도시(15.7%)	도시/NNG+(/SS+15/SN+./SP+7/SN+%/SW+)/SS
▲경제도시(14.6%)	▲/SW+경제/NNG+도시/NNG+(/SS+14/SN+./SP+6/SN+%/SW+)/SS
등의	등/NNB+의/JKG
순으로	순/NNB+으로/JKB
응답했다.	응답/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.212.7.1
유효 표본의 최대허용오차 범위는 95% 신뢰수준에서 3% 내외이다.

유효	유효/NNG
표본의	표본/NNG+의/JKG
최대허용오차	최대/NNG+허용/NNG+오차/NNG
범위는	범위/NNG+는/JX
95%	95/SN+%/SW
신뢰수준에서	신뢰/NNG+수준/NNG+에서/JKB
3%	3/SN+%/SW
내외이다.	내외/NNG+이/VCP+다/EF+./SF


