# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.3
metadata : {}


# id : NWRW1800000025.3.1.1
[오명철 기자의 인물기행]조계종 종정 8년 만에 첫 인터뷰 법전 스님

[오명철	[/SS+오명철/NNP
모르겠다.	모르/VV+겠/EP+다/EF+./SF


# id : NWRW1800000025.3.4.7
주위 분들이 “처사님이 공덕을 많이 쌓으신 것 같다”는 덕담을 해주신다.

주위	주위/NNG
분들이	분/NNB+들/XSN+이/JKS
“처사님이	“/SS+처사/NNG+님/XSN+이/JKS
공덕을	공덕/NNG+을/JKO
많이	많이/MAG
쌓으신	쌓/VV+으시/EP+ㄴ/ETM
것	것/NNB
같다”는	같/VA+다/EF+”/SS+는/ETM
덕담을	덕담/NNG+을/JKO
해주신다.	하/VV+아/EC+주/VX+시/EP+ㄴ다/EF+./SF


# id : NWRW1800000025.3.4.8
기독교인인 ‘처사’는 몸 둘 바를 모를 뿐이다.

기독교인인	기독교인/NNG+이/VCP+ㄴ/ETM
‘처사’는	‘/SS+처사/NNG+’/SS+는/JX
몸	몸/NNG
둘	두/VV+ㄹ/ETM
바를	바/NNB+를/JKO
모를	모르/VV+ㄹ/ETM
뿐이다.	뿐/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.3.5.1
―선사는 불립문자(不立文字)입니다.

―선사는	―/SS+선사/NNG+는/JX
불립문자(不立文字)입니다.	불립/NNG+문자/NNG+(/SS+不立文字/SH+)/SS+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.5.2
종정 스님의 평생 은사인 성철 스님께서도 수좌들에게 “책보다 화두(話頭)를 들라”고 강조하셨습니다.

종정	종정/NNG
스님의	스님/NNG+의/JKG
평생	평생/NNG
은사인	은사/NNG+이/VCP+ㄴ/ETM
성철	성철/NNP
스님께서도	스님/NNG+께서/JKS+도/JX
수좌들에게	수좌/NNG+들/XSN+에게/JKB
“책보다	“/SS+책/NNG+보다/JKB
화두(話頭)를	화두/NNG+(/SS+話頭/SH+)/SS+를/JKO
들라”고	들/VV+라/EF+”/SS+고/JKQ
강조하셨습니다.	강조/NNG+하/XSV+시/EP+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.5.3
그런데 본인 스스로 자서전을 펴내신 까닭은….

그런데	그런데/MAJ
본인	본인/NNG
스스로	스스로/MAG
자서전을	자서전/NNG+을/JKO
펴내신	펴내/VV+시/EP+ㄴ/ETM
까닭은….	까닭/NNG+은/JX+…/SE+./SF


# id : NWRW1800000025.3.6.1
“나는 본디 법문도 안 하는 사람인데, 성철 노장님께서 연로하시자 해인사 일을 전부 나한테 맡겨 그때부터 일인 다역을 하며 살게 되었습니다.

“나는	“/SS+나/NP+는/JX
본디	본디/NNG
법문도	법문/NNG+도/JX
안	안/MAG
하는	하/VV+는/ETM
사람인데,	사람/NNG+이/VCP+ㄴ데/EC+,/SP
성철	성철/NNP
노장님께서	노장/NNG+님/XSN+께서/JKS
연로하시자	연로/NNG+하/XSA+시/EP+자/EC
해인사	해인사/NNP
일을	일/NNG+을/JKO
전부	전부/MAG
나한테	나/NP+한테/JKB
맡겨	맡기/VV+어/EC
그때부터	그때/NNG+부터/JX
일인	일인/NNG
다역을	다역/NNG+을/JKO
하며	하/VV+며/EC
살게	살/VV+게/EC
되었습니다.	되/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.6.2
사실 방장이나 종정 같은 자리엔 도무지 뜻을 두어본 적이 없습니다.

사실	사실/MAG
방장이나	방장/NNG+이나/JC
종정	종정/NNG
같은	같/VA+은/ETM
자리엔	자리/NNG+에/JKB+ㄴ/JX
도무지	도무지/MAG
뜻을	뜻/NNG+을/JKO
두어본	두/VV+어/EC+보/VX+ㄴ/ETM
적이	적/NNB+이/JKS
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000025.3.6.3
항시 젊어서부터 초야에 묻혀 나무하고 농사지으면서 조용하게 살겠다고 생각해왔는데, 어쩌다보니 이 자리까지 왔습니다.

항시	항시/MAG
젊어서부터	젊/VA+어서/EC+부터/JX
초야에	초야/NNG+에/JKB
묻혀	묻히/VV+어/EC
나무하고	나무/NNG+하/XSV+고/EC
농사지으면서	농사짓/VV+으면서/EC
조용하게	조용하/VA+게/EC
살겠다고	살/VV+겠/EP+다고/EC
생각해왔는데,	생각/NNG+하/XSV+아/EC+오/VX+았/EP+는데/EC+,/SP
어쩌다보니	어쩌/VV+다/EC+보/VX+니/EC
이	이/MMD
자리까지	자리/NNG+까지/JX
왔습니다.	오/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.6.4
주위에서 하도 권청(勸請)하기에 뒤에 오는 사람들이 공부하는 데 조금이나마 도움이 될까 싶어 입을 열긴 했는데, 지금도 ‘이게 과연 잘한 짓인가?’ 하는 부끄러운 생각이 들 뿐입니다.”

주위에서	주위/NNG+에서/JKB
하도	하도/MAG
권청(勸請)하기에	권청/NNG+(/SS+勸請/SH+)/SS+하/VV+기/ETN+에/JKB
뒤에	뒤/NNG+에/JKB
오는	오/VV+는/ETM
사람들이	사람/NNG+들/XSN+이/JKS
공부하는	공부/NNG+하/XSV+는/ETM
데	데/NNB
조금이나마	조금/NNG+이나마/JX
도움이	도움/NNG+이/JKC
될까	되/VV+ㄹ까/EF
싶어	싶/VX+어/EC
입을	입/NNG+을/JKO
열긴	열/VV+기/ETN+ㄴ/JX
했는데,	하/VX+았/EP+는데/EC+,/SP
지금도	지금/NNG+도/JX
‘이게	‘/SS+이거/NP+이/JKS
과연	과연/MAG
잘한	잘/MAG+하/XSV+ㄴ/ETM
짓인가?’	짓/NNG+이/VCP+ㄴ가/EF+?/SF+’/SS
하는	하/VV+는/ETM
부끄러운	부끄럽/VA+ㄴ/ETM
생각이	생각/NNG+이/JKS
들	들/VV+ㄹ/ETM
뿐입니다.”	뿐/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.7.1
―‘누구 없는가’란 자서전 제목을 스님께서 직접 주셨다고 들었습니다.

―‘누구	―/SS+‘/SS+누구/NP
없는가’란	없/VA+는가/EF+’/SS+이/VCP+란/ETM
자서전	자서전/NNG
제목을	제목/NNG+을/JKO
스님께서	스님/NNG+께서/JKS
직접	직접/MAG
주셨다고	주/VV+시/EP+었/EP+다고/EC
들었습니다.	듣/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.7.2
마치 우리 사회를 향한 화두이자 경책(警責) 같습니다.

마치	마치/MAG
우리	우리/NP
사회를	사회/NNG+를/JKO
향한	향하/VV+ㄴ/ETM
화두이자	화두/NNG+이/VCP+자/EC
경책(警責)	경책/NNG+(/SS+警責/SH+)/SS
같습니다.	같/VA+습니다/EF+./SF


# id : NWRW1800000025.3.7.3
왜 이런 제목을 주셨습니까.

왜	왜/MAG
이런	이런/MMD
제목을	제목/NNG+을/JKO
주셨습니까.	주/VV+시/EP+었/EP+습니까/EF+./SF


# id : NWRW1800000025.3.8.1
“원래 그것은 옛 큰스님들의 흔한 법문입니다.

“원래	“/SS+원래/MAG
그것은	그것/NP+은/JX
옛	옛/MMA
큰스님들의	큰스님/NNG+들/XSN+의/JKG
흔한	흔하/VA+ㄴ/ETM
법문입니다.	법문/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.8.2
대중을 향해 어느 날 방장 스님이 거두절미하고 다짜고짜 ‘아무도 없느냐’ 하고 물었는데, 아무도 적절한 답을 못했어요.

대중을	대중/NNG+을/JKO
향해	향하/VV+아/EC
어느	어느/MMD
날	날/NNG
방장	방장/NNG
스님이	스님/NNG+이/JKS
거두절미하고	거두절미/NNG+하/XSV+고/EC
다짜고짜	다짜고짜/MAG
‘아무도	‘/SS+아무/NP+도/JX
없느냐’	없/VA+느냐/EF+’/SS
하고	하/VV+고/EC
물었는데,	묻/VV+었/EP+는데/EC+,/SP
아무도	아무/NP+도/JX
적절한	적절하/VA+ㄴ/ETM
답을	답/NNG+을/JKO
못했어요.	못/MAG+하/VV+았/EP+어요/EF+./SF


# id : NWRW1800000025.3.8.3
만약 그 자리에 참으로 눈 밝은 사람이 있었다면 그 물음에 즉각 답을 할 수 있었을 겁니다.

만약	만약/MAG
그	그/MMD
자리에	자리/NNG+에/JKB
참으로	참으로/MAG
눈	눈/NNG
밝은	밝/VA+은/ETM
사람이	사람/NNG+이/JKS
있었다면	있/VA+었/EP+다면/EC
물음에	물음/NNG+에/JKB
즉각	즉각/MAG
답을	답/NNG+을/JKO
할	하/VV+ㄹ/ETM
수	수/NNB
있었을	있/VA+었/EP+을/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.8.4
노장님은 다시 ‘누구 없느냐?’ 하고 물었습니다.

노장님은	노장/NNG+님/XSN+은/JX
다시	다시/MAG
‘누구	‘/SS+누구/NP
없느냐?’	없/VA+느냐/EF+?/SF+’/SS
하고	하고/JKQ
물었습니다.	묻/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.8.5
역시 모두가 꿀 먹은 벙어리였습니다.

역시	역시/MAG
모두가	모두/NNG+가/JKS
꿀	꿀/NNG
먹은	먹/VV+은/ETM
벙어리였습니다.	벙어리/NNG+이/VCP+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.8.6
사회도 마찬가지입니다.

사회도	사회/NNG+도/JX
마찬가지입니다.	마찬가지/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.8.7
어떤 문제가 생기면 그 문제를 해결할 수 있는 인재가 나와야 합니다.

어떤	어떤/MMD
문제가	문제/NNG+가/JKS
생기면	생기/VV+면/EC
그	그/MMD
문제를	문제/NNG+를/JKO
해결할	해결/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
인재가	인재/NNG+가/JKS
나와야	나오/VV+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.8.8
수행자라면 이 화두에 대해 제대로 답해야 하고, 또 사회 각 분야에서는 당면문제의 해결책을 내놓을 수 있는 지혜 있는 사람이 많이 나와야 합니다.

수행자라면	수행자/NNG+이/VCP+라면/EC
이	이/MMD
화두에	화두/NNG+에/JKB
대해	대하/VV+아/EC
제대로	제대로/MAG
답해야	답/NNG+하/XSV+아야/EC
하고,	하/VX+고/EC+,/SP
또	또/MAG
사회	사회/NNG
각	각/MMD
분야에서는	분야/NNG+에서/JKB+는/JX
당면문제의	당면/NNG+문제/NNG+의/JKG
해결책을	해결책/NNG+을/JKO
내놓을	내놓/VV+을/ETM
수	수/NNB
있는	있/VA+는/ETM
지혜	지혜/NNG
사람이	사람/NNG+이/JKS
많이	많이/MAG
나와야	나오/VV+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.8.9
이 두 가지 바람 때문에 이를 제목으로 주게 되었습니다.”

이	이/MMD
두	두/MMN
가지	가지/NNB
바람	바람/NNG
때문에	때문/NNB+에/JKB
이를	이/NP+를/JKO
제목으로	제목/NNG+으로/JKB
주게	주/VV+게/EC
되었습니다.”	되/VV+었/EP+습니다/EF+./SF+”/SS


# id : NWRW1800000025.3.9.1
―21세기에 들어선 지 벌써 10년이나 지났습니다.

―21세기에	―/SS+21/SN+세기/NNG+에/JKB
들어선	들어서/VV+ㄴ/ETM
지	지/NNB
벌써	벌써/MAG
10년이나	10/SN+년/NNB+이나/JX
지났습니다.	지나/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.9.2
경술국치 100년을 맞는 해이기도 합니다.

경술국치	경술국치/NNG
100년을	100/SN+년/NNB+을/JKO
맞는	맞/VV+는/ETM
해이기도	해/NNG+이/VCP+기/ETN+도/JX
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.9.3
2010년은 우리 민족에게 어떤 의미가 있는 해입니까.

2010년은	2010/SN+년/NNB+은/JX
우리	우리/NP
민족에게	민족/NNG+에게/JKB
어떤	어떤/MMD
의미가	의미/NNG+가/JKS
있는	있/VA+는/ETM
해입니까.	해/NNG+이/VCP+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.10.1
“옛날엔 장작불에 무쇠솥을 얹고 쌀을 안쳐 밥을 해먹었고 오늘날엔 전기밥솥에 밥을 하지만 밥 먹고 사는 것은 그때나 지금이나 똑같지 않습니까?

“옛날엔	“/SS+옛날/NNG+에/JKB+ㄴ/JX
장작불에	장작불/NNG+에/JKB
무쇠솥을	무쇠솥/NNG+을/JKO
얹고	얹/VV+고/EC
쌀을	쌀/NNG+을/JKO
안쳐	안치/VV+어/EC
밥을	밥/NNG+을/JKO
해먹었고	하/VV+아/EC+먹/VV+었/EP+고/EC
오늘날엔	오늘날/NNG+에/JKB+ㄴ/JX
전기밥솥에	전기밥솥/NNG+에/JKB
하지만	하/VV+지만/EC
밥	밥/NNG
먹고	먹/VV+고/EC
사는	살/VV+는/ETM
것은	것/NNB+은/JX
그때나	그때/NNG+나/JC
지금이나	지금/NNG+이나/JX
똑같지	똑같/VA+지/EC
않습니까?	않/VX+습니까/EF+?/SF


# id : NWRW1800000025.3.10.2
백년, 천년이 되어도 사람들 마음 쓰고 사는 것은 별로 다를 것이 없습니다.

백년,	백/NR+년/NNB+,/SP
천년이	천/NR+년/NNB+이/JKC
되어도	되/VV+어도/EC
사람들	사람/NNG+들/XSN
마음	마음/NNG
쓰고	쓰/VV+고/EC
사는	살/VV+는/ETM
것은	것/NNB+은/JX
별로	별로/MAG
다를	다르/VA+ㄹ/ETM
것이	것/NNB+이/JKS
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000025.3.10.3
어제가 오늘이고 오늘이 곧 내일입니다.

어제가	어제/NNG+가/JKS
오늘이고	오늘/NNG+이/VCP+고/EC
오늘이	오늘/NNG+이/JKS
곧	곧/MAG
내일입니다.	내일/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.10.4
그래서 당나라 때 운문선사는 매일매일이 좋은 날(日日是好日)이라고 했습니다.

그래서	그래서/MAJ
당나라	당나라/NNP
때	때/NNG
운문선사는	운문선사/NNP+는/JX
매일매일이	매일매일/NNG+이/JKS
좋은	좋/VA+은/ETM
날(日日是好日)이라고	날/NNG+(/SS+日日是好日/SH+)/SS+이/VCP+라고/EC
했습니다.	하/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.10.5
그러나 해마다 좋은 해(年年是好年)를 우리 모두가 만들어 나가야 하겠죠.”

그러나	그러나/MAJ
해마다	해마다/MAG
좋은	좋/VA+은/ETM
해(年年是好年)를	해/NNG+(/SS+年年是好年/SH+)/SS+를/JKO
우리	우리/NP
모두가	모두/NNG+가/JKS
만들어	만들/VV+어/EC
나가야	나가/VX+아야/EC
하겠죠.”	하/VX+겠/EP+죠/EF+./SF+”/SS


# id : NWRW1800000025.3.11.1
노장께서는 태백산 깊은 산골짜기에서 10년 동안 두문불출했고, 대중 선방에서 정진할 때는 앉아있는 자세가 조금도 흐트러진 적이 없이 늘 꼿꼿했다.

노장께서는	노장/NNG+께서/JKS+는/JX
태백산	태백산/NNP
깊은	깊/VA+은/ETM
산골짜기에서	산골짜기/NNG+에서/JKB
10년	10/SN+년/NNB
동안	동안/NNG
두문불출했고,	두문불출/NNG+하/XSV+았/EP+고/EC+,/SP
대중	대중/NNG
선방에서	선방/NNG+에서/JKB
정진할	정진/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
앉아있는	앉/VV+아/EC+있/VX+는/ETM
자세가	자세/NNG+가/JKS
조금도	조금/NNG+도/JX
흐트러진	흐트러지/VV+ㄴ/ETM
적이	적/NNB+이/JKS
없이	없이/MAG
늘	늘/MAG
꼿꼿했다.	꼿꼿하/VA+았/EP+다/EF+./SF


# id : NWRW1800000025.3.11.2
그래서 별명이 ‘절구통 수좌’다.

그래서	그래서/MAJ
별명이	별명/NNG+이/JKS
‘절구통	‘/SS+절구통/NNG
수좌’다.	수좌/NNG+’/SS+이/VCP+다/EF+./SF


# id : NWRW1800000025.3.12.1
―건강은 어떠십니까?

―건강은	―/SS+건강/NNG+은/JX
어떠십니까?	어떻/VA+시/EP+ㅂ니까/EF+?/SF


# id : NWRW1800000025.3.13.1
“나이가 80을 훨씬 넘겼는데 아직까지 남 신세 안 지고 내 손 내 발로 내 뒤치다꺼리 할 정도는 되니 이 정도면 건강한 것 아니겠습니까.

“나이가	“/SS+나이/NNG+가/JKS
80을	80/SN+을/JKO
훨씬	훨씬/MAG
넘겼는데	넘기/VV+었/EP+는데/EC
아직까지	아직/MAG+까지/JX
남	남/NNG
신세	신세/NNG
안	안/MAG
지고	지/VV+고/EC
내	나/NP+의/JKG
손	손/NNG
발로	발/NNG+로/JKB
뒤치다꺼리	뒤치다꺼리/NNG
할	하/VV+ㄹ/ETM
정도는	정도/NNG+는/JX
되니	되/VV+니/EC
이	이/MMD
정도면	정도/NNG+이/VCP+면/EC
건강한	건강/NNG+하/XSA+ㄴ/ETM
것	것/NNB
아니겠습니까.	아니/VCN+겠/EP+습니까/EF+./SF


# id : NWRW1800000025.3.13.2
젊어서는 수행한다, 선원을 짓는다 해서 몸을 마구 부리다가 해인사 와서 조금씩 몸 관리를 하기 시?했습니다.

젊어서는	젊/VA+어서/EC+는/JX
수행한다,	수행/NNG+하/XSV+ㄴ다/EF+,/SP
선원을	선원/NNG+을/JKO
짓는다	짓/VV+는다/EF
해서	하/VV+아서/EC
몸을	몸/NNG+을/JKO
마구	마구/MAG
부리다가	부리/VV+다가/EC
해인사	해인사/NNP
와서	오/VV+아서/EC
조금씩	조금/NNG+씩/XSN
몸	몸/NNG
관리를	관리/NNG+를/JKO
하기	하/VV+기/ETN
시?했습니다.	시/NF+?/SF+하/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.13.3
