# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.397
metadata : {}


# id : NWRW1800000040.397.1.1
[단독] 검찰, 전두환 부인 명의 30억짜리 연금예금 압류

[단독]	[/SS+단독/NNG+]/SS
압류했다.	압류/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.397.4.2
1672억원에 이르는 전 전 대통령의 미납 추징금을 집행하기 위해 검찰이 지난 5월 은닉재산 추적에 본격 나선 뒤 전 전 대통령 일가의 현금성 자산을 압류한 것은 처음이다.

1672억원에	1672/SN+억/NR+원/NNB+에/JKB
이르는	이르/VV+는/ETM
전	전/MMD
대통령의	대통령/NNG+의/JKG
미납	미납/NNG
추징금을	추징금/NNG+을/JKO
집행하기	집행/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
검찰이	검찰/NNG+이/JKS
지난	지나/VV+ㄴ/ETM
5월	5/SN+월/NNB
은닉재산	은닉/NNG+재산/NNG
추적에	추적/NNG+에/JKB
본격	본격/NNG
나선	나서/VV+ㄴ/ETM
뒤	뒤/NNG
대통령	대통령/NNG
일가의	일가/NNG+의/JKG
현금성	현금/NNG+성/XSN
자산을	자산/NNG+을/JKO
압류한	압류/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
처음이다.	처음/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.397.5.1
21일 금융계와 검찰 설명을 종합하면, 서울중앙지검 ‘전두환 일가 미납 추징금 특별집행팀’(팀장 김형준)은 전 전 대통령의 부인 이씨가 서울 대현동에 있는 엔에이치(NH)농협은행 신촌지점에 30억원의 연금 정기예금에 가입한 뒤 매달 1200만원씩 받아가는 사실을 확인하고 최근 법원으로부터 압수수색 영장을 발부받아 이씨의 예금을 압류했다.

21일	21/SN+일/NNB
금융계와	금융/NNG+계/XSN+와/JC
검찰	검찰/NNG
설명을	설명/NNG+을/JKO
종합하면,	종합/NNG+하/XSV+면/EC+,/SP
서울중앙지검	서울중앙지검/NNP
‘전두환	‘/SS+전두환/NNP
일가	일가/NNG
미납	미납/NNG
추징금	추징금/NNG
특별집행팀’(팀장	특별/NNG+집행/NNG+팀/NNG+’/SS+(/SS+팀장/NNG
김형준)은	김형준/NNP+)/SS+은/JX
전	전/MMD
대통령의	대통령/NNG+의/JKG
부인	부인/NNG
이씨가	이/NNP+씨/NNB+가/JKS
서울	서울/NNP
대현동에	대현동/NNP+에/JKB
있는	있/VA+는/ETM
엔에이치(NH)농협은행	엔에이치/NNP+(/SS+NH/SL+)/SS+농협은행/NNP
신촌지점에	신촌/NNP+지점/NNG+에/JKB
30억원의	30/SN+억/NR+원/NNB+의/JKG
연금	연금/NNG
정기예금에	정기/NNG+예금/NNG+에/JKB
가입한	가입/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
매달	매달/MAG
1200만원씩	1200/SN+만/NR+원/NNB+씩/XSN
받아가는	받/VV+아/EC+가/VV+는/ETM
사실을	사실/NNG+을/JKO
확인하고	확인/NNG+하/XSV+고/EC
최근	최근/NNG
법원으로부터	법원/NNG+으로부터/JKB
압수수색	압수/NNG+수색/NNG
영장을	영장/NNG+을/JKO
발부받아	발부/NNG+받/XSV+아/EC
이씨의	이/NNP+씨/NNB+의/JKG
예금을	예금/NNG+을/JKO
압류했다.	압류/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.397.5.2
이에 따라 이씨한테 매달 1200만원씩 나가던 돈의 지급이 정지됐다.

이에	이/NP+에/JKB
따라	따르/VV+아/EC
이씨한테	이/NNP+씨/NNB+한테/JKB
매달	매달/MAG
1200만원씩	1200/SN+만/NR+원/NNB+씩/XSN
나가던	나가/VV+던/ETM
돈의	돈/NNG+의/JKG
지급이	지급/NNG+이/JKS
정지됐다.	정지/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000040.397.5.3
검찰은 이씨가 농협은행 연금 예금에 넣은 30억원의 출처를 추적하고 있다.

검찰은	검찰/NNG+은/JX
이씨가	이/NNP+씨/NNB+가/JKS
농협은행	농협은행/NNP
연금	연금/NNG
예금에	예금/NNG+에/JKB
넣은	넣/VV+은/ETM
30억원의	30/SN+억/NR+원/NNB+의/JKG
출처를	출처/NNG+를/JKO
추적하고	추적/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.397.6.1
이씨가 가입한 상품은 엔에이치농협은행이 지난해 5월 출시한 ‘채움브라보연금정기예금’으로 추정된다.

이씨가	이/NNP+씨/NNB+가/JKS
가입한	가입/NNG+하/XSV+ㄴ/ETM
상품은	상품/NNG+은/JX
엔에이치농협은행이	엔에이치농협은행/NNP+이/JKS
지난해	지난해/NNG
5월	5/SN+월/NNB
출시한	출시/NNG+하/XSV+ㄴ/ETM
‘채움브라보연금정기예금’으로	‘/SS+채움브라보/NNG+연금/NNG+정기/NNG+예금/NNG+’/SS+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.397.6.2
이 상품은 일정액을 맡겨두면 주기적으로 이자와 원금 일부를 지급하는 연금보험 형태로 운용된다.

이	이/MMD
상품은	상품/NNG+은/JX
일정액을	일정액/NNG+을/JKO
맡겨두면	맡기/VV+어/EC+두/VX+면/EC
주기적으로	주기/NNG+적/XSN+으로/JKB
이자와	이자/NNG+와/JC
원금	원금/NNG
일부를	일부/NNG+를/JKO
지급하는	지급/NNG+하/XSV+는/ETM
연금보험	연금/NNG+보험/NNG
형태로	형태/NNG+로/JKB
운용된다.	운용/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.397.6.3
서울 대현동의 엔에이치농협은행 신촌지점은 전 전 대통령의 자택이 있는 연희동에서 멀지 않다.

서울	서울/NNP
대현동의	대현동/NNP+의/JKG
엔에이치농협은행	엔에이치농협은행/NNP
신촌지점은	신촌/NNP+지점/NNG+은/JX
전	전/MMD
대통령의	대통령/NNG+의/JKG
자택이	자택/NNG+이/JKS
있는	있/VA+는/ETM
연희동에서	연희동/NNP+에서/JKB
멀지	멀/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000040.397.7.1
검찰이 이씨 예금을 추징하려면 예금의 자금원이 전 전 대통령의 비자금 또는 비자금에서 유래한 재산과 연결돼 있는지가 입증돼야 한다.

검찰이	검찰/NNG+이/JKS
이씨	이/NNP+씨/NNB
예금을	예금/NNG+을/JKO
추징하려면	추징/NNG+하/XSV+려면/EC
예금의	예금/NNG+의/JKG
자금원이	자금원/NNG+이/JKS
전	전/MMD
대통령의	대통령/NNG+의/JKG
비자금	비자금/NNG
또는	또는/MAG
비자금에서	비자금/NNG+에서/JKB
유래한	유래/NNG+하/XSV+ㄴ/ETM
재산과	재산/NNG+과/JKB
연결돼	연결/NNG+되/XSV+어/EC
있는지가	있/VX+는지/EF+가/JKS
입증돼야	입증/NNG+되/XSV+어야/EC
한다.	하/VX+ㄴ다/EF+./SF


# id : NWRW1800000040.397.7.2
이씨가 30억이라는 거액을 현금으로 입금했다고 보기는 어렵다.

이씨가	이/NNP+씨/NNB+가/JKS
30억이라는	30/SN+억/NR+이/VCP+라는/ETM
거액을	거액/NNG+을/JKO
현금으로	현금/NNG+으로/JKB
입금했다고	입금/NNG+하/XSV+았/EP+다고/EC
보기는	보/VV+기/ETN+는/JX
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000040.397.7.3
따라서 예금이 어떤 통장에서 이체됐는지를 추적한다면 자금원을 확인할 수 있을 것으로 보인다.

따라서	따라서/MAJ
예금이	예금/NNG+이/JKS
어떤	어떤/MMD
통장에서	통장/NNG+에서/JKB
이체됐는지를	이체/NNG+되/XSV+었/EP+는지/EF+를/JKO
추적한다면	추적/NNG+하/XSV+ㄴ다면/EC
자금원을	자금원/NNG+을/JKO
확인할	확인/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.397.7.4
하지만 계좌추적만으로 비자금과의 연결고리를 확인하기는 쉽지 않다.

하지만	하지만/MAJ
계좌추적만으로	계좌/NNG+추적/NNG+만/JX+으로/JKB
비자금과의	비자금/NNG+과/JKB+의/JKG
연결고리를	연결/NNG+고리/NNG+를/JKO
확인하기는	확인/NNG+하/XSV+기/ETN+는/JX
쉽지	쉽/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000040.397.7.5
검찰은 이번주부터 관련자들을 불러 자금원 확인에 나선다는 방침이다.

검찰은	검찰/NNG+은/JX
이번주부터	이번/NNG+주/NNG+부터/JX
관련자들을	관련자/NNG+들/XSN+을/JKO
불러	부르/VV+어/EC
자금원	자금원/NNG
확인에	확인/NNG+에/JKB
나선다는	나서/VV+ㄴ다는/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.397.8.1
예금과 비자금 간 연결고리만 입증된다면 남아 있는 원금을 추징할 수 있을 것으로 보인다.

예금과	예금/NNG+과/JC
비자금	비자금/NNG
간	간/NNB
연결고리만	연결/NNG+고리/NNG+만/JX
입증된다면	입증/NNG+되/XSV+ㄴ다면/EC
남아	남/VV+아/EC
있는	있/VX+는/ETM
원금을	원금/NNG+을/JKO
추징할	추징/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을	있/VA+을/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.397.8.2
이 상품은 매달 원금 일부와 이자를 묶어서 지급한다.

이	이/MMD
상품은	상품/NNG+은/JX
매달	매달/MAG
원금	원금/NNG
일부와	일부/NNG+와/JC
이자를	이자/NNG+를/JKO
묶어서	묶/VV+어서/EC
지급한다.	지급/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.397.8.3
가입한 지 오래되지 않았기 때문에 원금 중 상당액이 고스란히 남아 있을 것으로 추정된다.

가입한	가입/NNG+하/XSV+ㄴ/ETM
지	지/NNB
오래되지	오래/MAG+되/XSA+지/EC
않았기	않/VX+았/EP+기/ETN
때문에	때문/NNB+에/JKB
원금	원금/NNG
중	중/NNB
상당액이	상당액/NNG+이/JKS
고스란히	고스란히/MAG
남아	남/VV+아/EC
있을	있/VX+을/ETM
것으로	것/NNB+으로/JKB
추정된다.	추정/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000040.397.8.4
이씨는 지난해 11~12월 엔에이치농협은행의 연금 예금에 가입한 것으로 알려졌다.

이씨는	이/NNP+씨/NNB+는/JX
지난해	지난해/NNG
11~12월	11/SN+~/SO+12/SN+월/NNB
엔에이치농협은행의	엔에이치농협은행/NNP+의/JKG
연금	연금/NNG
예금에	예금/NNG+에/JKB
가입한	가입/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.397.9.1
검찰은 지난달 16일께 보험업계에 ‘전 전 대통령 일가의 보험 가입내역을 알려달라’고 협조 요청을 한 것으로 전해졌다.

검찰은	검찰/NNG+은/JX
지난달	지난달/NNG
16일께	16/SN+일/NNB+께/XSN
보험업계에	보험업/NNG+계/XSN+에/JKB
‘전	‘/SS+전/NNP
전	전/MMD
대통령	대통령/NNG
일가의	일가/NNG+의/JKG
보험	보험/NNG
가입내역을	가입/NNG+내역/NNG+을/JKO
알려달라’고	알리/VV+어/EC+달/VX+라/EF+’/SS+고/JKQ
협조	협조/NNG
요청을	요청/NNG+을/JKO
한	하/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
전해졌다.	전하/VV+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000040.397.9.2
보험업계가 “영장 없이 자료를 줄 수 없다”고 하자 검찰은 이달 12일부터 시행된 ‘공무원 범죄에 관한 몰수 특례법’에 따라 영장을 발부받아 보험사에 다시 자료를 요청했다.

보험업계가	보험업/NNG+계/XSN+가/JKS
“영장	“/SS+영장/NNG
없이	없이/MAG
자료를	자료/NNG+를/JKO
줄	주/VV+ㄹ/ETM
수	수/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
하자	하/VV+자/EC
검찰은	검찰/NNG+은/JX
이달	이달/NNG
12일부터	12/SN+일/NNB+부터/JX
시행된	시행/NNG+되/XSV+ㄴ/ETM
‘공무원	‘/SS+공무원/NNG
범죄에	범죄/NNG+에/JKB
관한	관하/VV+ㄴ/ETM
몰수	몰수/NNG
특례법’에	특례법/NNG+’/SS+에/JKB
따라	따르/VV+아/EC
영장을	영장/NNG+을/JKO
발부받아	발부/NNG+받/XSV+아/EC
보험사에	보험사/NNG+에/JKB
다시	다시/MAG
요청했다.	요청/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000040.397.9.3
국세청도 한화생명·교보생명·삼성화재에 금융거래정보 제공요구서를 보낸 것으로 알려졌다.

국세청도	국세청/NNG+도/JX
한화생명·교보생명·삼성화재에	한화생명/NNP+·/SP+교보생명/NNP+·/SP+삼성화재/NNP+에/JKB
금융거래정보	금융/NNG+거래/NNG+정보/NNG
제공요구서를	제공/NNG+요구서/NNG+를/JKO
보낸	보내/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.397.9.4
국세청은 영장 없이도 계좌 정보를 제공받을 수 있다.

국세청은	국세청/NNG+은/JX
영장	영장/NNG
없이도	없이/MAG+도/JX
계좌	계좌/NNG
정보를	정보/NNG+를/JKO
제공받을	제공/NNG+받/XSV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000040.397.9.5
검찰·국세청 등이 전방위로 나섬에 따라 전 전 대통령 일가의 또다른 예금·보험 등 금융자산이 추가로 드러날지 관심이 쏠린다.

검찰·국세청	검찰/NNG+·/SP+국세청/NNG
등이	등/NNB+이/JKS
전방위로	전방위/NNG+로/JKB
나섬에	나서/VV+ㅁ/ETN+에/JKB
따라	따르/VV+아/EC
전	전/MMD
대통령	대통령/NNG
일가의	일가/NNG+의/JKG
또다른	또/MAG+다른/MMD
예금·보험	예금/NNG+·/SP+보험/NNG
등	등/NNB
금융자산이	금융/NNG+자산/NNG+이/JKS
추가로	추가/NNG+로/JKB
드러날지	드러나/VV+ㄹ지/EF
관심이	관심/NNG+이/JKS
쏠린다.	쏠리/VV+ㄴ다/EF+./SF


