# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000041.118
metadata : {}


# id : NWRW1800000041.118.1.1
[책의 향기/글로벌 북 카페]중국 前외교부장 리자오싱의 ‘이루 다 말할 수 없는 외교’

[책의	[/SS+책/NNG+의/JKG
두터운	두텁/VA+ㄴ/ETM
우정을	우정/NNG+을/JKO
쌓았고	쌓/VV+았/EP+고/EC
이후	이후/NNG
각각	각각/MAG
중국	중국/NNP
외교부장과	외교부장/NNG+과/JC
북한	북한/NNP
외무성	외무성/NNG
제1부상으로	제/XPN+1/SN+부상/NNG+으로/JKB
서로를	서로/NNG+를/JKO
상대할	상대/NNG+하/XSV+ㄹ/ETM
때도	때/NNG+도/JX
되새기는	되새기/VV+는/ETM
에피소드가	에피소드/NNG+가/JKS
적잖다.	적잖/VA+다/EF+./SF


# id : NWRW1800000041.118.5.5
저자는 우정은 깊으나 공사 구별을 확실히 했다고 사족을 달았다.

저자는	저자/NNG+는/JX
우정은	우정/NNG+은/JX
깊으나	깊/VA+으나/EC
공사	공사/NNG
구별을	구별/NNG+을/JKO
확실히	확실히/MAG
했다고	하/VV+았/EP+다고/EC
사족을	사족/NNG+을/JKO
달았다.	달/VV+았/EP+다/EF+./SF


# id : NWRW1800000041.118.6.1
2003년 8월 27일 6자회담이 베이징에서 처음 열렸을 때 북한과 미국을 중재하기 위해 동분서주했던 내용도 있다.

2003년	2003/SN+년/NNB
8월	8/SN+월/NNB
27일	27/SN+일/NNB
6자회담이	6/SN+자/NNB+회담/NNG+이/JKS
베이징에서	베이징/NNP+에서/JKB
처음	처음/NNG
열렸을	열리/VV+었/EP+을/ETM
때	때/NNG
북한과	북한/NNP+과/JC
미국을	미국/NNP+을/JKO
중재하기	중재/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
동분서주했던	동분서주/NNG+하/XSV+았/EP+던/ETM
내용도	내용/NNG+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000041.118.6.2
2006년 7월 5일 북한이 장거리로켓 7발을 시험 발사해 도발한 뒤 백남순 북한 외무상과 말다툼을 한 비사(秘史)도 나온다.

2006년	2006/SN+년/NNB
7월	7/SN+월/NNB
5일	5/SN+일/NNB
북한이	북한/NNP+이/JKS
장거리로켓	장거리/NNG+로켓/NNG
7발을	7/SN+발/NNB+을/JKO
시험	시험/NNG
발사해	발사/NNG+하/XSV+아/EC
도발한	도발/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
백남순	백남순/NNP
북한	북한/NNP
외무상과	외무상/NNG+과/JKB
말다툼을	말다툼/NNG+을/JKO
한	하/VV+ㄴ/ETM
비사(秘史)도	비사/NNG+(/SS+秘史/SH+)/SS+도/JX
나온다.	나오/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.118.6.3
당시 저자가 백 외무상에게 “왜 한마디 언급도 하지 않고 발사했느냐”고 불만스럽게 묻자 백 외무상이 발끈했다고 한다.

당시	당시/NNG
저자가	저자/NNG+가/JKS
백	백/NNP
외무상에게	외무상/NNG+에게/JKB
“왜	“/SS+왜/MAG
한마디	한마디/NNG
언급도	언급/NNG+도/JX
하지	하/VV+지/EC
않고	않/VX+고/EC
발사했느냐”고	발사/NNG+하/XSV+았/EP+느냐/EF+”/SS+고/JKQ
불만스럽게	불만/NNG+스럽/XSA+게/EC
묻자	묻/VV+자/EC
외무상이	외무상/NNG+이/JKS
발끈했다고	발끈/MAG+하/XSV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.118.7.1
저자는 “아무리 친한 친구라도 의견이 일치하지 않을 때가 있다”며 “외교도 마찬가지로 공통점을 확대하려고 노력하는 게 중요하다”고 덧붙였다.

저자는	저자/NNG+는/JX
“아무리	“/SS+아무리/MAG
친한	친하/VA+ㄴ/ETM
친구라도	친구/NNG+이/VCP+라도/EC
의견이	의견/NNG+이/JKS
일치하지	일치/NNG+하/XSV+지/EC
않을	않/VX+을/ETM
때가	때/NNG+가/JKS
있다”며	있/VA+다/EF+”/SS+며/EC
“외교도	“/SS+외교/NNG+도/JX
마찬가지로	마찬가지/NNG+로/JKB
공통점을	공통점/NNG+을/JKO
확대하려고	확대/NNG+하/XSV+려고/EC
노력하는	노력/NNG+하/XSV+는/ETM
게	거/NNB+이/JKS
중요하다”고	중요/NNG+하/XSA+다/EF+”/SS+고/JKQ
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.118.7.2
북한을 자극하는 내용은 없지만 “미국을 설득하기는 쉽지 않고, 조선을 설득하기도 어렵다”면서 북한을 상대할 때의 어려움을 내비쳤다.

북한을	북한/NNP+을/JKO
자극하는	자극/NNG+하/XSV+는/ETM
내용은	내용/NNG+은/JX
없지만	없/VA+지만/EC
“미국을	“/SS+미국/NNP+을/JKO
설득하기는	설득/NNG+하/XSV+기/ETN+는/JX
쉽지	쉽/VA+지/EC
않고,	않/VX+고/EC+,/SP
조선을	조선/NNP+을/JKO
설득하기도	설득/NNG+하/XSV+기/ETN+도/JX
어렵다”면서	어렵/VA+다/EF+”/SS+면서/EC
상대할	상대/NNG+하/XSV+ㄹ/ETM
때의	때/NNG+의/JKG
어려움을	어려움/NNG+을/JKO
내비쳤다.	내비치/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.118.7.3
이웃나라 중에는 파키스탄을 두고 “좋아할 뿐 아니라 열렬히 사랑한다”고 밝혔다.

이웃나라	이웃/NNG+나라/NNG
중에는	중/NNB+에/JKB+는/JX
파키스탄을	파키스탄/NNP+을/JKO
두고	두/VV+고/EC
“좋아할	“/SS+좋아하/VV+ㄹ/ETM
뿐	뿐/NNB
아니라	아니/VCN+라/EC
열렬히	열렬히/MAG
사랑한다”고	사랑/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000041.118.7.4
북한 미얀마 파키스탄 등 중국의 이른바 3대 동맹국 중 파키스탄에만 각별한 애정을 표시한 점이 눈길을 끈다.

북한	북한/NNP
미얀마	미얀마/NNP
파키스탄	파키스탄/NNP
등	등/NNB
중국의	중국/NNP+의/JKG
이른바	이른바/MAG
3대	3/SN+대/NNG
동맹국	동맹국/NNG
중	중/NNB
파키스탄에만	파키스탄/NNP+에/JKB+만/JX
각별한	각별/NNG+하/XSA+ㄴ/ETM
애정을	애정/NNG+을/JKO
표시한	표시/NNG+하/XSV+ㄴ/ETM
점이	점/NNG+이/JKS
눈길을	눈길/NNG+을/JKO
끈다.	끌/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.118.8.1
소소하지만 이런저런 읽을거리가 적잖다.

소소하지만	소소하/VA+지만/EC
이런저런	이런저런/MMD
읽을거리가	읽을거리/NNG+가/JKS
적잖다.	적잖/VA+다/EF+./SF


# id : NWRW1800000041.118.8.2
주유엔 대사(1993∼1995년)로 활동할 때 식사 약속이 너무 많아 하루 저녁에 6번이나 식사하는 자리에 참석한 적도 있었다고 전한다.

주유엔	주유엔/NNG
대사(1993∼1995년)로	대사/NNG+(/SS+1993/SN+∼/SO+1995/SN+년/NNB+)/SS+로/JKB
활동할	활동/NNG+하/XSV+ㄹ/ETM
때	때/NNG
식사	식사/NNG
약속이	약속/NNG+이/JKS
너무	너무/MAG
많아	많/VA+아/EC
하루	하루/NNG
저녁에	저녁/NNG+에/JKB
6번이나	6/SN+번/NNB+이나/JX
식사하는	식사/NNG+하/XSV+는/ETM
자리에	자리/NNG+에/JKB
참석한	참석/NNG+하/XSV+ㄴ/ETM
적도	적/NNB+도/JX
있었다고	있/VA+었/EP+다고/EC
전한다.	전하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.118.8.3
이날 결국 저녁식사를 제대로 못해 밤늦게 집에 돌아와 컵라면으로 때웠다고 한다.

이날	이날/NNG
결국	결국/MAG
저녁식사를	저녁/NNG+식사/NNG+를/JKO
제대로	제대로/MAG
못해	못/MAG+하/VV+아/EC
밤늦게	밤늦/VA+게/EC
집에	집/NNG+에/JKB
돌아와	돌아오/VV+아/EC
컵라면으로	컵라면/NNG+으로/JKB
때웠다고	때우/VV+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000041.118.8.4
이 밖에 외교관이 갖춰야 할 자질과 덕목 등 원로 외교관의 충고가 담겼다.

이	이/NP
밖에	밖/NNG+에/JKB
외교관이	외교관/NNG+이/JKS
갖춰야	갖추/VV+어야/EC
할	하/VX+ㄹ/ETM
자질과	자질/NNG+과/JC
덕목	덕목/NNG
등	등/NNB
원로	원로/NNG
외교관의	외교관/NNG+의/JKG
충고가	충고/NNG+가/JKS
담겼다.	담기/VV+었/EP+다/EF+./SF


