# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.204
metadata : {}


# id : NWRW1800000044.204.1.1
[단독] MBC 보도국장, 유족 ‘깡패’ 지칭 논란

[단독]	[/SS+단독/NNG+]/SS
가족들의	가족/NNG+들/XSN+의/JKG
대화	대화/NNG
현장	현장/NNG
상황을	상황/NNG+을/JKO
보고받은	보고/NNG+받/XSV+은/ETM
뒤	뒤/NNG
한	하/VV+ㄴ/ETM
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.204.5.3
박 부장은 ‘대화 현장이 방송 카메라를 들이대면 돌 던지는 분위기’라는 식으로 보고했고, 이에 김 국장이 이처럼 답했다는 것이다.

박	박/NNP
부장은	부장/NNG+은/JX
‘대화	‘/SS+대화/NNG
현장이	현장/NNG+이/JKS
방송	방송/NNG
카메라를	카메라/NNG+를/JKO
들이대면	들이대/VV+면/EC
돌	돌/NNG
던지는	던지/VV+는/ETM
분위기’라는	분위기/NNG+’/SS+이/VCP+라는/ETM
식으로	식/NNB+으로/JKB
보고했고,	보고/NNG+하/XSV+았/EP+고/EC+,/SP
이에	이/NP+에/JKB
김	김/NNP
국장이	국장/NNG+이/JKS
이처럼	이/NP+처럼/JKB
답했다는	답/NNG+하/XSV+았/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.204.6.1
편집회의는 당일 오후 보도 방향을 잡는 자리로, 보도국의 부장급 간부 10여명이 참석한다.

편집회의는	편집/NNG+회의/NNG+는/JX
당일	당일/NNG
오후	오후/NNG
보도	보도/NNG
방향을	방향/NNG+을/JKO
잡는	잡/VV+는/ETM
자리로,	자리/NNG+로/JKB+,/SP
보도국의	보도국/NNG+의/JKG
부장급	부장급/NNG
간부	간부/NNG
10여명이	10/SN+여/XSN+명/NNB+이/JKS
참석한다.	참석/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000044.204.6.2
김 국장은 또, 이 자리에서 팽목항 상황과 관련해 “누가 글을 올린 것처럼 국민 수준이 그 정도”라며 “(정부 관계자의) 무전기를 빼앗아 물에 뛰어들라고 할 수준이면 국가가 아프리카 수준”이라고 했다.

김	김/NNP
국장은	국장/NNG+은/JX
또,	또/MAG+,/SP
이	이/MMD
자리에서	자리/NNG+에서/JKB
팽목항	팽목항/NNP
상황과	상황/NNG+과/JKB
관련해	관련/NNG+하/XSV+아/EC
“누가	“/SS+누구/NP+가/JKS
글을	글/NNG+을/JKO
올린	올리/VV+ㄴ/ETM
것처럼	것/NNB+처럼/JKB
국민	국민/NNG
수준이	수준/NNG+이/JKS
그	그/MMD
정도”라며	정도/NNG+”/SS+이/VCP+라며/EC
“(정부	“/SS+(/SS+정부/NNG
관계자의)	관계자/NNG+의/JKG+)/SS
무전기를	무전기/NNG+를/JKO
빼앗아	빼앗/VV+아/EC
물에	물/NNG+에/JKB
뛰어들라고	뛰어들/VV+라고/EC
할	하/VV+ㄹ/ETM
수준이면	수준/NNG+이/VCP+면/EC
국가가	국가/NNG+가/JKS
아프리카	아프리카/NNP
수준”이라고	수준/NNG+”/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.204.6.3
같은 달 21일 정몽준 의원의 아들이 페이스북에 써서 입길에 오른 ‘국민이 미개’ 발언을 지칭한 것으로 보인다.

같은	같/VA+은/ETM
달	달/NNG
21일	21/SN+일/NNB
정몽준	정몽준/NNP
의원의	의원/NNG+의/JKG
아들이	아들/NNG+이/JKS
페이스북에	페이스북/NNP+에/JKB
써서	쓰/VV+어서/EC
입길에	입길/NNG+에/JKB
오른	오르/VV+ㄴ/ETM
‘국민이	‘/SS+국민/NNG+이/JKS
미개’	미개/NNG+’/SS
발언을	발언/NNG+을/JKO
지칭한	지칭/NNG+하/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.204.6.4
회의에 참여한 복수의 문화방송 관계자는 한겨레에 김 국장의 이런 발언이 있었음을 확인했다.

회의에	회의/NNG+에/JKB
참여한	참여/NNG+하/XSV+ㄴ/ETM
복수의	복수/NNG+의/JKG
문화방송	문화방송/NNP
관계자는	관계자/NNG+는/JX
한겨레에	한겨레/NNP+에/JKB
김	김/NNP
국장의	국장/NNG+의/JKG
이런	이런/MMD
발언이	발언/NNG+이/JKS
있었음을	있/VA+었/EP+음/ETN+을/JKO
확인했다.	확인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.204.7.1
김 국장은 “유족의 감정을 고려해 그냥 넘어가야 하는 건지 잘 생각해보자”고도 덧붙였다.

김	김/NNP
국장은	국장/NNG+은/JX
“유족의	“/SS+유족/NNG+의/JKG
감정을	감정/NNG+을/JKO
고려해	고려/NNG+하/XSV+아/EC
그냥	그냥/MAG
넘어가야	넘어가/VV+아야/EC
하는	하/VX+는/ETM
건지	거/NNB+이/VCP+ㄴ지/EC
잘	잘/MAG
생각해보자”고도	생각/NNG+하/XSV+아/EC+보/VX+자/EF+”/SS+고/JKQ+도/JX
덧붙였다.	덧붙이/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.204.7.2
유족들을 비판하는 보도를 해야 한다는 취지로 읽힌다.

유족들을	유족/NNG+들/XSN+을/JKO
비판하는	비판/NNG+하/XSV+는/ETM
보도를	보도/NNG+를/JKO
해야	하/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
취지로	취지/NNG+로/JKB
읽힌다.	읽히/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.204.7.3
실제 현장 기자들에게 이와 같은 보도 지시가 내려갔으나, 현장 기자들이 “그런 보도를 하면 맞아 죽는다.

실제	실제/MAG
현장	현장/NNG
기자들에게	기자/NNG+들/XSN+에게/JKB
이와	이/NP+와/JKB
같은	같/VA+은/ETM
보도	보도/NNG
지시가	지시/NNG+가/JKS
내려갔으나,	내려가/VV+았/EP+으나/EC+,/SP
기자들이	기자/NNG+들/XSN+이/JKS
“그런	“/SS+그런/MMD
보도를	보도/NNG+를/JKO
하면	하/VV+면/EC
맞아	맞/VV+아/EC
죽는다.	죽/VV+는다/EF+./SF


# id : NWRW1800000044.204.7.4
앞으로 취재가 불가능하다”고 거세게 반발해 해당 보도가 무산된 것으로 알려졌다.

앞으로	앞/NNG+으로/JKB
취재가	취재/NNG+가/JKS
불가능하다”고	불/XPN+가능/NNG+하/XSA+다/EF+”/SS+고/JKQ
거세게	거세/VA+게/EC
반발해	반발/NNG+하/XSV+아/EC
해당	해당/NNG
보도가	보도/NNG+가/JKS
무산된	무산/NNG+되/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.204.7.5
그러나 문화방송은 지난 7일 민간 잠수부의 죽음을 계기로 박상후 전국부장이 직접 나서 피해자 가족들의 ‘조급함’을 비판하는 듯한 내용을 담은 논평성 보도를 내보냈다.

그러나	그러나/MAJ
문화방송은	문화방송/NNP+은/JX
지난	지나/VV+ㄴ/ETM
7일	7/SN+일/NNB
민간	민간/NNG
잠수부의	잠수부/NNG+의/JKG
죽음을	죽음/NNG+을/JKO
계기로	계기/NNG+로/JKB
박상후	박상후/NNP
전국부장이	전국부장/NNG+이/JKS
직접	직접/MAG
나서	나/VV+아서/EC
피해자	피해자/NNG
가족들의	가족/NNG+들/XSN+의/JKG
‘조급함’을	‘/SS+조급하/VA+ㅁ/ETN+’/SS+을/JKO
비판하는	비판/NNG+하/XSV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
내용을	내용/NNG+을/JKO
담은	담/VV+은/ETM
논평성	논평/NNG+성/XSN
보도를	보도/NNG+를/JKO
내보냈다.	내보내/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.204.7.6
이에 대해 김 국장은 “전혀 그런 발언을 한 적 없다.

이에	이/NP+에/JKB
대해	대하/VV+아/EC
김	김/NNP
국장은	국장/NNG+은/JX
“전혀	“/SS+전혀/MAG
그런	그런/MMD
발언을	발언/NNG+을/JKO
한	하/VV+ㄴ/ETM
적	적/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000044.204.7.7
보도하면 법적 대응하겠다”고 홍보실을 통해 전했다.

보도하면	보도/NNG+하/XSV+면/EC
법적	법/NNG+적/XSN
대응하겠다”고	대응/NNG+하/XSV+겠/EP+다/EF+”/SS+고/JKQ
홍보실을	홍보실/NNG+을/JKO
통해	통하/VV+아/EC
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000044.204.7.8
한겨레는 김 국장과 여러 차례 직접 통화를 시도했으나 연락이 닿지 않았다.

한겨레는	한겨레/NNP+는/JX
김	김/NNP
국장과	국장/NNG+과/JKB
여러	여러/MMN
차례	차례/NNG
직접	직접/MAG
통화를	통화/NNG+를/JKO
시도했으나	시도/NNG+하/XSV+았/EP+으나/EC
연락이	연락/NNG+이/JKS
닿지	닿/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.204.7.9
박상후 전국부장은 “그런 적 없다”고 밝혔고, 당일 회의에 참석한 또다른 두 부장은 “발언 여부가 기억이 나지 않는다”고 말했다.

박상후	박상후/NNP
전국부장은	전국부장/NNG+은/JX
“그런	“/SS+그런/MMD
적	적/NNB
없다”고	없/VA+다/EF+”/SS+고/JKQ
밝혔고,	밝히/VV+었/EP+고/EC+,/SP
당일	당일/NNG
회의에	회의/NNG+에/JKB
참석한	참석/NNG+하/XSV+ㄴ/ETM
또다른	또/MAG+다른/MMD
두	두/MMN
부장은	부장/NNG+은/JX
“발언	“/SS+발언/NNG
여부가	여부/NNG+가/JKS
기억이	기억/NNG+이/JKS
나지	나/VV+지/EC
않는다”고	않/VX+는다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


