# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.96
metadata : {}


# id : NWRW1800000026.96.1.1
[수도권] 吳시장 캠프에 市 정무직 핵심간부들 합류

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
조직,	조직/NNG+,/SP
언론인	언론인/NNG
출신인	출신/NNG+이/VCP+ㄴ/ETM
이상철	이상철/NNP
전	전/MMD
정무부시장이	정무/NNG+부시장/NNG+이/JKS
공보,	공보/NNG+,/SP
시	시/NNG
행정2부시장을	행정/NNG+2/SN+부시장/NNG+을/JKO
최창식	최창식/NNP
성균관대	성균관대/NNP
석좌초빙교수가	석좌/NNG+초빙/NNG+교수/NNG+가/JKS
정책	정책/NNG
부문을	부문/NNG+을/JKO
각각	각각/MAG
맡기로	맡/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000026.96.6.1
이르면 이번 주말 여의도에서 본격 가동하는 캠프에는 자원봉사단 등 30여명이 상근할 것으로 알려졌다.

이르면	이르/VA+면/EC
이번	이번/NNG
주말	주말/NNG
여의도에서	여의도/NNP+에서/JKB
본격	본격/NNG
가동하는	가동/NNG+하/XSV+는/ETM
캠프에는	캠프/NNG+에/JKB+는/JX
자원봉사단	자원봉사단/NNG
등	등/NNB
30여명이	30/SN+여/XSN+명/NNB+이/JKS
상근할	상근/NNG+하/XSV+ㄹ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.96.6.2
자원봉사단 이름은 산소를 의미하는 'O₂'.

자원봉사단	자원봉사단/NNG
이름은	이름/NNG+은/JX
산소를	산소/NNG+를/JKO
의미하는	의미/NNG+하/XSV+는/ETM
'O₂'.	'/SS+O/SL+₂/SN+'/SS+./SF


# id : NWRW1800000026.96.6.3
이 전 공보특보는 "오 시장의 깨끗한 이미지를 상징하는 동시에 오(O) 시장의 재선(2)을 기원하는 뜻을 담았다"고 말했다.

이	이/NNP
전	전/MMD
공보특보는	공보/NNG+특보/NNG+는/JX
"오	"/SS+오/NNP
시장의	시장/NNG+의/JKG
깨끗한	깨끗하/VA+ㄴ/ETM
이미지를	이미지/NNG+를/JKO
상징하는	상징/NNG+하/XSV+는/ETM
동시에	동시/NNG+에/JKB
오(O)	오/NNP+(/SS+O/SL+)/SS
재선(2)을	재선/NNG+(/SS+2/SN+)/SS+을/JKO
기원하는	기원/NNG+하/XSV+는/ETM
뜻을	뜻/NNG+을/JKO
담았다"고	담/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


