# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000036.107
metadata : {}


# id : NWRW1800000036.107.1.1
중 베이징~광저우 2298㎞ 8시간만에 주파

중	중/NNP
고속철	고속철/NNG
사업의	사업/NNG+의/JKG
중요한	중요/NNG+하/XSA+ㄴ/ETM
이정표를	이정표/NNG+를/JKO
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.107.7.2
<신화통신> 등 중국 언론들은 시승기를 실시간으로 누리집에 올리는 등 베이징과 광저우를 잇는 세계 최장 고속철도인 ‘징광 고속철’ 개통 소식을 대서특필했다.

<신화통신>	</SS+신화통신/NNP+>/SS
등	등/NNB
중국	중국/NNP
언론들은	언론/NNG+들/XSN+은/JX
시승기를	시승기/NNG+를/JKO
실시간으로	실시간/NNG+으로/JKB
누리집에	누리집/NNG+에/JKB
올리는	올리/VV+는/ETM
베이징과	베이징/NNP+과/JC
광저우를	광저우/NNP+를/JKO
잇는	잇/VV+는/ETM
세계	세계/NNG
최장	최장/NNG
고속철도인	고속/NNG+철도/NNG+이/VCP+ㄴ/ETM
‘징광	‘/SS+징광/NNP
고속철’	고속철/NNG+’/SS
개통	개통/NNG
소식을	소식/NNG+을/JKO
대서특필했다.	대서특필/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.7.3
징광 고속철 노선은 베이징, 정저우, 우한, 광저우, 선전 등 28개 도시, 35개 역을 경유한다.

징광	징광/NNP
고속철	고속철/NNG
노선은	노선/NNG+은/JX
베이징,	베이징/NNP+,/SP
정저우,	정저우/NNP+,/SP
우한,	우한/NNP+,/SP
광저우,	광저우/NNP+,/SP
선전	선전/NNP
등	등/NNB
28개	28/SN+개/NNB
도시,	도시/NNG+,/SP
35개	35/SN+개/NNB
역을	역/NNG+을/JKO
경유한다.	경유/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.107.7.4
중국의 남과 북을 시속 300㎞로 종단하며 8시간에 주파한다.

중국의	중국/NNP+의/JKG
남과	남/NNG+과/JC
북을	북/NNG+을/JKO
시속	시속/NNG
300㎞로	300/SN+㎞/SW+로/JKB
종단하며	종단/NNG+하/XSV+며/EC
8시간에	8/SN+시간/NNB+에/JKB
주파한다.	주파/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.107.7.5
기존에는 20시간 넘게 걸리던 구간이다.

기존에는	기존/NNG+에/JKB+는/JX
20시간	20/SN+시간/NNB
넘게	넘/VV+게/EC
걸리던	걸리/VV+던/ETM
구간이다.	구간/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.107.7.6
7년 반이 걸린 징광 고속철 개통으로 중국은 베이징~상하이 구간(징후 고속철)을 비롯해 총 9300㎞가 넘는 고속철도 구간을 완성했다.

7년	7/SN+년/NNB
반이	반/NNG+이/JKS
걸린	걸리/VV+ㄴ/ETM
징광	징광/NNP
고속철	고속철/NNG
개통으로	개통/NNG+으로/JKB
중국은	중국/NNP+은/JX
베이징~상하이	베이징/NNP+~/SO+상하이/NNP
구간(징후	구간/NNG+(/SS+징후/NNG
고속철)을	고속철/NNG+)/SS+을/JKO
비롯해	비롯하/VV+아/EC
총	총/MMA
9300㎞가	9300/SN+㎞/SW+가/JKS
넘는	넘/VV+는/ETM
고속철도	고속/NNG+철도/NNG
구간을	구간/NNG+을/JKO
완성했다.	완성/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.7.7
중국 정부는 2020년까지 고속철 구간을 12만㎞로 확대한다는 목표를 세워놓았다.

중국	중국/NNP
정부는	정부/NNG+는/JX
2020년까지	2020/SN+년/NNB+까지/JX
고속철	고속철/NNG
구간을	구간/NNG+을/JKO
12만㎞로	12/SN+만/NR+㎞/SW+로/JKB
확대한다는	확대/NNG+하/XSV+ㄴ다는/ETM
목표를	목표/NNG+를/JKO
세워놓았다.	세우/VV+어/EC+놓/VX+았/EP+다/EF+./SF


# id : NWRW1800000036.107.8.1
중국은 경제 중심지의 주요 대도시들을 연결하는 징광 고속철 개통이 경제에 활력을 가져올 ‘신동맥’이 될 것으로 기대한다.

중국은	중국/NNP+은/JX
경제	경제/NNG
중심지의	중심지/NNG+의/JKG
주요	주요/NNG
대도시들을	대/XPN+도시/NNG+들/XSN+을/JKO
연결하는	연결/NNG+하/XSV+는/ETM
징광	징광/NNP
고속철	고속철/NNG
개통이	개통/NNG+이/JKS
경제에	경제/NNG+에/JKB
활력을	활력/NNG+을/JKO
가져올	가져오/VV+ㄹ/ETM
‘신동맥’이	‘/SS+신동맥/NNG+’/SS+이/JKC
될	되/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
기대한다.	기대/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.107.8.2
<신화통신>은 “사람과 물류의 이동 속도가 획기적으로 빨라져 기업들에 큰 기회가 될 것이다.

<신화통신>은	</SS+신화통신/NNP+>/SS+은/JX
“사람과	“/SS+사람/NNG+과/JC
물류의	물류/NNG+의/JKG
이동	이동/NNG
속도가	속도/NNG+가/JKS
획기적으로	획기적/NNG+으로/JKB
빨라져	빠르/VA+아/EC+지/VX+어/EC
기업들에	기업/NNG+들/XSN+에/JKB
큰	크/VA+ㄴ/ETM
기회가	기회/NNG+가/JKC
될	되/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000036.107.8.3
고속철이 지나는 도시들 간에 경제교류가 활발해지고 이들을 거점으로 한 역세권이 생길 수 있다”고 전망했다.

고속철이	고속철/NNG+이/JKS
지나는	지나/VV+는/ETM
도시들	도시/NNG+들/XSN
간에	간/NNB+에/JKB
경제교류가	경제/NNG+교류/NNG+가/JKS
활발해지고	활발하/VA+아/EC+지/VX+고/EC
이들을	이/NP+들/XSN+을/JKO
거점으로	거점/NNG+으로/JKB
한	하/VV+ㄴ/ETM
역세권이	역세권/NNG+이/JKS
생길	생기/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
전망했다.	전망/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.8.4
여행산업 활성화도 기대했다.

여행산업	여행/NNG+산업/NNG
활성화도	활성/NNG+화/XSN+도/JX
기대했다.	기대/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.8.5
이미 베이징, 톈진, 허베이성, 광둥성 등 7개 성 31개 시 대표들은 ‘베이징-홍콩-마카오 고속철 여행시장촉진연맹’을 꾸렸다.

이미	이미/MAG
베이징,	베이징/NNP+,/SP
톈진,	톈진/NNP+,/SP
허베이성,	허베이성/NNP+,/SP
광둥성	광둥성/NNP
등	등/NNB
7개	7/SN+개/NNB
성	성/NNG
31개	31/SN+개/NNB
시	시/NNG
대표들은	대표/NNG+들/XSN+은/JX
‘베이징-홍콩-마카오	‘/SS+베이징/NNP+-/SO+홍콩/NNP+-/SO+마카오/NNP
고속철	고속철/NNG
여행시장촉진연맹’을	여행/NNG+시장/NNG+촉진/NNG+연맹/NNG+’/SS+을/JKO
꾸렸다.	꾸리/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.107.9.1
항공산업에도 지각변동이 예상된다.

항공산업에도	항공/NNG+산업/NNG+에/JKB+도/JX
지각변동이	지각/NNG+변동/NNG+이/JKS
예상된다.	예상/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000036.107.9.2
고속철과 겹치는 항공노선은 할인 경쟁에 들어갔다.

고속철과	고속철/NNG+과/JKB
겹치는	겹치/VV+는/ETM
항공노선은	항공/NNG+노선/NNG+은/JX
할인	할인/NNG
경쟁에	경쟁/NNG+에/JKB
들어갔다.	들어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.9.3
<중국신문망>은 우한~베이징 항공노선은 이미 값을 80%까지 낮춰 ‘항공권 가격이 배추 값’이란 말이 나오기도 했지만, 고속철이 지닌 도심접근성과 안전성, 간편한 수화물 수취 등의 장점을 따라가기 힘들 것으로 분석했다.

<중국신문망>은	</SS+중국신문망/NNG+>/SS+은/JX
우한~베이징	우한/NNP+~/SO+베이징/NNP
항공노선은	항공/NNG+노선/NNG+은/JX
이미	이미/MAG
값을	값/NNG+을/JKO
80%까지	80/SN+%/SW+까지/JX
낮춰	낮추/VV+어/EC
‘항공권	‘/SS+항공/NNG+권/XSN
가격이	가격/NNG+이/JKS
배추	배추/NNG
값’이란	값/NNG+’/SS+이/VCP+란/ETM
말이	말/NNG+이/JKS
나오기도	나오/VV+기/ETN+도/JX
했지만,	하/VX+았/EP+지만/EC+,/SP
고속철이	고속철/NNG+이/JKS
지닌	지니/VV+ㄴ/ETM
도심접근성과	도심/NNG+접근/NNG+성/XSN+과/JC
안전성,	안전/NNG+성/XSN+,/SP
간편한	간편하/VA+ㄴ/ETM
수화물	수화물/NNG
수취	수취/NNG
등의	등/NNB+의/JKG
장점을	장점/NNG+을/JKO
따라가기	따라가/VV+기/ETN
힘들	힘들/VA+ㄹ/ETM
것으로	것/NNB+으로/JKB
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.10.1
징광 고속철이 안전성과 부패 논란에 휩싸여 있는 중국 고속철 사업의 명예를 회복할 수 있을지도 관심사다.

징광	징광/NNP
고속철이	고속철/NNG+이/JKS
안전성과	안전/NNG+성/XSN+과/JC
부패	부패/NNG
논란에	논란/NNG+에/JKB
휩싸여	휩싸이/VV+어/EC
있는	있/VX+는/ETM
중국	중국/NNP
고속철	고속철/NNG
사업의	사업/NNG+의/JKG
명예를	명예/NNG+를/JKO
회복할	회복/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있을지도	있/VA+을지/EC+도/JX
관심사다.	관심사/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000036.107.10.2
<사우스차이나 모닝포스트>는 “징광 고속철이 터널에 진입할 때 기압차 탓에 굉음이 났고 휴대전화 신호도 불안정했다”고 보도했다.

<사우스차이나	</SS+사우스차이나/NNP
모닝포스트>는	모닝포스트/NNP+>/SS+는/JX
“징광	“/SS+징광/NNP
고속철이	고속철/NNG+이/JKS
터널에	터널/NNG+에/JKB
진입할	진입/NNG+하/XSV+ㄹ/ETM
때	때/NNG
기압차	기압/NNG+차/NNG
탓에	탓/NNG+에/JKB
굉음이	굉음/NNG+이/JKS
났고	나/VV+았/EP+고/EC
휴대전화	휴대/NNG+전화/NNG
신호도	신호/NNG+도/JX
불안정했다”고	불/XPN+안정/NNG+하/XSA+았/EP+다/EF+”/SS+고/JKQ
보도했다.	보도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.10.3
지난해 7월에는 저장성 원저우에서 고속철 추돌사고가 일어나 39명이 숨졌다.

지난해	지난해/NNG
7월에는	7/SN+월/NNB+에/JKB+는/JX
저장성	저장성/NNP
원저우에서	원저우/NNP+에서/JKB
고속철	고속철/NNG
추돌사고가	추돌/NNG+사고/NNG+가/JKS
일어나	일어나/VV+아/EC
39명이	39/SN+명/NNB+이/JKS
숨졌다.	숨지/VV+었/EP+다/EF+./SF


# id : NWRW1800000036.107.10.4
당국은 처음에 사고 원인이 벼락 때문이었다고 발표했지만, 최종 조사 결과 관제 부실과 신호설비 결함으로 빚어진 ‘인재’였다고 시인했다.

당국은	당국/NNG+은/JX
처음에	처음/NNG+에/JKB
사고	사고/NNG
원인이	원인/NNG+이/JKS
벼락	벼락/NNG
때문이었다고	때문/NNB+이/VCP+었/EP+다고/EC
발표했지만,	발표/NNG+하/XSV+았/EP+지만/EC+,/SP
최종	최종/NNG
조사	조사/NNG
결과	결과/NNG
관제	관제/NNG
부실과	부실/NNG+과/JC
신호설비	신호/NNG+설비/NNG
결함으로	결함/NNG+으로/JKB
빚어진	빚어지/VV+ㄴ/ETM
‘인재’였다고	‘/SS+인재/NNG+’/SS+이/VCP+었/EP+다고/EC
시인했다.	시인/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000036.107.10.5
고속철 프로젝트를 오랫동안 지휘한 류즈쥔 전 철도부장은 고속철 공사 과정에서 관련 업체로부터 거액의 뇌물과 성상납 등을 받은 혐의가 드러나, 당직과 당적을 박탈당하고 사법처리를 앞두고 있다.

고속철	고속철/NNG
프로젝트를	프로젝트/NNG+를/JKO
오랫동안	오랫동안/NNG
지휘한	지휘/NNG+하/XSV+ㄴ/ETM
류즈쥔	류즈쥔/NNP
전	전/MMD
철도부장은	철도부장/NNG+은/JX
공사	공사/NNG
과정에서	과정/NNG+에서/JKB
관련	관련/NNG
업체로부터	업체/NNG+로부터/JKB
거액의	거액/NNG+의/JKG
뇌물과	뇌물/NNG+과/JC
성상납	성/NNG+상납/NNG
등을	등/NNB+을/JKO
받은	받/VV+은/ETM
혐의가	혐의/NNG+가/JKS
드러나,	드러나/VV+아/EC+,/SP
당직과	당직/NNG+과/JC
당적을	당적/NNG+을/JKO
박탈당하고	박탈/NNG+당하/XSV+고/EC
사법처리를	사법/NNG+처리/NNG+를/JKO
앞두고	앞두/VV+고/EC
있다.	있/VX+다/EF+./SF


