# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000048.248
metadata : {}


# id : NWRW1800000048.248.1.1
[단독] 학교 돈이 법인으로 ‘줄줄’…중앙대의 수상한 회계

[단독]	[/SS+단독/NNG+]/SS
두산그룹 파견 직원에게는 두산이 인건비를 지급했다”고 해명했다.

두산그룹	두산그룹/NNP
파견	파견/NNG
직원에게는	직원/NNG+에게/JKB+는/JX
두산이	두산/NNP+이/JKS
인건비를	인건비/NNG+를/JKO
지급했다”고	지급/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.9.3
그러나 교육부는 “학교 파견 직원이라도 이를 법인이 부담하지 않는 것은 불법이다.

그러나	그러나/MAJ
교육부는	교육부/NNG+는/JX
“학교	“/SS+학교/NNG
파견	파견/NNG
직원이라도	직원/NNG+이/VCP+라도/EC
이를	이/NP+를/JKO
법인이	법인/NNG+이/JKS
부담하지	부담/NNG+하/XSV+지/EC
않는	않/VX+는/ETM
것은	것/NNB+은/JX
불법이다.	불법/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000048.248.9.4
해당 금액만큼을 학교에 충당해줘야 한다”고 했다.

해당	해당/NNG
금액만큼을	금액/NNG+만큼/JKB+을/JKO
학교에	학교/NNG+에/JKB
충당해줘야	충당/NNG+하/XSV+아/EC+주/VX+어야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.9.5
또 “학교 건물 등 교육용 기본 재산에서 발생한 수입을 법인 수입에 포함한 것 역시 불법”이라고 했다.

또	또/MAG
“학교	“/SS+학교/NNG
건물	건물/NNG
등	등/NNB
교육용	교육/NNG+용/XSN
기본	기본/NNG
재산에서	재산/NNG+에서/JKB
발생한	발생/NNG+하/XSV+ㄴ/ETM
수입을	수입/NNG+을/JKO
법인	법인/NNG
수입에	수입/NNG+에/JKB
포함한	포함/NNG+하/XSV+ㄴ/ETM
것	것/NNB
역시	역시/MAG
불법”이라고	불법/NNG+”/SS+이라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.9.6
이에 중앙대는 “학교 파견 직원 3명의 인건비는 경상비전입금에 포함해 다시 (법인이) 학교에 지급했다”고 해명했다.

이에	이/NP+에/JKB
중앙대는	중앙대/NNP+는/JX
“학교	“/SS+학교/NNG
파견	파견/NNG
직원	직원/NNG
3명의	3/SN+명/NNB+의/JKG
인건비는	인건비/NNG+는/JX
경상비전입금에	경상비/NNG+전입금/NNG+에/JKB
포함해	포함/NNG+하/XSV+아/EC
다시	다시/MAG
(법인이)	(/SS+법인/NNG+이/JKS+)/SS
학교에	학교/NNG+에/JKB
지급했다”고	지급/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
해명했다.	해명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.9.7
그러면서도 법인사무처 전체 직원이 몇명인지는 밝히지 않았다.

그러면서도	그러/VV+면서/EC+도/JX
법인사무처	법인/NNG+사무처/NNG
전체	전체/NNG
직원이	직원/NNG+이/JKS
몇명인지는	몇/NR+명/NNB+이/VCP+ㄴ지/EC+는/JX
밝히지	밝히/VV+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.248.10.1
이후 중앙대는 “학교 편의시설 임대료 수입을 법인 수익으로 처리하였으나 이를 다시 학교에 법인전출금으로 전출하였다.

이후	이후/NNG
중앙대는	중앙대/NNP+는/JX
“학교	“/SS+학교/NNG
편의시설	편의/NNG+시설/NNG
임대료	임대료/NNG
수입을	수입/NNG+을/JKO
법인	법인/NNG
수익으로	수익/NNG+으로/JKB
처리하였으나	처리/NNG+하/XSV+았/EP+으나/EC
이를	이/NP+를/JKO
다시	다시/MAG
학교에	학교/NNG+에/JKB
법인전출금으로	법인/NNG+전출금/NNG+으로/JKB
전출하였다.	전출/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.10.2
임대수입 회계처리 방식을 올해 4월부터는 법인을 통하지 않고 학교 계좌로 직접 수납되도록 개선하였다”고 알려왔다.

임대수입	임대/NNG+수입/NNG
회계처리	회계/NNG+처리/NNG
방식을	방식/NNG+을/JKO
올해	올해/NNG
4월부터는	4/SN+월/NNB+부터/JX+는/JX
법인을	법인/NNG+을/JKO
통하지	통하/VV+지/EC
않고	않/VX+고/EC
학교	학교/NNG
계좌로	계좌/NNG+로/JKB
직접	직접/MAG
수납되도록	수납/NNG+되/XSV+도록/EC
개선하였다”고	개선/NNG+하/XSV+았/EP+다/EF+”/SS+고/JKQ
알려왔다.	알리/VV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.248.11.1
대학교육연구소는 “두산이 중앙대를 인수한 뒤 수입 재원의 등록금 의존도가 낮아진 것은 긍정적”이라고 평가했다.

대학교육연구소는	대학/NNG+교육/NNG+연구소/NNG+는/JX
“두산이	“/SS+두산/NNP+이/JKS
중앙대를	중앙대/NNP+를/JKO
인수한	인수/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
수입	수입/NNG
재원의	재원/NNG+의/JKG
등록금	등록금/NNG
의존도가	의존도/NNG+가/JKS
낮아진	낮/VA+아/EC+지/VX+ㄴ/ETM
것은	것/NNB+은/JX
긍정적”이라고	긍정/NNG+적/XSN+”/SS+이라고/JKQ
평가했다.	평가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.11.2
실제 인수 전인 2007년 59.3%에 이르렀던 등록금 의존율은 올해 예산에서는 45.7%로 낮아졌다.

실제	실제/MAG
인수	인수/NNG
전인	전/NNG+이/VCP+ㄴ/ETM
2007년	2007/SN+년/NNB
59.3%에	59/SN+./SP+3/SN+%/SW+에/JKB
이르렀던	이르/VV+었/EP+던/ETM
등록금	등록금/NNG
의존율은	의존/NNG+율/XSN+은/JX
올해	올해/NNG
예산에서는	예산/NNG+에서/JKB+는/JX
45.7%로	45/SN+./SP+7/SN+%/SW+로/JKB
낮아졌다.	낮/VA+아/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000048.248.11.3
하지만 이는 법인전입금 증가보다는 국가장학금 등 국고보조금 비율이 증가했기 때문으로 분석됐다.

하지만	하지만/MAJ
이는	이/NP+는/JX
법인전입금	법인/NNG+전입금/NNG
증가보다는	증가/NNG+보다/JKB+는/JX
국가장학금	국가/NNG+장학금/NNG
등	등/NNB
국고보조금	국고/NNG+보조금/NNG
비율이	비율/NNG+이/JKS
증가했기	증가/NNG+하/XSV+았/EP+기/ETN
때문으로	때문/NNB+으로/JKB
분석됐다.	분석/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.11.4
법인전입금이 수입 총액에서 차지하는 비율은 2007년 0.2%에서 두산이 인수한 직후인 2010년 12.5%까지 크게 올랐다.

법인전입금이	법인/NNG+전입금/NNG+이/JKS
수입	수입/NNG
총액에서	총액/NNG+에서/JKB
차지하는	차지/NNG+하/XSV+는/ETM
비율은	비율/NNG+은/JX
2007년	2007/SN+년/NNB
0.2%에서	0/SN+./SP+2/SN+%/SW+에서/JKB
두산이	두산/NNP+이/JKS
인수한	인수/NNG+하/XSV+ㄴ/ETM
직후인	직후/NNG+이/VCP+ㄴ/ETM
2010년	2010/SN+년/NNB
12.5%까지	12/SN+./SP+5/SN+%/SW+까지/JX
크게	크/VA+게/EC
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.11.5
하지만 2011년부터 줄어들기 시작해 올해는 3.2%에 그쳤다.

하지만	하지만/MAJ
2011년부터	2011/SN+년/NNB+부터/JX
줄어들기	줄어들/VV+기/ETN
시작해	시작/NNG+하/XSV+아/EC
올해는	올해/NNG+는/JX
3.2%에	3/SN+./SP+2/SN+%/SW+에/JKB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.11.6
대학교육연구소 쪽은 “두산이 중앙대 인수 뒤 사회적 이목을 의식해 집중 투자한 뒤 이후에는 지원을 줄이고 있다”고 지적했다.

대학교육연구소	대학/NNG+교육/NNG+연구소/NNG
쪽은	쪽/NNB+은/JX
“두산이	“/SS+두산/NNP+이/JKS
중앙대	중앙대/NNP
인수	인수/NNG
뒤	뒤/NNG
사회적	사회/NNG+적/XSN
이목을	이목/NNG+을/JKO
의식해	의식/NNG+하/XSV+아/EC
집중	집중/NNG
투자한	투자/NNG+하/XSV+ㄴ/ETM
이후에는	이후/NNG+에/JKB+는/JX
지원을	지원/NNG+을/JKO
줄이고	줄이/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
지적했다.	지적/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.12.1
교육 여건도 크게 좋아지지 않았다.

교육	교육/NNG
여건도	여건/NNG+도/JX
크게	크/VA+게/EC
좋아지지	좋/VA+아/EC+지/VX+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000048.248.12.2
교원 1인당 학생수는 2009년 32.4명에서 지난해 31.8명으로 0.6명 줄어드는 데 그쳤다.

교원	교원/NNG
1인당	1/SN+인/NNG+당/XSN
학생수는	학생/NNG+수/NNG+는/JX
2009년	2009/SN+년/NNB
32.4명에서	32/SN+./SP+4/SN+명/NNB+에서/JKB
지난해	지난해/NNG
31.8명으로	31/SN+./SP+8/SN+명/NNB+으로/JKB
0.6명	0/SN+./SP+6/SN+명/NNB
줄어드는	줄어들/VV+는/ETM
데	데/NNB
그쳤다.	그치/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.12.3
학생 1인당 도서구입비는 2007년 13만1000원에서 2013년에는 12만1000원으로 오히려 줄었다.

학생	학생/NNG
1인당	1/SN+인/NNG+당/XSN
도서구입비는	도서/NNG+구입비/NNG+는/JX
2007년	2007/SN+년/NNB
13만1000원에서	13/SN+만/NR+1000/SN+원/NNB+에서/JKB
2013년에는	2013/SN+년/NNB+에/JKB+는/JX
12만1000원으로	12/SN+만/NR+1000/SN+원/NNB+으로/JKB
오히려	오히려/MAG
줄었다.	줄/VV+었/EP+다/EF+./SF


# id : NWRW1800000048.248.12.4
반면 2007년 638억여원이던 이월적립금은 2013년 1214억여원으로 2배 가까이 증가했다.

반면	반면/NNG
2007년	2007/SN+년/NNB
638억여원이던	638/SN+억/NR+여/XSN+원/NNB+이/VCP+던/ETM
이월적립금은	이월/NNG+적립금/NNG+은/JX
2013년	2013/SN+년/NNB
1214억여원으로	1214/SN+억/NR+여/XSN+원/NNB+으로/JKB
2배	2/SN+배/NNG
가까이	가까이/MAG
증가했다.	증가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000048.248.13.1
대학교육연구소는 “재정 기여에 대한 높은 기대 속에 두산이 중앙대를 인수한 뒤 오히려 이월적립금이 폭등한 것은 심각한 문제”라고 했다.

대학교육연구소는	대학/NNG+교육/NNG+연구소/NNG+는/JX
“재정	“/SS+재정/NNG
기여에	기여/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
높은	높/VA+은/ETM
기대	기대/NNG
속에	속/NNG+에/JKB
두산이	두산/NNP+이/JKS
중앙대를	중앙대/NNP+를/JKO
인수한	인수/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
오히려	오히려/MAG
이월적립금이	이월/NNG+적립금/NNG+이/JKS
폭등한	폭등/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
심각한	심각하/VA+ㄴ/ETM
문제”라고	문제/NNG+”/SS+라고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


