# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.271
metadata : {}


# id : NWRW1800000025.271.1.1
KBO “서브 스폰서는 줄을 서시오”

KBO	KBO/SL
프로야구의	프로/NNG+야구/NNG+의/JKG
타이틀	타이틀/NNG
스폰서는	스폰서/NNG+는/JX
온라인	온라인/NNG
게임	게임/NNG
‘마구마구’를	‘/SS+마구마구/NNP+’/SS+를/JKO
서비스하는	서비스/NNG+하/XSV+는/ETM
CJ인터넷이다.	CJ인터넷/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000025.271.3.2
여기에 포스트시즌을 앞두고 서브 스폰서로 참여하려는 기업들의 문의가 빗발치고 있다.

여기에	여기/NP+에/JKB
포스트시즌을	포스트시즌/NNG+을/JKO
앞두고	앞두/VV+고/EC
서브	서브/NNG
스폰서로	스폰서/NNG+로/JKB
참여하려는	참여/NNG+하/XSV+려는/ETM
기업들의	기업/NNG+들/XSN+의/JKG
문의가	문의/NNG+가/JKS
빗발치고	빗발치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.271.3.3
모두 억대의 현금이나 현물을 협찬하는 방식이다.

모두	모두/MAG
억대의	억/NR+대/XSN+의/JKG
현금이나	현금/NNG+이나/JC
현물을	현물/NNG+을/JKO
협찬하는	협찬/NNG+하/XSV+는/ETM
방식이다.	방식/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.271.3.4
최근 몇 년간 국민 스포츠로 자리 잡은 프로야구의 높아진 위상을 보여주는 대목이다.

최근	최근/MAG
몇	몇/NR
년간	년/NNB+간/XSN
국민	국민/NNG
스포츠로	스포츠/NNG+로/JKB
자리	자리/NNG
잡은	잡/VV+은/ETM
프로야구의	프로/NNG+야구/NNG+의/JKG
높아진	높아지/VV+ㄴ/ETM
위상을	위상/NNG+을/JKO
보여주는	보이/VV+어/EC+주/VX+는/ETM
대목이다.	대목/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.271.4.1
기업 협찬이 늘어나면서 매 경기 최고 활약을 펼치는 데일리 최우수선수(MVP)에 대한 보상도 훨씬 커질 것으로 보인다.

기업	기업/NNG
협찬이	협찬/NNG+이/JKS
늘어나면서	늘어나/VV+면서/EC
매	매/MMD
경기	경기/NNG
최고	최고/NNG
활약을	활약/NNG+을/JKO
펼치는	펼치/VV+는/ETM
데일리	데일리/NNG
최우수선수(MVP)에	최/XPN+우수/NNG+선수/NNG+(/SS+MVP/SL+)/SS+에/JKB
대한	대하/VV+ㄴ/ETM
보상도	보상/NNG+도/JX
훨씬	훨씬/MAG
커질	커지/VV+ㄹ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.271.4.2
지난해까지 경기 MVP는 상금으로 100만 원을 받았다.

지난해까지	지난해/NNG+까지/JX
경기	경기/NNG
MVP는	MVP/SL+는/JX
상금으로	상금/NNG+으로/JKB
100만	100/SN+만/NR
원을	원/NNB+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.271.5.1
올해는 터키항공이 매 경기 2인 유럽 왕복 항공권을 내놓겠다고 KBO에 제안해 왔다.

올해는	올해/NNG+는/JX
터키항공이	터키항공/NNP+이/JKS
매	매/MMD
경기	경기/NNG
2인	2/SN+인/NNG
유럽	유럽/NNP
왕복	왕복/NNG
항공권을	항공/NNG+권/XSN+을/JKO
내놓겠다고	내놓/VV+겠/EP+다고/EC
KBO에	KBO/SL+에/JKB
제안해	제안/NNG+하/XSV+아/EC
왔다.	오/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.271.5.2
올해 ‘프로야구 홈런통장’을 출시하기도 했던 씨티은행 역시 MVP 등에 자사의 이름을 노출시키는 대가로 억대의 돈을 내걸었다.

올해	올해/NNG
‘프로야구	‘/SS+프로/NNG+야구/NNG
홈런통장’을	홈런/NNG+통장/NNG+’/SS+을/JKO
출시하기도	출시/NNG+하/XSV+기/ETN+도/JX
했던	하/VX+았/EP+던/ETM
씨티은행	씨티은행/NNP
역시	역시/MAG
MVP	MVP/SL
등에	등/NNB+에/JKB
자사의	자사/NNG+의/JKG
이름을	이름/NNG+을/JKO
노출시키는	노출/NNG+시키/XSV+는/ETM
대가로	대가/NNG+로/JKB
억대의	억/NR+대/XSN+의/JKG
돈을	돈/NNG+을/JKO
내걸었다.	내걸/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.271.5.3
또 MVP가 되면 하룻밤에 100만 원이 넘는 서울 인터컨티넨탈호텔의 스위트룸 투숙권도 받을 수 있다.

또	또/MAG
MVP가	MVP/SL+가/JKC
되면	되/VV+면/EC
하룻밤에	하룻밤/NNG+에/JKB
100만	100/SN+만/NR
원이	원/NNB+이/JKS
넘는	넘/VV+는/ETM
서울	서울/NNP
인터컨티넨탈호텔의	인터컨티넨탈호텔/NNP+의/JKG
스위트룸	스위트룸/NNG
투숙권도	투숙/NNG+권/XSN+도/JX
받을	받/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000025.271.5.4
이 호텔은 잠실구장을 찾은 일반 관중에게도 입장권을 가져오면 생맥주 한 잔씩을 무료로 제공할 계획도 세우고 있다.

이	이/MMD
호텔은	호텔/NNG+은/JX
잠실구장을	잠실구장/NNP+을/JKO
찾은	찾/VV+은/ETM
일반	일반/NNG
관중에게도	관중/NNG+에게/JKB+도/JX
입장권을	입장/NNG+권/XSN+을/JKO
가져오면	가져오/VV+면/EC
생맥주	생/XPN+맥주/NNG
한	한/MMN
잔씩을	잔/NNG+씩/XSN+을/JKO
무료로	무료/NNG+로/JKB
제공할	제공/NNG+하/XSV+ㄹ/ETM
계획도	계획/NNG+도/JX
세우고	세우/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.271.6.1
G마켓은 포스트시즌의 티켓 판매를 독점으로 대행하면서 수억 원을 KBO에 지불하기로 했다.

G마켓은	G마켓/NNP+은/JX
포스트시즌의	포스트시즌/NNG+의/JKG
티켓	티켓/NNG
판매를	판매/NNG+를/JKO
독점으로	독점/NNG+으로/JKB
대행하면서	대행/NNG+하/XSV+면서/EC
수억	수억/NR
원을	원/NNB+을/JKO
KBO에	KBO/SL+에/JKB
지불하기로	지불/NNG+하/XSV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.271.6.2
김현수(두산)와 류현진(한화)을 자사의 ‘왕뚜껑’ 광고 모델로 기용한 한국야쿠르트와 시즌 중에도 서브 스폰서로 나섰던 패밀리 레스토랑 VIPS도 포스트시즌 마케팅에 뛰어들었다.

김현수(두산)와	김현수/NNP+(/SS+두산/NNP+)/SS+와/JC
류현진(한화)을	류현진/NNP+(/SS+한화/NNP+)/SS+을/JKO
자사의	자사/NNG+의/JKG
‘왕뚜껑’	‘/SS+왕뚜껑/NNP+’/SS
광고	광고/NNG
모델로	모델/NNG+로/JKB
기용한	기용/NNG+하/XSV+ㄴ/ETM
한국야쿠르트와	한국야쿠르트/NNP+와/JC
시즌	시즌/NNG
중에도	중/NNB+에/JKB+도/JX
서브	서브/NNG
스폰서로	스폰서/NNG+로/JKB
나섰던	나서/VV+었/EP+던/ETM
패밀리	패밀리/NNG
레스토랑	레스토랑/NNG
VIPS도	VIPS/SL+도/JX
포스트시즌	포스트시즌/NNG
마케팅에	마케팅/NNG+에/JKB
뛰어들었다.	뛰어들/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.271.6.3
최근 국내에 상륙한 한 수입차업체도 서브 스폰서로 참여하겠다는 제안을 해 온 것으로 알려졌다.

최근	최근/MAG
국내에	국내/NNG+에/JKB
상륙한	상륙/NNG+하/XSV+ㄴ/ETM
한	한/MMN
수입차업체도	수입차/NNG+업체/NNG+도/JX
서브	서브/NNG
스폰서로	스폰서/NNG+로/JKB
참여하겠다는	참여/NNG+하/XSV+겠/EP+다는/ETM
제안을	제안/NNG+을/JKO
해	하/VV+아/EC
온	오/VX+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.271.7.1
KBO의 마케팅 자회사인 KBOP의 류대환 이사는 “프로야구 인기가 높아지면서 다양한 분야의 업체들이 프로야구 마케팅을 하려고 노력하고 있다”며 “너무 많은 업체가 문의를 해 와 어디에 노출을 시킬지 고민이 되는 상황”이라고 말했다.

KBO의	KBO/SL+의/JKG
마케팅	마케팅/NNG
자회사인	자회사/NNG+이/VCP+ㄴ/ETM
KBOP의	KBOP/SL+의/JKG
류대환	류대환/NNP
이사는	이사/NNG+는/JX
“프로야구	“/SS+프로/NNG+야구/NNG
인기가	인기/NNG+가/JKS
높아지면서	높아지/VV+면서/EC
다양한	다양/NNG+하/XSA+ㄴ/ETM
분야의	분야/NNG+의/JKG
업체들이	업체/NNG+들/XSN+이/JKS
프로야구	프로/NNG+야구/NNG
마케팅을	마케팅/NNG+을/JKO
하려고	하/VV+려고/EC
노력하고	노력/NNG+하/XSV+고/EC
있다”며	있/VX+다/EF+”/SS+며/EC
“너무	“/SS+너무/MAG
많은	많/VA+은/ETM
업체가	업체/NNG+가/JKS
문의를	문의/NNG+를/JKO
해	하/VV+아/EC
와	오/VX+아/EC
어디에	어디/NP+에/JKB
노출을	노출/NNG+을/JKO
시킬지	시키/VV+ㄹ지/EF
고민이	고민/NNG+이/JKS
되는	되/VV+는/ETM
상황”이라고	상황/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


