# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000022.300
metadata : {}


# id : NWRW1800000022.300.1.1
[수도권] 낙서·먼지 털고… 파스텔톤 새 옷 입은 달동네;서대문구 벽화그리기에 5개 대학서 선뜻 참여

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
연상시킨다고	연상/NNG+시키/XSV+ㄴ다고/EC
해서	하/VV+아서/EC
'개미마을'이란	'/SS+개미마을/NNP+'/SS+이/VCP+란/ETM
정식	정식/NNG
이름이	이름/NNG+이/JKS
생겼다.	생기/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.300.5.1
개미마을은 210가구 426명의 주민이 살고 있는데, 상당수는 일용직에 종사하거나 국민기초생활수급 대상자 등 형편이 어려운 사람들이 많다.

개미마을은	개미마을/NNP+은/JX
210가구	210/SN+가구/NNG
426명의	426/SN+명/NNB+의/JKG
주민이	주민/NNG+이/JKS
살고	살/VV+고/EC
있는데,	있/VX+는데/EC+,/SP
상당수는	상당수/NNG+는/JX
일용직에	일용직/NNG+에/JKB
종사하거나	종사/NNG+하/XSV+거나/EC
국민기초생활수급	국민/NNG+기초/NNG+생활/NNG+수급/NNG
대상자	대상자/NNG
등	등/NNB
형편이	형편/NNG+이/JKS
어려운	어렵/VA+ㄴ/ETM
사람들이	사람/NNG+들/XSN+이/JKS
많다.	많/VA+다/EF+./SF


# id : NWRW1800000022.300.5.2
대부분 40년 이상 된 낡은 한옥 형태로, 집안으로 햇빛도 제대로 들어오지 않는 가구도 많다고 한다.

대부분	대/XPN+부분/NNG
40년	40/SN+년/NNB
이상	이상/NNG
된	되/VV+ㄴ/ETM
낡은	낡/VV+은/ETM
한옥	한옥/NNG
형태로,	형태/NNG+로/JKB+,/SP
집안으로	집안/NNG+으로/JKB
햇빛도	햇빛/NNG+도/JX
제대로	제대로/MAG
들어오지	들어오/VV+지/EC
않는	않/VX+는/ETM
가구도	가구/NNG+도/JX
많다고	많/VA+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000022.300.6.1
이날 벌어진 벽화 그리기는 서대문구(구청장 현동훈)와 금호건설이 마련한 '빛 그린 어울림 마을' 프로그램.

이날	이날/NNG
벌어진	벌어지/VV+ㄴ/ETM
벽화	벽화/NNG
그리기는	그리/VV+기/ETN+는/JX
서대문구(구청장	서대문구/NNP+(/SS+구청장/NNG
현동훈)와	현동훈/NNP+)/SS+와/JC
금호건설이	금호건설/NNP+이/JKS
마련한	마련/NNG+하/XSV+ㄴ/ETM
'빛	'/SS+빛/NNG
그린	그리/VV+ㄴ/ETM
어울림	어울림/NNG
마을'	마을/NNG+'/SS
프로그램.	프로그램/NNG+./SF


# id : NWRW1800000022.300.6.2
마을 주위를 아름답게 꾸미자는 취지에 성균관대(34명), 건국대(20명), 추계예대(20명), 상명대(44명), 한성대(10명) 등 5개 대학 미술전공 대학생 128명이 선뜻 참여의사를 밝혔다.

마을	마을/NNG
주위를	주위/NNG+를/JKO
아름답게	아름답/VA+게/EC
꾸미자는	꾸미/VV+자는/ETM
취지에	취지/NNG+에/JKB
성균관대(34명),	성균관대/NNP+(/SS+34/SN+명/NNB+)/SS+,/SP
건국대(20명),	건국대/NNP+(/SS+20/SN+명/NNB+)/SS+,/SP
추계예대(20명),	추계예대/NNP+(/SS+20/SN+명/NNB+)/SS+,/SP
상명대(44명),	상명대/NNP+(/SS+44/SN+명/NNB+)/SS+,/SP
한성대(10명)	한성대/NNP+(/SS+10/SN+명/NNB+)/SS
등	등/NNB
5개	5/SN+개/NNB
대학	대학/NNG
미술전공	미술/NNG+전공/NNG
대학생	대학/NNG+생/XSN
128명이	128/SN+명/NNB+이/JKS
선뜻	선뜻/MAG
참여의사를	참여/NNG+의사/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.300.6.3
추계예술대 학생들은 지난 6월 기말고사가 끝난 직후부터 매주 1차례씩 모여 그림의 주제와 방향을 논의했고 사전답사를 통해 주민들과 협의를 하기도 했다.

추계예술대	추계예술대/NNP
학생들은	학생/NNG+들/XSN+은/JX
지난	지나/VV+ㄴ/ETM
6월	6/SN+월/NNB
기말고사가	기말고사/NNG+가/JKS
끝난	끝나/VV+ㄴ/ETM
직후부터	직후/NNG+부터/JX
매주	매주/MAG
1차례씩	1/SN+차례/NNG+씩/XSN
모여	모이/VV+어/EC
그림의	그림/NNG+의/JKG
주제와	주제/NNG+와/JC
방향을	방향/NNG+을/JKO
논의했고	논의/NNG+하/XSV+았/EP+고/EC
사전답사를	사전/NNG+답사/NNG+를/JKO
통해	통하/VV+아/EC
주민들과	주민/NNG+들/XSN+과/JKB
협의를	협의/NNG+를/JKO
하기도	하/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000022.300.6.4
주민들도 대학생들이 자신들의 담벼락을 예쁘게 꾸며준다는 제안에 손뼉을 치며 흔쾌히 동의했다.

주민들도	주민/NNG+들/XSN+도/JX
대학생들이	대학/NNG+생/XSN+들/XSN+이/JKS
자신들의	자신/NNG+들/XSN+의/JKG
담벼락을	담벼락/NNG+을/JKO
예쁘게	예쁘/VA+게/EC
꾸며준다는	꾸미/VV+어/EC+주/VX+ㄴ다는/ETM
제안에	제안/NNG+에/JKB
손뼉을	손뼉/NNG+을/JKO
치며	치/VV+며/EC
흔쾌히	흔쾌히/MAG
동의했다.	동의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.7.1
벽화의 주제는 추계예술대 '환영', 성균관대 '가족', 상명대 '자연친화', 한성대 '영화 같은 인생', 건국대 '끝 그리고 시작' 등으로 결정됐다.

벽화의	벽화/NNG+의/JKG
주제는	주제/NNG+는/JX
추계예술대	추계예술대/NNP
'환영',	'/SS+환영/NNG+'/SS+,/SP
성균관대	성균관대/NNP
'가족',	'/SS+가족/NNG+'/SS+,/SP
상명대	상명대/NNP
'자연친화',	'/SS+자연/NNG+친화/NNG+'/SS+,/SP
한성대	한성대/NNP
'영화	'/SS+영화/NNG
같은	같/VA+은/ETM
인생',	인생/NNG+'/SS+,/SP
건국대	건국대/NNP
'끝	'/SS+끝/NNG
그리고	그리고/MAJ
시작'	시작/NNG+'/SS
등으로	등/NNB+으로/JKB
결정됐다.	결정/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000022.300.7.2
이들은 29일과 30일 이틀 동안 벽화가 그려질 150m 길이의 49가구 담벼락을 5개 구역으로 나눠 자신들이 맡은 주제에 맞춰 51가지의 그림을 그렸다.

이들은	이/NP+들/XSN+은/JX
29일과	29/SN+일/NNB+과/JC
30일	30/SN+일/NNB
이틀	이틀/NNG
동안	동안/NNG
벽화가	벽화/NNG+가/JKS
그려질	그리/VV+어/EC+지/VX+ㄹ/ETM
150m	150/SN+m/SW
길이의	길이/NNG+의/JKG
49가구	49/SN+가구/NNG
담벼락을	담벼락/NNG+을/JKO
5개	5/SN+개/NNB
구역으로	구역/NNG+으로/JKB
나눠	나누/VV+어/EC
자신들이	자신/NNG+들/XSN+이/JKS
맡은	맡/VV+은/ETM
주제에	주제/NNG+에/JKB
맞춰	맞추/VV+어/EC
51가지의	51/SN+가지/NNB+의/JKG
그림을	그림/NNG+을/JKO
그렸다.	그리/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.300.8.1
담벼락에 있는 먼지를 털고 여기저기 끼어 있는 이끼를 뜯어낸 후 분홍색과 하늘색, 흰색 등으로 바탕색을 삼았다.

담벼락에	담벼락/NNG+에/JKB
있는	있/VX+는/ETM
먼지를	먼지/NNG+를/JKO
털고	털/VV+고/EC
여기저기	여기저기/NNG
끼어	끼/VV+어/EC
이끼를	이끼/NNG+를/JKO
뜯어낸	뜯어내/VV+ㄴ/ETM
후	후/NNG
분홍색과	분홍색/NNG+과/JC
하늘색,	하늘색/NNG+,/SP
흰색	흰색/NNG
등으로	등/NNB+으로/JKB
바탕색을	바탕색/NNG+을/JKO
삼았다.	삼/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.8.2
그리고 구상했던 그림 모양에 맞춰 꽃·강아지·바다·나무 등으로 동네 벽면을 채워넣었다.

그리고	그리고/MAJ
구상했던	구상/NNG+하/XSV+았/EP+던/ETM
그림	그림/NNG
모양에	모양/NNG+에/JKB
맞춰	맞추/VV+어/EC
꽃·강아지·바다·나무	꽃/NNG+·/SP+강아지/NNG+·/SP+바다/NNG+·/SP+나무/NNG
등으로	등/NNB+으로/JKB
동네	동네/NNG
벽면을	벽면/NNG+을/JKO
채워넣었다.	채우/VV+어/EC+넣/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.300.8.3
어둡고 삭막했던 마을은 어느새 파스텔 톤의 밝은 빛깔로 물들어 환하게 변신했다.

어둡고	어둡/VA+고/EC
삭막했던	삭막하/VA+았/EP+던/ETM
마을은	마을/NNG+은/JX
어느새	어느새/MAG
파스텔	파스텔/NNG
톤의	톤/NNG+의/JKG
밝은	밝/VA+은/ETM
빛깔로	빛깔/NNG+로/JKB
물들어	물들/VV+어/EC
환하게	환하/VA+게/EC
변신했다.	변신/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.8.4
성균관대 남상두씨는 "'가족'이라는 주제를 맡은 우리 대학은 원래 주민들의 얼굴과 신체부위를 그려 넣으려고 했지만 한밤중에 사람 얼굴을 보면 놀랄 수 있다는 주민들의 의견으로 꽃으로 바꾸기도 했다"고 말했다.

성균관대	성균관대/NNP
남상두씨는	남상두/NNP+씨/NNB+는/JX
"'가족'이라는	"/SS+'/SS+가족/NNG+'/SS+이/VCP+라는/ETM
주제를	주제/NNG+를/JKO
맡은	맡/VV+은/ETM
우리	우리/NP
대학은	대학/NNG+은/JX
원래	원래/MAG
주민들의	주민/NNG+들/XSN+의/JKG
얼굴과	얼굴/NNG+과/JC
신체부위를	신체/NNG+부위/NNG+를/JKO
그려	그리/VV+어/EC
넣으려고	넣/VV+으려고/EC
했지만	하/VX+았/EP+지만/EC
한밤중에	한/XPN+밤중/NNG+에/JKB
사람	사람/NNG
얼굴을	얼굴/NNG+을/JKO
보면	보/VV+면/EC
놀랄	놀라/VV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
의견으로	의견/NNG+으로/JKB
꽃으로	꽃/NNG+으로/JKB
바꾸기도	바꾸/VV+기/ETN+도/JX
했다"고	하/VV+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.9.1
주민들은 이틀 만에 몰라보게 바뀐 골목 모습에 입이 벌어졌다.

주민들은	주민/NNG+들/XSN+은/JX
이틀	이틀/NNG
만에	만/NNB+에/JKB
몰라보게	몰라보/VV+게/EC
바뀐	바뀌/VV+ㄴ/ETM
골목	골목/NNG
모습에	모습/NNG+에/JKB
입이	입/NNG+이/JKS
벌어졌다.	벌어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000022.300.9.2
오송헌(74·구멍가게 운영)씨는 "가게 주변은 낙서와 먼지가 많이 끼어 보기 싫었는데 이렇게 깔끔하게 예쁜 그림이 들어서니 앞으로 장사도 더 잘될 것 같다"며, "동네가 이렇게 많이 변한 것은 처음"이라고 말했다.

오송헌(74·구멍가게	오송헌/NNP+(/SS+74/SN+·/SP+구멍가게/NNG
운영)씨는	운영/NNG+)/SS+씨/NNB+는/JX
"가게	"/SS+가게/NNG
주변은	주변/NNG+은/JX
낙서와	낙서/NNG+와/JC
먼지가	먼지/NNG+가/JKS
많이	많이/MAG
끼어	끼/VV+어/EC
보기	보/VX+기/ETN
싫었는데	싫/VA+었/EP+는데/EC
이렇게	이렇/VA+게/EC
깔끔하게	깔끔/NNG+하/XSA+게/EC
예쁜	예쁘/VA+ㄴ/ETM
그림이	그림/NNG+이/JKS
들어서니	들어서/VV+니/EC
앞으로	앞/NNG+으로/JKB
장사도	장사/NNG+도/JX
더	더/MAG
잘될	잘/MAG+되/XSV+ㄹ/ETM
것	것/NNB
같다"며,	같/VA+다/EF+"/SS+며/EC+,/SP
"동네가	"/SS+동네/NNG+가/JKS
변한	변하/VV+ㄴ/ETM
것은	것/NNB+은/JX
처음"이라고	처음/NNG+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.9.3
주민 김계연(54)씨는 "낡은 집들이 많아 그동안 친구나 친척을 초대하기조차 꺼렸는데, 동네 담벼락이 환하게 바뀌었으니 이제 마음 놓고 초대해도 될 것 같다"며, 연방 "그림을 그려준 학생들이 고맙다"고 했다.

주민	주민/NNG
김계연(54)씨는	김계연/NNP+(/SS+54/SN+)/SS+씨/NNB+는/JX
"낡은	"/SS+낡/VV+은/ETM
집들이	집/NNG+들/XSN+이/JKS
많아	많/VA+아/EC
그동안	그동안/NNG
친구나	친구/NNG+나/JC
친척을	친척/NNG+을/JKO
초대하기조차	초대/NNG+하/XSV+기/ETN+조차/JX
꺼렸는데,	꺼리/VV+었/EP+는데/EC+,/SP
동네	동네/NNG
담벼락이	담벼락/NNG+이/JKS
환하게	환하/VA+게/EC
바뀌었으니	바뀌/VV+었/EP+으니/EC
이제	이제/MAG
마음	마음/NNG
놓고	놓/VV+고/EC
초대해도	초대/NNG+하/XSV+아도/EC
될	되/VV+ㄹ/ETM
것	것/NNB
같다"며,	같/VA+다/EF+"/SS+며/EC+,/SP
연방	연방/MAG
"그림을	"/SS+그림/NNG+을/JKO
그려준	그리/VV+어/EC+주/VX+ㄴ/ETM
학생들이	학생/NNG+들/XSN+이/JKS
고맙다"고	고맙/VA+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.9.4
등산객 김기봉(67)씨도 "30년 이상 주말이면 인왕산을 찾아 등산길에 개미마을을 지나치는데, 동네가 참 재미있어졌다"고 말했다.

등산객	등산객/NNG
김기봉(67)씨도	김기봉/NNP+(/SS+67/SN+)/SS+씨/NNB+도/JX
"30년	"/SS+30/SN+년/NNB
이상	이상/NNG
주말이면	주말/NNG+이/VCP+면/EC
인왕산을	인왕산/NNP+을/JKO
찾아	찾/VV+아/EC
등산길에	등산길/NNG+에/JKB
개미마을을	개미마을/NNP+을/JKO
지나치는데,	지나치/VV+는데/EC+,/SP
동네가	동네/NNG+가/JKS
참	참/MAG
재미있어졌다"고	재미있/VA+어/EC+지/VX+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000022.300.10.1
캠퍼스 내 작업실을 박차고 나와 마을 벽화를 그린 학생들도 뿌듯한 표정이었다.

캠퍼스	캠퍼스/NNG
내	내/NNB
작업실을	작업실/NNG+을/JKO
박차고	박차/VV+고/EC
나와	나오/VV+아/EC
마을	마을/NNG
벽화를	벽화/NNG+를/JKO
그린	그리/VV+ㄴ/ETM
학생들도	학생/NNG+들/XSN+도/JX
뿌듯한	뿌듯하/VA+ㄴ/ETM
표정이었다.	표정/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000022.300.10.2
건국대 서정민(25)씨는 "우리가 그린 그림이 마을 인상을 바꾼다고 생각하니 신기하고 재미있다"고 말했다.

건국대	건국대/NNP
서정민(25)씨는	서정민/NNP+(/SS+25/SN+)/SS+씨/NNB+는/JX
"우리가	"/SS+우리/NP+가/JKS
그린	그리/VV+ㄴ/ETM
그림이	그림/NNG+이/JKS
마을	마을/NNG
인상을	인상/NNG+을/JKO
바꾼다고	바꾸/VV+ㄴ다고/EC
생각하니	생각/NNG+하/XSV+니/EF
신기하고	신기하/VA+고/EC
재미있다"고	재미있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


