# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.373
metadata : {}


# id : NWRW1800000030.373.1.1
[수도권] 법원, 全公勞 징계에 잇단 '제동'

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
송파구청	송파구청/NNP
박모(7급	박/NNP+모/NP+(/SS+7/SN+급/NNG
공무원)씨에	공무원/NNG+)/SS+씨/NNB+에/JKB
대해	대하/VV+아/EC
지난주	지난주/NNG
법원이	법원/NNG+이/JKS
"절차에	"/SS+절차/NNG+에/JKB
하자가	하자/NNG+가/JKS
있다"는	있/VA+다/EF+"/SS+는/ETM
이유로	이유/NNG+로/JKB
취소판결을	취소/NNG+판결/NNG+을/JKO
내렸다.	내리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.373.3.3
박씨는 2009년 9월 민노총 가입 찬반 투표 등과 관련, 복무 점검 나온 행정안전부 사무관 이모씨에게 폭언을 하며 직무 집행을 방해한 혐의로 법원에서 벌금형(50만원)을 받았다.

박씨는	박/NNP+씨/NNB+는/JX
2009년	2009/SN+년/NNB
9월	9/SN+월/NNB
민노총	민노총/NNP
가입	가입/NNG
찬반	찬반/NNG
투표	투표/NNG
등과	등/NNB+과/JKB
관련,	관련/NNG+,/SP
복무	복무/NNG
점검	점검/NNG
나온	나오/VV+ㄴ/ETM
행정안전부	행정/NNG+안전부/NNG
사무관	사무관/NNG
이모씨에게	이/NNP+모/NP+씨/NNB+에게/JKB
폭언을	폭언/NNG+을/JKO
하며	하/VV+며/EC
직무	직무/NNG
집행을	집행/NNG+을/JKO
방해한	방해/NNG+하/XSV+ㄴ/ETM
혐의로	혐의/NNG+로/JKB
법원에서	법원/NNG+에서/JKB
벌금형(50만원)을	벌금형/NNG+(/SS+50/SN+만/NR+원/NNB+)/SS+을/JKO
받았다.	받/VV+았/EP+다/EF+./SF


# id : NWRW1800000030.373.4.1
박씨는 이와 관련해 2009년 12월 구청에서 훈계 처분을 받았으나, 행안부가 "중징계하라"고 지시하자, 서울시 인사위원회가 '견책'을 내렸다.

박씨는	박/NNP+씨/NNB+는/JX
이와	이/NP+와/JKB
관련해	관련/NNG+하/XSV+아/EC
2009년	2009/SN+년/NNB
12월	12/SN+월/NNB
구청에서	구청/NNG+에서/JKB
훈계	훈계/NNG
처분을	처분/NNG+을/JKO
받았으나,	받/VV+았/EP+으나/EC+,/SP
행안부가	행안부/NNG+가/JKS
"중징계하라"고	"/SS+중징계/NNG+하/XSV+라/EF+"/SS+고/JKQ
지시하자,	지시/NNG+하/XSV+자/EC+,/SP
서울시	서울시/NNP
인사위원회가	인사/NNG+위원회/NNG+가/JKS
'견책'을	'/SS+견책/NNG+'/SS+을/JKO
내렸다.	내리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.373.4.2
이 과정에서 시는 당시 징계 요구권을 지녔던 구청장이 징계철회를 요구해 이를 받아들였다가, 나중에 행안부 지침이 내려오자 징계 수위를 높였다.

이	이/MMD
과정에서	과정/NNG+에서/JKB
시는	시/NNG+는/JX
당시	당시/NNG
징계	징계/NNG
요구권을	요구/NNG+권/XSN+을/JKO
지녔던	지니/VV+었/EP+던/ETM
구청장이	구청장/NNG+이/JKS
징계철회를	징계/NNG+철회/NNG+를/JKO
요구해	요구/NNG+하/XSV+아/EC
이를	이/NP+를/JKO
받아들였다가,	받아들이/VV+었/EP+다가/EC+,/SP
나중에	나중/NNG+에/JKB
행안부	행안부/NNG
지침이	지침/NNG+이/JKS
내려오자	내려오/VV+자/EC
수위를	수위/NNG+를/JKO
높였다.	높이/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.373.4.3
지방공무원법상 '훈계'는 징계에 속하지 않으며, '견책'은 해당한다.

지방공무원법상	지방/NNG+공무원법/NNG+상/XSN
'훈계'는	'/SS+훈계/NNG+'/SS+는/JX
징계에	징계/NNG+에/JKB
속하지	속하/VV+지/EC
않으며,	않/VX+으며/EC+,/SP
'견책'은	'/SS+견책/NNG+'/SS+은/JX
해당한다.	해당/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.373.4.4
법원은 이 과정에서 시가 구청장을 통하지 않고 징계해 절차를 위반했다고 판단했다.

법원은	법원/NNG+은/JX
이	이/MMD
과정에서	과정/NNG+에서/JKB
시가	시/NNG+가/JKS
구청장을	구청장/NNG+을/JKO
통하지	통하/VV+지/EC
않고	않/VX+고/EC
징계해	징계/NNG+하/XSV+아/EC
절차를	절차/NNG+를/JKO
위반했다고	위반/NNG+하/XSV+았/EP+다고/EC
판단했다.	판단/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.373.5.1
시는 또 오는 28일 인사위원회를 열어 산하기관에 근무하는 홍모씨에 대한 징계를 다시 논의한다.

시는	시/NNG+는/JX
또	또/MAG
오는	오/VV+는/ETM
28일	28/SN+일/NNB
인사위원회를	인사/NNG+위원회/NNG+를/JKO
열어	열/VV+어/EC
산하기관에	산하/NNG+기관/NNG+에/JKB
근무하는	근무/NNG+하/XSV+는/ETM
홍모씨에	홍/NNP+모/NP+씨/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
징계를	징계/NNG+를/JKO
다시	다시/MAG
논의한다.	논의/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000030.373.5.2
홍씨는 민주공무원노동조합 서울시 지부장이던 2009년 시국 선언을 위한 신문 광고에 이름을 올렸다는 이유로 정직 1개월의 중징계를 받았으나, 최근 법원이 "본인 의사와 상관없이 조직에서 임의로 올린 것인데 중징계는 너무 과하다"는 이유로 취소하도록 했다.

홍씨는	홍/NNP+씨/NNB+는/JX
민주공무원노동조합	민주/NNG+공무원/NNG+노동조합/NNG
서울시	서울시/NNP
지부장이던	지부장/NNG+이/VCP+던/ETM
2009년	2009/SN+년/NNB
시국	시국/NNG
선언을	선언/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
신문	신문/NNG
광고에	광고/NNG+에/JKB
이름을	이름/NNG+을/JKO
올렸다는	올리/VV+었/EP+다는/ETM
이유로	이유/NNG+로/JKB
정직	정직/NNG
1개월의	1/SN+개월/NNB+의/JKG
중징계를	중징계/NNG+를/JKO
받았으나,	받/VV+았/EP+으나/EC+,/SP
최근	최근/MAG
법원이	법원/NNG+이/JKS
"본인	"/SS+본인/NNG
의사와	의사/NNG+와/JKB
상관없이	상관없이/MAG
조직에서	조직/NNG+에서/JKB
임의로	임의/NNG+로/JKB
올린	올리/VV+ㄴ/ETM
것인데	것/NNB+이/VCP+ㄴ데/EC
중징계는	중징계/NNG+는/JX
너무	너무/MAG
과하다"는	과하/VA+다/EF+"/SS+는/ETM
취소하도록	취소/NNG+하/XSV+도록/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.373.5.3
결국 시는 이번 인사위원회에서 홍씨에 대한 징계 수위를 낮출 방침이다.

결국	결국/MAG
시는	시/NNG+는/JX
이번	이번/NNG
인사위원회에서	인사/NNG+위원회/NNG+에서/JKB
홍씨에	홍/NNP+씨/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
징계	징계/NNG
수위를	수위/NNG+를/JKO
낮출	낮추/VV+ㄹ/ETM
방침이다.	방침/NNG+이/VCP+다/EF+./SF


