# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.311
metadata : {}


# id : NWRW1800000044.311.1.1
[한겨레 프리즘] 뭐라도 해야겠다 / 한귀영

[한겨레	[/SS+한겨레/NNP
테이블에	테이블/NNG+에/JKB
앉을	앉/VV+을/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000044.311.5.7
이날 나도 작은 다짐 하나를 보탰다.

이날	이날/NNG
나도	나/NP+도/JX
작은	작/VA+은/ETM
다짐	다짐/NNG
하나를	하나/NR+를/JKO
보탰다.	보태/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.311.5.8
“이웃들과 노란 테이블을 펼쳐보겠습니다.

“이웃들과	“/SS+이웃/NNG+들/XSN+과/JKB
노란	노랗/VA+ㄴ/ETM
테이블을	테이블/NNG+을/JKO
펼쳐보겠습니다.	펼치/VV+어/EC+보/VX+겠/EP+습니다/EF+./SF


# id : NWRW1800000044.311.5.9
내가 사는 아파트가 건강한 공동체가 될 수 있도록 작은 힘을 보태겠습니다.”

내가	내/NP+가/JKS
사는	살/VV+는/ETM
아파트가	아파트/NNG+가/JKS
건강한	건강/NNG+하/XSA+ㄴ/ETM
공동체가	공동체/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
작은	작/VA+은/ETM
힘을	힘/NNG+을/JKO
보태겠습니다.”	보태/VV+겠/EP+습니다/EF+./SF+”/SS


# id : NWRW1800000044.311.6.1
1987년 이후의 민주주의가 자신의 역사적 생명을 다하고 소진되어가는 듯한 시절이다.

1987년	1987/SN+년/NNB
이후의	이후/NNG+의/JKG
민주주의가	민주주의/NNG+가/JKS
자신의	자신/NNG+의/JKG
역사적	역사/NNG+적/XSN
생명을	생명/NNG+을/JKO
다하고	다/MAG+하/XSV+고/EC
소진되어가는	소진/NNG+되/XSV+어/EC+가/VX+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
시절이다.	시절/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.311.6.2
한때나마 정치는 사람들에게 나의 삶이, 이 사회가 변화할 수 있다는 희망을 주었다.

한때나마	한때/NNG+나마/JX
정치는	정치/NNG+는/JX
사람들에게	사람/NNG+들/XSN+에게/JKB
나의	나/NP+의/JKG
삶이,	삶/NNG+이/JKS+,/SP
이	이/MMD
사회가	사회/NNG+가/JKS
변화할	변화/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
희망을	희망/NNG+을/JKO
주었다.	주/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.311.6.3
이제는 정치가 걸림돌이 되고 있다.

이제는	이제/NNG+는/JX
정치가	정치/NNG+가/JKS
걸림돌이	걸림돌/NNG+이/JKC
되고	되/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.311.6.4
아니, 말을 좀 고쳐야겠다.

아니,	아니/IC+,/SP
말을	말/NNG+을/JKO
좀	좀/MAG
고쳐야겠다.	고치/VV+어야/EC+하/VX+겠/EP+다/EF+./SF


# id : NWRW1800000044.311.6.5
그 ‘신화의 시대’를 돌이켜보니 정치가 사람들에게 꿈과 희망을 주었다기보다는 사람들이 정치를 일으켜 세웠다.

그	그/MMD
‘신화의	‘/SS+신화/NNG+의/JKG
시대’를	시대/NNG+’/SS+를/JKO
돌이켜보니	돌이키/VV+어/EC+보/VX+니/EC
정치가	정치/NNG+가/JKS
사람들에게	사람/NNG+들/XSN+에게/JKB
꿈과	꿈/NNG+과/JC
희망을	희망/NNG+을/JKO
주었다기보다는	주/VV+었/EP+다기/ETN+보다/JKB+는/JX
사람들이	사람/NNG+들/XSN+이/JKS
정치를	정치/NNG+를/JKO
일으켜	일으키/VV+어/EC
세웠다.	세우/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.311.6.6
절망의 끝자락에서도 주저앉지 않던 사람들이 말이다.

절망의	절망/NNG+의/JKG
끝자락에서도	끝자락/NNG+에서/JKB+도/JX
주저앉지	주저앉/VV+지/EC
않던	않/VX+던/ETM
사람들이	사람/NNG+들/XSN+이/JKS
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000044.311.6.7
이제 정치가 아무것도 아닌 것이 되어가려는 이 찰나에 우리 스스로가 다시 정치가 되지 않으면 안 된다.

이제	이제/MAG
정치가	정치/NNG+가/JKC
아무것도	아무것/NNG+도/JX
아닌	아니/VCN+ㄴ/ETM
것이	것/NNB+이/JKC
되어가려는	되/VV+어/EC+가/VX+려는/ETM
이	이/MMD
찰나에	찰나/NNG+에/JKB
우리	우리/NP
스스로가	스스로/NNG+가/JKS
다시	다시/MAG
되지	되/VV+지/EC
않으면	않/VX+으면/EC
안	안/MAG
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.311.6.8
너무 어렵게 생각하지 말자.

너무	너무/MAG
어렵게	어렵/VA+게/EC
생각하지	생각/NNG+하/XSV+지/EC
말자.	말/VX+자/EF+./SF


# id : NWRW1800000044.311.6.9
지금 여기서, 뭐라도 하면 된다.

지금	지금/MAG
여기서,	여기/NP+서/JKB+,/SP
뭐라도	뭐/NP+라도/JX
하면	하/VV+면/EC
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000044.311.6.10
물론 그게 해결은 아닐 터, 그저 출발일 뿐.

물론	물론/MAG
그게	그거/NP+이/JKS
해결은	해결/NNG+은/JX
아닐	아니/VCN+ㄹ/ETM
터,	터/NNB+,/SP
그저	그저/MAG
출발일	출발/NNG+이/VCP+ㄹ/ETM
뿐.	뿐/NNB+./SF


# id : NWRW1800000044.311.6.11
하지만 출발하지 않은 채 목적지에 도달할 수는 없다.

하지만	하지만/MAJ
출발하지	출발/NNG+하/XSV+지/EC
않은	않/VX+은/ETM
채	채/NNB
목적지에	목적지/NNG+에/JKB
도달할	도달/NNG+하/XSV+ㄹ/ETM
수는	수/NNB+는/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000044.311.6.12
출발을 위한 골든타임, 바로 지금이다.

출발을	출발/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
골든타임,	골든타임/NNG+,/SP
바로	바로/MAG
지금이다.	지금/NNG+이/VCP+다/EF+./SF


