# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000053.125
metadata : {}


# id : NWRW1800000053.125.1.1
[책의 향기]인생은 때로 낯선 운명을 받아들이는 일

[책의	[/SS+책/NNG+의/JKG
작가는 열두 살에 시골을 떠나 이스탄불로 이주한 주인공 메블루트의 생애를 따라 동서양의 문화와 사상, 종교, 계급이 충돌한 이스탄불의 40여 년 현대사를 씨줄과 날실처럼 엮었다.

작가는	작가/NNG+는/JX
열두	열두/MMN
살에	살/NNB+에/JKB
시골을	시골/NNG+을/JKO
떠나	떠나/VV+아/EC
이스탄불로	이스탄불/NNP+로/JKB
이주한	이주/NNG+하/XSV+ㄴ/ETM
주인공	주인공/NNG
메블루트의	메블루트/NNP+의/JKG
생애를	생애/NNG+를/JKO
따라	따르/VV+아/EC
동서양의	동서양/NNG+의/JKG
문화와	문화/NNG+와/JC
사상,	사상/NNG+,/SP
종교,	종교/NNG+,/SP
계급이	계급/NNG+이/JKS
충돌한	충돌/NNG+하/XSV+ㄴ/ETM
이스탄불의	이스탄불/NNP+의/JKG
40여	40/SN+여/XSN
년	년/NNB
현대사를	현대사/NNG+를/JKO
씨줄과	씨줄/NNG+과/JC
날실처럼	날실/NNG+처럼/JKB
엮었다.	엮/VV+었/EP+다/EF+./SF


# id : NWRW1800000053.125.5.1
1968년 이스탄불은 과거 서울처럼 돈을 벌기 위해 전국 각지에서 올라온 이주민들이 넘쳐난다.

1968년	1968/SN+년/NNB
이스탄불은	이스탄불/NNP+은/JX
과거	과거/NNG
서울처럼	서울/NNP+처럼/JKB
돈을	돈/NNG+을/JKO
벌기	벌/VV+기/ETN
위해	위하/VV+아/EC
전국	전국/NNG
각지에서	각지/NNG+에서/JKB
올라온	올라오/VV+ㄴ/ETM
이주민들이	이주민/NNG+들/XSN+이/JKS
넘쳐난다.	넘치/VV+어/EC+나/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.125.5.2
시골 아나톨리아에 살던 주인공 메블루트와 그의 아버지 카라타쉬도 그중 하나였다.

시골	시골/NNG
아나톨리아에	아나톨리아/NNP+에/JKB
살던	살/VV+던/ETM
주인공	주인공/NNG
메블루트와	메블루트/NNP+와/JC
그의	그/NP+의/JKG
아버지	아버지/NNG
카라타쉬도	카라타쉬/NNP+도/JX
그중	그중/NNG
하나였다.	하나/NR+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000053.125.5.3
그들은 이스탄불 외곽 무허가촌인 게제콘두에 자리를 잡고, 거리에서 터키 전통 음료인 보자를 팔며 생계를 이어간다.

그들은	그/NP+들/XSN+은/JX
이스탄불	이스탄불/NNP
외곽	외곽/NNG
무허가촌인	무허가촌/NNG+이/VCP+ㄴ/ETM
게제콘두에	게제콘두/NNG+에/JKB
자리를	자리/NNG+를/JKO
잡고,	잡/VV+고/EC+,/SP
거리에서	거리/NNG+에서/JKB
터키	터키/NNP
전통	전통/NNG
음료인	음료/NNG+이/VCP+ㄴ/ETM
보자를	보자/NNG+를/JKO
팔며	팔/VV+며/EC
생계를	생계/NNG+를/JKO
이어간다.	잇/VV+어/EC+가/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.125.6.1
메블루트 인생을 180도 바꾼 건 친척 코르쿠트의 결혼식장에서 우연히 본 아름다운 소녀 라이하였다.

메블루트	메블루트/NNP
인생을	인생/NNG+을/JKO
180도	180/SN+도/NNB
바꾼	바꾸/VV+ㄴ/ETM
건	거/NNB+ㄴ/JX
친척	친척/NNG
코르쿠트의	코르쿠트/NNP+의/JKG
결혼식장에서	결혼식장/NNG+에서/JKB
우연히	우연히/MAG
본	보/VV+ㄴ/ETM
아름다운	아름답/VA+ㄴ/ETM
소녀	소녀/NNG
라이하였다.	라이하/NNP+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000053.125.6.2
첫눈에 소녀에게 반한 메블루트는 이후 3년간 열렬히 구애 편지를 보낸다.

첫눈에	첫눈/NNG+에/JKB
소녀에게	소녀/NNG+에게/JKB
반한	반하/VV+ㄴ/ETM
메블루트는	메블루트/NNP+는/JX
이후	이후/NNG
3년간	3/SN+년/NNB+간/XSN
열렬히	열렬히/MAG
구애	구애/NNG
편지를	편지/NNG+를/JKO
보낸다.	보내/VV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.6.3
코르쿠트의 동생이자 메블루트의 동갑내기 사촌 쉴레이만이 이들의 편지를 대신 전달하며 사랑의 연결고리 역할을 자처한다.

코르쿠트의	코르쿠트/NNP+의/JKG
동생이자	동생/NNG+이/VCP+자/EC
메블루트의	메블루트/NNP+의/JKG
동갑내기	동갑내기/NNG
사촌	사촌/NNG
쉴레이만이	쉴레이만/NNP+이/JKS
이들의	이/NP+들/XSN+의/JKG
편지를	편지/NNG+를/JKO
대신	대신/NNG
전달하며	전달/NNG+하/XSV+며/EC
사랑의	사랑/NNG+의/JKG
연결고리	연결/NNG+고리/NNG
역할을	역할/NNG+을/JKO
자처한다.	자처/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.6.4
장인에게 거액의 지참금을 줄 여력이 없던 메블루트는 한밤중 쉴레이만의 도움을 받아 라이하와 도망을 친다.

장인에게	장인/NNG+에게/JKB
거액의	거액/NNG+의/JKG
지참금을	지참금/NNG+을/JKO
줄	주/VV+ㄹ/ETM
여력이	여력/NNG+이/JKS
없던	없/VA+던/ETM
메블루트는	메블루트/NNP+는/JX
한밤중	한/XPN+밤중/NNG
쉴레이만의	쉴레이만/NNP+의/JKG
도움을	도움/NNG+을/JKO
받아	받/VV+아/EC
라이하와	라이하/NNP+와/JKB
도망을	도망/NNG+을/JKO
친다.	치/VV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.6.5
끝내 가까운 거리에서 라이하의 얼굴을 온전히 바라보게 된 순간, 메블루트는 깨닫는다.

끝내	끝내/MAG
가까운	가깝/VA+ㄴ/ETM
거리에서	거리/NNG+에서/JKB
라이하의	라이하/NNP+의/JKG
얼굴을	얼굴/NNG+을/JKO
온전히	온전히/MAG
바라보게	바라보/VV+게/EC
된	되/VV+ㄴ/ETM
순간,	순간/NNG+,/SP
메블루트는	메블루트/NNP+는/JX
깨닫는다.	깨닫/VV+는다/EF+./SF


# id : NWRW1800000053.125.6.6
그가 잊지 못한 첫사랑의 눈은 라이하가 아님을….

그가	그/NP+가/JKS
잊지	잊/VV+지/EC
못한	못하/VX+ㄴ/ETM
첫사랑의	첫사랑/NNG+의/JKG
눈은	눈/NNG+은/JX
라이하가	라이하/NNP+가/JKC
아님을….	아니/VCN+ㅁ/ETN+을/JKO+…/SE+./SF


# id : NWRW1800000053.125.6.7
그가 진짜 사랑한 소녀는 라이하의 한 살 터울 동생 사미하였음을 말이다.

그가	그/NP+가/JKS
진짜	진짜/MAG
사랑한	사랑/NNG+하/XSV+ㄴ/ETM
소녀는	소녀/NNG+는/JX
라이하의	라이하/NNP+의/JKG
한	한/MMN
살	살/NNB
터울	터울/NNG
동생	동생/NNG
사미하였음을	사미하/NNP+이/VCP+었/EP+음/ETN+을/JKO
말이다.	말/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000053.125.6.8
어디서부터 잘못된 걸까.

어디서부터	어디/NP+서부터/JKB
잘못된	잘못/MAG+되/XSV+ㄴ/ETM
걸까.	거/NNB+이/VCP+ㄹ까/EF+./SF


# id : NWRW1800000053.125.6.9
그는 잠시 혼란에 빠진다.

그는	그/NP+는/JX
잠시	잠시/MAG
혼란에	혼란/NNG+에/JKB
빠진다.	빠지/VV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.6.10
“메블루트는 지금 자신이 빠져들고 있는 낯선 침묵이 오랜 세월 동안 지속되리라는 걸 느꼈다.”

“메블루트는	“/SS+메블루트/NNP+는/JX
지금	지금/MAG
자신이	자신/NNG+이/JKS
빠져들고	빠져들/VV+고/EC
있는	있/VX+는/ETM
낯선	낯설/VA+ㄴ/ETM
침묵이	침묵/NNG+이/JKS
오랜	오랜/MMA
세월	세월/NNG
동안	동안/NNG
지속되리라는	지속/NNG+되/XSV+리라는/ETM
걸	거/NNB+ㄹ/JKO
느꼈다.”	느끼/VV+었/EP+다/EF+./SF+”/SS


# id : NWRW1800000053.125.7.1
메블루트는 꼬여버린 상황에 대해 남을 탓하기보단, 그저 삶을 묵묵히 받아들이는 쪽을 선택한다.

메블루트는	메블루트/NNP+는/JX
꼬여버린	꼬이/VV+어/EC+버리/VX+ㄴ/ETM
상황에	상황/NNG+에/JKB
대해	대하/VV+아/EC
남을	남/NNG+을/JKO
탓하기보단,	탓/NNG+하/XSV+기/ETN+보다/JKB+ㄴ/JX+,/SP
그저	그저/MAG
삶을	삶/NNG+을/JKO
묵묵히	묵묵히/MAG
받아들이는	받아들이/VV+는/ETM
쪽을	쪽/NNB+을/JKO
선택한다.	선택/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.7.2
오히려 잠든 라이하가 그의 어깨에 머리를 기대고 잘 때 책임감을 느끼고 행복해지려 노력한다.

오히려	오히려/MAG
잠든	잠들/VV+ㄴ/ETM
라이하가	라이하/NNP+가/JKS
그의	그/NP+의/JKG
어깨에	어깨/NNG+에/JKB
머리를	머리/NNG+를/JKO
기대고	기대/VV+고/EC
잘	자/VV+ㄹ/ETM
때	때/NNG
책임감을	책임감/NNG+을/JKO
느끼고	느끼/VV+고/EC
행복해지려	행복/NNG+하/XSA+아/EC+지/VX+려/EC
노력한다.	노력/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.7.3
메블루트는 라이하와 결혼해 아이를 낳고 살아간다.

메블루트는	메블루트/NNP+는/JX
라이하와	라이하/NNP+와/JKB
결혼해	결혼/NNG+하/XSV+아/EC
아이를	아이/NNG+를/JKO
낳고	낳/VV+고/EC
살아간다.	살아가/VV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.8.1
운명의 장난은 훗날 쉴레이만의 고백에서 밝혀진다.

운명의	운명/NNG+의/JKG
장난은	장난/NNG+은/JX
훗날	훗날/NNG
쉴레이만의	쉴레이만/NNP+의/JKG
고백에서	고백/NNG+에서/JKB
밝혀진다.	밝히/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.125.8.2
쉴레이만은 라이하에게 자신이 사미하를 맘에 둬 일부러 메블루트에게 사미하의 이름을 라이하로 알려줬다고 털어놓는다.

쉴레이만은	쉴레이만/NNP+은/JX
라이하에게	라이하/NNP+에게/JKB
자신이	자신/NNG+이/JKS
사미하를	사미하/NNP+를/JKO
맘에	맘/NNG+에/JKB
둬	두/VV+어/EC
일부러	일부러/MAG
메블루트에게	메블루트/NNP+에게/JKB
사미하의	사미하/NNP+의/JKG
이름을	이름/NNG+을/JKO
라이하로	라이하/NNP+로/JKB
알려줬다고	알리/VV+어/EC+주/VX+었/EP+다고/EC
털어놓는다.	털어놓/VV+는다/EF+./SF


# id : NWRW1800000053.125.8.3
라이하가 서른 살에 숨지게 되고, 혼자가 된 메블루트는 마흔을 전후해 20년 전 연애편지의 진짜 주인공이었던 사미하와 재혼한다.

라이하가	라이하/NNP+가/JKS
서른	서른/NR
살에	살/NNB+에/JKB
숨지게	숨지/VV+게/EC
되고,	되/VV+고/EC+,/SP
혼자가	혼자/NNG+가/JKC
된	되/VV+ㄴ/ETM
메블루트는	메블루트/NNP+는/JX
마흔을	마흔/NR+을/JKO
전후해	전후/NNG+하/XSV+아/EC
20년	20/SN+년/NNB
전	전/NNG
연애편지의	연애편지/NNG+의/JKG
진짜	진짜/NNG
주인공이었던	주인공/NNG+이/VCP+었/EP+던/ETM
사미하와	사미하/NNP+와/JKB
재혼한다.	재혼/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.8.4
하지만 메블루트가 보자 통을 들고 거리를 나서며 혼자 뇌까리는 말은 독자의 허를 찌른다.

하지만	하지만/MAJ
메블루트가	메블루트/NNP+가/JKS
보자	보자/NNG
통을	통/NNG+을/JKO
들고	들/VV+고/EC
거리를	거리/NNG+를/JKO
나서며	나서/VV+며/EC
혼자	혼자/NNG
뇌까리는	뇌까리/VV+는/ETM
말은	말/NNG+은/JX
독자의	독자/NNG+의/JKG
허를	허/NNG+를/JKO
찌른다.	찌르/VV+ㄴ다/EF+./SF


# id : NWRW1800000053.125.8.5
“나는 이 세상 무엇보다도 라이하를 사랑했어.”

“나는	“/SS+나/NP+는/JX
이	이/MMD
세상	세상/NNG
무엇보다도	무엇/NP+보다/JKB+도/JX
라이하를	라이하/NNP+를/JKO
사랑했어.”	사랑/NNG+하/XSV+았/EP+어/EF+./SF+”/SS


# id : NWRW1800000053.125.9.1
저자의 대표작 ‘내 이름은 빨강’처럼 신작 역시 주인공 외에도 여러 화자가 자신의 관점에서 사건을 그려나간다.

저자의	저자/NNG+의/JKG
대표작	대표작/NNG
‘내	‘/SS+나/NP+의/JKG
이름은	이름/NNG+은/JX
빨강’처럼	빨강/NNG+’/SS+처럼/JKB
신작	신작/NNG
역시	역시/MAG
주인공	주인공/NNG
외에도	외/NNB+에/JKB+도/JX
여러	여러/MMN
화자가	화자/NNG+가/JKS
자신의	자신/NNG+의/JKG
관점에서	관점/NNG+에서/JKB
사건을	사건/NNG+을/JKO
그려나간다.	그리/VV+어/EC+나가/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.125.9.2
그 과정에서 라이하가 여동생을 억지로 시집보내려는 아버지에게 “우리는 파는 물건이 아니에요”라고 항의한다거나 자신을 때리지 않는 남편에게 감사함을 느끼는 대목에서 이슬람 사회에서 여성을 바라보는 왜곡된 시각에 대한 비판의식도 느껴진다.

그	그/MMD
과정에서	과정/NNG+에서/JKB
라이하가	라이하/NNP+가/JKS
여동생을	여동생/NNG+을/JKO
억지로	억지로/MAG
시집보내려는	시집보내/VV+려는/ETM
아버지에게	아버지/NNG+에게/JKB
“우리는	“/SS+우리/NP+는/JX
파는	팔/VV+는/ETM
물건이	물건/NNG+이/JKC
아니에요”라고	아니/VCN+에요/EF+”/SS+라고/JKQ
항의한다거나	항의/NNG+하/XSV+ㄴ다거나/EC
자신을	자신/NNG+을/JKO
때리지	때리/VV+지/EC
않는	않/VX+는/ETM
남편에게	남편/NNG+에게/JKB
감사함을	감사/NNG+하/XSA+ㅁ/ETN+을/JKO
느끼는	느끼/VV+는/ETM
대목에서	대목/NNG+에서/JKB
이슬람	이슬람/NNG
사회에서	사회/NNG+에서/JKB
여성을	여성/NNG+을/JKO
바라보는	바라보/VV+는/ETM
왜곡된	왜곡/NNG+되/XSV+ㄴ/ETM
시각에	시각/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
비판의식도	비판/NNG+의식/NNG+도/JX
느껴진다.	느끼/VV+어/EC+지/VX+ㄴ다/EF+./SF


# id : NWRW1800000053.125.10.1
메블루트의 사랑과 삶 외에도 소설을 읽는 내내 이스탄불의 변천사를 마주하는 재미가 상당하다.

메블루트의	메블루트/NNP+의/JKG
사랑과	사랑/NNG+과/JC
삶	삶/NNG
외에도	외/NNB+에/JKB+도/JX
소설을	소설/NNG+을/JKO
읽는	읽/VV+는/ETM
내내	내내/MAG
이스탄불의	이스탄불/NNP+의/JKG
변천사를	변천사/NNG+를/JKO
마주하는	마주/MAG+하/XSV+는/ETM
재미가	재미/NNG+가/JKS
상당하다.	상당/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000053.125.10.2
이스탄불 부동산 발전의 연대기, 건축물의 변화상, 전기 소비의 역사, 정치적 재앙과 탄압 등 터키 현대사의 굵직한 역사적 사실들이 자연스럽게 녹아 있다.

이스탄불	이스탄불/NNP
부동산	부동산/NNG
발전의	발전/NNG+의/JKG
연대기,	연대기/NNG+,/SP
건축물의	건축물/NNG+의/JKG
변화상,	변화상/NNG+,/SP
전기	전기/NNG
소비의	소비/NNG+의/JKG
역사,	역사/NNG+,/SP
정치적	정치/NNG+적/XSN
재앙과	재앙/NNG+과/JC
탄압	탄압/NNG
등	등/NNB
터키	터키/NNP
현대사의	현대사/NNG+의/JKG
굵직한	굵직하/VA+ㄴ/ETM
역사적	역사/NNG+적/XSN
사실들이	사실/NNG+들/XSN+이/JKS
자연스럽게	자연/NNG+스럽/XSA+게/EC
녹아	녹/VV+아/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000053.125.10.3
신작은 지난해 맨부커상 최종 후보작에 올랐다.

신작은	신작/NNG+은/JX
지난해	지난해/NNG
맨부커상	맨부커상/NNG
최종	최종/NNG
후보작에	후보작/NNG+에/JKB
올랐다.	오르/VV+았/EP+다/EF+./SF


