# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.79
metadata : {}


# id : NWRW1800000033.79.1.1
[2012지구촌 새권력]궂은 날씨 계속돼 투표율 낮아지면 오바마 불리

[2012지구촌	[/SS+2012/SN+지구촌/NNG
불가피하다.	불가피하/VA+다/EF+./SF


# id : NWRW1800000033.79.6.3
샌디가 관통한 지역에 정전 사태가 속출하면 유권자들이 TV를 볼 수 없기 때문이다.

샌디가	샌디/NNG+가/JKS
관통한	관통/NNG+하/XSV+ㄴ/ETM
지역에	지역/NNG+에/JKB
정전	정전/NNG
사태가	사태/NNG+가/JKS
속출하면	속출/NNG+하/XSV+면/EC
유권자들이	유권자/NNG+들/XSN+이/JKS
TV를	TV/SL+를/JKO
볼	보/VV+ㄹ/ETM
수	수/NNB
없기	없/VA+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.79.7.1
통상 대형 자연재해가 발생하면 국민의 불만이 집권당에 쏟아지는 경향이 있어 오바마에게 불리한 대목이다.

통상	통상/MAG
대형	대형/NNG
자연재해가	자연재해/NNG+가/JKS
발생하면	발생/NNG+하/XSV+면/EC
국민의	국민/NNG+의/JKG
불만이	불만/NNG+이/JKS
집권당에	집권당/NNG+에/JKB
쏟아지는	쏟아지/VV+는/ETM
경향이	경향/NNG+이/JKS
있어	있/VA+어/EC
오바마에게	오바마/NNP+에게/JKB
불리한	불리/NNG+하/XSA+ㄴ/ETM
대목이다.	대목/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.79.7.2
2005년 허리케인 카트리나가 뉴올리언스를 덮쳤을 때 조지 W 부시 대통령이 제대로 대처하지 못해 지지율이 급락한 사례가 좋은 본보기라고 미국 언론은 전했다.

2005년	2005/SN+년/NNB
허리케인	허리케인/NNG
카트리나가	카트리나/NNP+가/JKS
뉴올리언스를	뉴올리언스/NNP+를/JKO
덮쳤을	덮치/VV+었/EP+을/ETM
때	때/NNG
조지	조지/NNP
W	W/SL
부시	부시/NNP
대통령이	대통령/NNG+이/JKS
제대로	제대로/MAG
대처하지	대처/NNG+하/XSV+지/EC
못해	못하/VX+아/EC
지지율이	지지/NNG+율/XSN+이/JKS
급락한	급락/NNG+하/XSV+ㄴ/ETM
사례가	사례/NNG+가/JKS
좋은	좋/VA+은/ETM
본보기라고	본보기/NNG+이/VCP+라고/EC
미국	미국/NNP
언론은	언론/NNG+은/JX
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.79.8.1
한편 언론의 선거 보도가 허리케인에 밀리면 롬니의 막판 지지율 상승세가 주춤해질 수 있다는 관측도 나오고 있다.

한편	한편/MAG
언론의	언론/NNG+의/JKG
선거	선거/NNG
보도가	보도/NNG+가/JKS
허리케인에	허리케인/NNG+에/JKB
밀리면	밀리/VV+면/EC
롬니의	롬니/NNP+의/JKG
막판	막판/NNG
지지율	지지/NNG+율/XSN
상승세가	상승세/NNG+가/JKS
주춤해질	주춤/MAG+하/XSV+아/EC+지/VX+ㄹ/ETM
수	수/NNB
있다는	있/VA+다는/ETM
관측도	관측/NNG+도/JX
나오고	나오/VV+고/EC
있다.	있/VX+다/EF+./SF


