# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000030.365
metadata : {}


# id : NWRW1800000030.365.1.1
[수도권] 구로 1동~경인로 연결도로 개통

[수도권]	[/SS+수도/NNG+권/XSN+]/SS
경인로까지는	경인로/NNP+까지/JX+는/JX
짧게는	짧/VA+게/EC+는/JX
50m에서	50/SN+m/SW+에서/JKB
최대	최대/NNG
2㎞의	2/SN+㎞/SW+의/JKG
멀지	멀/VA+지/EC
않은	않/VX+은/ETM
거리인데도,	거리/NNG+이/VCP+ㄴ데/EC+도/JX+,/SP
상습	상습/NNG
정체구역인	정체/NNG+구역/NNG+이/VCP+ㄴ/ETM
서부간선도로를	서부간선도로/NNP+를/JKO
멀리	멀리/MAG
돌아	돌/VV+아/EC
이용하면서	이용/NNG+하/XSV+면서/EC
20~30분	20/SN+~/SO+30/SN+분/NNB
정도의	정도/NNG+의/JKG
시간이	시간/NNG+이/JKS
걸렸다.	걸리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.365.6.1
인근 아파트에 사는 김모(37)씨는 "철도 건너편에 있는 마트에 갈 때도 서부간선도로를 통해 돌아나가야 해 말할 수 없이 불편했다"고 말했다.

인근	인근/NNG
아파트에	아파트/NNG+에/JKB
사는	살/VV+는/ETM
김모(37)씨는	김/NNP+모/NP+(/SS+37/SN+)/SS+씨/NNB+는/JX
"철도	"/SS+철도/NNG
건너편에	건너편/NNG+에/JKB
있는	있/VA+는/ETM
마트에	마트/NNG+에/JKB
갈	가/VV+ㄹ/ETM
때도	때/NNG+도/JX
서부간선도로를	서부간선도로/NNP+를/JKO
통해	통하/VV+아/EC
돌아나가야	돌/VV+아/EC+나가/VX+아야/EC
해	하/VX+아/EC
말할	말/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없이	없이/MAG
불편했다"고	불편/NNG+하/XSA+았/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.365.7.1
서울시 도로계획과 관계자는 "구로1동 지역은 철도와 서부간선도로가 만들어진 다음 개발이 이루어져 연계도로 계획 등이 체계적으로 세워지지 못했다"며 "그동안 이 지역은 교통이 불편해 일종의 '섬'같은 곳이었다"고 말했다.

서울시	서울시/NNP
도로계획과	도로/NNG+계획/NNG+과/NNG
관계자는	관계자/NNG+는/JX
"구로1동	"/SS+구로1동/NNP
지역은	지역/NNG+은/JX
철도와	철도/NNG+와/JC
서부간선도로가	서부간선도로/NNP+가/JKS
만들어진	만들/VV+어/EC+지/VX+ㄴ/ETM
다음	다음/NNG
개발이	개발/NNG+이/JKS
이루어져	이루어지/VV+어/EC
연계도로	연계/NNG+도로/NNG
계획	계획/NNG
등이	등/NNB+이/JKS
체계적으로	체계/NNG+적/XSN+으로/JKB
세워지지	세우/VV+어/EC+지/VX+지/EC
못했다"며	못하/VX+았/EP+다/EF+"/SS+며/EC
"그동안	"/SS+그동안/NNG
이	이/MMD
교통이	교통/NNG+이/JKS
불편해	불편/NNG+하/XSA+아/EC
일종의	일종/NNG+의/JKG
'섬'같은	'/SS+섬/NNG+'/SS+같/VA+은/ETM
곳이었다"고	곳/NNG+이/VCP+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.365.8.1
서울시는 지역 주민의 끊임없는 민원을 받아왔고 지난 2005년 도로 개설 타당성 조사를 실시해 폭 10m, 길이 311m의 도로가 적당하다는 결론을 내렸다.

서울시는	서울시/NNP+는/JX
지역	지역/NNG
주민의	주민/NNG+의/JKG
끊임없는	끊임없/VA+는/ETM
민원을	민원/NNG+을/JKO
받아왔고	받/VV+아/EC+오/VX+았/EP+고/EC
지난	지나/VV+ㄴ/ETM
2005년	2005/SN+년/NNB
도로	도로/NNG
개설	개설/NNG
타당성	타당성/NNG
조사를	조사/NNG+를/JKO
실시해	실시/NNG+하/XSV+아/EC
폭	폭/NNG
10m,	10/SN+m/SW+,/SP
길이	길이/NNG
311m의	311/SN+m/SW+의/JKG
도로가	도로/NNG+가/JKS
적당하다는	적당하/VA+다는/ETM
결론을	결론/NNG+을/JKO
내렸다.	내리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.365.8.2
이후 2007년 10월 도로 공사에 들어가 2008년 말에 완공한다는 계획을 세웠지만 완공하는 데에는 2년의 시간이 더 걸렸다.

이후	이후/NNG
2007년	2007/SN+년/NNB
10월	10/SN+월/NNB
도로	도로/NNG
공사에	공사/NNG+에/JKB
들어가	들어가/VV+아/EC
2008년	2008/SN+년/NNB
말에	말/NNB+에/JKB
완공한다는	완공/NNG+하/XSV+ㄴ다는/ETM
계획을	계획/NNG+을/JKO
세웠지만	세우/VV+었/EP+지만/EC
완공하는	완공/NNG+하/XSV+는/ETM
데에는	데/NNB+에/JKB+는/JX
2년의	2/SN+년/NNB+의/JKG
시간이	시간/NNG+이/JKS
더	더/MAG
걸렸다.	걸리/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.365.8.3
당초 계획보다 공사가 지연되면서 지역 주민들의 불만은 커졌다.

당초	당초/NNG
계획보다	계획/NNG+보다/JKB
공사가	공사/NNG+가/JKS
지연되면서	지연/NNG+되/XSV+면서/EC
지역	지역/NNG
주민들의	주민/NNG+들/XSN+의/JKG
불만은	불만/NNG+은/JX
커졌다.	커지/VV+었/EP+다/EF+./SF


# id : NWRW1800000030.365.8.4
공사기간이 길어지면서 150m 길이의 2차선 도로는 지역 주민의 주차장처럼 쓰이기도 했다.

공사기간이	공사/NNG+기간/NNG+이/JKS
길어지면서	길어지/VV+면서/EC
150m	150/SN+m/SW
길이의	길이/NNG+의/JKG
2차선	2/SN+차선/NNG
도로는	도로/NNG+는/JX
지역	지역/NNG
주민의	주민/NNG+의/JKG
주차장처럼	주차장/NNG+처럼/JKB
쓰이기도	쓰이/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000030.365.9.1
도로와 인접한 오피스텔에 사는 장기준(31)씨는 "2008년 처음 이사 왔을 때 도로가 주차장으로 사용되고 있어 놀랐다"면서 "공사 중인 지하차로 옆에 도보가 있는 등 위험한 것이 한둘이 아니었다"고 말했다.

도로와	도로/NNG+와/JKB
인접한	인접/NNG+하/XSV+ㄴ/ETM
오피스텔에	오피스텔/NNG+에/JKB
사는	살/VV+는/ETM
장기준(31)씨는	장기준/NNP+(/SS+31/SN+)/SS+씨/NNB+는/JX
"2008년	"/SS+2008/SN+년/NNB
처음	처음/NNG
이사	이사/NNG
왔을	오/VV+았/EP+을/ETM
때	때/NNG
도로가	도로/NNG+가/JKS
주차장으로	주차장/NNG+으로/JKB
사용되고	사용/NNG+되/XSV+고/EC
있어	있/VX+어/EC
놀랐다"면서	놀라/VV+았/EP+다/EF+"/SS+면서/EC
"공사	"/SS+공사/NNG
중인	중/NNB+이/VCP+ㄴ/ETM
지하차로	지하/NNG+차로/NNG
옆에	옆/NNG+에/JKB
도보가	도보/NNG+가/JKS
있는	있/VA+는/ETM
등	등/NNB
위험한	위험/NNG+하/XSA+ㄴ/ETM
것이	것/NNB+이/JKS
한둘이	한둘/NR+이/JKC
아니었다"고	아니/VCN+었/EP+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000030.365.10.1
서울시 도로계획과 관계자는 "도로 공사는 철로를 뜯지 않는 '비개착 공사'를 하는 바람에 계획했던 시간보다 오래 걸렸다"면서 "앞으로 주민들이 경인로로 바로 진입할 수 있어 서부간선도로 교통 체증으로 인한 불편을 크게 덜 것"이라고 말했다.

서울시	서울시/NNP
도로계획과	도로/NNG+계획/NNG+과/NNG
관계자는	관계자/NNG+는/JX
"도로	"/SS+도로/NNG
공사는	공사/NNG+는/JX
철로를	철로/NNG+를/JKO
뜯지	뜯/VV+지/EC
않는	않/VX+는/ETM
'비개착	'/SS+비/XPN+개착/NNG
공사'를	공사/NNG+'/SS+를/JKO
하는	하/VV+는/ETM
바람에	바람/NNB+에/JKB
계획했던	계획/NNG+하/XSV+았/EP+던/ETM
시간보다	시간/NNG+보다/JKB
오래	오래/MAG
걸렸다"면서	걸리/VV+었/EP+다/EF+"/SS+면서/EC
"앞으로	"/SS+앞/NNG+으로/JKB
주민들이	주민/NNG+들/XSN+이/JKS
경인로로	경인로/NNP+로/JKB
바로	바로/MAG
진입할	진입/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있어	있/VA+어/EC
서부간선도로	서부간선도로/NNP
교통	교통/NNG
체증으로	체증/NNG+으로/JKB
인한	인/NNG+하/XSV+ㄴ/ETM
불편을	불편/NNG+을/JKO
크게	크/VA+게/EC
덜	덜/VV+ㄹ/ETM
것"이라고	것/NNB+"/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


