# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000040.342
metadata : {}


# id : NWRW1800000040.342.1.1
[아침 햇발] ‘어떤 도움도 받지 않았다’는 거짓말 / 김이택

[아침	[/SS+아침/NNG
돼	되/VV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.342.5.1
“빠~바바바 ‘다음 대선에서 문재인이 당선될 수 없는 이유’를 토탈리쿨이 추천했습니다.”(12월15일 오후 10시49분)

“빠~바바바	“/SS+빠~바바바/NA
‘다음	‘/SS+다음/NNG
대선에서	대선/NNG+에서/JKB
문재인이	문재인/NNP+이/JKS
당선될	당선/NNG+되/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
이유’를	이유/NNG+’/SS+를/JKO
토탈리쿨이	토탈리쿨/NNG+이/JKS
추천했습니다.”(12월15일	추천/NNG+하/XSV+았/EP+습니다/EF+./SF+”/SS+(/SS+12/SN+월/NNB+15/SN+일/NNB
오후	오후/NNG
10시49분)	10/SN+시/NNB+49/SN+분/NNB+)/SS


# id : NWRW1800000040.342.6.1
“숲속의 참치가 많이 보이네.

“숲속의	“/SS+숲속/NNG+의/JKG
참치가	참치/NNG+가/JKS
많이	많이/MAG
보이네.	보이/VV+네/EF+./SF


# id : NWRW1800000040.342.6.2
문재인 깔 때는.”(12월16일 새벽 1시22분)

문재인	문재인/NNP
깔	까/VV+ㄹ/ETM
때는.”(12월16일	때/NNG+는/JX+./SF+”/SS+(/SS+12/SN+월/NNB+16/SN+일/NNB
새벽	새벽/NNG
1시22분)	1/SN+시/NNB+22/SN+분/NNB+)/SS


# id : NWRW1800000040.342.7.1
‘토탈리쿨’과 ‘숲속의 참치’ 모두 국정원 직원 김하영씨의 닉네임이다.

‘토탈리쿨’과	‘/SS+토탈리쿨/NNG+’/SS+과/JC
‘숲속의	‘/SS+숲속/NNG+의/JKG
참치’	참치/NNG+’/SS
모두	모두/MAG
국정원	국정원/NNG
직원	직원/NNG
김하영씨의	김하영/NNP+씨/NNB+의/JKG
닉네임이다.	닉네임/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.7.2
증거분석 경찰들이 그렇게 확인해놓고도 경찰은 16일 밤 11시 ‘문재인 박근혜 후보 지지·비방 댓글 발견되지 않음’이라고 보도자료를 배포했으니 국민을 속였다는 게 정확한 표현이다.

증거분석	증거/NNG+분석/NNG
경찰들이	경찰/NNG+들/XSN+이/JKS
그렇게	그렇/VA+게/EC
확인해놓고도	확인/NNG+하/XSV+아/EC+놓/VX+고/EC+도/JX
경찰은	경찰/NNG+은/JX
16일	16/SN+일/NNB
밤	밤/NNG
11시	11/SN+시/NNB
‘문재인	‘/SS+문재인/NNP
박근혜	박근혜/NNP
후보	후보/NNG
지지·비방	지지/NNG+·/SP+비방/NNG
댓글	댓글/NNG
발견되지	발견/NNG+되/XSV+지/EC
않음’이라고	않/VX+음/ETN+’/SS+이라고/JKQ
보도자료를	보도/NNG+자료/NNG+를/JKO
배포했으니	배포/NNG+하/XSV+았/EP+으니/EC
국민을	국민/NNG+을/JKO
속였다는	속이/VV+었/EP+다는/ETM
게	거/NNB+이/JKS
정확한	정확/NNG+하/XSA+ㄴ/ETM
표현이다.	표현/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.8.1
대북심리전이라고 했지만 찬반 클릭 게시글 중 종북 관련 내용은 2.7%에 불과하고 나머지는 정부 홍보나 야당 비판 일색이다.

대북심리전이라고	대북/NNG+심리전/NNG+이/VCP+라고/EC
했지만	하/VV+았/EP+지만/EC
찬반	찬반/NNG
클릭	클릭/NNG
게시글	게시/NNG+글/NNG
중	중/NNB
종북	종북/NNG
관련	관련/NNG
내용은	내용/NNG+은/JX
2.7%에	2/SN+./SP+7/SN+%/SW+에/JKB
불과하고	불과/MAG+하/XSA+고/EC
나머지는	나머지/NNG+는/JX
정부	정부/NNG
홍보나	홍보/NNG+나/JC
야당	야당/NNG
비판	비판/NNG
일색이다.	일색/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.8.2
매뉴얼까지 정해놓고 국정원장이 수시로 댓글 목록까지 보고받았다니 대북심리전이 아니라 대남심리전이었음이 분명하다.

매뉴얼까지	매뉴얼/NNG+까지/JX
정해놓고	정하/VV+아/EC+놓/VX+고/EC
국정원장이	국정원장/NNG+이/JKS
수시로	수시로/MAG
댓글	댓글/NNG
목록까지	목록/NNG+까지/JX
보고받았다니	보고/NNG+받/XSV+았/EP+다니/EC
대북심리전이	대북/NNG+심리전/NNG+이/JKC
아니라	아니/VCN+라/EC
대남심리전이었음이	대남/NNG+심리전/NNG+이/VCP+었/EP+음/ETN+이/JKS
분명하다.	분명/MAG+하/XSA+다/EF+./SF


# id : NWRW1800000040.342.8.3
미끼글이라고 변명하지만 미끼 크기가 월척만하고 그걸로 낚았다는 고기도 통 안 보이니 이것도 얘기가 안 된다.

미끼글이라고	미끼/NNG+글/NNG+이/VCP+라고/EC
변명하지만	변명/NNG+하/XSV+지만/EC
미끼	미끼/NNG
크기가	크기/NNG+가/JKS
월척만하고	월척/NNG+만/JX+하/VV+고/EC
그걸로	그거/NP+ㄹ로/JKB
낚았다는	낚/VV+았/EP+다는/ETM
고기도	고기/NNG+도/JX
통	통/MAG
안	안/MAG
보이니	보이/VV+니/EC
이것도	이것/NP+도/JX
얘기가	얘기/NNG+가/JKS
된다.	되/VV+ㄴ다/EF+./SF


# id : NWRW1800000040.342.9.1
뉴스타파 동영상을 본 사람만 20만에 이를 정도로 국민들은 ‘진실’을 이미 눈치챘다.

뉴스타파	뉴스타파/NNP
동영상을	동영상/NNG+을/JKO
본	보/VV+ㄴ/ETM
사람만	사람/NNG+만/JX
20만에	20/SN+만/NR+에/JKB
이를	이르/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
국민들은	국민/NNG+들/XSN+은/JX
‘진실’을	‘/SS+진실/NNG+’/SS+을/JKO
이미	이미/MAG
눈치챘다.	눈치채/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.342.9.2
<조선일보> 여론조사에서도 13.6%만 국정원 주장에 공감할 정도라면 대북심리전 논리가 거의 먹혀들지 않았다는 얘기다.

<조선일보>	</SS+조선일보/NNP+>/SS
여론조사에서도	여론/NNG+조사/NNG+에서/JKB+도/JX
13.6%만	13/SN+./SP+6/SN+%/SW+만/JX
국정원	국정원/NNG
주장에	주장/NNG+에/JKB
공감할	공감/NNG+하/XSV+ㄹ/ETM
정도라면	정도/NNG+이/VCP+라면/EC
대북심리전	대북/NNG+심리전/NNG
논리가	논리/NNG+가/JKS
거의	거의/MAG
먹혀들지	먹혀들/VV+지/EC
않았다는	않/VX+았/EP+다는/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.9.3
재판까지 시작됐으니 대선개입 ‘진상’은 더 구체적으로 드러날 것이다.

재판까지	재판/NNG+까지/JX
시작됐으니	시작/NNG+되/XSV+었/EP+으니/EC
대선개입	대선/NNG+개입/NNG
‘진상’은	‘/SS+진상/NNG+’/SS+은/JX
더	더/MAG
구체적으로	구체/NNG+적/XSN+으로/JKB
드러날	드러나/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.10.1
그런데 박근혜 대통령은 보통사람들과는 사고방식이 많이 다른 것 같다.

그런데	그런데/MAJ
박근혜	박근혜/NNP
대통령은	대통령/NNG+은/JX
보통사람들과는	보통/NNG+사람/NNG+들/XSN+과/JKB+는/JX
사고방식이	사고방식/NNG+이/JKS
많이	많이/MAG
다른	다르/VA+ㄴ/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000040.342.10.2
“대선에서 국정원으로부터 어떤 도움도 받지 않았고 선거에 활용한 적도 없다”고 한 것은 무지 아니면 뻔뻔함의 결과로 볼 수밖에 없다.

“대선에서	“/SS+대선/NNG+에서/JKB
국정원으로부터	국정원/NNG+으로부터/JKB
어떤	어떤/MMD
도움도	도움/NNG+도/JX
받지	받/VV+지/EC
않았고	않/VX+았/EP+고/EC
선거에	선거/NNG+에/JKB
활용한	활용/NNG+하/XSV+ㄴ/ETM
적도	적/NNB+도/JX
없다”고	없/VA+다/EF+”/SS+고/JKQ
한	하/VV+ㄴ/ETM
것은	것/NNB+은/JX
무지	무지/NNG
아니면	아니/VCN+면/EC
뻔뻔함의	뻔뻔하/VA+ㅁ/ETN+의/JKG
결과로	결과/NNG+로/JKB
볼	보/VV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.342.11.1
지지도가 60%를 넘는다고 해서 동영상과 댓글이 말하는 진실까지 뒤집을 수는 없다.

지지도가	지지도/NNG+가/JKS
60%를	60/SN+%/SW+를/JKO
넘는다고	넘/VV+는다고/EC
해서	하/VV+아서/EC
동영상과	동영상/NNG+과/JC
댓글이	댓글/NNG+이/JKS
말하는	말/NNG+하/XSV+는/ETM
진실까지	진실/NNG+까지/JX
뒤집을	뒤집/VV+을/ETM
수는	수/NNB+는/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000040.342.11.2
만일 그날 밤 경찰이 “국정원 직원이 ‘다음 대선에서 문재인이 당선될 수 없는 이유’를 추천하고 댓글까지 단 사실이 발견돼 수사중”이라고 발표했다면 중간층 표심에 상당한 영향을 미치지 않았을까.

만일	만일/MAG
그날	그날/NNG
밤	밤/NNG
경찰이	경찰/NNG+이/JKS
“국정원	“/SS+국정원/NNG
직원이	직원/NNG+이/JKS
‘다음	‘/SS+다음/NNG
대선에서	대선/NNG+에서/JKB
문재인이	문재인/NNP+이/JKS
당선될	당선/NNG+되/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
이유’를	이유/NNG+’/SS+를/JKO
추천하고	추천/NNG+하/XSV+고/EC
댓글까지	댓글/NNG+까지/JX
단	달/VA+ㄴ/ETM
사실이	사실/NNG+이/JKS
발견돼	발견/NNG+되/XSV+어/EC
수사중”이라고	수사/NNG+중/NNB+”/SS+이라고/JKQ
발표했다면	발표/NNG+하/XSV+았/EP+다면/EC
중간층	중간/NNG+층/XSN
표심에	표심/NNG+에/JKB
상당한	상당/NNG+하/XSA+ㄴ/ETM
영향을	영향/NNG+을/JKO
미치지	미치/VV+지/EC
않았을까.	않/VX+았/EP+을까/EF+./SF


# id : NWRW1800000040.342.12.1
또 김무성 선대위 총괄본부장이 12월14일 부산 유세에서 줄줄이 읽은 정상회담 대화록은 어디서 나왔나.

또	또/MAG
김무성	김무성/NNP
선대위	선대위/NNG
총괄본부장이	총괄/NNG+본부장/NNG+이/JKS
12월14일	12/SN+월/NNB+14/SN+일/NNB
부산	부산/NNP
유세에서	유세/NNG+에서/JKB
줄줄이	줄줄이/MAG
읽은	읽/VV+은/ETM
정상회담	정상/NNG+회담/NNG
대화록은	대화록/NNG+은/JX
어디서	어디/NP+서/JKB
나왔나.	나오/VV+았/EP+나/EF+./SF


# id : NWRW1800000040.342.12.2
국정원만 보관하고 있었다니 국정원 도움 없이는 입수가 불가능한 자료다.

국정원만	국정원/NNG+만/JX
보관하고	보관/NNG+하/XSV+고/EC
있었다니	있/VX+었/EP+다니/EC
국정원	국정원/NNG
도움	도움/NNG
없이는	없이/MAG+는/JX
입수가	입수/NNG+가/JKS
불가능한	불/XPN+가능/NNG+하/XSA+ㄴ/ETM
자료다.	자료/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.12.3
이래도 국정원 도움이 없었다고 우길 텐가.

이래도	이러/VV+어도/EC
국정원	국정원/NNG
도움이	도움/NNG+이/JKS
없었다고	없/VA+었/EP+다고/EC
우길	우기/VV+ㄹ/ETM
텐가.	터/NNB+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000040.342.13.1
‘민생’ 운운하면서 오히려 야당을 민생국회 대신 거리로 떠미는 대통령 발언이 정국을 더 꼬이게 만들고 있다.

‘민생’	‘/SS+민생/NNG+’/SS
운운하면서	운운/NNG+하/XSV+면서/EC
오히려	오히려/MAG
야당을	야당/NNG+을/JKO
민생국회	민생/NNG+국회/NNG
대신	대신/NNG
거리로	거리/NNG+로/JKB
떠미는	떠밀/VV+는/ETM
대통령	대통령/NNG
발언이	발언/NNG+이/JKS
정국을	정국/NNG+을/JKO
더	더/MAG
꼬이게	꼬이/VV+게/EC
만들고	만들/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000040.342.13.2
그러나 더 심각한 게 법원·검찰 문제다.

그러나	그러나/MAJ
더	더/MAG
심각한	심각하/VA+ㄴ/ETM
게	거/NNB+이/JKS
법원·검찰	법원/NNG+·/SP+검찰/NNG
문제다.	문제/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.13.3
한창 재판과 보충수사가 진행중인 사건에 대해 이해관계자인 대통령이 두 번씩이나 사실상 ‘선거법 위반 아니다’라는 속내를 드러냈으니 판검사들이 어떻게 받아들일까.

한창	한창/MAG
재판과	재판/NNG+과/JKB
보충수사가	보충/NNG+수사/NNG+가/JKS
진행중인	진행/NNG+중/NNB+이/VCP+ㄴ/ETM
사건에	사건/NNG+에/JKB
대해	대하/VV+아/EC
이해관계자인	이해관계자/NNG+이/VCP+ㄴ/ETM
대통령이	대통령/NNG+이/JKS
두	두/MMN
번씩이나	번/NNB+씩/XSN+이나/JX
사실상	사실/NNG+상/XSN
‘선거법	‘/SS+선거법/NNG
위반	위반/NNG
아니다’라는	아니/VCN+다/EF+’/SS+이/VCP+라는/ETM
속내를	속내/NNG+를/JKO
드러냈으니	드러내/VV+었/EP+으니/EC
판검사들이	판검사/NNG+들/XSN+이/JKS
어떻게	어떻/VA+게/EC
받아들일까.	받아들이/VV+ㄹ까/EF+./SF


# id : NWRW1800000040.342.13.4
이동흡 헌재소장 후보를 고집하고 채동욱 검찰총장 후보 교체를 검토하더니 국정원 사건 대응 못 했다고 민정수석까지 경질한 것을 판검사들이 다 지켜봤다.

이동흡	이동흡/NNP
헌재소장	헌재/NNG+소장/NNG
후보를	후보/NNG+를/JKO
고집하고	고집/NNG+하/XSV+고/EC
채동욱	채동욱/NNP
검찰총장	검찰/NNG+총장/NNG
후보	후보/NNG
교체를	교체/NNG+를/JKO
검토하더니	검토/NNG+하/XSV+더니/EC
국정원	국정원/NNG
사건	사건/NNG
대응	대응/NNG
못	못/MAG
했다고	하/VV+았/EP+다고/EC
민정수석까지	민정/NNG+수석/NNG+까지/JX
경질한	경질/NNG+하/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
판검사들이	판검사/NNG+들/XSN+이/JKS
다	다/MAG
지켜봤다.	지켜보/VV+았/EP+다/EF+./SF


# id : NWRW1800000040.342.13.5
여기에 판검사를 하수인으로 여기는 시대에 함께 청와대에 있던 김기춘 비서실장까지 들어앉혔다.

여기에	여기/NP+에/JKB
판검사를	판검사/NNG+를/JKO
하수인으로	하수인/NNG+으로/JKB
여기는	여기/VV+는/ETM
시대에	시대/NNG+에/JKB
함께	함께/MAG
청와대에	청와대/NNP+에/JKB
있던	있/VA+던/ETM
김기춘	김기춘/NNP
비서실장까지	비서실장/NNG+까지/JX
들어앉혔다.	들어앉히/VV+었/EP+다/EF+./SF


# id : NWRW1800000040.342.13.6
이 정권 임기 안엔 출세를 포기하겠다고 마음먹지 않고서는 법과 양심에 따라 재판하고 독립적으로 수사하기가 쉽지 않을 것이다.

이	이/MMD
정권	정권/NNG
임기	임기/NNG
안엔	안/NNG+에/JKB+ㄴ/JX
출세를	출세/NNG+를/JKO
포기하겠다고	포기/NNG+하/XSV+겠/EP+다고/EC
마음먹지	마음먹/VV+지/EC
않고서는	않/VX+고서/EC+는/JX
법과	법/NNG+과/JC
양심에	양심/NNG+에/JKB
따라	따르/VV+아/EC
재판하고	재판/NNG+하/XSV+고/EC
독립적으로	독립/NNG+적/XSN+으로/JKB
수사하기가	수사/NNG+하/XSV+기/ETN+가/JKS
쉽지	쉽/VA+지/EC
않을	않/VX+을/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000040.342.13.7
이게 더 걱정이다.

이게	이거/NP+이/JKS
더	더/MAG
걱정이다.	걱정/NNG+이/VCP+다/EF+./SF


