# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.176
metadata : {}


# id : NWRW1800000046.176.1.1
[기자수첩] 赦免(사면), 차라리 대통령 권한이라 말하라

[기자수첩]	[/SS+기자/NNG+수첩/NNG+]/SS
정부는 특히 경제인 사면에 대한 비판을 의식한 듯 "최근 6개월 내에 형이 확정됐거나 형 집행률이 부족한 사람, 현 정부가 출범한 이후 비리를 저지른 사람, 벌금·추징금을 미납한 사람을 사면 대상에서 철저히 배제했다"고 강조했다.

정부는	정부/NNG+는/JX
특히	특히/MAG
경제인	경제인/NNG
사면에	사면/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
비판을	비판/NNG+을/JKO
의식한	의식/NNG+하/XSV+ㄴ/ETM
듯	듯/NNB
"최근	"/SS+최근/NNG
6개월	6/SN+개월/NNB
내에	내/NNB+에/JKB
형이	형/NNG+이/JKS
확정됐거나	확정/NNG+되/XSV+었/EP+거나/EC
형	형/NNG
집행률이	집행/NNG+률/XSN+이/JKS
부족한	부족/NNG+하/XSA+ㄴ/ETM
사람,	사람/NNG+,/SP
현	현/MMD
정부가	정부/NNG+가/JKS
출범한	출범/NNG+하/XSV+ㄴ/ETM
이후	이후/NNG
비리를	비리/NNG+를/JKO
저지른	저지르/VV+ㄴ/ETM
벌금·추징금을	벌금/NNG+·/SP+추징금/NNG+을/JKO
미납한	미납/NNG+하/XSV+ㄴ/ETM
사람을	사람/NNG+을/JKO
사면	사면/NNG
대상에서	대상/NNG+에서/JKB
철저히	철저히/MAG
배제했다"고	배제/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000046.176.4.4
법무부 관계자는 "'쪽지사면'이 없는 유일한 사면이었다"고 자평(自評)하기도 했다.

법무부	법무부/NNG
관계자는	관계자/NNG+는/JX
"'쪽지사면'이	"/SS+'/SS+쪽지/NNG+사면/NNG+'/SS+이/JKS
없는	없/VA+는/ETM
유일한	유일/NNG+하/XSA+ㄴ/ETM
사면이었다"고	사면/NNG+이/VCP+었/EP+다/EF+"/SS+고/JKQ
자평(自評)하기도	자평/NNG+(/SS+自評/SH+)/SS+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000046.176.5.1
하지만 사면 내용을 찬찬히 살펴보면 '기준대로' 이뤄진 사면이었다고 하기엔 이해하기 어려운 부분들이 있다.

하지만	하지만/MAJ
사면	사면/NNG
내용을	내용/NNG+을/JKO
찬찬히	찬찬히/MAG
살펴보면	살펴보/VV+면/EC
'기준대로'	'/SS+기준/NNG+대로/JX+'/SS
이뤄진	이뤄지/VV+ㄴ/ETM
사면이었다고	사면/NNG+이/VCP+었/EP+다고/EC
하기엔	하/VV+기/ETN+에/JKB+ㄴ/JX
이해하기	이해/NNG+하/XSV+기/ETN
어려운	어렵/VA+ㄴ/ETM
부분들이	부분/NNG+들/XSN+이/JKS
있다.	있/VA+다/EF+./SF


# id : NWRW1800000046.176.5.2
우선 최태원 SK그룹 회장과 김승연 한화그룹 회장을 비교해보자.

우선	우선/MAG
최태원	최태원/NNP
SK그룹	SK그룹/NNP
회장과	회장/NNG+과/JC
김승연	김승연/NNP
한화그룹	한화그룹/NNP
회장을	회장/NNG+을/JKO
비교해보자.	비교/NNG+하/XSV+아/EC+보/VX+자/EF+./SF


# id : NWRW1800000046.176.5.3
2008년 한 차례 사면을 받은 전력이 있는 최 회장은 형집행면제로 풀려난 반면, 1995년과 2008년 두 차례에 걸쳐 사면받았던 김 회장은 사면 대상에서 빠졌다.

2008년	2008/SN+년/NNB
한	한/MMN
차례	차례/NNG
사면을	사면/NNG+을/JKO
받은	받/VV+은/ETM
전력이	전력/NNG+이/JKS
있는	있/VA+는/ETM
최	최/NNP
회장은	회장/NNG+은/JX
형집행면제로	형/NNG+집행/NNG+면제/NNG+로/JKB
풀려난	풀려나/VV+ㄴ/ETM
반면,	반면/NNG+,/SP
1995년과	1995/SN+년/NNB+과/JC
두	두/MMN
차례에	차례/NNG+에/JKB
걸쳐	걸치/VV+어/EC
사면받았던	사면/NNG+받/XSV+았/EP+던/ETM
김	김/NNP
사면	사면/NNG
대상에서	대상/NNG+에서/JKB
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.176.5.4
사면 횟수가 1번이면 되고 2번이면 안 된다는 '기준'이 아주 오래 전에 있었는진 몰라도, 법조계에선 "이번에 적용한 기준 같다"는 말이 나왔다.

사면	사면/NNG
횟수가	횟수/NNG+가/JKS
1번이면	1/SN+번/NNB+이/VCP+면/EC
되고	되/VV+고/EC
2번이면	2/SN+번/NNB+이/VCP+면/EC
안	안/MAG
된다는	되/VV+ㄴ다는/ETM
'기준'이	'/SS+기준/NNG+'/SS+이/JKS
아주	아주/MAG
오래	오래/MAG
전에	전/NNG+에/JKB
있었는진	있/VA+었/EP+는지/EF+ㄴ/JX
몰라도,	모르/VV+아도/EC+,/SP
법조계에선	법조/NNG+계/XSN+에서/JKB+ㄴ/JX
"이번에	"/SS+이번/NNG+에/JKB
적용한	적용/NNG+하/XSV+ㄴ/ETM
기준	기준/NNG
같다"는	같/VA+다/EF+"/SS+는/ETM
말이	말/NNG+이/JKS
나왔다.	나오/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.176.6.1
형과 달리 사면 대상에 포함되지 않은 최재원 SK 수석부회장 경우는 더 이해하기 어렵다.

형과	형/NNG+과/JKB
달리	달리/MAG
사면	사면/NNG
대상에	대상/NNG+에/JKB
포함되지	포함/NNG+되/XSV+지/EC
않은	않/VX+은/ETM
최재원	최재원/NNP
SK	SK/SL
수석부회장	수석/NNG+부회장/NNG
경우는	경우/NNG+는/JX
더	더/MAG
이해하기	이해/NNG+하/XSV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000046.176.6.2
그는 별다른 전과 없는 초범(初犯)인 데다 사면 혜택을 받은 적도 없다.

그는	그/NP+는/JX
별다른	별다르/VA+ㄴ/ETM
전과	전과/NNG
없는	없/VA+는/ETM
초범(初犯)인	초범/NNG+(/SS+初犯/SH+)/SS+이/VCP+ㄴ/ETM
데다	데/NNB+다/JX
사면	사면/NNG
혜택을	혜택/NNG+을/JKO
받은	받/VV+은/ETM
적도	적/NNB+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000046.176.6.3
가족 두 명을 동시에 사면할 수 없다는 기준이 적용된 것이라는 얘기가 있지만, 2년 전 형제가 모두 구속된 것을 보면 '가족 동시'를 기준이라고 말하기도 어려울 것 같다.

가족	가족/NNG
두	두/MMN
명을	명/NNB+을/JKO
동시에	동시/NNG+에/JKB
사면할	사면/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없다는	없/VA+다는/ETM
기준이	기준/NNG+이/JKS
적용된	적용/NNG+되/XSV+ㄴ/ETM
것이라는	것/NNB+이/VCP+라는/ETM
얘기가	얘기/NNG+가/JKS
있지만,	있/VA+지만/EC+,/SP
2년	2/SN+년/NNB
전	전/NNG
형제가	형제/NNG+가/JKS
모두	모두/MAG
구속된	구속/NNG+되/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
보면	보/VV+면/EC
'가족	'/SS+가족/NNG
동시'를	동시/NNG+'/SS+를/JKO
기준이라고	기준/NNG+이/VCP+라고/EC
말하기도	말/NNG+하/XSV+기/ETN+도/JX
어려울	어렵/VA+ㄹ/ETM
것	것/NNB
같다.	같/VA+다/EF+./SF


# id : NWRW1800000046.176.7.1
구자원 회장 등 LIG그룹 3부자(父子)는 '기업어음(CP) 발행 사기로 인한 피해자가 많다'는 이유 때문에 사면 대상에서 제외된 것으로 알려져있다.

구자원	구자원/NNP
회장	회장/NNG
등	등/NNB
LIG그룹	LIG그룹/NNP
3부자(父子)는	3/SN+부자/NNG+(/SS+父子/SH+)/SS+는/JX
'기업어음(CP)	'/SS+기업/NNG+어음/NNG+(/SS+CP/SL+)/SS
발행	발행/NNG
사기로	사기/NNG+로/JKB
인한	인/NNG+하/XSV+ㄴ/ETM
피해자가	피해자/NNG+가/JKS
많다'는	많/VA+다/EF+'/SS+는/ETM
이유	이유/NNG
때문에	때문/NNB+에/JKB
사면	사면/NNG
대상에서	대상/NNG+에서/JKB
제외된	제외/NNG+되/XSV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려져있다.	알려지/VV+어/EC+있/VX+다/EF+./SF


# id : NWRW1800000046.176.7.2
한마디로 '죄질'이 나빴다는 얘기다.

한마디로	한마디/NNG+로/JKB
'죄질'이	'/SS+죄질/NNG+'/SS+이/JKS
나빴다는	나쁘/VA+았/EP+다는/ETM
얘기다.	얘기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.176.7.3
하지만 '죄질'은 객관적 기준을 만들기가 어려운 추상적 개념이다.

하지만	하지만/MAJ
'죄질'은	'/SS+죄질/NNG+'/SS+은/JX
객관적	객관/NNG+적/XSN
기준을	기준/NNG+을/JKO
만들기가	만들/VV+기/ETN+가/JKS
어려운	어렵/VA+ㄴ/ETM
추상적	추상/NNG+적/XSN
개념이다.	개념/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.176.8.1
특별사면은 대통령의 고유 권한이다.

특별사면은	특별/NNG+사면/NNG+은/JX
대통령의	대통령/NNG+의/JKG
고유	고유/NNG
권한이다.	권한/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.176.8.2
그래서 일반사면과 달리 국회 동의를 얻을 필요도 없다.

그래서	그래서/MAJ
일반사면과	일반/NNG+사면/NNG+과/JKB
달리	달리/MAG
국회	국회/NNG
동의를	동의/NNG+를/JKO
얻을	얻/VV+을/ETM
필요도	필요/NNG+도/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000046.176.8.3
'측근 사면'과 형(刑)이 확정된 지 한 달이 채 안 된 사람이 사면을 받아 비판을 받은 적이 있었지만, 대통령의 통치권 행사라는 말로 사면의 명분을 대신했고 또 그렇게 납득하고 넘어갔다.

'측근	'/SS+측근/NNG
사면'과	사면/NNG+'/SS+과/JC
형(刑)이	형/NNG+(/SS+刑/SH+)/SS+이/JKS
확정된	확정/NNG+되/XSV+ㄴ/ETM
지	지/NNB
한	한/MMN
달이	달/NNB+이/JKC
채	채/MAG
안	안/MAG
된	되/VV+ㄴ/ETM
사람이	사람/NNG+이/JKS
사면을	사면/NNG+을/JKO
받아	받/VV+아/EC
비판을	비판/NNG+을/JKO
받은	받/VV+은/ETM
적이	적/NNB+이/JKS
있었지만,	있/VA+었/EP+지만/EC+,/SP
대통령의	대통령/NNG+의/JKG
통치권	통치/NNG+권/XSN
행사라는	행사/NNG+이/VCP+라는/ETM
말로	말/NNG+로/JKB
사면의	사면/NNG+의/JKG
명분을	명분/NNG+을/JKO
대신했고	대신/NNG+하/XSV+았/EP+고/EC
또	또/MAG
그렇게	그렇/VA+게/EC
납득하고	납득/NNG+하/XSV+고/EC
넘어갔다.	넘어가/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.176.8.4
특사는 대개 정치·정무적 판단에 따라 대상을 결정하기 때문에 100% 적용 가능한 기준이라는 게 존재하기 어렵다.

특사는	특사/NNG+는/JX
대개	대개/MAG
정치·정무적	정치/NNG+·/SP+정무/NNG+적/XSN
판단에	판단/NNG+에/JKB
따라	따르/VV+아/EC
대상을	대상/NNG+을/JKO
결정하기	결정/NNG+하/XSV+기/ETN
때문에	때문/NNB+에/JKB
100%	100/SN+%/SW
적용	적용/NNG
가능한	가능/NNG+하/XSA+ㄴ/ETM
기준이라는	기준/NNG+이/VCP+라는/ETM
게	거/NNB+이/JKS
존재하기	존재/NNG+하/XSV+기/ETN
어렵다.	어렵/VA+다/EF+./SF


# id : NWRW1800000046.176.9.1
그래서 이번 사면에 어떻게든 의미를 부여해보려는 대통령 참모들의 정치적 수사(修辭)는 어색하고 낯설기만 하다.

그래서	그래서/MAJ
이번	이번/NNG
사면에	사면/NNG+에/JKB
어떻게든	어떻/VA+게/EC+든/JX
의미를	의미/NNG+를/JKO
부여해보려는	부여/NNG+하/XSV+아/EC+보/VX+려는/ETM
대통령	대통령/NNG
참모들의	참모/NNG+들/XSN+의/JKG
정치적	정치/NNG+적/XSN
수사(修辭)는	수사/NNG+(/SS+修辭/SH+)/SS+는/JX
어색하고	어색하/VA+고/EC
낯설기만	낯설/VA+기/ETN+만/JX
하다.	하/VX+다/EF+./SF


# id : NWRW1800000046.176.9.2
차라리 "경제인을 제외하고 싶었지만 재계 3위의 역할을 기대해서 한 명만 사면했다"고 해도 비난할 근거는 없다.

차라리	차라리/MAG
"경제인을	"/SS+경제인/NNG+을/JKO
제외하고	제외/NNG+하/XSV+고/EC
싶었지만	싶/VX+었/EP+지만/EC
재계	재계/NNG
3위의	3/SN+위/NNB+의/JKG
역할을	역할/NNG+을/JKO
기대해서	기대/NNG+하/XSV+아서/EC
한	한/MMN
명만	명/NNB+만/JX
사면했다"고	사면/NNG+하/XSV+았/EP+다/EF+"/SS+고/JKQ
해도	하/VV+아도/EC
비난할	비난/NNG+하/XSV+ㄹ/ETM
근거는	근거/NNG+는/JX
없다.	없/VA+다/EF+./SF


# id : NWRW1800000046.176.9.3
애매한 '기준'은 없는 것보다 못할 수 있다.

애매한	애매/NNG+하/XSA+ㄴ/ETM
'기준'은	'/SS+기준/NNG+'/SS+은/JX
없는	없/VA+는/ETM
것보다	것/NNB+보다/JKB
못할	못/MAG+하/XSA+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


