# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000046.316
metadata : {}


# id : NWRW1800000046.316.1.1
朴(朴 대통령) "삼위일체(黨·政·靑) 돼달라" 金(김무성 대표) "뒷받침 못해 죄송"

朴(朴	朴/SH+(/SS+朴/SH
예정이라고	예정/NNG+이/VCP+라고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.316.7.1
이와 함께 고위 당·정·청 회의도 주요 현안이 있을 때마다 열기로 했다.

이와	이/NP+와/JKB
함께	함께/MAG
고위	고위/NNG
당·정·청	당·정·청/NNG
회의도	회의/NNG+도/JX
주요	주요/NNG
현안이	현안/NNG+이/JKS
있을	있/VA+을/ETM
때마다	때/NNG+마다/JX
열기로	열/VV+기/ETN+로/JKB
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.316.7.2
고위 당·정·청 회의는 여당 대표와 원내대표, 국무총리와 대통령 비서실장 등 여권 최고위급 인사들이 참여하는 비공개 회의체다.

고위	고위/NNG
당·정·청	당·정·청/NNG
회의는	회의/NNG+는/JX
여당	여당/NNG
대표와	대표/NNG+와/JC
원내대표,	원내/NNG+대표/NNG+,/SP
국무총리와	국무총리/NNG+와/JC
대통령	대통령/NNG
비서실장	비서실장/NNG
등	등/NNB
여권	여권/NNG
최고위급	최/XPN+고위급/NNG
인사들이	인사/NNG+들/XSN+이/JKS
참여하는	참여/NNG+하/XSV+는/ETM
비공개	비/XPN+공개/NNG
회의체다.	회의체/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000046.316.7.3
현 정부 들어 3번만 열려 유명무실한 상태였다.

현	현/MMD
정부	정부/NNG
들어	들/VV+어/EC
3번만	3/SN+번/NNB+만/JX
열려	열리/VV+어/EC
유명무실한	유명무실/NNG+하/XSA+ㄴ/ETM
상태였다.	상태/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000046.316.7.4
김 대표는 최근 국회 교섭단체 대표 연설에서 "고위 당·정·청 회의를 활성화하고 당이 주도하겠다"고 했었다.

김	김/NNP
대표는	대표/NNG+는/JX
최근	최근/NNG
국회	국회/NNG
교섭단체	교섭/NNG+단체/NNG
대표	대표/NNG
연설에서	연설/NNG+에서/JKB
"고위	"/SS+고위/NNG
당·정·청	당·정·청/NNG
회의를	회의/NNG+를/JKO
활성화하고	활성/NNG+화/XSN+하/XSV+고/EC
당이	당/NNG+이/JKS
주도하겠다"고	주도/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
했었다.	하/VV+았었/EP+다/EF+./SF


# id : NWRW1800000046.316.7.5
다만, 김 대표는 그동안 '대통령과 여당 대표 간 독대'의 필요성을 언급해 왔지만 이날 그 문제는 논의되지 않았다고 한다.

다만,	다만/MAG+,/SP
김	김/NNP
대표는	대표/NNG+는/JX
그동안	그동안/NNG
'대통령과	'/SS+대통령/NNG+과/JC
여당	여당/NNG
대표	대표/NNG
간	간/NNB
독대'의	독대/NNG+'/SS+의/JKG
필요성을	필요/NNG+성/XSN+을/JKO
언급해	언급/NNG+하/XSV+아/EC
왔지만	오/VX+았/EP+지만/EC
이날	이날/NNG
그	그/MMD
문제는	문제/NNG+는/JX
논의되지	논의/NNG+되/XSV+지/EC
않았다고	않/VX+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.316.8.1
회동 분위기에 대해 원 정책위의장은 브리핑을 통해 "아주 좋았다"고 했다.

회동	회동/NNG
분위기에	분위기/NNG+에/JKB
대해	대하/VV+아/EC
원	원/NNP
정책위의장은	정책위/NNG+의장/NNG+은/JX
브리핑을	브리핑/NNG+을/JKO
통해	통하/VV+아/EC
"아주	"/SS+아주/MAG
좋았다"고	좋/VA+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.316.8.2
김 대표는 이날 오후 여의도 당사에서 열린 중앙여성위원회 신년 인사회에 참석, "오해를 다 풀고 잘하자고 굳게 약속했다"면서 "처음 시작할 때는 좀 냉기가 흘렀는데 끝날 때는 막 웃고 화기애애했다"고 했다.

김	김/NNP
대표는	대표/NNG+는/JX
이날	이날/NNG
오후	오후/NNG
여의도	여의도/NNP
당사에서	당사/NNG+에서/JKB
열린	열리/VV+ㄴ/ETM
중앙여성위원회	중앙/NNG+여성/NNG+위원회/NNG
신년	신년/NNG
인사회에	인사회/NNG+에/JKB
참석,	참석/NNG+,/SP
"오해를	"/SS+오해/NNG+를/JKO
다	다/MAG
풀고	풀/VV+고/EC
잘하자고	잘/MAG+하/XSV+자고/EC
굳게	굳/VA+게/EC
약속했다"면서	약속/NNG+하/XSV+았/EP+다/EF+"/SS+면서/EC
"처음	"/SS+처음/NNG
시작할	시작/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
좀	좀/MAG
냉기가	냉기/NNG+가/JKS
흘렀는데	흐르/VV+었/EP+는데/EC
끝날	끝나/VV+ㄹ/ETM
막	막/MAG
웃고	웃/VV+고/EC
화기애애했다"고	화기애애하/VA+았/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.316.8.3
김 대표가 언급한 '냉기'는 유 원내대표의 모두 발언을 염두에 둔 것으로 보인다.

김	김/NNP
대표가	대표/NNG+가/JKS
언급한	언급/NNG+하/XSV+ㄴ/ETM
'냉기'는	'/SS+냉기/NNG+'/SS+는/JX
유	유/NNP
원내대표의	원내/NNG+대표/NNG+의/JKG
모두	모두/MAG
발언을	발언/NNG+을/JKO
염두에	염두/NNG+에/JKB
둔	두/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.316.8.4
유 원내대표는 박 대통령의 협조 요청에 "최선을 다하겠지만 국회선진화법 때문에 야당을 설득하지 않으면 통과되는 게 없다"면서 "야당도 여러 가지 원하는 게 있기 때문에 야당을 설득해서 경제 활성화 법안, 공무원 연금 개혁안을 최대한 통과시킬 수 있도록 노력하겠다"고 했다.

유	유/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
박	박/NNP
대통령의	대통령/NNG+의/JKG
협조	협조/NNG
요청에	요청/NNG+에/JKB
"최선을	"/SS+최선/NNG+을/JKO
다하겠지만	다/MAG+하/XSV+겠/EP+지만/EC
국회선진화법	국회/NNG+선진/NNG+화/XSN+법/NNG
때문에	때문/NNB+에/JKB
야당을	야당/NNG+을/JKO
설득하지	설득/NNG+하/XSV+지/EC
않으면	않/VX+으면/EC
통과되는	통과/NNG+되/XSV+는/ETM
게	거/NNB+이/JKS
없다"면서	없/VA+다/EF+"/SS+면서/EC
"야당도	"/SS+야당/NNG+도/JX
여러	여러/MMN
가지	가지/NNB
원하는	원/NNG+하/XSV+는/ETM
있기	있/VA+기/ETN
설득해서	설득/NNG+하/XSV+아서/EC
경제	경제/NNG
활성화	활성/NNG+화/XSN
법안,	법안/NNG+,/SP
공무원	공무원/NNG
연금	연금/NNG
개혁안을	개혁안/NNG+을/JKO
최대한	최대한/MAG
통과시킬	통과/NNG+시키/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
노력하겠다"고	노력/NNG+하/XSV+겠/EP+다/EF+"/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000046.316.8.5
원 정책위의장이 "사실 제 선거 때도 코피를 안 흘렸는데 대통령님 당선을 위해서는 코피를 흘려 가지고…"라는 농담을 하면서 분위기는 다시 부드러워졌다고 한다.

원	원/NNP
정책위의장이	정책위/NNG+의장/NNG+이/JKS
"사실	"/SS+사실/MAG
제	저/NP+의/JKG
선거	선거/NNG
때도	때/NNG+도/JX
코피를	코피/NNG+를/JKO
안	안/MAG
흘렸는데	흘리/VV+었/EP+는데/EC
대통령님	대통령/NNG+님/XSN
당선을	당선/NNG+을/JKO
위해서는	위하/VV+아서/EC+는/JX
흘려	흘리/VV+어/EC
가지고…"라는	가지/VX+고/EC+…/SE+"/SS+이/VCP+라는/ETM
농담을	농담/NNG+을/JKO
하면서	하/VV+면서/EC
분위기는	분위기/NNG+는/JX
다시	다시/MAG
부드러워졌다고	부드럽/VA+어/EC+지/VX+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000046.316.9.1
이날 '증세 없는 복지'와 관련, 박 대통령이 "경제를 살려서 여러 가지 혜택을 가지고 복지 쪽으로 정책을 펼쳐나가는 것이 좋지 않겠나"라고 하자, 김 대표는 "대통령의 생각과 우리의 생각은 같다.

이날	이날/NNG
'증세	'/SS+증세/NNG
없는	없/VA+는/ETM
복지'와	복지/NNG+'/SS+와/JKB
관련,	관련/NNG+,/SP
박	박/NNP
대통령이	대통령/NNG+이/JKS
"경제를	"/SS+경제/NNG+를/JKO
살려서	살리/VV+어서/EC
여러	여러/MMN
가지	가지/NNB
혜택을	혜택/NNG+을/JKO
가지고	가지/VV+고/EC
복지	복지/NNG
쪽으로	쪽/NNB+으로/JKB
정책을	정책/NNG+을/JKO
펼쳐나가는	펼치/VV+어/EC+나가/VX+는/ETM
것이	것/NNB+이/JKS
좋지	좋/VA+지/EC
않겠나"라고	않/VX+겠/EP+나/EF+"/SS+라고/JKQ
하자,	하/VV+자/EC+,/SP
김	김/NNP
대표는	대표/NNG+는/JX
"대통령의	"/SS+대통령/NNG+의/JKG
생각과	생각/NNG+과/JC
우리의	우리/NP+의/JKG
생각은	생각/NNG+은/JX
같다.	같/VA+다/EF+./SF


# id : NWRW1800000046.316.9.2
걱정하지 마시라"고 한 것으로 알려졌다.

걱정하지	걱정/NNG+하/XSV+지/EC
마시라"고	말/VX+시/EP+라/EF+"/SS+고/JKQ
한	하/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000046.316.9.3
이에 유 원내대표는 "증세 없는 복지라는 틀에 갇히면 앞으로 어렵고 힘들어진다"며 "세금과 복지에 대해서는 당내 의견을 수렴하고, 야당과 협의할 테니 맡겨달라"고 했다고 한다.

이에	이/NP+에/JKB
유	유/NNP
원내대표는	원내/NNG+대표/NNG+는/JX
"증세	"/SS+증세/NNG
없는	없/VA+는/ETM
복지라는	복지/NNG+이/VCP+라는/ETM
틀에	틀/NNG+에/JKB
갇히면	갇히/VV+면/EC
앞으로	앞/NNG+으로/JKB
어렵고	어렵/VA+고/EC
힘들어진다"며	힘들어지/VV+ㄴ다/EF+"/SS+며/EC
"세금과	"/SS+세금/NNG+과/JC
복지에	복지/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
당내	당내/NNG
의견을	의견/NNG+을/JKO
수렴하고,	수렴/NNG+하/XSV+고/EC+,/SP
야당과	야당/NNG+과/JKB
협의할	협의/NNG+하/XSV+ㄹ/ETM
테니	터/NNB+이/VCP+니/EC
맡겨달라"고	맡기/VV+어/EC+달/VX+라/EF+"/SS+고/JKQ
했다고	하/VV+았/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


