# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000044.322
metadata : {}


# id : NWRW1800000044.322.1.1
[유레카] 국가 양육론 / 김회승

[유레카]	[/SS+유레카/NNG+]/SS
# id : NWRW1800000044.322.3.3
노벨 경제학상 수상자이자 스웨덴 모델의 창업자 중 하나인 군나르 뮈르달의 초기 관심사 역시 저출산 대책이었다.

노벨	노벨/NNP
경제학상	경제학상/NNG
수상자이자	수상자/NNG+이/VCP+자/EC
스웨덴	스웨덴/NNP
모델의	모델/NNG+의/JKG
창업자	창업자/NNG
중	중/NNB
하나인	하나/NR+이/VCP+ㄴ/ETM
군나르	군나르/NNP
뮈르달의	뮈르달/NNP+의/JKG
초기	초기/NNG
관심사	관심사/NNG
역시	역시/MAG
저출산	저/XPN+출산/NNG
대책이었다.	대책/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000044.322.3.4
그는 ‘국가가 부모를 대신해야 한다’는 의제를 내걸고, 아동수당, 주택보조금, 무상급식 등 광범위한 교육복지 정책을 주창했다.

그는	그/NP+는/JX
‘국가가	‘/SS+국가/NNG+가/JKS
부모를	부모/NNG+를/JKO
대신해야	대신/NNG+하/XSV+아야/EC
한다’는	하/VX+ㄴ다/EF+’/SS+는/ETM
의제를	의제/NNG+를/JKO
내걸고,	내걸/VV+고/EC+,/SP
아동수당,	아동/NNG+수당/NNG+,/SP
주택보조금,	주택/NNG+보조금/NNG+,/SP
무상급식	무상/NNG+급식/NNG
등	등/NNB
광범위한	광범위/NNG+하/XSA+ㄴ/ETM
교육복지	교육/NNG+복지/NNG
정책을	정책/NNG+을/JKO
주창했다.	주창/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.322.3.5
당시 우파는 피임과 낙태 규제 등 강압적 출산 장려책에 매달렸고, 좌파는 고용 경쟁 심화를 이유로 저출산 문제를 가벼이 여겼다.

당시	당시/NNG
우파는	우파/NNG+는/JX
피임과	피임/NNG+과/JC
낙태	낙태/NNG
규제	규제/NNG
등	등/NNB
강압적	강압/NNG+적/XSN
출산	출산/NNG
장려책에	장려책/NNG+에/JKB
매달렸고,	매달리/VV+었/EP+고/EC+,/SP
좌파는	좌파/NNG+는/JX
고용	고용/NNG
경쟁	경쟁/NNG
심화를	심화/NNG+를/JKO
이유로	이유/NNG+로/JKB
저출산	저/XPN+출산/NNG
문제를	문제/NNG+를/JKO
가벼이	가벼이/MAG
여겼다.	여기/VV+었/EP+다/EF+./SF


# id : NWRW1800000044.322.3.6
뮈르달은 “교육복지는 질 높은 고숙련 노동력을 공급하는 생산적 투자”라며 반대자들을 설득했다.

뮈르달은	뮈르달/NNP+은/JX
“교육복지는	“/SS+교육/NNG+복지/NNG+는/JX
질	질/NNG
높은	높/VA+은/ETM
고숙련	고/XPN+숙련/NNG
노동력을	노동력/NNG+을/JKO
공급하는	공급/NNG+하/XSV+는/ETM
생산적	생산/NNG+적/XSN
투자”라며	투자/NNG+”/SS+이/VCP+라며/EC
반대자들을	반대자/NNG+들/XSN+을/JKO
설득했다.	설득/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.322.4.1
뮈르달의 복지정책은 ‘빈곤이 빈곤을 낳는다’는 그의 학문적인 문제의식과 맞닿아 있다.

뮈르달의	뮈르달/NNP+의/JKG
복지정책은	복지/NNG+정책/NNG+은/JX
‘빈곤이	‘/SS+빈곤/NNG+이/JKS
빈곤을	빈곤/NNG+을/JKO
낳는다’는	낳/VV+는다/EF+’/SS+는/JX
그의	그/NP+의/JKG
학문적인	학문/NNG+적/XSN+이/VCP+ㄴ/ETM
문제의식과	문제의식/NNG+과/JKB
맞닿아	맞닿/VV+아/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.322.4.2
그는 빈곤과 차별이 재생산되는 과정에 주목했다.

그는	그/NP+는/JX
빈곤과	빈곤/NNG+과/JC
차별이	차별/NNG+이/JKS
재생산되는	재/XPN+생산/NNG+되/XSV+는/ETM
과정에	과정/NNG+에/JKB
주목했다.	주목/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000044.322.4.3
미국 흑인 사회를 관찰한 연구를 통해 경제적 지위가 정치적, 사회적, 역사적 요인과 유기적으로 연관된다는 점(누적적 인과관계)을 입증하려 했다.

미국	미국/NNP
흑인	흑인/NNG
사회를	사회/NNG+를/JKO
관찰한	관찰/NNG+하/XSV+ㄴ/ETM
연구를	연구/NNG+를/JKO
통해	통하/VV+아/EC
경제적	경제/NNG+적/XSN
지위가	지위/NNG+가/JKS
정치적,	정치/NNG+적/XSN+,/SP
사회적,	사회/NNG+적/XSN+,/SP
역사적	역사/NNG+적/XSN
요인과	요인/NNG+과/JKB
유기적으로	유기/NNG+적/XSN+으로/JKB
연관된다는	연관/NNG+되/XSV+ㄴ다는/ETM
점(누적적	점/NNG+(/SS+누적/NNG+적/XSN
인과관계)을	인과/NNG+관계/NNG+)/SS+을/JKO
입증하려	입증/NNG+하/XSV+려/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000044.322.4.4
한 가정의 경제력 차이가 교육, 취업, 결혼 등 사회적 지위에 유의미한 영향을 끼치며, 이런 영향력이 강력한 재생산 구조를 갖고 있다는 것이다.

한	한/MMN
가정의	가정/NNG+의/JKG
경제력	경제력/NNG
차이가	차이/NNG+가/JKS
교육,	교육/NNG+,/SP
취업,	취업/NNG+,/SP
결혼	결혼/NNG
등	등/NNB
사회적	사회/NNG+적/XSN
지위에	지위/NNG+에/JKB
유의미한	유의미/NNG+하/XSA+ㄴ/ETM
영향을	영향/NNG+을/JKO
끼치며,	끼치/VV+며/EC+,/SP
이런	이런/MMD
영향력이	영향력/NNG+이/JKS
강력한	강력/NNG+하/XSA+ㄴ/ETM
재생산	재/XPN+생산/NNG
구조를	구조/NNG+를/JKO
갖고	갖/VV+고/EC
있다는	있/VX+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000044.322.5.1
선거 때 복지 공약을 쏟아놓은 박근혜 정부가 요즘 돈이 없다며 책임을 떠넘기고 있다.

선거	선거/NNG
때	때/NNG
복지	복지/NNG
공약을	공약/NNG+을/JKO
쏟아놓은	쏟/VV+아/EC+놓/VX+은/ETM
박근혜	박근혜/NNP
정부가	정부/NNG+가/JKS
요즘	요즘/NNG
돈이	돈/NNG+이/JKS
없다며	없/VA+다며/EC
책임을	책임/NNG+을/JKO
떠넘기고	떠넘기/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000044.322.5.2
능력 없이 친권만 주장하고 아이의 양육권은 나몰라라 하는 나쁜 부모가 떠오른다.

능력	능력/NNG
없이	없이/MAG
친권만	친권/NNG+만/JX
주장하고	주장/NNG+하/XSV+고/EC
아이의	아이/NNG+의/JKG
양육권은	양육/NNG+권/XSN+은/JX
나몰라라	나/NP+모르/VV+아라/EF
하는	하/VV+는/ETM
나쁜	나쁘/VA+ㄴ/ETM
부모가	부모/NNG+가/JKS
떠오른다.	떠오르/VV+ㄴ다/EF+./SF


