# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.315
metadata : {}


# id : NWRW1800000033.315.1.1
北 잇단 대남위협에 金국방 “北 도발땐 10배로 사격”

北	北/SH
도발을	도발/NNG+을/JKO
용납하지	용납/NNG+하/XSV+지/EC
않겠다는	않/VX+겠/EP+다는/ETM
단호한	단호하/VA+ㄴ/ETM
의지를	의지/NNG+를/JKO
천명하며	천명/NNG+하/XSV+며/EC
초강경	초/XPN+강경/NNG
발언을	발언/NNG+을/JKO
이어갔다.	잇/VV+어/EC+가/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.315.3.3
그는 “북이 도발하면 ‘선(先)조치, 후(後)보고’ 원칙에 따라 즉각적이고 강력하게 도발 원점과 지원부대까지 응징하라”고 지시했다.

그는	그/NP+는/JX
“북이	“/SS+북/NNP+이/JKS
도발하면	도발/NNG+하/XSV+면/EC
‘선(先)조치,	‘/SS+선/NNG+(/SS+先/SH+)/SS+조치/NNG+,/SP
후(後)보고’	후/NNG+(/SS+後/SH+)/SS+보고/NNG+’/SS
원칙에	원칙/NNG+에/JKB
따라	따르/VV+아/EC
즉각적이고	즉각/MAG+적/XSN+이/VCP+고/EC
강력하게	강력/NNG+하/XSA+게/EC
도발	도발/NNG
원점과	원점/NNG+과/JC
지원부대까지	지원/NNG+부대/NNG+까지/JX
응징하라”고	응징/NNG+하/XSV+라/EF+”/SS+고/JKQ
지시했다.	지시/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.3.4
그러면서 “자동으로 응징하라.

그러면서	그러/VV+면서/EC
“자동으로	“/SS+자동/NNG+으로/JKB
응징하라.	응징/NNG+하/XSV+라/EF+./SF


# id : NWRW1800000033.315.3.5
굴복할 때까지 철저히 응징하라”고 해병 지휘관들에게 거듭 당부했다.

굴복할	굴복/NNG+하/XSV+ㄹ/ETM
때까지	때/NNG+까지/JX
철저히	철저히/MAG
응징하라”고	응징/NNG+하/XSV+라/EF+”/SS+고/JKQ
해병	해병/NNG
지휘관들에게	지휘관/NNG+들/XSN+에게/JKB
거듭	거듭/MAG
당부했다.	당부/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.4.1
또 김 장관은 장병들이 확고한 대적관을 갖도록 주문했다.

또	또/MAG
김	김/NNP
장관은	장관/NNG+은/JX
장병들이	장병/NNG+들/XSN+이/JKS
확고한	확고하/VA+ㄴ/ETM
대적관을	대적관/NNG+을/JKO
갖도록	갖/VV+도록/EC
주문했다.	주문/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.4.2
그는 “3월은 천안함 폭침을 응징하는 달이다.

그는	그/NP+는/JX
“3월은	“/SS+3/SN+월/NNB+은/JX
천안함	천안함/NNP
폭침을	폭침/NNG+을/JKO
응징하는	응징/NNG+하/XSV+는/ETM
달이다.	달/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.315.4.3
군인에게 제일 중요한 건 적에 대한 적개심과 복수심이다.

군인에게	군인/NNG+에게/JKB
제일	제일/MAG
중요한	중요/NNG+하/XSA+ㄴ/ETM
건	거/NNB+ㄴ/JX
적에	적/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
적개심과	적개심/NNG+과/JC
복수심이다.	복수심/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.315.4.4
반드시 복수해야 한다”며 “피 한 방울 흘리지 않고 평화를 지킬 수 없다”며 목소리를 높였다.

반드시	반드시/MAG
복수해야	복수/NNG+하/XSV+아야/EC
한다”며	하/VX+ㄴ다/EF+”/SS+며/EC
“피	“/SS+피/NNG
한	한/MMN
방울	방울/NNG
흘리지	흘리/VV+지/EC
않고	않/VX+고/EC
평화를	평화/NNG+를/JKO
지킬	지키/VV+ㄹ/ETM
수	수/NNB
없다”며	없/VA+다/EF+”/SS+며/EC
목소리를	목소리/NNG+를/JKO
높였다.	높이/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.315.5.1
이 같은 발언은 최근 인천의 한 군부대 생활관에 대적관 구호가 담긴 김정일 김정은 부자 사진이 부착된 것을 문제 삼아 연일 이명박 대통령을 원색적으로 비방하면서 대남 위협을 쏟아내는 북한 지도부를 겨냥한 경고 메시지로도 풀이된다.

이	이/NP
같은	같/VA+은/ETM
발언은	발언/NNG+은/JX
최근	최근/MAG
인천의	인천/NNP+의/JKG
한	한/MMN
군부대	군부대/NNG
생활관에	생활관/NNG+에/JKB
대적관	대적관/NNG
구호가	구호/NNG+가/JKS
담긴	담기/VV+ㄴ/ETM
김정일	김정일/NNP
김정은	김정은/NNP
부자	부자/NNG
사진이	사진/NNG+이/JKS
부착된	부착/NNG+되/XSV+ㄴ/ETM
것을	것/NNB+을/JKO
문제	문제/NNG
삼아	삼/VV+아/EC
연일	연일/MAG
이명박	이명박/NNP
대통령을	대통령/NNG+을/JKO
원색적으로	원색/NNG+적/XSN+으로/JKB
비방하면서	비방/NNG+하/XSV+면서/EC
대남	대남/NNG
위협을	위협/NNG+을/JKO
쏟아내는	쏟/VV+아/EC+내/VX+는/ETM
북한	북한/NNP
지도부를	지도부/NNG+를/JKO
겨냥한	겨냥/NNG+하/XSV+ㄴ/ETM
경고	경고/NNG
메시지로도	메시지/NNG+로/JKB+도/JX
풀이된다.	풀이/NNG+되/XSV+ㄴ다/EF+./SF


# id : NWRW1800000033.315.6.1
국방부 관계자는 “김 장관이 ‘복수’ ‘굴복’ ‘적개심’ 등 전례 없이 강한 표현을 사용한 것은 천안함 폭침 2년(26일)을 앞두고 북한의 도발을 결코 좌시하지 않겠다는 의지를 천명한 것”이라고 말했다.

국방부	국방부/NNG
관계자는	관계자/NNG+는/JX
“김	“/SS+김/NNP
장관이	장관/NNG+이/JKS
‘복수’	‘/SS+복수/NNG+’/SS
‘굴복’	‘/SS+굴복/NNG+’/SS
‘적개심’	‘/SS+적개심/NNG+’/SS
등	등/NNB
전례	전례/NNG
없이	없이/MAG
강한	강하/VA+ㄴ/ETM
표현을	표현/NNG+을/JKO
사용한	사용/NNG+하/XSV+ㄴ/ETM
것은	것/NNB+은/JX
천안함	천안함/NNP
폭침	폭침/NNG
2년(26일)을	2/SN+년/NNB+(/SS+26/SN+일/NNB+)/SS+을/JKO
앞두고	앞두/VV+고/EC
북한의	북한/NNP+의/JKG
도발을	도발/NNG+을/JKO
결코	결코/MAG
좌시하지	좌시/NNG+하/XSV+지/EC
않겠다는	않/VX+겠/EP+다는/ETM
의지를	의지/NNG+를/JKO
천명한	천명/NNG+하/XSV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.6.2
특히 합참 고위 관계자는 “김 장관의 발언은 결코 빈말이 아니다”며 “우리 군은 북한의 도발을 기다리고 있다.

특히	특히/MAG
합참	합참/NNG
고위	고위/NNG
관계자는	관계자/NNG+는/JX
“김	“/SS+김/NNP
장관의	장관/NNG+의/JKG
발언은	발언/NNG+은/JX
결코	결코/MAG
빈말이	빈말/NNG+이/JKC
아니다”며	아니/VCN+다/EF+”/SS+며/EC
“우리	“/SS+우리/NP
군은	군/NNG+은/JX
북한의	북한/NNP+의/JKG
도발을	도발/NNG+을/JKO
기다리고	기다리/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.315.6.3
도발할 경우 뼈저리게 후회하도록 할 전투태세를 갖추고 있다”고 말했다.

도발할	도발/NNG+하/XSV+ㄹ/ETM
경우	경우/NNG
뼈저리게	뼈저리/VA+게/EC
후회하도록	후회/NNG+하/XSV+도록/EC
할	하/VX+ㄹ/ETM
전투태세를	전투태세/NNG+를/JKO
갖추고	갖추/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.7.1
북한의 당정군 고위 간부들은 4일 평양 김일성광장에서 열린 대규모 군중대회에서 이 대통령과 김 장관의 실명을 거론하며 ‘미친 개’ ‘찢어죽이자’ ‘청와대 불바다’ 등 갖은 욕설과 위협을 퍼부었다.

북한의	북한/NNP+의/JKG
당정군	당정/NNG+군/NNG
고위	고위/NNG
간부들은	간부/NNG+들/XSN+은/JX
4일	4/SN+일/NNB
평양	평양/NNP
김일성광장에서	김일성광장/NNP+에서/JKB
열린	열리/VV+ㄴ/ETM
대규모	대/XPN+규모/NNG
군중대회에서	군중대회/NNG+에서/JKB
이	이/NNP
대통령과	대통령/NNG+과/JC
김	김/NNP
장관의	장관/NNG+의/JKG
실명을	실명/NNG+을/JKO
거론하며	거론/NNG+하/XSV+며/EC
‘미친	‘/SS+미치/VV+ㄴ/ETM
개’	개/NNG+’/SS
‘찢어죽이자’	‘/SS+찢/VV+어/EC+죽이/VV+자/EF+’/SS
‘청와대	‘/SS+청와대/NNP
불바다’	불바다/NNG+’/SS
등	등/NNB
갖은	갖은/MMN
욕설과	욕설/NNG+과/JC
위협을	위협/NNG+을/JKO
퍼부었다.	퍼붓/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.315.7.2
조선중앙TV는 6일 두 사람의 실명이 적힌 표적지에 사격을 하거나 흉기를 던지는 북한군의 훈련 장면을 공개하기도 했다.

조선중앙TV는	조선중앙TV/NNP+는/JX
6일	6/SN+일/NNB
두	두/MMN
사람의	사람/NNG+의/JKG
실명이	실명/NNG+이/JKS
적힌	적히/VV+ㄴ/ETM
표적지에	표적지/NNG+에/JKB
사격을	사격/NNG+을/JKO
하거나	하/VV+거나/EC
흉기를	흉기/NNG+를/JKO
던지는	던지/VV+는/ETM
북한군의	북한군/NNG+의/JKG
훈련	훈련/NNG
장면을	장면/NNG+을/JKO
공개하기도	공개/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.315.8.1
이날 김 장관은 해병연평부대 지휘통제실과 대포병레이더, 전방관측소 등을 점검한 뒤 “김정은 지도체제의 조기 정착과 내부의 불안정한 갈등 요인을 해소하기 위해 북한은 반드시 철저히 계산된 대남 도발을 할 것”이라고 강조했다.

이날	이날/NNG
김	김/NNP
장관은	장관/NNG+은/JX
해병연평부대	해병/NNG+연평/NNP+부대/NNG
지휘통제실과	지휘/NNG+통제실/NNG+과/JC
대포병레이더,	대포병/NNG+레이더/NNG+,/SP
전방관측소	전방/NNG+관측소/NNG
등을	등/NNB+을/JKO
점검한	점검/NNG+하/XSV+ㄴ/ETM
뒤	뒤/NNG
“김정은	“/SS+김정은/NNP
지도체제의	지도/NNG+체제/NNG+의/JKG
조기	조기/NNG
정착과	정착/NNG+과/JC
내부의	내부/NNG+의/JKG
불안정한	불/XPN+안정/NNG+하/XSA+ㄴ/ETM
갈등	갈등/NNG
요인을	요인/NNG+을/JKO
해소하기	해소/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
북한은	북한/NNP+은/JX
반드시	반드시/MAG
철저히	철저히/MAG
계산된	계산/NNG+되/XSV+ㄴ/ETM
대남	대남/NNG
도발을	도발/NNG+을/JKO
할	하/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
강조했다.	강조/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.8.2
군 관계자는 “김 장관의 연평도 방문은 지난달 26일 김정은이 4군단의 연평도 도발 부대를 방문한 데 따른 대응 차원”이라고 설명했다.

군	군/NNG
관계자는	관계자/NNG+는/JX
“김	“/SS+김/NNP
장관의	장관/NNG+의/JKG
연평도	연평도/NNP
방문은	방문/NNG+은/JX
지난달	지난달/NNG
26일	26/SN+일/NNB
김정은이	김정은/NNP+이/JKS
4군단의	4/SN+군단/NNG+의/JKG
도발	도발/NNG
부대를	부대/NNG+를/JKO
방문한	방문/NNG+하/XSV+ㄴ/ETM
데	데/NNB
따른	따르/VV+ㄴ/ETM
대응	대응/NNG
차원”이라고	차원/NNG+”/SS+이라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000033.315.9.1
군 당국은 북한이 내부 결속을 위해 이달 말에 열리는 서울 핵안보정상회의나 다음 달 15일 김일성 주석의 생일(태양절)을 전후해 도발할 가능성이 높다고 보고 있다.

군	군/NNG
당국은	당국/NNG+은/JX
북한이	북한/NNP+이/JKS
내부	내부/NNG
결속을	결속/NNG+을/JKO
위해	위하/VV+아/EC
이달	이달/NNG
말에	말/NNB+에/JKB
열리는	열리/VV+는/ETM
서울	서울/NNP
핵안보정상회의나	핵/NNG+안보/NNG+정상/NNG+회의/NNG+나/JC
다음	다음/NNG
달	달/NNG
15일	15/SN+일/NNB
김일성	김일성/NNP
주석의	주석/NNG+의/JKG
생일(태양절)을	생일/NNG+(/SS+태양절/NNG+)/SS+을/JKO
전후해	전후/NNG+하/XSV+아/EC
도발할	도발/NNG+하/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
높다고	높/VA+다고/EC
보고	보/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.315.9.2
특히 북한이 지난해 말부터 서북도서 인근 부대의 포 사격훈련을 평소보다 서너 배 강화해 군 당국이 동향을 면밀히 주시하고 있는 것으로 알려졌다.

특히	특히/MAG
북한이	북한/NNP+이/JKS
지난해	지난해/NNG
말부터	말/NNB+부터/JX
서북도서	서북/NNG+도서/NNG
인근	인근/NNG
부대의	부대/NNG+의/JKG
포	포/NNG
사격훈련을	사격/NNG+훈련/NNG+을/JKO
평소보다	평소/NNG+보다/JKB
서너	서너/MMN
배	배/NNG
강화해	강화/NNG+하/XSV+아/EC
군	군/NNG
당국이	당국/NNG+이/JKS
동향을	동향/NNG+을/JKO
면밀히	면밀히/MAG
주시하고	주시/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.315.9.3
북한은 2010년 8월 서해 북방한계선(NLL) 인근 해상에 일제타격식(TOT) 사격훈련을 한 지 석 달 만에 연평도 도발을 감행했다.

북한은	북한/NNP+은/JX
2010년	2010/SN+년/NNB
8월	8/SN+월/NNB
서해	서해/NNP
북방한계선(NLL)	북방/NNG+한계선/NNG+(/SS+NLL/SL+)/SS
인근	인근/NNG
해상에	해상/NNG+에/JKB
일제타격식(TOT)	일제/NNG+타격식/NNG+(/SS+TOT/SL+)/SS
사격훈련을	사격/NNG+훈련/NNG+을/JKO
한	하/VV+ㄴ/ETM
지	지/NNB
석	석/MMN
달	달/NNB
만에	만/NNB+에/JKB
연평도	연평도/NNP
도발을	도발/NNG+을/JKO
감행했다.	감행/NNG+하/XSV+았/EP+다/EF+./SF


