# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000033.375
metadata : {}


# id : NWRW1800000033.375.1.1
安 외부일정 없이 ‘단일화 중단’ 대책 논의

安	安/SH
않겠다”고	않/VX+겠/EP+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.375.4.2
안 후보는 센터에서 어린이들에게 동화책 ‘나무 심으러 몽골에 간다고요?’를 읽어줬다.

안	안/NNP
후보는	후보/NNG+는/JX
센터에서	센터/NNG+에서/JKB
어린이들에게	어린이/NNG+들/XSN+에게/JKB
동화책	동화책/NNG
‘나무	‘/SS+나무/NNG
심으러	심/VV+으러/EC
몽골에	몽골/NNP+에/JKB
간다고요?’를	가/VV+ㄴ다고/EF+요/JX+?/SF+’/SS+를/JKO
읽어줬다.	읽/VV+어/EC+주/VX+었/EP+다/EF+./SF


# id : NWRW1800000033.375.4.3
그는 책에서 ‘황사’ 내용이 나오자 “황사가 뭐지?”라고 물은 뒤 “모래”라는 답이 나오자 “금속 섞인 나쁜 모래바람”이라고 답해주기도 했다.

그는	그/NP+는/JX
책에서	책/NNG+에서/JKB
‘황사’	‘/SS+황사/NNG+’/SS
내용이	내용/NNG+이/JKS
나오자	나오/VV+자/EC
“황사가	“/SS+황사/NNG+가/JKS
뭐지?”라고	뭐/NP+이/VCP+지/EF+?/SF+”/SS+라고/JKQ
물은	묻/VV+은/ETM
뒤	뒤/NNG
“모래”라는	“/SS+모래/NNG+”/SS+이/VCP+라는/ETM
답이	답/NNG+이/JKS
“금속	“/SS+금속/NNG
섞인	섞이/VV+ㄴ/ETM
나쁜	나쁘/VA+ㄴ/ETM
모래바람”이라고	모래바람/NNG+”/SS+이라고/JKQ
답해주기도	답/NNG+하/XSV+아/EC+주/VX+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000033.375.5.1
안 후보 캠프는 ‘안철수 양보론’ 등 안 후보 측을 자극한 민주통합당 문재인 후보 측 일부 인사에 대한 가시적 조치를 포함해 민주당이 조직을 앞세운 낡은 정치를 하지 않겠다고 공개 약속을 해야 한다는 분위기다.

안	안/NNP
후보	후보/NNG
캠프는	캠프/NNG+는/JX
‘안철수	‘/SS+안철수/NNP
양보론’	양보/NNG+론/XSN+’/SS
등	등/NNB
측을	측/NNB+을/JKO
자극한	자극/NNG+하/XSV+ㄴ/ETM
민주통합당	민주통합당/NNP
문재인	문재인/NNP
측	측/NNB
일부	일부/NNG
인사에	인사/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
가시적	가시/NNG+적/XSN
조치를	조치/NNG+를/JKO
포함해	포함/NNG+하/XSV+아/EC
민주당이	민주당/NNP+이/JKS
조직을	조직/NNG+을/JKO
앞세운	앞세우/VV+ㄴ/ETM
낡은	낡/VV+은/ETM
정치를	정치/NNG+를/JKO
하지	하/VV+지/EC
않겠다고	않/VX+겠/EP+다고/EC
공개	공개/NNG
약속을	약속/NNG+을/JKO
해야	하/VV+아야/EC
한다는	하/VX+ㄴ다는/ETM
분위기다.	분위기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000033.375.5.2
단일화 협상 중단 선언이 자칫 ‘흙탕물 싸움’으로 비치며 안 후보의 지지율이 어느 정도 하락하더라도 감수할 수밖에 없다는 판단을 했다는 것이다.

단일화	단일/NNG+화/XSN
협상	협상/NNG
중단	중단/NNG
선언이	선언/NNG+이/JKS
자칫	자칫/MAG
‘흙탕물	‘/SS+흙탕물/NNG
싸움’으로	싸움/NNG+’/SS+으로/JKB
비치며	비치/VV+며/EC
안	안/NNP
후보의	후보/NNG+의/JKG
지지율이	지지/NNG+율/XSN+이/JKS
어느	어느/MMD
정도	정도/NNG
하락하더라도	하락/NNG+하/XSV+더라도/EC
감수할	감수/NNG+하/XSV+ㄹ/ETM
수밖에	수/NNB+밖에/JX
없다는	없/VA+다는/ETM
판단을	판단/NNG+을/JKO
했다는	하/VV+았/EP+다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000033.375.5.3
다른 관계자는 “그것(지지율 하락)이 무서워 그저 단일화만 강조하면 새로운 정치를 실천하려 했던 좌표를 잃어버리면서 안 후보의 존재가치가 사라진다는 위기의식이 있다”고 전했다.

다른	다른/MMD
관계자는	관계자/NNG+는/JX
“그것(지지율	“/SS+그것/NP+(/SS+지지/NNG+율/XSN
하락)이	하락/NNG+)/SS+이/JKS
무서워	무섭/VA+어/EC
그저	그저/MAG
단일화만	단일/NNG+화/XSN+만/JX
강조하면	강조/NNG+하/XSV+면/EC
새로운	새롭/VA+ㄴ/ETM
정치를	정치/NNG+를/JKO
실천하려	실천/NNG+하/XSV+려/EC
했던	하/VX+았/EP+던/ETM
좌표를	좌표/NNG+를/JKO
잃어버리면서	잃어버리/VV+면서/EC
안	안/NNP
후보의	후보/NNG+의/JKG
존재가치가	존재/NNG+가치/NNG+가/JKS
사라진다는	사라지/VV+ㄴ다는/ETM
위기의식이	위기의식/NNG+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.375.6.1
공식 행보를 자제한 안 후보와 달리 부인 김미경 서울대 교수는 이날 고향인 전남 여수를 비롯해 순천, 광양 등을 하루에 돌며 5개 일정을 소화하는 강행군을 펼쳤다.

공식	공식/NNG
행보를	행보/NNG+를/JKO
자제한	자제/NNG+하/XSV+ㄴ/ETM
안	안/NNP
후보와	후보/NNG+와/JKB
달리	달리/MAG
부인	부인/NNG
김미경	김미경/NNP
서울대	서울대/NNP
교수는	교수/NNG+는/JX
이날	이날/NNG
고향인	고향/NNG+이/VCP+ㄴ/ETM
전남	전남/NNP
여수를	여수/NNP+를/JKO
비롯해	비롯하/VV+아/EC
순천,	순천/NNP+,/SP
광양	광양/NNP
등을	등/NNB+을/JKO
하루에	하루/NNG+에/JKB
돌며	돌/VV+며/EC
5개	5/SN+개/NNB
일정을	일정/NNG+을/JKO
소화하는	소화/NNG+하/XSV+는/ETM
강행군을	강행군/NNG+을/JKO
펼쳤다.	펼치/VV+었/EP+다/EF+./SF


# id : NWRW1800000033.375.6.2
모교인 여수동초등학교에선 일일교사를 맡았고 여수의 ‘한양연꽃’ 요양원, 순천의 북부시장, 사회복지시설인 SOS어린이마을, 광양의 중마시장 등을 잇따라 찾았다.

모교인	모교/NNG+이/VCP+ㄴ/ETM
여수동초등학교에선	여수동초등학교/NNP+에서/JKB+ㄴ/JX
일일교사를	일일/NNG+교사/NNG+를/JKO
맡았고	맡/VV+았/EP+고/EC
여수의	여수/NNP+의/JKG
‘한양연꽃’	‘/SS+한양연꽃/NNP+’/SS
요양원,	요양원/NNG+,/SP
순천의	순천/NNP+의/JKG
북부시장,	북부/NNG+시장/NNG+,/SP
사회복지시설인	사회/NNG+복지/NNG+시설/NNG+이/VCP+ㄴ/ETM
SOS어린이마을,	SOS/SL+어린이/NNG+마을/NNG+,/SP
광양의	광양/NNP+의/JKG
중마시장	중마/NNG+시장/NNG
등을	등/NNB+을/JKO
잇따라	잇따르/VV+아/EC
찾았다.	찾/VV+았/EP+다/EF+./SF


# id : NWRW1800000033.375.7.1
김 교수는 앞서 10, 11일 군산 전주 나주 목포 등을 연달아 방문하고 8일에도 광주를 찾아 광주국제영화제 개막식에 참석해 축하메시지를 전달하는 등 호남 민심 잡기에 공을 들이고 있다.

김	김/NNP
교수는	교수/NNG+는/JX
앞서	앞서/MAG
10,	10/SN+,/SP
11일	11/SN+일/NNB
군산	군산/NNP
전주	전주/NNP
나주	나주/NNP
목포	목포/NNP
등을	등/NNB+을/JKO
연달아	연달/VV+아/EC
방문하고	방문/NNG+하/XSV+고/EC
8일에도	8/SN+일/NNB+에/JKB+도/JX
광주를	광주/NNP+를/JKO
찾아	찾/VV+아/EC
광주국제영화제	광주국제영화제/NNP
개막식에	개막식/NNG+에/JKB
참석해	참석/NNG+하/XSV+아/EC
축하메시지를	축하/NNG+메시지/NNG+를/JKO
전달하는	전달/NNG+하/XSV+는/ETM
등	등/NNB
호남	호남/NNP
민심	민심/NNG
잡기에	잡/VV+기/ETN+에/JKB
공을	공/NNG+을/JKO
들이고	들이/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.375.7.2
김 교수는 자신의 고향이 여수인 점을 들어 안 후보가 ‘호남의 사위’임을 강조하고 있다.

김	김/NNP
교수는	교수/NNG+는/JX
자신의	자신/NNG+의/JKG
고향이	고향/NNG+이/JKS
여수인	여수/NNP+이/VCP+ㄴ/ETM
점을	점/NNG+을/JKO
들어	들/VV+어/EC
안	안/NNP
후보가	후보/NNG+가/JKS
‘호남의	‘/SS+호남/NNP+의/JKG
사위’임을	사위/NNG+’/SS+이/VCP+ㅁ/ETN+을/JKO
강조하고	강조/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000033.375.7.3
최근 호남에서 안 후보의 지지율이 문 후보에게 역전되는 흐름이 나타난 점을 고려한 행보로 보인다.

최근	최근/MAG
호남에서	호남/NNP+에서/JKB
안	안/NNP
후보의	후보/NNG+의/JKG
지지율이	지지/NNG+율/XSN+이/JKS
문	문/NNP
후보에게	후보/NNG+에게/JKB
역전되는	역전/NNG+되/XSV+는/ETM
흐름이	흐름/NNG+이/JKS
나타난	나타나/VV+ㄴ/ETM
점을	점/NNG+을/JKO
고려한	고려/NNG+하/XSV+ㄴ/ETM
행보로	행보/NNG+로/JKB
보인다.	보이/VV+ㄴ다/EF+./SF


