# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000038.393
metadata : {}


# id : NWRW1800000038.393.1.1
[기자수첩] 軍기밀 대우 못받은 '합참 통제선'

[기자수첩]	[/SS+기자/NNG+수첩/NNG+]/SS
1996년	1996/SN+년/NNB
설정한	설정/NNG+하/XSV+ㄴ/ETM
선이다.	선/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000038.393.4.2
이 선과 NLL 사이 수역은 일종의 완충 구역 역할을 한다.

이	이/MMD
선과	선/NNG+과/JC
NLL	NLL/SL
사이	사이/NNG
수역은	수역/NNG+은/JX
일종의	일종/NNG+의/JKG
완충	완충/NNG
구역	구역/NNG
역할을	역할/NNG+을/JKO
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000038.393.4.3
어선들의 조업을 통제하는 어로 한계선보다는 북쪽에 있다.

어선들의	어선/NNG+들/XSN+의/JKG
조업을	조업/NNG+을/JKO
통제하는	통제/NNG+하/XSV+는/ETM
어로	어로/NNG
한계선보다는	한계선/NNG+보다/JKB+는/JX
북쪽에	북쪽/NNG+에/JKB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000038.393.4.4
2급 비밀인 합참 예규(例規)에 포함돼 있어 2급 비밀로 분류돼 있다.

2급	2/SN+급/NNG
비밀인	비밀/NNG+이/VCP+ㄴ/ETM
합참	합참/NNG
예규(例規)에	예규/NNG+(/SS+例規/SH+)/SS+에/JKB
포함돼	포함/NNG+되/XSV+어/EC
있어	있/VX+어/EC
비밀로	비밀/NNG+로/JKB
분류돼	분류/NNG+되/XSV+어/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.393.5.1
이 합참 통제선이 지난 14일 민주당 윤호중 의원이 공개한 지도에 포함돼 기밀 유출 논란을 빚고 있다.

이	이/MMD
합참	합참/NNG
통제선이	통제선/NNG+이/JKS
지난	지나/VV+ㄴ/ETM
14일	14/SN+일/NNB
민주당	민주당/NNP
윤호중	윤호중/NNP
의원이	의원/NNG+이/JKS
공개한	공개/NNG+하/XSV+ㄴ/ETM
지도에	지도/NNG+에/JKB
포함돼	포함/NNG+되/XSV+어/EC
기밀	기밀/NNG
유출	유출/NNG
논란을	논란/NNG+을/JKO
빚고	빚/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.393.5.2
윤 의원이 지난 2007년 남북 정상회담 때 북측에 전달된 것이라며 공개한 지도에는 NLL을 중심으로 한 공동어로구역과 함께 합참 통제선이 표시돼 있었기 때문이다.

윤	윤/NNP
의원이	의원/NNG+이/JKS
지난	지나/VV+ㄴ/ETM
2007년	2007/SN+년/NNB
남북	남북/NNP
정상회담	정상/NNG+회담/NNG
때	때/NNG
북측에	북측/NNG+에/JKB
전달된	전달/NNG+되/XSV+ㄴ/ETM
것이라며	것/NNB+이/VCP+라며/EC
공개한	공개/NNG+하/XSV+ㄴ/ETM
지도에는	지도/NNG+에/JKB+는/JX
NLL을	NLL/SL+을/JKO
중심으로	중심/NNG+으로/JKB
한	하/VV+ㄴ/ETM
공동어로구역과	공동/NNG+어로/NNG+구역/NNG+과/JKB
함께	함께/MAG
합참	합참/NNG
통제선이	통제선/NNG+이/JKS
표시돼	표시/NNG+되/XSV+어/EC
있었기	있/VX+었/EP+기/ETN
때문이다.	때문/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000038.393.5.3
해군 관계자들은 "합참 통제선의 위치를 북한이 알면 NLL 무력화 시위 등에 이용할 수 있다"고 우려했다.

해군	해군/NNG
관계자들은	관계자/NNG+들/XSN+은/JX
"합참	"/SS+합참/NNG
통제선의	통제선/NNG+의/JKG
위치를	위치/NNG+를/JKO
북한이	북한/NNP+이/JKS
알면	알/VV+면/EC
NLL	NLL/SL
무력화	무력/NNG+화/XSN
시위	시위/NNG
등에	등/NNB+에/JKB
이용할	이용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다"고	있/VA+다/EF+"/SS+고/JKQ
우려했다.	우려/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.393.6.1
반면 윤 의원 측은 정상회담 뒤에 열린 남북 국방장관 회담을 위해 우리 측에서 준비한 지도에도 합참 통제선이 표시돼 있었던 만큼 기밀 보호에 대한 충분하고 적절한 조치가 이뤄졌을 것으로 본다고 반박하고 있다.

반면	반면/NNG
윤	윤/NNP
의원	의원/NNG
측은	측/NNB+은/JX
정상회담	정상/NNG+회담/NNG
뒤에	뒤/NNG+에/JKB
열린	열리/VV+ㄴ/ETM
남북	남북/NNP
국방장관	국방/NNG+장관/NNG
회담을	회담/NNG+을/JKO
위해	위하/VV+아/EC
우리	우리/NP
측에서	측/NNB+에서/JKB
준비한	준비/NNG+하/XSV+ㄴ/ETM
지도에도	지도/NNG+에/JKB+도/JX
합참	합참/NNG
통제선이	통제선/NNG+이/JKS
표시돼	표시/NNG+되/XSV+어/EC
있었던	있/VX+었/EP+던/ETM
만큼	만큼/NNB
기밀	기밀/NNG
보호에	보호/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
충분하고	충분하/VA+고/EC
적절한	적절하/VA+ㄴ/ETM
조치가	조치/NNG+가/JKS
이뤄졌을	이뤄지/VV+었/EP+을/ETM
것으로	것/NNB+으로/JKB
본다고	보/VV+ㄴ다고/EC
반박하고	반박/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000038.393.7.1
국방부는 15일 이에 대해 어정쩡한 태도를 보였다.

국방부는	국방부/NNG+는/JX
15일	15/SN+일/NNB
이에	이/NP+에/JKB
대해	대하/VV+아/EC
어정쩡한	어정쩡/MAG+하/XSA+ㄴ/ETM
태도를	태도/NNG+를/JKO
보였다.	보이/VV+었/EP+다/EF+./SF


# id : NWRW1800000038.393.7.2
김민석 대변인은 "좌표가 나와 있으면 명확하게 군사비밀이지만 (윤 의원이 공개한) 그 지도는 일반 지도인데 대충 그린 것인지 정말 좌표와 일치하는지를 확인할 필요가 있다"고 말했다.

김민석	김민석/NNP
대변인은	대변인/NNG+은/JX
"좌표가	"/SS+좌표/NNG+가/JKS
나와	나오/VV+아/EC
있으면	있/VX+으면/EC
명확하게	명확하/VA+게/EC
군사비밀이지만	군사/NNG+비밀/NNG+이/VCP+지만/EC
(윤	(/SS+윤/NNP
의원이	의원/NNG+이/JKS
공개한)	공개/NNG+하/XSV+ㄴ/ETM+)/SS
그	그/MMD
지도는	지도/NNG+는/JX
일반	일반/NNG
지도인데	지도/NNG+이/VCP+ㄴ데/EC
대충	대충/MAG
그린	그리/VV+ㄴ/ETM
것인지	것/NNB+이/VCP+ㄴ지/EC
정말	정말/MAG
좌표와	좌표/NNG+와/JKB
일치하는지를	일치/NNG+하/XSV+는지/EC+를/JKO
확인할	확인/NNG+하/XSV+ㄹ/ETM
필요가	필요/NNG+가/JKS
있다"고	있/VA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000038.393.8.1
2007년 정상회담 때 노무현 전 대통령 등은 공동어로구역에만 관심이 쏠려 합참 통제선의 의미를 모르고 무심코 북에 이 지도를 건넸을 수도 있다.

2007년	2007/SN+년/NNB
정상회담	정상/NNG+회담/NNG
때	때/NNG
노무현	노무현/NNP
전	전/MMD
대통령	대통령/NNG
등은	등/NNB+은/JX
공동어로구역에만	공동/NNG+어로/NNG+구역/NNG+에/JKB+만/JX
관심이	관심/NNG+이/JKS
쏠려	쏠리/VV+어/EC
합참	합참/NNG
통제선의	통제선/NNG+의/JKG
의미를	의미/NNG+를/JKO
모르고	모르/VV+고/EC
무심코	무심코/MAG
북에	북/NNP+에/JKB
이	이/MMD
지도를	지도/NNG+를/JKO
건넸을	건네/VV+었/EP+을/ETM
수도	수/NNB+도/JX
있다.	있/VA+다/EF+./SF


# id : NWRW1800000038.393.8.2
하지만 군 기밀로 분류돼 있는 자료가 어떤 경위로든 북에 건너간 것은 비판을 면하기 어려울 것이다.

하지만	하지만/MAJ
군	군/NNG
기밀로	기밀/NNG+로/JKB
분류돼	분류/NNG+되/XSV+어/EC
있는	있/VX+는/ETM
자료가	자료/NNG+가/JKS
어떤	어떤/MMD
경위로든	경위/NNG+로/JKB+든/JX
북에	북/NNP+에/JKB
건너간	건너가/VV+ㄴ/ETM
것은	것/NNB+은/JX
비판을	비판/NNG+을/JKO
면하기	면하/VV+기/ETN
어려울	어렵/VA+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


